Tf,distance
PCSK6,Eukaryota
CITED2,Vertebrata
TEK,Vertebrata
ZNF383,Mammalia
MS4A1,Vertebrata
TRIM21,Vertebrata
SERPINA3,Mammalia
CASP8,Eumetazoa
GC,Vertebrata
SURF2,Vertebrata
HEMGN,Eumetazoa
GUCA2B,Vertebrata
KIF2C,Opisthokonta
CD6,Opisthokonta
PGA5,Vertebrata
SERPINB5,Vertebrata
MUC17,Mammalia
MBD2,Vertebrata
ACRV1,Mammalia
EPOR,Vertebrata
WNT11,Opisthokonta
BTG3,Vertebrata
CXADR,Vertebrata
C1QBP,Eumetazoa
ATP2A3,> Eukaryota
SIM2,Eumetazoa
SLC20A1,Eumetazoa
LMX1B,Eumetazoa
ULK1,Opisthokonta
PEG10,Mammalia
VCP,Eukaryota
ACACB,Opisthokonta
FOXN4,Vertebrata
PTGDR2,Mammalia
NCOA6,Vertebrata
RGS4,Eumetazoa
ZNF750,Vertebrata
RREB1,Vertebrata
TPT1,Vertebrata
TSC22D1,Eumetazoa
ECT2,Vertebrata
HMGB2,Vertebrata
HPGD,> Eukaryota
NOX1,Vertebrata
MAP3K1,> Eukaryota
SCNN1B,Vertebrata
SLC26A4,Vertebrata
LBP,Vertebrata
BPI,Vertebrata
CD80,Mammalia
BID,Vertebrata
TFPT,Vertebrata
PDX1,Vertebrata
CDX2,Vertebrata
FLT3,Vertebrata
GSTM1,Vertebrata
INSL3,Mammalia
CYP11B2,Mammalia
GPX4,Mammalia
PIP5K1C,Vertebrata
CCL26,Primates
CCL13,Primates
CCL21,Mammalia
CCL19,Mammalia
CCL7,Mammalia
CX3CL1,Mammalia
CCL2,Mammalia
CCL11,Mammalia
ITGA6,Opisthokonta
PCYT1A,Vertebrata
HOMER3,Vertebrata
JUND,Hominidae
RAB3A,Vertebrata
GDF15,Vertebrata
CRTC1,Vertebrata
ANGPTL4,Vertebrata
NR2F6,Opisthokonta
RFXANK,Vertebrata
CTSG,Vertebrata
GZMB,Vertebrata
FSTL3,Vertebrata
BSG,Opisthokonta
FAF1,Eukaryota
DLG4,Vertebrata
CASR,Eumetazoa
SAT1,Eukaryota
PDHA1,Eukaryota
GNMT,Eukaryota
RUNX3,Opisthokonta
HSD3B2,> Eukaryota
HSD3B1,> Eukaryota
BLK,Vertebrata
HDAC1,Eumetazoa
INSM1,Eumetazoa
NKX2-2,Eumetazoa
PAX1,Eumetazoa
FOXA2,Eumetazoa
ARID1B,Opisthokonta
LEP,Mammalia
PAX4,Vertebrata
CDH5,Vertebrata
RAD51B,Vertebrata
DDX58,Eumetazoa
SPINK4,Eumetazoa
CREB3,Vertebrata
CDKN2C,Vertebrata
CYP2J2,Vertebrata
KMT5A,Amniota
CTBP2,> Eukaryota
JCHAIN,Opisthokonta
IL15,Amniota
CYP2C19,Primates
CYP2C9,Primates
APOA2,Amniota
TNIP3,Eumetazoa
ACE,Mammalia
ICAM2,Mammalia
ERN1,Eumetazoa
PECAM1,Vertebrata
FGFR4,Amniota
HK3,Opisthokonta
PLOD1,Vertebrata
DEDD,Vertebrata
SIRT3,Opisthokonta
GSC,Vertebrata
DICER1,Vertebrata
NFATC1,Vertebrata
SLC9A3,Opisthokonta
USP7,Eukaryota
SOCS1,Vertebrata
CIITA,Vertebrata
NR1H4,Eumetazoa
SSPN,Eumetazoa
BHLHE41,Opisthokonta
KRAS,Vertebrata
CST5,Primates
TOE1,Eukaryota
SPARC,Eumetazoa
GLRA1,Vertebrata
PDGFC,Vertebrata
TDO2,Eumetazoa
EGF,Opisthokonta
ADH1A,Vertebrata
ADH5,Vertebrata
ADH6,Primates
CXCL14,Vertebrata
CTBP1,> Eukaryota
MTA3,Opisthokonta
NQO2,Vertebrata
MSH2,> Eukaryota
FSHR,Eumetazoa
DOCK1,Eumetazoa
OAT,Eukaryota
GPX1,Opisthokonta
DAPK2,Eumetazoa
CLCN5,Eumetazoa
SMG6,Vertebrata
CAT,Vertebrata
DISC1,Vertebrata
EGLN1,Eumetazoa
GGPS1,Vertebrata
IRF2BP2,Eumetazoa
PSEN1,Vertebrata
HESX1,Vertebrata
CYC1,Vertebrata
TP53INP1,Vertebrata
CCNE2,> Eukaryota
CD33,Vertebrata
GTF3C1,Primates
CYP17A1,Eumetazoa
SLC2A3,Primates
FGF8,Eumetazoa
CYP46A1,Eumetazoa
SNW1,Eumetazoa
TSHR,Opisthokonta
GTF2A1,Eumetazoa
LEFTY1,Eumetazoa
MCM3,> Eukaryota
PTGER4,Opisthokonta
PTGES,Vertebrata
SURF1,Eukaryota
NOTCH1,Vertebrata
EREG,Vertebrata
AREG,Vertebrata
CXCL10,Amniota
GBP1,Mammalia
HLA-DRB5,Vertebrata
ICAM1,Mammalia
LDLR,Vertebrata
SNRPN,Mammalia
RETN,Vertebrata
LY96,Vertebrata
PLAC1,Mammalia
SCD5,Eumetazoa
SYN1,Mammalia
TIMP1,Vertebrata
VEGFB,Mammalia
MACROD1,Eumetazoa
TSC22D3,Vertebrata
KDM2A,Vertebrata
RAD9A,Eukaryota
CRYGA,Vertebrata
CRYGB,Primates
CRYGC,Vertebrata
MIF,Opisthokonta
WFS1,> Eukaryota
ISG20,Opisthokonta
ACAN,Vertebrata
MAP1A,Vertebrata
OGG1,Vertebrata
RHO,Vertebrata
REN,Vertebrata
CSF1,Vertebrata
SLC6A6,Opisthokonta
JAK2,Vertebrata
MMP17,Vertebrata
DUSP4,Vertebrata
NPM1,Primates
CLDN7,Eumetazoa
ESRRA,Mammalia
PRDX5,Mammalia
PRAM1,Mammalia
ARID3A,Eumetazoa
TMEM158,Vertebrata
LIMD1,Vertebrata
TNFRSF11B,Vertebrata
E2F3,Vertebrata
MAP1LC3B,Opisthokonta
SLC7A5,> Eukaryota
LCAT,Vertebrata
RPS3A,Eumetazoa
LRBA,Eumetazoa
NR3C2,Opisthokonta
POU4F2,Opisthokonta
DCBLD2,Opisthokonta
NFKBIB,Opisthokonta
IFNL3,Vertebrata
IFNL2,Vertebrata
IFNL1,Vertebrata
IFITM3,Vertebrata
ACTG2,Vertebrata
SUMO2,Eumetazoa
PIAS3,Vertebrata
POU2AF1,Vertebrata
IL18,Vertebrata
IL17RB,Eumetazoa
TLR9,Vertebrata
CKS2,Vertebrata
ZNF382,Mammalia
PER3,Vertebrata
MDM4,Opisthokonta
MYOG,Eumetazoa
TFEB,Opisthokonta
IKBKE,Opisthokonta
IL10,Vertebrata
IL24,Mammalia
NAB2,Eumetazoa
NELFCD,> Eukaryota
ADIPOR1,Opisthokonta
CDK2,Vertebrata
CYP27B1,Vertebrata
CDK4,Vertebrata
SMUG1,Vertebrata
BHLHE40,Opisthokonta
JUNB,Eumetazoa
ACP5,Opisthokonta
BCL11A,Vertebrata
RBBP8,Opisthokonta
KRT17,Vertebrata
KRT16,Vertebrata
KRT14,Vertebrata
KRT15,Vertebrata
KRT20,Vertebrata
KRT12,Vertebrata
KRT10,Vertebrata
RARA,Eumetazoa
GRK2,Vertebrata
GSTP1,Opisthokonta
NANOG,Vertebrata
MYOCD,Vertebrata
MAP2K4,Eukaryota
SULT2A1,Opisthokonta
SULT1E1,Opisthokonta
TOB1,Vertebrata
ITGB4,Eumetazoa
FDXR,> Eukaryota
SOX9,Opisthokonta
SOX2,Opisthokonta
RNF14,Eukaryota
PIK3CA,Eumetazoa
MELTF,Vertebrata
MPL,Vertebrata
EBNA1BP2,Eumetazoa
IL17C,Eumetazoa
RBBP7,Eukaryota
VAMP2,Eukaryota
KCTD11,Mammalia
IL2RA,Vertebrata
LCK,Vertebrata
RAP1A,Vertebrata
RHOC,Vertebrata
NRAS,Vertebrata
NHLH2,Amniota
CD58,Vertebrata
TTF2,Eukaryota
ROS1,Vertebrata
CTLA4,Vertebrata
CD28,Vertebrata
STAT2,Vertebrata
PLG,Vertebrata
SLC22A2,Eukaryota
NCOA1,Vertebrata
SLC29A1,Eumetazoa
TNFAIP3,Vertebrata
PERP,Eumetazoa
ABCG5,Vertebrata
ABCG8,Vertebrata
SLC3A1,Vertebrata
SIX3,Opisthokonta
SLC13A3,Eumetazoa
CEBPB,Eumetazoa
PTPN1,Vertebrata
DNMT3L,Amniota
DNAAF4,> Eukaryota
PTPRZ1,Vertebrata
NOD1,Vertebrata
UBE2C,Eukaryota
KCNQ2,Vertebrata
PLTP,Opisthokonta
HAND2,Eumetazoa
IRS2,Eumetazoa
LTBP1,Vertebrata
RASGRP3,Vertebrata
PTF1A,Vertebrata
GM2A,Vertebrata
VEGFC,Vertebrata
B4GALT5,Eumetazoa
SERPINC1,Vertebrata
S1PR1,Vertebrata
TCEAL1,Mammalia
BEX2,Mammalia
IDO2,Primates
IDO1,Primates
HLA-DPB1,Vertebrata
HLA-DPA1,Mammalia
OAS1,Mammalia
CD40,Opisthokonta
ACADL,Eumetazoa
KLF7,Opisthokonta
CREB1,Opisthokonta
HBG1,Vertebrata
HBD,Primates
HBB,Primates
HBZ,Vertebrata
HBE1,Primates
MPG,Primates
MAFK,Eumetazoa
MAP3K14,Vertebrata
BAX,Opisthokonta
MLX,Opisthokonta
HSD17B1,Vertebrata
STAT3,Vertebrata
STAT5A,Opisthokonta
STAT5B,Opisthokonta
ACHE,Opisthokonta
HYOU1,> Eukaryota
UCN,Mammalia
GTF3C2,Eumetazoa
SLC1A4,Vertebrata
CHEK2,Vertebrata
IFIT3,Vertebrata
MVP,Vertebrata
ABCC1,Eukaryota
PRMT1,Eumetazoa
HDAC3,Vertebrata
DDC,Opisthokonta
MMP14,Eumetazoa
CHD8,Vertebrata
CHD4,Eukaryota
NPHS2,Vertebrata
LMO3,Eumetazoa
ALK,Vertebrata
GTF2I,Vertebrata
RND3,Vertebrata
MGAT5,Eumetazoa
ODC1,> Eukaryota
CAD,> Eukaryota
IGF2R,Opisthokonta
FASN,Opisthokonta
ABCB11,Vertebrata
EZH2,Opisthokonta
NDRG2,Eumetazoa
SQSTM1,> Eukaryota
KPNB1,Opisthokonta
NR1D1,Eumetazoa
CREB3L1,Opisthokonta
MME,Eumetazoa
HCK,Vertebrata
GATA5,Vertebrata
HSF1,Vertebrata
TNFSF13B,Eumetazoa
COL4A1,Vertebrata
ETV3,Vertebrata
DKK4,Vertebrata
CDAN1,Vertebrata
RETNLB,Vertebrata
NQO1,Vertebrata
CHST4,Vertebrata
ELF4,Mammalia
HPGDS,Opisthokonta
PSCA,Mammalia
GML,Mammalia
CYP11B1,Mammalia
TOP1MT,Primates
SLC19A2,Opisthokonta
SELP,Opisthokonta
SELL,Vertebrata
NFKBIZ,Vertebrata
PRRX1,Vertebrata
USF1,Opisthokonta
A2M,Opisthokonta
CETP,Eumetazoa
TAT,Eukaryota
FOXL1,Vertebrata
RARB,Eumetazoa
TOP2B,Vertebrata
STIM1,Opisthokonta
APBB1,Vertebrata
NR4A3,Eumetazoa
ERP44,Eukaryota
CDH17,Vertebrata
EPB41L4B,Opisthokonta
CRH,Vertebrata
PDE7A,Opisthokonta
BHLHE22,Eumetazoa
FLT1,Vertebrata
GTF3A,Vertebrata
WASF3,Opisthokonta
CSTA,Vertebrata
KPNA1,Opisthokonta
MYD88,Mammalia
AGTR1,Vertebrata
ZIC1,Eumetazoa
TRPC1,Opisthokonta
TGIF1,Eumetazoa
SHH,Vertebrata
NFIX,Opisthokonta
ADM,Vertebrata
IPO7,Eukaryota
RRAS2,Eukaryota
EDEM2,Opisthokonta
SKIL,Vertebrata
KLF1,Opisthokonta
KLF2,Primates
CASP3,Opisthokonta
ASAH1,Opisthokonta
MT1G,Primates
NKX3-1,Amniota
SFTPA1,Vertebrata
ERVW-1,Hominidae
ANG,Hominidae
FOXA1,Vertebrata
IGF1,Vertebrata
ASCL1,Vertebrata
ASCL2,Vertebrata
METAP2,Opisthokonta
LAMB1,Vertebrata
BMP4,Vertebrata
FHL5,Eumetazoa
FABP7,Opisthokonta
EBI3,Vertebrata
MAFF,Eumetazoa
GUCY2C,Opisthokonta
TEF,Eumetazoa
MYH10,Vertebrata
SPHK1,Vertebrata
ACOX1,Vertebrata
ELK4,Vertebrata
SLC25A20,Vertebrata
ABL1,Eumetazoa
RFX3,Opisthokonta
GLIS3,Vertebrata
NAMPT,Vertebrata
MPO,Mammalia
BEST1,Eumetazoa
PML,Vertebrata
DDB2,Opisthokonta
EHF,Vertebrata
PDHX,Eumetazoa
CD44,Vertebrata
IRF7,Vertebrata
SLC5A1,Vertebrata
SCARB2,Opisthokonta
BST2,Vertebrata
HLA-C,Vertebrata
HLA-A,Vertebrata
HLA-B,Vertebrata
FMO4,Vertebrata
HLA-E,Vertebrata
IER3,Vertebrata
HSD17B6,Mammalia
TAC3,Vertebrata
DLG1,Opisthokonta
RCC1,Opisthokonta
NR0B2,Eumetazoa
SPRY2,Eumetazoa
POLD1,> Eukaryota
SHBG,Vertebrata
CHEK1,Vertebrata
BIRC2,Eumetazoa
BIRC3,Eumetazoa
HEPH,Opisthokonta
ALOX12,Vertebrata
CXXC5,Vertebrata
PURA,Opisthokonta
YY1,Vertebrata
HTRA2,Vertebrata
HIF1A,Eumetazoa
MNAT1,Eukaryota
SIX5,Opisthokonta
SIX1,Opisthokonta
SIX6,Opisthokonta
PLK4,Opisthokonta
ARF6,Opisthokonta
OTX2,Vertebrata
PGF,Vertebrata
GINS3,Vertebrata
RECQL4,Opisthokonta
KHSRP,Vertebrata
ESCO2,Eukaryota
FOXJ1,Vertebrata
ASXL1,Vertebrata
CDH3,Vertebrata
RXRA,Eumetazoa
WDR5,Eukaryota
IL12RB2,Vertebrata
STS,Eumetazoa
FOXI1,Vertebrata
FOXF2,Amniota
EPAS1,Opisthokonta
RUVBL1,> Eukaryota
VHL,Primates
PA2G4,Vertebrata
XPO1,Eukaryota
CDC6,> Eukaryota
SOCS7,Eumetazoa
SP2,Vertebrata
APEX1,> Eukaryota
CXCR1,Vertebrata
CXCR2,Vertebrata
LCT,Vertebrata
HDAC4,Eukaryota
TWIST2,Hominidae
MAFA,Hominidae
SALL3,Vertebrata
NKX2-3,Eumetazoa
EGR3,Vertebrata
ANTXR1,Vertebrata
ADRB3,Eumetazoa
POLR3D,Vertebrata
DPYSL2,Vertebrata
ADRA1A,Eumetazoa
CIAO1,Opisthokonta
ALDH1A1,> Eukaryota
STAR,Opisthokonta
POLD2,Vertebrata
NONO,Opisthokonta
NPC1L1,Eukaryota
NR2F1,Eumetazoa
AQP3,Vertebrata
MEF2C,Vertebrata
COX7C,Opisthokonta
VCAN,Vertebrata
F2R,Vertebrata
POLK,> Eukaryota
NFIA,Opisthokonta
ATOH1,Eumetazoa
SMAD4,Opisthokonta
TLE1,Vertebrata
SLC1A3,Vertebrata
NDC80,Vertebrata
HIP1R,Eukaryota
INPP5J,> Eukaryota
MAT2A,> Eukaryota
SFTPB,Opisthokonta
TCN2,Opisthokonta
EWSR1,Opisthokonta
ATP6V0A2,> Eukaryota
SART3,Vertebrata
FOXL2,Primates
PIK3CD,Opisthokonta
CTNNBIP1,Vertebrata
FABP5,Vertebrata
FABP4,Vertebrata
TERF2,Vertebrata
ESRRG,Eumetazoa
CTSB,Eukaryota
ACTA1,Eukaryota
PHF10,Opisthokonta
TBP,Vertebrata
PDCD2,Eukaryota
DDX21,Vertebrata
EIF3M,Eukaryota
MAF,Opisthokonta
EDA,Vertebrata
GJB1,Vertebrata
DUSP1,Vertebrata
FLT4,Vertebrata
PDLIM7,Eumetazoa
HBEGF,Vertebrata
STMN1,Vertebrata
ARID1A,Opisthokonta
SMPD1,Opisthokonta
ILK,Opisthokonta
TYR,Eumetazoa
SOD1,Vertebrata
SMAD1,Opisthokonta
RFXAP,Opisthokonta
CCNA1,> Eukaryota
RFC3,> Eukaryota
KL,Vertebrata
RXFP2,Vertebrata
CEP55,Opisthokonta
TDRD1,Vertebrata
CASP7,Opisthokonta
BECN1,Eukaryota
BRCA1,Hominidae
SLC7A1,Eukaryota
WWTR1,Opisthokonta
PGR,Opisthokonta
SIRT2,> Eukaryota
PAX3,Vertebrata
EVPL,Vertebrata
DDX5,Vertebrata
SMURF2,Eukaryota
KPNA2,Opisthokonta
BPTF,Opisthokonta
MCM5,> Eukaryota
HMOX1,Vertebrata
HMGXB4,Eumetazoa
SMARCA4,Vertebrata
MYH9,Vertebrata
TXN2,Opisthokonta
PGLYRP2,Vertebrata
ILF3,Opisthokonta
ROR1,Vertebrata
FOXD3,Primates
POLR1A,> Eukaryota
ST3GAL5,Vertebrata
IRF2,Eumetazoa
SP7,Opisthokonta
SP1,Vertebrata
ONECUT2,Vertebrata
CCNG2,> Eukaryota
SAMD4A,Opisthokonta
ERO1A,Eukaryota
MYOD1,Eumetazoa
RTN3,Vertebrata
KRT13,Hominidae
MEIS1,Opisthokonta
OTX1,Vertebrata
HOXA4,Eumetazoa
CDH11,Vertebrata
MCM8,Eukaryota
CDC5L,Eukaryota
SUPT3H,Vertebrata
TYMS,Opisthokonta
SRY,Hominidae
SOX17,Opisthokonta
MYC,Vertebrata
SMARCD3,Vertebrata
SLC4A2,Opisthokonta
TOPBP1,Vertebrata
CD38,Vertebrata
SMN1,Opisthokonta
KLF9,Opisthokonta
GDA,Eumetazoa
MITF,Opisthokonta
ARL6IP5,Opisthokonta
TCERG1,Vertebrata
F9,Opisthokonta
HMGB1,Vertebrata
BRCA2,Eumetazoa
SPART,Vertebrata
POSTN,Eumetazoa
BACH1,Vertebrata
TLR4,Vertebrata
SRR,Eukaryota
BRD4,Primates
REG4,Vertebrata
HLA-F,Vertebrata
HCFC1,Vertebrata
NCL,Vertebrata
CD14,Vertebrata
NOX4,Vertebrata
SI,Eukaryota
CPT1A,Opisthokonta
LDHA,Vertebrata
TSG101,Eukaryota
HRAS,Vertebrata
ARNTL2,Opisthokonta
SLC13A4,Vertebrata
FXN,Vertebrata
HMGCR,Vertebrata
FUT7,Opisthokonta
PRL,Vertebrata
PSMB10,Vertebrata
HMGCS1,Eukaryota
PPL,Vertebrata
IL23A,Hominidae
CYP2D6,Vertebrata
TNFRSF13C,Mammalia
OSM,Vertebrata
LIF,Vertebrata
CCL4,Vertebrata
DEFB103A,Mammalia
DEFA5,Mammalia
DEFA1,Mammalia
DEFA3,Mammalia
DEFA6,Mammalia
DEFB1,Mammalia
G0S2,Opisthokonta
CD46,Vertebrata
CR1,Vertebrata
PBXIP1,Eumetazoa
MUC1,Eumetazoa
BGLAP,Vertebrata
NES,Vertebrata
RASGEF1B,Vertebrata
UCP2,Vertebrata
GJD2,Eumetazoa
TAGLN,Eukaryota
CES1,Opisthokonta
TAF1,Eukaryota
RB1,Eumetazoa
RRM1,Vertebrata
CHRNE,Vertebrata
FOXO1,Vertebrata
ATF5,Vertebrata
HINFP,Vertebrata
ABCG4,Eukaryota
CAPN6,Eumetazoa
SLCO1B3,Vertebrata
RLN2,Vertebrata
MLANA,Vertebrata
PELP1,Opisthokonta
ABCB1,Vertebrata
ABCB4,Vertebrata
PIP,Hominidae
HLA-DQB1,Vertebrata
CALB1,Opisthokonta
CYP2E1,Vertebrata
BCL2L11,Vertebrata
PTMA,Vertebrata
GABPB1,Vertebrata
TP53BP1,Opisthokonta
CTSD,Eukaryota
ACTN4,Vertebrata
GSPT1,Vertebrata
DMC1,Opisthokonta
MAPK8,Eukaryota
RBP3,Vertebrata
XRCC6,Eukaryota
EP300,Eumetazoa
PCK1,Opisthokonta
NSFL1C,Eukaryota
SPEN,Opisthokonta
ZBTB17,Vertebrata
CDK11B,Eukaryota
BIRC5,Eumetazoa
EIF2AK1,Eukaryota
TRRAP,Opisthokonta
NDRG1,Eumetazoa
WASF2,Opisthokonta
MATN1,Vertebrata
UBP1,Eumetazoa
VWF,Opisthokonta
FKBP4,Eukaryota
CCL17,Vertebrata
CCL22,Mammalia
MT1F,Vertebrata
MT2A,Primates
MT1E,Hominidae
NOS2,Vertebrata
COX1,Vertebrata
THRSP,Vertebrata
ABCG2,Hominidae
UBB,Primates
C4B,Eumetazoa
C4A,Eumetazoa
PROC,Vertebrata
UGT1A1,Hominidae
IRF8,Opisthokonta
FOXF1,Vertebrata
MC1R,Hominidae
PDCD5,Hominidae
FES,Vertebrata
FURIN,Vertebrata
E2F4,Vertebrata
CTCF,Vertebrata
MBD1,Vertebrata
TFE3,Opisthokonta
GATA1,Vertebrata
BCL2L1,Opisthokonta
MAFB,Opisthokonta
TOP1,Vertebrata
SNAI1,Vertebrata
SLA2,Opisthokonta
ID1,Vertebrata
NCOA3,Vertebrata
TAF4,Eukaryota
BMP7,Vertebrata
IRF3,Opisthokonta
LMO1,Eumetazoa
ZNF143,Eukaryota
WEE1,Eukaryota
NTS,Vertebrata
LRP8,Vertebrata
PIK3R3,Opisthokonta
SERBP1,Opisthokonta
DDR2,Vertebrata
CDC73,Vertebrata
EPHA3,Vertebrata
POU1F1,Opisthokonta
ZNF148,Vertebrata
GAST,Mammalia
SPP1,Vertebrata
IBSP,Vertebrata
HSD17B11,Vertebrata
CD59,Vertebrata
FSHB,Eumetazoa
PADI3,Amniota
PADI1,Mammalia
ATAD2,Opisthokonta
PITX2,Mammalia
ERP29,Mammalia
SLCO4C1,Eumetazoa
IL5RA,Vertebrata
SATB1,Vertebrata
BAD,Mammalia
CDC42BPG,Vertebrata
ITGB7,Vertebrata
KRT4,Vertebrata
KRT5,Vertebrata
KRT7,Vertebrata
ATF1,Opisthokonta
CSN2,Eukaryota
IL1RN,Amniota
IL1B,Vertebrata
IL1A,Vertebrata
CARD8,Vertebrata
FOLR1,Opisthokonta
PHOX2A,Eumetazoa
MMP28,Vertebrata
POR,> Eukaryota
HIP1,Eukaryota
RNF7,Opisthokonta
DNMT3B,Vertebrata
PTK6,Vertebrata
FMR1,Opisthokonta
FCER2,Eumetazoa
CLEC4G,Eumetazoa
PRKAB1,Opisthokonta
HNF1A,Eumetazoa
IPO13,Eukaryota
MMACHC,Eukaryota
FASLG,Eumetazoa
JUN,Eumetazoa
DNM3,Vertebrata
PCSK9,Eukaryota
DHCR24,Eukaryota
ING5,Opisthokonta
NRL,Mammalia
CLOCK,Eumetazoa
SRD5A3,Eumetazoa
KDR,Vertebrata
PDGFRA,Vertebrata
ANAPC4,Eumetazoa
DNASE2B,Vertebrata
UTRN,Opisthokonta
AKAP12,Vertebrata
ZBTB2,Vertebrata
ESR1,Eumetazoa
WNT5A,Opisthokonta
BGN,Vertebrata
USP21,> Eukaryota
TSHB,Eumetazoa
NGF,Vertebrata
ETV7,Vertebrata
ADORA3,Hominidae
CSRP1,Vertebrata
WNT2B,Opisthokonta
NFE2,Vertebrata
CBX5,Vertebrata
HOXC6,Vertebrata
HOXC8,Vertebrata
HOXC9,Vertebrata
HOXC10,Vertebrata
HOXC11,Vertebrata
HOXC13,Vertebrata
RARG,Eumetazoa
LRP1,Vertebrata
ERBB3,Opisthokonta
SSX2,Mammalia
IVL,Opisthokonta
INSR,Vertebrata
DMAP1,Opisthokonta
COL10A1,Mammalia
HDAC2,Eukaryota
STIP1,> Eukaryota
HIC1,Vertebrata
SRSF1,Vertebrata
HNF1B,Eumetazoa
DROSHA,Vertebrata
CDH6,Vertebrata
CA9,Eumetazoa
CA2,Opisthokonta
APOD,Opisthokonta
TFRC,Vertebrata
PPP1R3C,Opisthokonta
MECP2,Vertebrata
CDK20,Opisthokonta
UXT,Opisthokonta
ELK1,Vertebrata
ENG,Vertebrata
LHX3,Eumetazoa
KLF4,Opisthokonta
SMAD7,Opisthokonta
NEDD4L,Vertebrata
XPA,Vertebrata
PDCD4,Vertebrata
CXCL12,Vertebrata
CREBBP,Opisthokonta
TFAP4,Opisthokonta
TNFSF14,Eumetazoa
ASF1B,Eukaryota
MAP1LC3A,Opisthokonta
GDF5,Vertebrata
SDC4,Vertebrata
SCARB1,Eumetazoa
SCAI,Opisthokonta
MMP11,Vertebrata
SKP2,Eukaryota
NFIL3,Eumetazoa
SYK,Vertebrata
REEP5,Vertebrata
ELK3,Vertebrata
HBP1,Vertebrata
RELN,Mammalia
CD82,Vertebrata
LMO2,Eumetazoa
RNF8,Opisthokonta
TAF1A,Eumetazoa
DUSP10,Vertebrata
HLX,Opisthokonta
EZR,Opisthokonta
RHOB,Eukaryota
APOB,Eukaryota
PDIA6,> Eukaryota
LIN28B,Opisthokonta
PRDM1,Eumetazoa
MYCN,Vertebrata
ACAT2,Vertebrata
WTAP,Vertebrata
SOD2,Eukaryota
SESN1,Opisthokonta
TCF4,Opisthokonta
VLDLR,Vertebrata
SH3BP2,Vertebrata
HTR1A,Opisthokonta
CCNB1,Opisthokonta
EGR2,Vertebrata
LTC4S,Vertebrata
MAML1,Vertebrata
NFKB1,Vertebrata
F13A1,Opisthokonta
SOCS2,Vertebrata
PTPRO,Opisthokonta
NLK,> Eukaryota
NF1,Eukaryota
FTH1,Primates
BDNF,Vertebrata
IRF9,Mammalia
SERPINB1,Vertebrata
SOX4,Eukaryota
KIR3DL1,Mammalia
NFKBIA,Mammalia
FLG,Primates
CFH,Primates
DIRAS3,Vertebrata
CCR5,Vertebrata
CCR2,Vertebrata
CCR3,Vertebrata
TGM4,Primates
ZNF267,Primates
SAP30,Opisthokonta
ARF1,Eukaryota
HR,Amniota
SFTPC,Opisthokonta
CCAR2,Vertebrata
CD8A,Opisthokonta
SIRT1,Eukaryota
CD19,Vertebrata
APOBR,Vertebrata
IL27,Vertebrata
SPN,Vertebrata
ITGAL,Amniota
PRSS8,Vertebrata
ITGAM,Mammalia
ITGAD,Mammalia
RPL3,> Eukaryota
NUCB1,Vertebrata
CCND3,Eukaryota
COX6A1,Eumetazoa
GFAP,Vertebrata
NGFR,Vertebrata
UBTF,Vertebrata
SP100,Eukaryota
HEXIM1,Vertebrata
DAPK1,Eumetazoa
FBP1,Vertebrata
DMRT1,Vertebrata
MAPK1,Eumetazoa
ID4,Eumetazoa
MC2R,Eumetazoa
APAF1,Eukaryota
DCN,Vertebrata
BTG1,Vertebrata
SND1,> Eukaryota
HGF,Vertebrata
DHFR,Opisthokonta
CRY1,Vertebrata
URI1,Eumetazoa
TBXAS1,Eumetazoa
HIPK2,> Eukaryota
BCL2L13,Eukaryota
UTF1,Hominidae
TINF2,Eumetazoa
PIAS1,Eukaryota
TLE3,Opisthokonta
GLCE,Eumetazoa
NLRP2,Mammalia
GP6,Vertebrata
TNNI3,Eumetazoa
IL7,Primates
CCL20,Amniota
COL4A4,Vertebrata
SNAI2,Vertebrata
HOXD1,Vertebrata
HOXD13,Vertebrata
MCM4,> Eukaryota
SERPINB9,Mammalia
ADIPOQ,Vertebrata
FOXC2,Eumetazoa
SNAI3,Opisthokonta
CBFA2T3,Vertebrata
CCR4,Vertebrata
CCR1,Vertebrata
ZFP42,Mammalia
RBMX,Hominidae
RNASE2,Primates
GSC2,Vertebrata
HLA-DRB1,Vertebrata
SFTPD,Vertebrata
IL21,Eumetazoa
IL2,Eumetazoa
SIDT1,Vertebrata
BST1,Vertebrata
PSG7,Mammalia
PSG3,Mammalia
PSG5,Mammalia
PSG1,Mammalia
CYP2F1,Vertebrata
CYP2B6,Vertebrata
CYP2A6,Hominidae
SERTAD1,Mammalia
NAIP,Primates
PMEPA1,Vertebrata
PSMD3,Eukaryota
MLXIPL,Eumetazoa
PRKN,Vertebrata
CYP7A1,Eumetazoa
MLYCD,Opisthokonta
LGALS4,Vertebrata
SLC19A3,Opisthokonta
PARG,Vertebrata
FXYD2,Vertebrata
THY1,Vertebrata
HNRNPA1,Vertebrata
TLR10,Primates
AGR2,Vertebrata
RBL1,Vertebrata
CTNNB1,Eumetazoa
MCPH1,Eukaryota
ANGPT2,Vertebrata
RCAN1,Eumetazoa
ABCG1,> Eukaryota
TFAM,Eukaryota
SERPINF1,Vertebrata
CYBB,Vertebrata
PRAME,Vertebrata
XRCC1,Vertebrata
DRD2,Eumetazoa
CFI,Opisthokonta
DKK1,Opisthokonta
FGA,Eumetazoa
