ensembl_id,gene_age,gene_Interval
YDR041W,34,0-69
YDR043C,1021,987-1055
YDR044W,1021,987-1055
YDR045C,1021,987-1055
YDR046C,447,304-590
YDR047W,447,304-590
YDR049W,447,304-590
YDR050C,447,304-590
YDR051C,447,304-590
YDR052C,447,304-590
YDR054C,1488,1480-1496
YDR055W,656,590-723
YDR056C,656,590-723
YDR057W,656,590-723
YDR058C,656,590-723
YDR059C,34,0-69
YDR060W,34,0-69
YDR061W,34,0-69
YDR062W,656,590-723
YDR063W,656,590-723
YDR064W,656,590-723
YDR065W,656,590-723
YDR066C,447,304-590
YDR067C,1714,1660-1768
YDR068W,1714,1660-1768
YDR069C,770,723-817
YDR070C,770,723-817
YDR071C,770,723-817
YDR072C,447,304-590
YDR073W,447,304-590
YBR016W,105,97-114
YBR017C,105,97-114
YBR018C,105,97-114
YBR019C,105,97-114
YBR020W,1021,987-1055
YBR021W,656,590-723
YBR022W,656,590-723
YBR023C,656,590-723
YBR024W,1714,1660-1768
YBR025C,656,590-723
YBR026C,656,590-723
YBR028C,656,590-723
YBR029C,656,590-723
YBR030W,656,590-723
YBR031W,656,590-723
YBR033W,770,723-817
YBR034C,770,723-817
YBR035C,770,723-817
YBR036C,770,723-817
YBR037C,1714,1660-1768
YBR038W,1714,1660-1768
YBR039W,1714,1660-1768
YBR040W,1714,1660-1768
YBR041W,1714,1660-1768
YBR042C,34,0-69
YBR043C,34,0-69
YBR044C,34,0-69
YBR045C,34,0-69
YBR046C,34,0-69
YBR047W,34,0-69
YBR048W,656,590-723
YBR049C,902,817-987
YBR052C,34,0-69
YBR053C,34,0-69
YBR054W,105,97-114
YBR055C,1488,1480-1496
YBR056W,1488,1480-1496
YBR057C,1488,1480-1496
YBR058C,1488,1480-1496
YBR058C-A,1488,1480-1496
YBR059C,1021,987-1055
YBR060C,1021,987-1055
YBR061C,1488,1480-1496
YBR062C,1488,1480-1496
YBR065C,1488,1480-1496
YBR066C,1021,987-1055
YBR067C,92,92-93
YBR068C,447,304-590
YBR069C,95,93-97
YBR070C,95,93-97
YBR072W,163,114-212
YBR073W,1714,1660-1768
YBR074W,1714,1660-1768
YBR076W,1714,1660-1768
YBR077C,1714,1660-1768
YBR078W,656,590-723
YBR079C,656,590-723
YBR080C,656,590-723
YBR081C,1080,1055-1105
YBR082C,1292,1105-1480
YBR083W,1292,1105-1480
YBR084W,656,590-723
YBR084C-A,656,590-723
YBR085W,656,590-723
YBR085C-A,656,590-723
YBR086C,656,590-723
YBR087W,>4290,>4290
YBR088C,>4290,>4290
YBR089C-A,656,590-723
YBR091C,1021,987-1055
YBR092C,34,0-69
YBR093C,34,0-69
YBR094W,34,0-69
YBR095C,34,0-69
YBR096W,34,0-69
YBR097W,34,0-69
YBR098W,34,0-69
YBR101C,34,0-69
YBR102C,34,0-69
YBR103W,34,0-69
YBR104W,1488,1480-1496
YBR105C,1080,1055-1105
YBR106W,1080,1055-1105
YBR107C,1080,1055-1105
YBR108W,1080,1055-1105
YBR109C,1080,1055-1105
YBR110W,1080,1055-1105
YBR111C,1080,1055-1105
YBR111W-A,1080,1055-1105
YBR112C,1080,1055-1105
YBR114W,1488,1480-1496
YBR115C,1488,1480-1496
YBR117C,656,590-723
YBR118W,656,590-723
YBR119W,656,590-723
YBR120C,656,590-723
YBR121C,656,590-723
YBR122C,656,590-723
YBR123C,656,590-723
YBR125C,447,304-590
YIL044C,447,304-590
YIL043C,447,304-590
YIL042C,447,304-590
YIL041W,656,590-723
YIL040W,656,590-723
YIL039W,656,590-723
YIL038C,656,590-723
YIL037C,656,590-723
YIL036W,447,304-590
YIL035C,447,304-590
YIL034C,447,304-590
YIL033C,447,304-590
YIL031W,447,304-590
YIL030C,447,304-590
YIL027C,447,304-590
YIL026C,447,304-590
YIL024C,447,304-590
YIL023C,447,304-590
YIL022W,447,304-590
YIL021W,>4290,>4290
YIL020C,>4290,>4290
YIL019W,>4290,>4290
YIL018W,656,590-723
YIL017C,656,590-723
YIL016W,656,590-723
YIL015W,447,304-590
YIL014W,163,114-212
YIL013C,258,212-304
YIL011W,95,93-97
YIL010W,95,93-97
YIL009C-A,95,93-97
YIL009W,656,590-723
YIL008W,656,590-723
YIL007C,656,590-723
YIL006W,1714,1660-1768
YIL005W,1714,1660-1768
YIL004C,1714,1660-1768
YIL003W,1714,1660-1768
YIL002C,1080,1055-1105
YIL001W,1080,1055-1105
YIR001C,1080,1055-1105
YIR002C,1080,1055-1105
YIR003W,1080,1055-1105
YIR004W,1080,1055-1105
YIR005W,1080,1055-1105
YIR006C,1292,1105-1480
YIR007W,1292,1105-1480
YIR008C,1292,1105-1480
YIR009W,1292,1105-1480
YIR010W,1292,1105-1480
YIR011C,1292,1105-1480
YIR012W,1292,1105-1480
YIR014W,1292,1105-1480
YIR015W,1292,1105-1480
YIR017C,1292,1105-1480
YIR018W,163,114-212
YIR019C,163,114-212
YIR021W,163,114-212
YIR022W,163,114-212
YIR023W,163,114-212
YIR024C,163,114-212
YIR025W,163,114-212
YIR026C,163,114-212
YIR027C,163,114-212
YIR028W,656,590-723
YIR029W,656,590-723
YIR030C,656,590-723
YIR031C,656,590-723
YIR032C,656,590-723
YIR033W,1292,1105-1480
YIR034C,1292,1105-1480
YIR035C,1488,1480-1496
YIR036C,34,0-69
YIR037W,1080,1055-1105
YIR038C,1080,1055-1105
YIR039C,447,304-590
YIR040C,34,0-69
YIR041W,80,69-92
YIR042C,80,69-92
YJL225C,92,92-93
YJL225W-A,34,0-69
YJL223C,80,69-92
YJL222W-B,34,0-69
YJL222W-A,34,0-69
YJL222W,1488,1480-1496
YJL221C,1488,1480-1496
YJL220W,34,0-69
YJL219W,447,304-590
YJL214W,34,0-69
YJL218W,34,0-69
YJL217W,34,0-69
YJL216C,34,0-69
YJL213W,34,0-69
YJL212C,34,0-69
YJL210W,34,0-69
YJL209W,34,0-69
YJL208C,34,0-69
YJL207C,34,0-69
YJL206C,656,590-723
YJL205C,656,590-723
YAL068C,80,69-92
YAL067C,447,304-590
YAL064C-A,92,92-93
YAL063C,92,92-93
YAL062W,>4290,>4290
YAL061W,95,93-97
YAL060W,656,590-723
YAL059W,656,590-723
YAL058W,656,590-723
YAL056W,258,212-304
YAL054C,902,817-987
YAL053W,770,723-817
YAL051W,163,114-212
YAL049C,163,114-212
YAL048C,163,114-212
YAL047C,163,114-212
YAL046C,163,114-212
YAL044W-A,163,114-212
YAL044C,163,114-212
YAL043C,163,114-212
YAL042W,1080,1055-1105
YAL041W,1080,1055-1105
YAL040C,770,723-817
YAL039C,1488,1480-1496
YAL038W,656,590-723
YAL037W,163,114-212
YAL036C,>4290,>4290
YAL035W,>4290,>4290
YAL034W-A,>4290,>4290
YAL034C,656,590-723
YAL033W,656,590-723
YAL032C,656,590-723
YAL031C,656,590-723
YAL030W,770,723-817
YAL029C,92,92-93
YAL028W,163,114-212
YAL027W,163,114-212
YAL026C,770,723-817
YAL025C,770,723-817
YAL024C,770,723-817
YAL023C,656,590-723
YAL022C,656,590-723
YAL021C,1292,1105-1480
YAL020C,1292,1105-1480
YAL019W,>4290,>4290
YAL018C,163,114-212
YAL017W,902,817-987
YAL016W,902,817-987
YAL015C,>4290,>4290
YAL014C,>4290,>4290
YAL013W,>4290,>4290
YAL012W,656,590-723
YAL011W,656,590-723
YAL010C,656,590-723
YAL009W,656,590-723
YAL007C,163,114-212
YAL005C,656,590-723
YAL004W,34,0-69
YAL003W,34,0-69
YAL002W,34,0-69
YAL001C,34,0-69
YAR002W,34,0-69
YAR002C-A,656,590-723
YAR003W,656,590-723
YAR007C,656,590-723
YAR008W,656,590-723
YAR014C,656,590-723
YAR015W,656,590-723
YAR018C,>4290,>4290
YAR019C,447,304-590
YAR020C,80,69-92
YAR023C,92,92-93
YAR027W,92,92-93
YAR028W,92,92-93
YAR031W,92,92-93
YAR033W,92,92-93
YAR035W,1292,1105-1480
YAR042W,1488,1480-1496
YAR050W,92,92-93
YAR071W,34,0-69
YAR073W,447,304-590
YAR075W,447,304-590
YBL113C,92,92-93
YBL111C,92,92-93
YBL112C,92,92-93
YBL108C-A,80,69-92
YBL108W,34,0-69
YAL067W-A,34,0-69
YBL107C,34,0-69
YBL106C,902,817-987
YBL105C,902,817-987
YBL104C,902,817-987
YBL103C,902,817-987
YBL102W,902,817-987
YBL101C,447,304-590
YBL099W,1292,1105-1480
YBL098W,1292,1105-1480
YBL097W,1292,1105-1480
YBL095W,1021,987-1055
YBL093C,1021,987-1055
YDR404C,1021,987-1055
YDR405W,1021,987-1055
YDR406W,656,590-723
YDR407C,656,590-723
YDR408C,656,590-723
YDR409W,1488,1480-1496
YDR410C,1488,1480-1496
YDR411C,1488,1480-1496
YDR412W,1488,1480-1496
YDR414C,1488,1480-1496
YDR415C,1488,1480-1496
YDR416W,1488,1480-1496
YDR418W,902,817-987
YDR419W,902,817-987
YDR420W,163,114-212
YDR421W,163,114-212
YDR422C,163,114-212
YDR423C,163,114-212
YDR424C,163,114-212
YDR425W,656,590-723
YDR427W,656,590-723
YDR428C,656,590-723
YDR429C,656,590-723
YDR430C,>4290,>4290
YDR432W,>4290,>4290
YDR434W,>4290,>4290
YDR435C,770,723-817
YDR436W,1080,1055-1105
YDR437W,1080,1055-1105
YDR438W,1714,1660-1768
YDR439W,1714,1660-1768
YDR440W,1714,1660-1768
YDR441C,34,0-69
YDR443C,34,0-69
YDR444W,656,590-723
YDR446W,656,590-723
YDR447C,656,590-723
YDR448W,656,590-723
YDR449C,656,590-723
YDR450W,770,723-817
YDR451C,34,0-69
YDR452W,34,0-69
YDR453C,1714,1660-1768
YDR454C,1714,1660-1768
YDR456W,1714,1660-1768
YDR457W,1714,1660-1768
YDR458C,902,817-987
YDR459C,902,817-987
YDR460W,902,817-987
YDR461W,80,69-92
YDR461C-A,80,69-92
YDR462W,80,69-92
YDR463W,447,304-590
YDR464W,447,304-590
YDR465C,447,304-590
YDR466W,770,723-817
YDR468C,770,723-817
YDR469W,770,723-817
YDR470C,770,723-817
YDR471W,>4290,>4290
YDR472W,>4290,>4290
YDR473C,>4290,>4290
YDR475C,447,304-590
YDR476C,447,304-590
YDR477W,656,590-723
YDR478W,656,590-723
YDR479C,656,590-723
YDR480W,656,590-723
YDR481C,656,590-723
YDR482C,656,590-723
YDR483W,163,114-212
YDR484W,163,114-212
YDR485C,163,114-212
YDR486C,163,114-212
YDR487C,163,114-212
YDR488C,163,114-212
YDR489W,163,114-212
YDR490C,770,723-817
YDR492W,770,723-817
YDR493W,770,723-817
YDR494W,770,723-817
YDR495C,770,723-817
YDR496C,770,723-817
YDR497C,770,723-817
YDR498C,770,723-817
YDR499W,770,723-817
YDR500C,656,590-723
YDR501W,656,590-723
YDR502C,656,590-723
YDR503C,656,590-723
YDR505C,1080,1055-1105
YDR506C,1080,1055-1105
YDR507C,1488,1480-1496
YDR508C,447,304-590
YDR510W,447,304-590
YDR511W,447,304-590
YDR512C,447,304-590
YDR513W,770,723-817
YDR514C,902,817-987
YDR515W,163,114-212
YFR051C,163,114-212
YFR052W,163,114-212
YFR053C,656,590-723
YFR055W,34,0-69
YGL263W,34,0-69
YGL262W,80,69-92
YGL261C,80,69-92
YGL260W,34,0-69
YGL258W,34,0-69
YGL257C,34,0-69
YGL256W,34,0-69
YGL255W,34,0-69
YGL254W,95,93-97
YGL253W,656,590-723
YGL252C,656,590-723
YGL251C,656,590-723
YGL250W,656,590-723
YGL249W,656,590-723
YGL248W,656,590-723
YGL247W,656,590-723
YGL246C,656,590-723
YGL245W,>4290,>4290
YGL244W,>4290,>4290
YGL243W,>4290,>4290
YGL242C,>4290,>4290
YGL241W,>4290,>4290
YGL240W,>4290,>4290
YGL238W,>4290,>4290
YGL237C,>4290,>4290
YGL236C,>4290,>4290
YGL234W,>4290,>4290
YGL233W,>4290,>4290
YGL232W,>4290,>4290
YGL231C,>4290,>4290
YGL229C,1488,1480-1496
YGL228W,163,114-212
YGL227W,1488,1480-1496
YGL226C-A,1488,1480-1496
YGL226W,1488,1480-1496
YGL225W,902,817-987
YGL224C,1488,1480-1496
YGL223C,1488,1480-1496
YGL222C,1488,1480-1496
YGL221C,1488,1480-1496
YGL220W,1488,1480-1496
YGL219C,1488,1480-1496
YGL216W,656,590-723
YGL215W,656,590-723
YGL213C,656,590-723
YGL212W,656,590-723
YGL211W,656,590-723
YGL210W,>4290,>4290
YGL209W,1021,987-1055
YGL035C,1021,987-1055
YGL208W,1080,1055-1105
YGL207W,1080,1055-1105
YGL206C,1080,1055-1105
YGL205W,1080,1055-1105
YGL203C,1080,1055-1105
YGL202W,1080,1055-1105
YGL201C,>4290,>4290
YGL200C,>4290,>4290
YGL198W,>4290,>4290
YGL197W,447,304-590
YGL196W,447,304-590
YGL195W,447,304-590
YGL194C,1080,1055-1105
YGL192W,1021,987-1055
YGL191W,1021,987-1055
YGL190C,1021,987-1055
YGL189C,656,590-723
YGL187C,656,590-723
YGL186C,656,590-723
YGL185C,447,304-590
YGL184C,34,0-69
YGL183C,34,0-69
YGL181W,34,0-69
YGL180W,1714,1660-1768
YGL179C,1488,1480-1496
YGL178W,447,304-590
YGL014W,447,304-590
YGL176C,447,304-590
YGL175C,447,304-590
YGL174W,447,304-590
YGL173C,>4290,>4290
YGL172W,>4290,>4290
YGL171W,1714,1660-1768
YGL169W,1714,1660-1768
YGL167C,1714,1660-1768
YGL166W,92,92-93
YGL164C,92,92-93
YGL163C,770,723-817
YGL162W,447,304-590
YGL161C,447,304-590
YGL160W,447,304-590
YGL159W,447,304-590
YGL158W,92,92-93
YGL157W,447,304-590
YGL039W,447,304-590
YGL156W,447,304-590
YOR257W,447,304-590
YOR258W,447,304-590
YOR259C,656,590-723
YOR260W,656,590-723
YOR261C,656,590-723
YOR262W,656,590-723
YOR264W,656,590-723
YOR265W,656,590-723
YOR266W,656,590-723
YOR267C,902,817-987
YOR269W,1714,1660-1768
YOR270C,656,590-723
YOR271C,656,590-723
YOR272W,656,590-723
YOR273C,656,590-723
YOR274W,656,590-723
YOR275C,1488,1480-1496
YOR276W,1488,1480-1496
YOR278W,1488,1480-1496
YOR279C,1488,1480-1496
YOR280C,1488,1480-1496
YOR281C,1488,1480-1496
YOR283W,1488,1480-1496
YOR285W,1080,1055-1105
YOR286W,1080,1055-1105
YOR287C,1080,1055-1105
YOR288C,1080,1055-1105
YOR289W,1080,1055-1105
YOR290C,1488,1480-1496
YOR291W,1488,1480-1496
YOR292C,902,817-987
YOR293W,656,590-723
YOR294W,656,590-723
YOR295W,34,0-69
YOR296W,34,0-69
YOR297C,656,590-723
YOR298W,656,590-723
YOR298C-A,656,590-723
YOR299W,656,590-723
YOR301W,656,590-723
YOR302W,656,590-723
YOR303W,656,590-723
YOR304W,447,304-590
YOR304C-A,447,304-590
YOR305W,447,304-590
YOR306C,656,590-723
YOR307C,1292,1105-1480
YOR308C,1292,1105-1480
YOR310C,656,590-723
YOR311C,656,590-723
YOR312C,447,304-590
YOR313C,447,304-590
YOR315W,447,304-590
YOR316C,902,817-987
YOR317W,656,590-723
YOR319W,1021,987-1055
YOR320C,1021,987-1055
YOR321W,656,590-723
YOR322C,656,590-723
YOR323C,656,590-723
YOR324C,95,93-97
YOR326W,>4290,>4290
YOR327C,770,723-817
YOR328W,770,723-817
YOR329C,770,723-817
YOR330C,770,723-817
YOR332W,770,723-817
YOR334W,656,590-723
YOR335C,656,590-723
YOR336W,656,590-723
YOR337W,163,114-212
YOR338W,656,590-723
YOR339C,1021,987-1055
YOR340C,1021,987-1055
YOR341W,1021,987-1055
YOR342C,163,114-212
YOR344C,163,114-212
YOR346W,163,114-212
YOR347C,656,590-723
YOR348C,656,590-723
YOR349W,656,590-723
YOR350C,656,590-723
YOR351C,163,114-212
YOR352W,163,114-212
YOR353C,163,114-212
YOR354C,163,114-212
YOR355W,163,114-212
YOR356W,163,114-212
YOR357C,163,114-212
YOR358W,163,114-212
YOR359W,163,114-212
YOR360C,163,114-212
YOR361C,163,114-212
YOR362C,1714,1660-1768
YOR363C,163,114-212
YOR365C,34,0-69
YOR367W,34,0-69
YOR368W,34,0-69
YOR369C,34,0-69
YOR370C,>4290,>4290
YNL165W,>4290,>4290
YNL164C,>4290,>4290
YNL163C,656,590-723
YNL162W-A,656,590-723
YNL162W,656,590-723
YNL161W,1714,1660-1768
YNL160W,105,97-114
YNL159C,105,97-114
YNL158W,105,97-114
YNL157W,1080,1055-1105
YNL156C,447,304-590
YNL155W,447,304-590
YNL154C,447,304-590
YNL153C,447,304-590
YNL152W,447,304-590
YNL151C,447,304-590
YNL149C,447,304-590
YNL148C,447,304-590
YNL147W,1488,1480-1496
YNL145W,105,97-114
YNL144C,447,304-590
YNL142W,447,304-590
YNL141W,447,304-590
YNL139C,447,304-590
YNL138W-A,447,304-590
YNL138W,447,304-590
YNL137C,447,304-590
YNL136W,447,304-590
YNL135C,1488,1480-1496
YNL134C,656,590-723
YNL133C,656,590-723
YNL132W,656,590-723
YNL131W,656,590-723
YNL130C,770,723-817
YNL129W,770,723-817
YNL128W,770,723-817
YNL127W,770,723-817
YNL126W,>4290,>4290
YNL125C,656,590-723
YNL124W,656,590-723
YNL123W,656,590-723
YNL122C,656,590-723
YNL121C,>4290,>4290
YNL119W,>4290,>4290
YNL118C,>4290,>4290
YNL117W,656,590-723
YNL116W,1080,1055-1105
YNL115C,1080,1055-1105
YNL113W,1080,1055-1105
YNL112W,>4290,>4290
YNL111C,>4290,>4290
YNL110C,>4290,>4290
YNL108C,1080,1055-1105
YNL107W,1080,1055-1105
YNL106C,80,69-92
YNL104C,656,590-723
YNL103W,656,590-723
YNL102W,656,590-723
YNL101W,163,114-212
YNL100W,163,114-212
YNL099C,1714,1660-1768
YNL032W,656,590-723
YNL056W,1080,1055-1105
YNL098C,1021,987-1055
YNL097C,902,817-987
YNL096C,656,590-723
YNL095C,656,590-723
YNL094W,656,590-723
YNL093W,34,0-69
YNL092W,1292,1105-1480
YNL091W,1292,1105-1480
YNL090W,1488,1480-1496
YNL088W,1488,1480-1496
YNL087W,1488,1480-1496
YNL086W,1488,1480-1496
YNL085W,1488,1480-1496
YNL084C,1488,1480-1496
YNL083W,656,590-723
YNL082W,1714,1660-1768
YNL081C,1714,1660-1768
YNL080C,1714,1660-1768
YNL079C,656,590-723
YNL078W,656,590-723
YNL077W,1080,1055-1105
YNL076W,1080,1055-1105
YNL075W,>4290,>4290
YNL074C,447,304-590
YNL073W,1488,1480-1496
YNL072W,1488,1480-1496
YNL071W,1488,1480-1496
YNL070W,1488,1480-1496
YNL069C,656,590-723
YNL068C,656,590-723
YNL067W,656,590-723
YNL066W,163,114-212
YNL065W,447,304-590
YNL064C,447,304-590
YNL063W,447,304-590
YNL062C,447,304-590
YNL061W,656,590-723
YNL280C,1714,1660-1768
YNL279W,1714,1660-1768
YNL278W,656,590-723
YNL277W,656,590-723
YNL275W,656,590-723
YNL274C,656,590-723
YNL273W,656,590-723
YNL272C,656,590-723
YNL271C,656,590-723
YNL270C,447,304-590
YNL268W,447,304-590
YNL267W,>4290,>4290
YNL265C,>4290,>4290
YNL264C,770,723-817
YNL231C,770,723-817
YNL263C,770,723-817
YNL262W,770,723-817
YNL261W,770,723-817
YNL260C,770,723-817
YNL259C,770,723-817
YNL258C,770,723-817
YNL257C,656,590-723
YNL256W,656,590-723
YNL255C,656,590-723
YNL254C,656,590-723
YNL253W,656,590-723
YNL252C,656,590-723
YNL251C,656,590-723
YNL250W,656,590-723
YNL249C,163,114-212
YNL248C,163,114-212
YNL247W,163,114-212
YNL246W,163,114-212
YNL245C,163,114-212
YNL244C,163,114-212
YNL243W,163,114-212
YNL242W,163,114-212
YNL241C,163,114-212
YNL240C,163,114-212
YNL239W,163,114-212
YNL238W,163,114-212
YNL237W,902,817-987
YNL236W,902,817-987
YNL234W,902,817-987
YNL233W,902,817-987
YNL232W,902,817-987
YNL230C,902,817-987
YNL229C,902,817-987
YNL227C,902,817-987
YNL225C,163,114-212
YNL224C,163,114-212
YNL223W,163,114-212
YNL222W,163,114-212
YNL221C,163,114-212
YNL220W,163,114-212
YNL219C,163,114-212
YNL218W,163,114-212
YNL217W,163,114-212
YNL216W,163,114-212
YNL215W,163,114-212
YNL214W,163,114-212
YNL213C,163,114-212
YNL212W,163,114-212
YNL211C,163,114-212
YNL210W,163,114-212
YNL209W,>4290,>4290
YNL208W,>4290,>4290
YNL207W,>4290,>4290
YNL206C,>4290,>4290
YNL204C,>4290,>4290
YNL202W,>4290,>4290
YNL201C,>4290,>4290
YNL200C,>4290,>4290
YNL199C,>4290,>4290
YNL197C,1021,987-1055
YNL195C,1021,987-1055
YNL194C,656,590-723
YNL193W,656,590-723
YNL192W,34,0-69
YNL191W,1080,1055-1105
YNL190W,1080,1055-1105
YNL189W,656,590-723
YNL188W,656,590-723
YNL187W,656,590-723
YNL186W,770,723-817
YNL185C,770,723-817
YNL183C,902,817-987
YNL182C,902,817-987
YNL181W,902,817-987
YNL180C,447,304-590
YNL178W,447,304-590
YNL177C,447,304-590
YNL176C,163,114-212
YNL175C,163,114-212
YNL173C,447,304-590
YNL172W,447,304-590
YNL169C,447,304-590
YNL168C,447,304-590
YNL167C,447,304-590
YNL166C,447,304-590
YPR131C,>4290,>4290
YPR132W,656,590-723
YPR133C,656,590-723
YPR133W-A,656,590-723
YPR134W,656,590-723
YPR135W,656,590-723
YPR137W,656,590-723
YPR138C,770,723-817
YPR139C,770,723-817
YPR140W,770,723-817
YPR141C,770,723-817
YPR143W,770,723-817
YPR144C,770,723-817
YPR145W,656,590-723
YPR147C,656,590-723
YPR148C,1080,1055-1105
YPR149W,656,590-723
YPR151C,656,590-723
YPR152C,656,590-723
YPR153W,656,590-723
YPR154W,902,817-987
YPR155C,902,817-987
YPR156C,447,304-590
YPR157W,656,590-723
YPR158W,163,114-212
YPR159W,656,590-723
YPR160W,656,590-723
YPR161C,447,304-590
YPR162C,447,304-590
YPR163C,447,304-590
YPR164W,447,304-590
YPR165W,770,723-817
YPR166C,770,723-817
YPR167C,770,723-817
YPR168W,770,723-817
YPR169W,770,723-817
YPR170W-B,770,723-817
YPR169W-A,34,0-69
YPR171W,34,0-69
YPR172W,656,590-723
YPR173C,>4290,>4290
YPR174C,163,114-212
YPR175W,163,114-212
YPR176C,>4290,>4290
YPR178W,1714,1660-1768
YPR179C,1714,1660-1768
YPR180W,1080,1055-1105
YPR181C,447,304-590
YPR182W,1488,1480-1496
YPR183W,1488,1480-1496
YPR184W,1488,1480-1496
YPR185W,1488,1480-1496
YPR186C,1488,1480-1496
YPR187W,1488,1480-1496
YPR188C,1488,1480-1496
YPR189W,1488,1480-1496
YPR190C,1488,1480-1496
YPR191W,1488,1480-1496
YPR192W,1488,1480-1496
YPR193C,92,92-93
YPR194C,92,92-93
YPR196W,34,0-69
YPR198W,34,0-69
YPR199C,34,0-69
YPR200C,34,0-69
YPR201W,34,0-69
YPR202W,34,0-69
YPR203W,34,0-69
YPR204W,92,92-93
YPR204C-A,34,0-69
Q0045,34,0-69
Q0060,34,0-69
Q0055,34,0-69
Q0050,34,0-69
Q0070,34,0-69
Q0065,34,0-69
Q0075,34,0-69
Q0080,34,0-69
Q0085,34,0-69
Q0120,34,0-69
Q0105,34,0-69
Q0115,34,0-69
Q0110,34,0-69
Q0130,34,0-69
Q0140,34,0-69
Q0160,34,0-69
Q0250,34,0-69
Q0255,34,0-69
Q0275,34,0-69
YAR029W,34,0-69
YBL091C-A,34,0-69
YCR099C,34,0-69
YCR102W-A,34,0-69
YDR273W,34,0-69
YEL053W-A,34,0-69
YDR417C,34,0-69
YER066W,34,0-69
YBL107W-A,34,0-69
YFL067W,34,0-69
YIL165C,34,0-69
YJL089W,656,590-723
YJL088W,656,590-723
YJL087C,656,590-723
YJL085W,656,590-723
YJL084C,770,723-817
YJL083W,656,590-723
YJL082W,656,590-723
YJL081C,1488,1480-1496
YJL080C,1488,1480-1496
YJL079C,656,590-723
YJL078C,656,590-723
YJL076W,447,304-590
YJL074C,>4290,>4290
YJL073W,>4290,>4290
YJL072C,>4290,>4290
YJL071W,>4290,>4290
YJL070C,163,114-212
YJL069C,163,114-212
YJL068C,163,114-212
YJL066C,163,114-212
YJL065C,163,114-212
YJL063C,163,114-212
YJL062W-A,163,114-212
YJL062W,902,817-987
YJL061W,902,817-987
YJL060W,902,817-987
YJL059W,902,817-987
YJL058C,80,69-92
YJL057C,80,69-92
YJL056C,80,69-92
YJL055W,80,69-92
YJL054W,80,69-92
YJL053W,80,69-92
YJL052W,>4290,>4290
YJL051W,>4290,>4290
YJL050W,>4290,>4290
YJL049W,>4290,>4290
YJL048C,34,0-69
YJL047C,34,0-69
YJL046W,34,0-69
YJL045W,656,590-723
YJL044C,656,590-723
YJL042W,447,304-590
YJL041W,447,304-590
YJL039C,447,304-590
YJL038C,34,0-69
YJL037W,34,0-69
YJL036W,656,590-723
YJL035C,656,590-723
YJL034W,656,590-723
YJL033W,>4290,>4290
YJL031C,>4290,>4290
YJL030W,>4290,>4290
YJL029C,>4290,>4290
YJL026W,656,590-723
YJL026C-A,656,590-723
YJL025W,656,590-723
YJL024C,656,590-723
YJL023C,656,590-723
YJL020C,656,590-723
YJL019W,656,590-723
YJL016W,656,590-723
YJL014W,656,590-723
YJL013C,1021,987-1055
YJL012C,902,817-987
YJL011C,902,817-987
YJL010C,902,817-987
YJL008C,>4290,>4290
YJL006C,>4290,>4290
YJL005W,>4290,>4290
YJL004C,>4290,>4290
YJL003W,>4290,>4290
YJL002C,>4290,>4290
YJL001W,>4290,>4290
YJR001W,>4290,>4290
YJR002W,>4290,>4290
YJR003C,>4290,>4290
YJR004C,>4290,>4290
YJR005W,1488,1480-1496
YJR005C-A,92,92-93
YJR006W,92,92-93
YJR007W,92,92-93
YJR008W,92,92-93
YJR009C,>4290,>4290
YJR010W,1021,987-1055
YJR010C-A,1021,987-1055
YJR011C,1021,987-1055
YJR012C,1021,987-1055
YJR013W,1021,987-1055
YJR014W,1021,987-1055
YJR015W,447,304-590
YJR016C,447,304-590
YJR017C,447,304-590
YJR019C,447,304-590
YJR021C,447,304-590
YJR022W,447,304-590
YJR024C,447,304-590
YJR025C,447,304-590
YJR030C,163,114-212
YJR031C,1714,1660-1768
YKL022C,1714,1660-1768
YKL021C,1714,1660-1768
YKL020C,1080,1055-1105
YKL019W,1080,1055-1105
YKL018C-A,1080,1055-1105
YKL018W,1080,1055-1105
YKL017C,>4290,>4290
YKL016C,>4290,>4290
YKL015W,>4290,>4290
YKL014C,>4290,>4290
YKL013C,>4290,>4290
YKL012W,>4290,>4290
YKL011C,>4290,>4290
YKL010C,>4290,>4290
YKL009W,>4290,>4290
YKL008C,770,723-817
YKL007W,770,723-817
YKL006C-A,770,723-817
YKL006W,>4290,>4290
YKL005C,>4290,>4290
YKL004W,902,817-987
YKL003C,902,817-987
YKL002W,902,817-987
YKL001C,656,590-723
YKR001C,1488,1480-1496
YKR002W,1488,1480-1496
YKR003W,1488,1480-1496
YKR004C,1488,1480-1496
YKR005C,1488,1480-1496
YKR006C,1488,1480-1496
YKR007W,1488,1480-1496
YKR008W,1292,1105-1480
YKR009C,1292,1105-1480
YKR010C,447,304-590
YKR011C,447,304-590
YKR013W,656,590-723
YKR014C,902,817-987
YKR015C,34,0-69
YJL043W,34,0-69
YKR016W,34,0-69
YKR017C,34,0-69
YKR018C,656,590-723
YKR019C,656,590-723
YKR020W,656,590-723
YKR021W,770,723-817
YKR022C,770,723-817
YKR023W,770,723-817
YKR024C,1714,1660-1768
YKR025W,1714,1660-1768
YKR026C,1714,1660-1768
YKR027W,1080,1055-1105
YKR028W,1488,1480-1496
YKR029C,1021,987-1055
YKR030W,1021,987-1055
YKR031C,1021,987-1055
YKR034W,656,590-723
YKR035W-A,656,590-723
