ensembl_id,gene_age,gene_Interval
ENSG00000108474,36,29-43
ENSG00000141027,1488,1480-1496
ENSG00000214941,1488,1480-1496
ENSG00000170425,950,948-952
ENSG00000128487,1064,1023-1105
ENSG00000177370,1064,1023-1105
ENSG00000133138,544,473-615
ENSG00000079482,987,952-1023
ENSG00000184675,544,473-615
ENSG00000160219,886,824-948
ENSG00000156709,1488,1480-1496
ENSG00000153944,>4290,>4290
ENSG00000126861,544,473-615
ENSG00000141068,645,615-676
ENSG00000136451,645,615-676
ENSG00000196535,987,952-1023
ENSG00000063015,645,615-676
ENSG00000278540,645,615-676
ENSG00000121068,987,952-1023
ENSG00000170836,>4290,>4290
ENSG00000169855,645,615-676
ENSG00000172016,680,676-684
ENSG00000143954,680,676-684
ENSG00000115386,55,43-67
ENSG00000172023,680,676-684
ENSG00000164649,544,473-615
ENSG00000105866,645,615-676
ENSG00000105855,544,473-615
ENSG00000105849,950,948-952
ENSG00000146618,950,948-952
ENSG00000071189,1292,1105-1480
ENSG00000169814,645,615-676
ENSG00000206560,987,952-1023
ENSG00000179083,645,615-676
ENSG00000234545,645,615-676
ENSG00000105810,544,473-615
ENSG00000188175,645,615-676
ENSG00000004766,645,615-676
ENSG00000004948,950,948-952
ENSG00000105825,987,952-1023
ENSG00000127920,886,824-948
ENSG00000127928,886,824-948
ENSG00000164692,950,948-952
ENSG00000127995,950,948-952
ENSG00000127990,645,615-676
ENSG00000158528,950,948-952
ENSG00000005981,645,615-676
ENSG00000004799,544,473-615
ENSG00000158560,544,473-615
ENSG00000004864,1488,1480-1496
ENSG00000006377,886,824-948
ENSG00000105880,645,615-676
ENSG00000123908,886,824-948
ENSG00000122585,645,615-676
ENSG00000188732,950,948-952
ENSG00000169193,454,435-473
ENSG00000164548,680,676-684
ENSG00000136231,987,952-1023
ENSG00000136235,645,615-676
ENSG00000131386,987,952-1023
ENSG00000183960,987,952-1023
ENSG00000131374,>4290,>4290
ENSG00000158486,987,952-1023
ENSG00000092345,886,824-948
ENSG00000205944,8,7-9
ENSG00000188120,8,7-9
ENSG00000205916,8,7-9
ENSG00000187191,8,7-9
ENSG00000154814,950,948-952
ENSG00000122574,454,435-473
ENSG00000106080,>4290,>4290
ENSG00000206561,645,615-676
ENSG00000105954,645,615-676
ENSG00000050344,680,676-684
ENSG00000122565,544,473-615
ENSG00000086300,645,615-676
ENSG00000105991,645,615-676
ENSG00000105997,544,473-615
ENSG00000106004,645,615-676
ENSG00000122592,382,352-413
ENSG00000005073,454,435-473
ENSG00000106038,645,615-676
ENSG00000106052,950,948-952
ENSG00000153814,950,948-952
ENSG00000255690,544,473-615
ENSG00000105928,544,473-615
ENSG00000136243,680,676-684
ENSG00000166821,1488,1480-1496
ENSG00000185033,987,952-1023
ENSG00000140548,454,435-473
ENSG00000115350,544,473-615
ENSG00000105143,544,473-615
ENSG00000213977,544,473-615
ENSG00000167461,645,615-676
ENSG00000185088,332,312-352
ENSG00000167460,950,948-952
ENSG00000203837,950,948-952
ENSG00000188992,168,159-177
ENSG00000175535,950,948-952
ENSG00000175445,645,615-676
ENSG00000160633,544,473-615
ENSG00000183617,544,473-615
ENSG00000105058,544,473-615
ENSG00000091483,>4290,>4290
ENSG00000167674,886,824-948
ENSG00000065000,886,824-948
ENSG00000214415,1488,1480-1496
ENSG00000088256,680,676-684
ENSG00000060558,1488,1480-1496
ENSG00000104964,544,473-615
ENSG00000065717,544,473-615
ENSG00000141934,987,952-1023
ENSG00000105556,645,615-676
ENSG00000105251,680,676-684
ENSG00000089847,645,615-676
ENSG00000181781,987,952-1023
ENSG00000160111,70,67-74
ENSG00000168061,1488,1480-1496
ENSG00000131351,1488,1480-1496
ENSG00000178919,680,676-684
ENSG00000110031,454,435-473
ENSG00000000457,950,948-952
ENSG00000000460,950,948-952
ENSG00000007908,544,473-615
ENSG00000273706,680,676-684
ENSG00000143171,987,952-1023
ENSG00000118217,1292,1105-1480
ENSG00000162745,544,473-615
ENSG00000169905,950,948-952
ENSG00000143337,950,948-952
ENSG00000006638,950,948-952
ENSG00000179855,987,952-1023
ENSG00000118197,645,615-676
ENSG00000118193,987,952-1023
ENSG00000180264,1064,1023-1105
ENSG00000116833,544,473-615
ENSG00000160117,645,615-676
ENSG00000163283,1488,1480-1496
ENSG00000163295,1488,1480-1496
ENSG00000163286,1488,1480-1496
ENSG00000153006,1488,1480-1496
ENSG00000163273,1488,1480-1496
ENSG00000156966,810,797-824
ENSG00000135931,810,797-824
ENSG00000163882,810,797-824
ENSG00000109736,680,676-684
ENSG00000113240,332,312-352
ENSG00000179335,680,676-684
ENSG00000188266,680,676-684
ENSG00000171596,645,615-676
ENSG00000213123,950,948-952
ENSG00000272741,18,16-20
ENSG00000196428,680,676-684
ENSG00000070087,544,473-615
ENSG00000082996,645,615-676
ENSG00000231989,544,473-615
ENSG00000184203,544,473-615
ENSG00000114331,1488,1480-1496
ENSG00000173692,>4290,>4290
ENSG00000135914,886,824-948
ENSG00000114315,680,676-684
ENSG00000198836,987,952-1023
ENSG00000133657,>4290,>4290
ENSG00000145014,544,473-615
ENSG00000041802,>4290,>4290
ENSG00000185112,987,952-1023
ENSG00000173950,950,948-952
ENSG00000116761,950,948-952
ENSG00000135677,680,676-684
ENSG00000111490,645,615-676
ENSG00000065675,645,615-676
ENSG00000198879,987,952-1023
ENSG00000123243,1488,1480-1496
ENSG00000151655,1488,1480-1496
ENSG00000151657,1488,1480-1496
ENSG00000165629,1488,1480-1496
ENSG00000107485,950,948-952
ENSG00000048740,680,676-684
ENSG00000148429,>4290,>4290
ENSG00000196576,645,615-676
ENSG00000069431,680,676-684
ENSG00000121361,544,473-615
ENSG00000134463,1064,1023-1105
ENSG00000166148,645,615-676
ENSG00000196935,645,615-676
ENSG00000174206,645,615-676
ENSG00000139291,645,615-676
ENSG00000127328,645,615-676
ENSG00000258052,18,16-20
ENSG00000151461,18,16-20
ENSG00000196357,168,159-177
ENSG00000167635,168,159-177
ENSG00000181392,168,159-177
ENSG00000011600,168,159-177
ENSG00000126264,168,159-177
ENSG00000004777,382,352-413
ENSG00000167595,382,352-413
ENSG00000161265,168,159-177
ENSG00000267120,168,159-177
ENSG00000272333,332,312-352
ENSG00000011590,132,105-159
ENSG00000105668,645,615-676
ENSG00000105672,168,159-177
ENSG00000126254,168,159-177
ENSG00000249115,168,159-177
ENSG00000145920,168,159-177
ENSG00000120149,886,824-948
ENSG00000221914,>4290,>4290
ENSG00000104228,382,352-413
ENSG00000114861,645,615-676
ENSG00000163602,544,473-615
ENSG00000214324,55,43-67
ENSG00000134201,382,352-413
ENSG00000121446,424,413-435
ENSG00000135828,424,413-435
ENSG00000157060,680,676-684
ENSG00000135862,645,615-676
ENSG00000156920,382,352-413
ENSG00000102239,454,435-473
ENSG00000102243,382,352-413
ENSG00000102245,680,676-684
ENSG00000010270,987,952-1023
ENSG00000176571,544,473-615
ENSG00000213512,78,74-82
ENSG00000177414,544,473-615
ENSG00000168899,454,435-473
ENSG00000115523,454,435-473
ENSG00000164611,544,473-615
ENSG00000187658,544,473-615
ENSG00000172568,454,435-473
ENSG00000285868,454,435-473
ENSG00000170613,168,159-177
ENSG00000155868,424,413-435
ENSG00000135077,382,352-413
ENSG00000113249,132,105-159
ENSG00000145569,645,615-676
ENSG00000108100,544,473-615
ENSG00000263639,454,435-473
ENSG00000048462,332,312-352
ENSG00000184602,332,312-352
ENSG00000188897,332,312-352
ENSG00000122304,332,312-352
ENSG00000178257,332,312-352
ENSG00000178279,332,312-352
ENSG00000104915,454,435-473
ENSG00000104903,382,352-413
ENSG00000179218,332,312-352
ENSG00000161860,332,312-352
ENSG00000284491,332,312-352
ENSG00000167815,454,435-473
ENSG00000173875,101,96-105
ENSG00000181315,168,159-177
ENSG00000182952,382,352-413
ENSG00000124557,168,159-177
ENSG00000111801,382,352-413
ENSG00000026950,36,29-43
ENSG00000124508,168,159-177
ENSG00000186470,382,352-413
ENSG00000278828,18,16-20
ENSG00000273983,382,352-413
ENSG00000185130,3,0-7
ENSG00000196866,332,312-352
ENSG00000286522,36,29-43
ENSG00000158373,244,177-312
ENSG00000168298,168,159-177
ENSG00000180573,244,177-312
ENSG00000197238,645,615-676
ENSG00000010704,544,473-615
ENSG00000276410,244,177-312
ENSG00000277075,244,177-312
ENSG00000278463,244,177-312
ENSG00000112343,382,352-413
ENSG00000146047,132,105-159
ENSG00000164508,332,312-352
ENSG00000121904,544,473-615
ENSG00000121903,244,177-312
ENSG00000134686,987,952-1023
ENSG00000106546,950,948-952
ENSG00000283321,950,948-952
ENSG00000122691,55,43-67
ENSG00000173452,55,43-67
ENSG00000167333,382,352-413
ENSG00000004846,>4290,>4290
ENSG00000136244,>4290,>4290
ENSG00000196335,544,473-615
ENSG00000203760,544,473-615
ENSG00000139304,544,473-615
ENSG00000139220,645,615-676
ENSG00000143297,168,159-177
ENSG00000163518,168,159-177
ENSG00000242220,55,43-67
ENSG00000203690,55,43-67
ENSG00000151849,645,615-676
ENSG00000132972,645,615-676
ENSG00000137727,645,615-676
ENSG00000102053,544,473-615
ENSG00000115602,454,435-473
ENSG00000115598,645,615-676
ENSG00000115594,645,615-676
ENSG00000115590,454,435-473
ENSG00000170500,1292,1105-1480
ENSG00000105329,168,159-177
ENSG00000011485,>4290,>4290
ENSG00000161277,101,96-105
ENSG00000215644,1064,1023-1105
ENSG00000126524,1064,1023-1105
ENSG00000277149,987,952-1023
ENSG00000198874,987,952-1023
ENSG00000183166,1714,1660-1768
ENSG00000185274,987,952-1023
ENSG00000144468,1064,1023-1105
ENSG00000243910,332,312-352
ENSG00000125746,645,615-676
ENSG00000177464,645,615-676
ENSG00000139910,950,948-952
ENSG00000117877,950,948-952
ENSG00000170604,454,435-473
ENSG00000105223,645,615-676
ENSG00000099337,454,435-473
ENSG00000090013,454,435-473
ENSG00000160460,544,473-615
ENSG00000007047,454,435-473
ENSG00000104879,987,952-1023
ENSG00000104892,168,159-177
ENSG00000104884,645,615-676
ENSG00000130749,544,473-615
ENSG00000142230,1488,1480-1496
ENSG00000105321,645,615-676
ENSG00000124440,332,312-352
ENSG00000185800,1488,1480-1496
ENSG00000104814,454,435-473
ENSG00000137692,680,676-684
ENSG00000179846,680,676-684
ENSG00000256671,680,676-684
ENSG00000256977,680,676-684
ENSG00000005812,1714,1660-1768
ENSG00000135966,1714,1660-1768
ENSG00000139842,987,952-1023
ENSG00000185896,680,676-684
ENSG00000139835,645,615-676
ENSG00000153531,645,615-676
ENSG00000150401,987,952-1023
ENSG00000150403,987,952-1023
ENSG00000186009,950,948-952
ENSG00000185974,987,952-1023
ENSG00000184500,645,615-676
ENSG00000185989,680,676-684
ENSG00000134900,1488,1480-1496
ENSG00000139780,680,676-684
ENSG00000117475,680,676-684
ENSG00000174173,645,615-676
ENSG00000140830,645,615-676
ENSG00000166902,645,615-676
ENSG00000031691,645,615-676
ENSG00000214943,12,9-16
ENSG00000179399,950,948-952
ENSG00000136153,680,676-684
ENSG00000183337,886,824-948
ENSG00000165175,544,473-615
ENSG00000156298,544,473-615
ENSG00000250349,544,473-615
ENSG00000158125,680,676-684
ENSG00000115137,1714,1660-1768
ENSG00000198821,1714,1660-1768
ENSG00000143162,680,676-684
ENSG00000136169,1488,1480-1496
ENSG00000057593,950,948-952
ENSG00000126218,950,948-952
ENSG00000126226,950,948-952
ENSG00000143178,454,435-473
ENSG00000110429,886,824-948
ENSG00000035115,886,824-948
ENSG00000144182,886,824-948
ENSG00000160145,544,473-615
ENSG00000173226,544,473-615
ENSG00000184661,680,676-684
ENSG00000148773,680,676-684
ENSG00000149016,680,676-684
ENSG00000255508,680,676-684
ENSG00000131096,544,473-615
ENSG00000108852,680,676-684
ENSG00000108798,332,312-352
ENSG00000264813,3,0-7
ENSG00000005884,987,952-1023
ENSG00000064195,544,473-615
ENSG00000108813,987,952-1023
ENSG00000136504,680,676-684
ENSG00000267060,3,0-7
ENSG00000266967,987,952-1023
ENSG00000108825,987,952-1023
ENSG00000136487,544,473-615
ENSG00000259384,544,473-615
ENSG00000204414,544,473-615
ENSG00000285947,544,473-615
ENSG00000213218,544,473-615
ENSG00000136488,544,473-615
ENSG00000151360,544,473-615
ENSG00000141086,544,473-615
ENSG00000152380,886,824-948
ENSG00000056097,987,952-1023
ENSG00000120314,1714,1660-1768
ENSG00000143278,680,676-684
ENSG00000130826,680,676-684
ENSG00000100865,680,676-684
ENSG00000022976,680,676-684
ENSG00000196663,645,615-676
ENSG00000156381,645,615-676
ENSG00000123191,>4290,>4290
ENSG00000157212,1488,1480-1496
ENSG00000231925,454,435-473
ENSG00000130988,454,435-473
ENSG00000119231,544,473-615
ENSG00000144820,544,473-615
ENSG00000154813,544,473-615
ENSG00000158109,645,615-676
ENSG00000116213,645,615-676
ENSG00000078900,987,952-1023
ENSG00000198081,645,615-676
ENSG00000142669,680,676-684
ENSG00000149929,680,676-684
ENSG00000186526,168,159-177
ENSG00000101407,168,159-177
ENSG00000197114,987,952-1023
ENSG00000273154,3,0-7
ENSG00000101204,645,615-676
ENSG00000114455,544,473-615
ENSG00000259900,645,615-676
ENSG00000157315,645,615-676
ENSG00000244242,645,615-676
ENSG00000161653,645,615-676
ENSG00000066926,645,615-676
ENSG00000134440,1488,1480-1496
ENSG00000101188,645,615-676
ENSG00000146072,645,615-676
ENSG00000114439,544,473-615
ENSG00000225526,544,473-615
ENSG00000008311,544,473-615
ENSG00000163634,544,473-615
ENSG00000163635,950,948-952
ENSG00000285258,950,948-952
ENSG00000163636,>4290,>4290
ENSG00000167136,1488,1480-1496
ENSG00000123179,645,615-676
ENSG00000255439,18,16-20
ENSG00000167397,987,952-1023
ENSG00000166484,>4290,>4290
ENSG00000007372,645,615-676
ENSG00000246922,950,948-952
ENSG00000070190,987,952-1023
ENSG00000113068,987,952-1023
ENSG00000013374,987,952-1023
ENSG00000081138,886,824-948
ENSG00000136770,1714,1660-1768
ENSG00000136197,1714,1660-1768
ENSG00000162961,1714,1660-1768
ENSG00000143801,1488,1480-1496
ENSG00000124827,645,615-676
ENSG00000110721,950,948-952
ENSG00000101187,680,676-684
ENSG00000165275,987,952-1023
ENSG00000138092,987,952-1023
ENSG00000115129,1714,1660-1768
ENSG00000008394,950,948-952
ENSG00000281039,645,615-676
ENSG00000006625,645,615-676
ENSG00000076043,645,615-676
ENSG00000159267,645,615-676
ENSG00000085998,1064,1023-1105
ENSG00000254093,1488,1480-1496
ENSG00000117983,36,29-43
ENSG00000136379,645,615-676
ENSG00000276547,8,7-9
ENSG00000253953,3,0-7
ENSG00000115468,987,952-1023
ENSG00000140798,810,797-824
ENSG00000113387,810,797-824
ENSG00000184009,454,435-473
ENSG00000164073,680,676-684
ENSG00000181830,1488,1480-1496
ENSG00000151090,680,676-684
ENSG00000006634,645,615-676
ENSG00000160202,886,824-948
ENSG00000276076,886,824-948
ENSG00000148362,886,824-948
ENSG00000113013,1292,1105-1480
ENSG00000100578,1292,1105-1480
ENSG00000168496,>4290,>4290
ENSG00000259522,1488,1480-1496
ENSG00000254692,1488,1480-1496
ENSG00000100926,1488,1480-1496
ENSG00000133256,987,952-1023
ENSG00000119421,987,952-1023
ENSG00000185681,987,952-1023
ENSG00000119446,987,952-1023
ENSG00000148187,987,952-1023
ENSG00000197646,544,473-615
ENSG00000197265,544,473-615
ENSG00000253457,544,473-615
ENSG00000255855,8,7-9
ENSG00000235268,36,29-43
ENSG00000186280,101,96-105
ENSG00000012817,8,7-9
ENSG00000126012,382,352-413
ENSG00000136813,1488,1480-1496
ENSG00000136824,>4290,>4290
ENSG00000250821,544,473-615
ENSG00000157404,645,615-676
ENSG00000166603,680,676-684
ENSG00000101542,544,473-615
ENSG00000176641,544,473-615
ENSG00000170852,645,615-676
ENSG00000105778,645,615-676
ENSG00000106355,645,615-676
ENSG00000100911,454,435-473
ENSG00000092098,987,952-1023
ENSG00000259529,987,952-1023
ENSG00000100908,1488,1480-1496
ENSG00000187908,680,676-684
ENSG00000155959,680,676-684
ENSG00000147166,950,948-952
ENSG00000125817,645,615-676
ENSG00000221944,36,29-43
ENSG00000180346,78,74-82
ENSG00000164296,55,43-67
ENSG00000147246,886,824-948
ENSG00000165891,886,824-948
ENSG00000175183,645,615-676
ENSG00000186908,1292,1105-1480
ENSG00000091039,1488,1480-1496
ENSG00000187109,886,824-948
ENSG00000139289,680,676-684
ENSG00000111615,680,676-684
ENSG00000133704,544,473-615
ENSG00000110888,987,952-1023
ENSG00000197579,987,952-1023
ENSG00000165264,987,952-1023
ENSG00000123933,987,952-1023
ENSG00000239779,645,615-676
ENSG00000115275,645,615-676
ENSG00000120738,544,473-615
ENSG00000163013,987,952-1023
ENSG00000088826,1714,1660-1768
ENSG00000101236,645,615-676
ENSG00000110104,645,615-676
ENSG00000170266,645,615-676
ENSG00000129744,544,473-615
ENSG00000156219,544,473-615
ENSG00000111339,132,105-159
ENSG00000167311,544,473-615
ENSG00000169836,645,615-676
ENSG00000164306,645,615-676
ENSG00000151726,>4290,>4290
ENSG00000187821,987,952-1023
ENSG00000151729,645,615-676
ENSG00000164323,645,615-676
ENSG00000109775,1064,1023-1105
ENSG00000164116,987,952-1023
ENSG00000061918,950,948-952
ENSG00000109610,55,43-67
ENSG00000248713,55,43-67
ENSG00000138823,55,43-67
ENSG00000165970,950,948-952
ENSG00000109854,950,948-952
ENSG00000109851,680,676-684
ENSG00000166833,810,797-824
ENSG00000129173,645,615-676
ENSG00000129170,544,473-615
ENSG00000177054,1292,1105-1480
ENSG00000066382,987,952-1023
ENSG00000134138,950,948-952
ENSG00000100433,950,948-952
ENSG00000213204,987,952-1023
ENSG00000272514,987,952-1023
ENSG00000137824,950,948-952
ENSG00000051180,645,615-676
ENSG00000138778,1714,1660-1768
ENSG00000185163,>4290,>4290
ENSG00000111850,>4290,>4290
ENSG00000164411,36,29-43
ENSG00000179270,36,29-43
ENSG00000135299,645,615-676
ENSG00000083099,645,615-676
ENSG00000112159,>4290,>4290
ENSG00000118412,>4290,>4290
ENSG00000112182,987,952-1023
ENSG00000135341,645,615-676
ENSG00000015133,1064,1023-1105
ENSG00000119714,645,615-676
ENSG00000133943,645,615-676
ENSG00000118961,645,615-676
ENSG00000138617,987,952-1023
ENSG00000137770,987,952-1023
ENSG00000260170,1488,1480-1496
ENSG00000137767,1488,1480-1496
ENSG00000104043,645,615-676
ENSG00000156958,1488,1480-1496
ENSG00000103995,680,676-684
ENSG00000083807,>4290,>4290
ENSG00000104067,680,676-684
ENSG00000140274,810,797-824
ENSG00000140254,810,797-824
ENSG00000034053,544,473-615
ENSG00000198690,544,473-615
ENSG00000128849,544,473-615
ENSG00000141101,544,473-615
ENSG00000103091,1488,1480-1496
ENSG00000166359,>4290,>4290
ENSG00000076650,>4290,>4290
ENSG00000245848,680,676-684
ENSG00000153879,424,413-435
ENSG00000135723,1714,1660-1768
ENSG00000135740,1292,1105-1480
ENSG00000196155,645,615-676
ENSG00000166128,>4290,>4290
ENSG00000136425,168,159-177
ENSG00000176387,544,473-615
ENSG00000159714,>4290,>4290
ENSG00000159713,987,952-1023
ENSG00000168925,680,676-684
ENSG00000168928,680,676-684
ENSG00000159723,544,473-615
ENSG00000129003,645,615-676
ENSG00000168813,645,615-676
ENSG00000178904,645,615-676
ENSG00000132613,886,824-948
ENSG00000172893,886,824-948
ENSG00000102996,645,615-676
ENSG00000145476,680,676-684
ENSG00000154556,645,615-676
ENSG00000154553,645,615-676
ENSG00000185149,645,615-676
ENSG00000176485,332,312-352
ENSG00000133328,55,43-67
ENSG00000168004,382,352-413
ENSG00000171557,645,615-676
ENSG00000171566,645,615-676
ENSG00000145423,987,952-1023
ENSG00000168884,680,676-684
ENSG00000125386,680,676-684
ENSG00000164144,950,948-952
ENSG00000137460,1064,1023-1105
ENSG00000109654,645,615-676
ENSG00000121211,645,615-676
ENSG00000121210,680,676-684
ENSG00000137462,645,615-676
ENSG00000169340,1488,1480-1496
ENSG00000185615,1488,1480-1496
ENSG00000127561,987,952-1023
ENSG00000196557,645,615-676
ENSG00000006116,645,615-676
ENSG00000166501,680,676-684
ENSG00000180008,544,473-615
ENSG00000171150,544,473-615
ENSG00000167971,886,824-948
ENSG00000154025,950,948-952
ENSG00000188522,645,615-676
ENSG00000154016,680,676-684
ENSG00000189152,18,16-20
ENSG00000106009,18,16-20
ENSG00000106263,18,16-20
ENSG00000146535,1488,1480-1496
ENSG00000146555,645,615-676
ENSG00000204438,645,615-676
ENSG00000282301,645,615-676
ENSG00000160868,645,615-676
ENSG00000021461,645,615-676
ENSG00000106258,645,615-676
ENSG00000160870,645,615-676
ENSG00000164916,645,615-676
ENSG00000157927,680,676-684
ENSG00000136297,1714,1660-1768
ENSG00000130429,1714,1660-1768
ENSG00000241685,1714,1660-1768
ENSG00000284292,1714,1660-1768
ENSG00000182831,1714,1660-1768
ENSG00000091536,645,615-676
ENSG00000091542,645,615-676
ENSG00000177427,645,615-676
ENSG00000248919,680,676-684
ENSG00000106246,680,676-684
ENSG00000155034,1488,1480-1496
ENSG00000126247,1488,1480-1496
ENSG00000105270,680,676-684
ENSG00000105197,645,615-676
ENSG00000106404,680,676-684
ENSG00000180611,680,676-684
ENSG00000196083,680,676-684
ENSG00000205835,680,676-684
ENSG00000163166,987,952-1023
ENSG00000133316,987,952-1023
ENSG00000103855,544,473-615
ENSG00000138629,645,615-676
ENSG00000138606,680,676-684
ENSG00000140367,454,435-473
ENSG00000117971,886,824-948
ENSG00000080644,886,824-948
ENSG00000169684,645,615-676
ENSG00000197888,18,16-20
ENSG00000196620,36,29-43
ENSG00000145626,78,74-82
ENSG00000135220,645,615-676
ENSG00000167165,3,0-7
ENSG00000242366,3,0-7
ENSG00000242515,3,0-7
ENSG00000244122,3,0-7
ENSG00000241119,3,0-7
ENSG00000173610,544,473-615
ENSG00000271271,3,0-7
ENSG00000240224,93,90-96
ENSG00000243135,93,90-96
ENSG00000244474,93,90-96
ENSG00000171234,78,74-82
ENSG00000156096,78,74-82
ENSG00000109181,25,20-29
ENSG00000135226,25,20-29
ENSG00000213759,25,20-29
ENSG00000156642,950,948-952
ENSG00000183324,950,948-952
ENSG00000138622,987,952-1023
ENSG00000104808,886,824-948
ENSG00000067225,>4290,>4290
ENSG00000137817,680,676-684
ENSG00000273025,987,952-1023
ENSG00000140488,987,952-1023
ENSG00000178718,645,615-676
ENSG00000167261,950,948-952
ENSG00000124067,1292,1105-1480
ENSG00000103546,645,615-676
ENSG00000087253,987,952-1023
ENSG00000087245,950,948-952
ENSG00000159387,645,615-676
ENSG00000176842,645,615-676
ENSG00000177508,645,615-676
ENSG00000140718,645,615-676
ENSG00000166971,645,615-676
ENSG00000177200,1714,1660-1768
ENSG00000103479,544,473-615
ENSG00000103460,1488,1480-1496
ENSG00000103449,645,615-676
ENSG00000083799,645,615-676
ENSG00000167207,645,615-676
ENSG00000140807,544,473-615
ENSG00000166164,1488,1480-1496
ENSG00000121281,987,952-1023
ENSG00000121274,645,615-676
ENSG00000155393,645,615-676
ENSG00000205423,645,615-676
ENSG00000156006,25,20-29
ENSG00000171428,680,676-684
ENSG00000184860,>4290,>4290
ENSG00000142279,645,615-676
ENSG00000105220,645,615-676
ENSG00000166398,645,615-676
ENSG00000008324,454,435-473
ENSG00000257103,680,676-684
ENSG00000153885,886,824-948
ENSG00000124302,645,615-676
ENSG00000124299,>4290,>4290
ENSG00000187720,645,615-676
ENSG00000137821,987,952-1023
ENSG00000166173,454,435-473
ENSG00000184277,645,615-676
ENSG00000140474,1714,1660-1768
ENSG00000213578,810,797-824
ENSG00000103653,645,615-676
ENSG00000179151,645,615-676
ENSG00000140505,680,676-684
ENSG00000140465,680,676-684
ENSG00000138623,987,952-1023
ENSG00000179361,680,676-684
ENSG00000178761,680,676-684
ENSG00000178741,680,676-684
ENSG00000132639,645,615-676
ENSG00000168904,544,473-615
ENSG00000140443,645,615-676
ENSG00000157823,3,0-7
ENSG00000166825,950,948-952
ENSG00000185518,987,952-1023
ENSG00000263264,78,74-82
ENSG00000170776,680,676-684
ENSG00000140538,544,473-615
ENSG00000259494,544,473-615
ENSG00000181991,645,615-676
ENSG00000090857,>4290,>4290
ENSG00000168081,454,435-473
ENSG00000197892,645,615-676
ENSG00000147421,645,615-676
ENSG00000042088,645,615-676
ENSG00000136628,>4290,>4290
ENSG00000124767,987,952-1023
ENSG00000167118,987,952-1023
ENSG00000167123,544,473-615
ENSG00000123453,950,948-952
ENSG00000123454,987,952-1023
ENSG00000175854,987,952-1023
ENSG00000167114,>4290,>4290
ENSG00000106927,987,952-1023
ENSG00000198435,454,435-473
ENSG00000187609,55,43-67
ENSG00000106993,1292,1105-1480
ENSG00000147853,987,952-1023
ENSG00000120158,>4290,>4290
ENSG00000107281,>4290,>4290
ENSG00000198914,454,435-473
ENSG00000169583,454,435-473
ENSG00000130653,680,676-684
ENSG00000165802,680,676-684
ENSG00000100028,645,615-676
ENSG00000128271,950,948-952
ENSG00000174437,>4290,>4290
ENSG00000177192,>4290,>4290
ENSG00000184967,>4290,>4290
ENSG00000272899,>4290,>4290
ENSG00000159189,886,824-948
ENSG00000173372,886,824-948
ENSG00000136068,645,615-676
ENSG00000163681,645,615-676
ENSG00000174839,1714,1660-1768
ENSG00000157500,>4290,>4290
ENSG00000144730,645,615-676
ENSG00000163947,987,952-1023
ENSG00000176095,680,676-684
ENSG00000186468,>4290,>4290
ENSG00000174840,987,952-1023
ENSG00000173540,>4290,>4290
ENSG00000091513,544,473-615
ENSG00000144867,544,473-615
ENSG00000198089,987,952-1023
ENSG00000184708,987,952-1023
ENSG00000100105,645,615-676
ENSG00000227057,645,615-676
ENSG00000235863,25,20-29
ENSG00000177463,950,948-952
ENSG00000131368,950,948-952
ENSG00000131381,950,948-952
ENSG00000170893,950,948-952
ENSG00000172765,810,797-824
ENSG00000004399,987,952-1023
ENSG00000163913,987,952-1023
ENSG00000163703,1064,1023-1105
ENSG00000163701,544,473-615
ENSG00000156983,1488,1480-1496
ENSG00000165238,987,952-1023
ENSG00000131669,645,615-676
ENSG00000185963,886,824-948
ENSG00000154764,987,952-1023
ENSG00000163520,645,615-676
ENSG00000132182,1488,1480-1496
ENSG00000169704,645,615-676
ENSG00000187969,1488,1480-1496
ENSG00000169714,1488,1480-1496
ENSG00000132155,544,473-615
ENSG00000157152,680,676-684
ENSG00000114854,950,948-952
ENSG00000196544,950,948-952
ENSG00000126062,950,948-952
ENSG00000132906,886,824-948
ENSG00000130764,987,952-1023
ENSG00000116198,987,952-1023
ENSG00000198912,987,952-1023
ENSG00000169598,987,952-1023
ENSG00000131697,987,952-1023
ENSG00000177971,987,952-1023
ENSG00000198860,987,952-1023
ENSG00000147614,454,435-473
ENSG00000104312,645,615-676
ENSG00000284862,645,615-676
ENSG00000043093,680,676-684
ENSG00000155542,680,676-684
ENSG00000156976,645,615-676
ENSG00000176597,810,797-824
ENSG00000171121,680,676-684
ENSG00000182580,544,473-615
ENSG00000122068,544,473-615
ENSG00000145192,544,473-615
ENSG00000136247,1488,1480-1496
ENSG00000177888,645,615-676
ENSG00000205629,645,615-676
ENSG00000103375,680,676-684
ENSG00000206172,645,615-676
ENSG00000188536,645,615-676
ENSG00000153443,886,824-948
ENSG00000175595,886,824-948
ENSG00000137872,987,952-1023
ENSG00000133135,680,676-684
ENSG00000188467,680,676-684
ENSG00000104177,950,948-952
ENSG00000233932,454,435-473
ENSG00000074803,1292,1105-1480
ENSG00000128951,1292,1105-1480
ENSG00000271092,18,16-20
ENSG00000152078,987,952-1023
ENSG00000135697,950,948-952
ENSG00000104427,680,676-684
ENSG00000164236,645,615-676
ENSG00000145491,987,952-1023
ENSG00000139496,987,952-1023
ENSG00000139505,680,676-684
ENSG00000165566,544,473-615
ENSG00000091656,680,676-684
