TF,Target,Mode,PMID,Tf_age,Tg_age
CRX,BEST1,Activation,18849347,Opisthokonta,Vertebrata
CRX,NR2E3,Activation,18294621,Opisthokonta,Vertebrata
CRX,RBP3,Activation,12409453,Opisthokonta,Vertebrata
CRX,RBP3,Repression,15277472,Opisthokonta,Vertebrata
CRX,RBP3,Unknown,11934446,Opisthokonta,Vertebrata
CRX,RHO,Repression,15277472,Opisthokonta,Vertebrata
CRX,RS1,Activation,18927113,Opisthokonta,Eumetazoa
CTBP1,BRCA1,Repression,20818429,Opisthokonta,Eumetazoa
CTBP1,BRCA2,Repression,18765668,Opisthokonta,Vertebrata
CTBP1,CLDN7,Repression,19277896,Opisthokonta,Hominidae
CTBP1,KRT18,Unknown,15831101,Vertebrata,Eumetazoa
CTCF,ANG,Unknown,24659782,Vertebrata,Vertebrata
CTCF,APP,Activation,11706010;9407128,Vertebrata,Opisthokonta
CTCF,APP,Repression,11706010,Vertebrata,Opisthokonta
CTCF,ASAP2,Unknown,23999061,Vertebrata,Opisthokonta
CTCF,ATXN7,Unknown,21689595,Vertebrata,Vertebrata
CTCF,BBC3,Unknown,20818159,Vertebrata,Mammalia
CTCF,BCL6,Repression,20733034,Vertebrata,Vertebrata
CTCF,BRCA1,Unknown,19466541;24725430,> Eukaryota,Vertebrata
CTCF,CCND1,Unknown,18625744,> Eukaryota,Eumetazoa
CTCF,CELSR3,Unknown,25113559,> Eukaryota,Opisthokonta
CTCF,CSF2,Unknown,19158269,> Eukaryota,Vertebrata
CTCF,DMPK,Unknown,11479593,Vertebrata,Hominidae
CTCF,ETNK2,Unknown,18632798,Vertebrata,Mammalia
CTCF,H19,Unknown,11431321;14654216;16391843;18458536;19209620;19584898;20966046;24725430,Vertebrata,Vertebrata
CTCF,PBXIP1,Unknown,22187427,Vertebrata,Vertebrata
CTCF,IGF2,Unknown,18458536;20966046;21536749;24725430,Vertebrata,Vertebrata
CTCF,IPO13,Unknown,23620300,Vertebrata,Opisthokonta
CTCF,IRAK2,Unknown,15670593,Vertebrata,Hominidae
CTCF,MEG3,Unknown,16331412,Vertebrata,Mammalia
CTCF,MYC,Activation,19568426,Vertebrata,Mammalia
CTCF,MYC,Repression,12032779;12524457,Vertebrata,Eumetazoa
CTCF,MYC,Unknown,24725430;9591631,Vertebrata,Eumetazoa
CTCF,NANOG,Unknown,22879976,Vertebrata,Vertebrata
CTCF,NF1,Unknown,21111075,Vertebrata,Vertebrata
CTCF,PAX6,Activation,16723452,Vertebrata,Vertebrata
CTCF,PAX6,Repression,16723452,Vertebrata,Eukaryota
CTCF,PAX6,Unknown,15096508;17122106,Vertebrata,Vertebrata
CTCF,PBXIP1,Unknown,22187427,Vertebrata,Opisthokonta
CTCF,PTPRG,Unknown,21150880,Vertebrata,Vertebrata
CTCF,RAD21,Unknown,19826084,Vertebrata,Vertebrata
CTCF,RARRES1,Activation,22615834,Vertebrata,> Eukaryota
CTCF,RBL2,Unknown,21325284,Vertebrata,Vertebrata
CTCF,SIX5,Unknown,11479593,Vertebrata,Hominidae
CTCF,SLC6A4,Unknown,15229244;17360901;21309950;23765727,Vertebrata,Hominidae
CTCF,TERT,Repression,16326864;19914212,Vertebrata,Hominidae
CTCF,WT1,Unknown,24534946,Vertebrata,Hominidae
CTCFL,BAG1,Activation,18413740,Vertebrata,Hominidae
CTNNB1,AR,Unknown,16141201,Vertebrata,Vertebrata
CTNNB1,BIRC5,Unknown,19662654;19778454,Vertebrata,Hominidae
CTNNB1,CCND1,Activation,17109766;20300972,Vertebrata,Hominidae
CTNNB1,CCND1,Repression,16628468,Vertebrata,Hominidae
CTNNB1,CCND1,Unknown,18679417;19662654;19778454,Vertebrata,Hominidae
CTNNB1,CD44,Unknown,17724465,Vertebrata,Hominidae
CTNNB1,CHGA,Unknown,21551321,Vertebrata,Hominidae
CTNNB1,CLDN2,Activation,14751232,Vertebrata,Vertebrata
CTNNB1,FST,Unknown,24667650,Vertebrata,> Eukaryota
CTNNB1,GLCE,Unknown,22805760,Vertebrata,> Eukaryota
CTNNB1,GLI2,Unknown,19797115,Amniota,> Eukaryota
CTNNB1,JUN,Activation,20300972,Eumetazoa,> Eukaryota
CTNNB1,JUN,Unknown,19671687,Eumetazoa,Vertebrata
CTNNB1,MMP14,Activation,21517265,Eumetazoa,Vertebrata
CTNNB1,MMP7,Activation,11158322;15000152,Eumetazoa,Eumetazoa
CTNNB1,MYC,Activation,20300972;21533051,Eumetazoa,Vertebrata
CTNNB1,MYC,Unknown,17724465;18679417;19662654;19778454,Eumetazoa,> Eukaryota
CTNNB1,NCOA2,Unknown,16141201,Eumetazoa,Eumetazoa
CTNNB1,NRCAM,Unknown,17724465,Eumetazoa,Eumetazoa
CTNNB1,PLD1,Activation,20442281,Eumetazoa,Vertebrata
CTNNB1,PPARD,Unknown,17724465,Eumetazoa,Vertebrata
CTNNB1,PTGS2,Unknown,11396184,Eumetazoa,Eumetazoa
CTNNB1,RB1,Repression,16628468,Eumetazoa,Opisthokonta
CTNNB1,STARD7,Activation,21622533,Eumetazoa,Opisthokonta
CTNNB1,TCF7,Unknown,17724465,Eumetazoa,Vertebrata
CTNNB1,VIM,Activation,12750294,Eumetazoa,Eumetazoa
CTNNBIP1,GLI2,Unknown,19797115,Eumetazoa,Hominidae
CTNNBIP1,MMP14,Unknown,14639622,Eumetazoa,Hominidae
CTNNBIP1,STMN2,Unknown,16712787,Eumetazoa,Hominidae
CUX1,CDKN1B,Unknown,19332113,Eumetazoa,Hominidae
CUX1,CFTR,Unknown,10075672,Eumetazoa,Hominidae
CUX1,CR2,Unknown,19487031,Eumetazoa,Hominidae
CUX1,CYBB,Activation,14605447,Eumetazoa,Eumetazoa
CUX1,ECT2,Unknown,21886810,Eumetazoa,Hominidae
CUX1,FTO,Unknown,23341774,Eumetazoa,Hominidae
CUX1,RACGAP1,Unknown,21886810,Eumetazoa,Hominidae
CUX1,WNT5A,Activation,17227781;23359789,Eumetazoa,Hominidae
DACH1,FOS,Repression,17182846,Vertebrata,Hominidae
DACH1,PELP1,Unknown,19605405,Vertebrata,Hominidae
DACH1,TNFSF11,Repression,17891780,Vertebrata,Primates
DAXX,AIRE,Repression,20185822,Vertebrata,Hominidae
DBP,ACKR1,Unknown,22122911,Vertebrata,Vertebrata
DBP,ALDOB,Activation,8383844,Vertebrata,Eukaryota
DBP,CYP3A4,Activation,18004209,Vertebrata,Eumetazoa
DBP,CYP7A1,Activation,8617210,Vertebrata,Eukaryota
DDB1,CDKN2A,Unknown,19208841,Vertebrata,Vertebrata
DDB2,BCL2,Repression,20013802,Vertebrata,Eumetazoa
DDB2,SOD2,Repression,18431487,Vertebrata,Opisthokonta
DDB2,XPA,Unknown,24953096,Eumetazoa,Eumetazoa
DDIT3,ANKRD1,Repression,19299913,Eumetazoa,Vertebrata
DDIT3,ASNS,Repression,18940792,Eumetazoa,Opisthokonta
DDIT3,ATF2,Repression,16164412,Mammalia,Vertebrata
DDIT3,ATF5,Repression,16164412,Hominidae,> Eukaryota
DDIT3,ATG5,Activation,20038797,Hominidae,Vertebrata
DDIT3,CDK2,Unknown,20017906,Hominidae,Vertebrata
DDIT3,CEBPA,Repression,21983012,Hominidae,Eumetazoa
DDIT3,CXCL8,Unknown,18772138,Vertebrata,Vertebrata
DDIT3,IL6,Activation,12706815,Vertebrata,> Eukaryota
DDIT3,MAP1LC3B,Activation,20038797,Vertebrata,> Eukaryota
DDIT3,MCL1,Unknown,22253918,Vertebrata,> Eukaryota
DDIT3,NOS3,Repression,22265908,Opisthokonta,Vertebrata
DDIT3,RTN3,Activation,17191123,Opisthokonta,Vertebrata
DDIT3,SIRT1,Repression,21801305,Opisthokonta,Vertebrata
DDIT3,SIRT2,Repression,21801305,Opisthokonta,> Eukaryota
DDIT3,TF,Unknown,12939601,Vertebrata,Vertebrata
DDIT3,TNFRSF10B,Activation,15322075;15994939;18593935;18794136;21044953;21726997;21941003,Vertebrata,> Eukaryota
DDIT3,TNFRSF10B,Repression,18172319;21941003,Vertebrata,Opisthokonta
DDIT3,TNFRSF10B,Unknown,20157774;22328338,Vertebrata,Eumetazoa
DDIT3,TRIB3,Activation,15775988;18940792,Vertebrata,Eukaryota
DDX5,H19,Unknown,20966046,Vertebrata,Vertebrata
DDX5,IGF2,Unknown,20966046,Vertebrata,Opisthokonta
DEAF1,GDF5,Unknown,24861163,Vertebrata,Vertebrata
DEAF1,HTR1A,Repression,14507979,Vertebrata,Vertebrata
DEDD,CFLAR,Unknown,17193921,Vertebrata,Opisthokonta
DEDD,FADD,Unknown,17193921,Vertebrata,Eumetazoa
DEK,BCL2,Activation,17685435,Vertebrata,Vertebrata
DEK,BIRC3,Unknown,16829531,Vertebrata,Eumetazoa
DEK,CXCL8,Unknown,16829531,Vertebrata,Vertebrata
DEK,HLA-DQB1,Unknown,12823858,Vertebrata,Opisthokonta
DEK,PRDX5,Repression,19229864,Vertebrata,Opisthokonta
DENND4A,ERBB2,Repression,23421821,Vertebrata,Vertebrata
DLX3,CGA,Activation,22446105,Vertebrata,Eukaryota
DLX4,BRCA1,Repression,20877436,Vertebrata,Vertebrata
DLX5,IBSP,Activation,16000302,Vertebrata,Vertebrata
DLX5,IBSP,Unknown,23485603,Vertebrata,> Eukaryota
DLX5,IGFBP3,Unknown,17278996,Vertebrata,Eumetazoa
DLX5,IRS2,Activation,21045156,Vertebrata,Vertebrata
DLX5,MYC,Activation,19497851,Hominidae,Hominidae
DMAP1,ATM,Unknown,23318425,Vertebrata,Hominidae
DMAP1,BAX,Unknown,24559687,Hominidae,Hominidae
DMAP1,CDKN1A,Unknown,24559687,Vertebrata,Hominidae
DMAP1,DNMT1,Unknown,20864525,Vertebrata,Hominidae
DNMT1,BAG1,Unknown,18413740,Opisthokonta,Hominidae
DNMT1,BIRC5,Repression,17124180,Opisthokonta,Opisthokonta
DNMT1,BMP2,Repression,21551187,Opisthokonta,Opisthokonta
DNMT1,CASP8,Repression,20398055,Opisthokonta,Opisthokonta
DNMT1,CDH1,Repression,18049164,Opisthokonta,Vertebrata
DNMT1,CDH1,Unknown,21846773,Vertebrata,Vertebrata
DNMT1,CDKN2A,Repression,17934516,Vertebrata,Eukaryota
DNMT1,CDKN2A,Unknown,17490527,Opisthokonta,Vertebrata
DNMT1,CDKN2B,Unknown,19545050,Vertebrata,Vertebrata
DNMT1,CXCR4,Repression,19932585,Vertebrata,Vertebrata
DNMT1,EPCAM,Unknown,20940408,Vertebrata,Vertebrata
DNMT1,ESR1,Unknown,21655924;23242655,Vertebrata,Vertebrata
DNMT1,GAD1,Repression,19029285,Vertebrata,Opisthokonta
DNMT1,HDAC1,Unknown,24475290,Opisthokonta,Hominidae
DNMT1,IL3,Repression,15735013,Opisthokonta,Opisthokonta
DNMT1,IL32,Repression,20889550,Opisthokonta,Vertebrata
DNMT1,KIR2DL3,Unknown,19628706,Opisthokonta,Opisthokonta
DNMT1,MBD2,Repression,15618232,Opisthokonta,Vertebrata
DNMT1,MGMT,Unknown,18555750,Opisthokonta,Eumetazoa
DNMT1,MSH2,Activation,16473673,Opisthokonta,Eumetazoa
DNMT1,PROM1,Unknown,20196115,Opisthokonta,Opisthokonta
DNMT1,RASSF1,Unknown,24247422,Opisthokonta,Vertebrata
DNMT1,RB1,Repression,17934516,Opisthokonta,Vertebrata
DNMT1,RELN,Repression,19029285,Opisthokonta,Vertebrata
DNMT1,RGS10,Unknown,24475290,Opisthokonta,Vertebrata
DNMT1,RUNX3,Unknown,22274925,Opisthokonta,Eumetazoa
DNMT1,SFRP1,Unknown,23770846;24374650,Opisthokonta,Eumetazoa
DNMT1,SFRP5,Unknown,24374650,Opisthokonta,Opisthokonta
DNMT1,TERT,Activation,19914212,Opisthokonta,Hominidae
DNMT1,TIMP3,Repression,22982189,Opisthokonta,Eumetazoa
DNMT1,TNFRSF10B,Repression,20398055,Opisthokonta,> Eukaryota
DNMT1,TP53,Unknown,24006445,Opisthokonta,> Eukaryota
DNMT1,VEGFA,Activation,17934516,Opisthokonta,Vertebrata
DNMT3A,CDH6,Repression,19070387,Opisthokonta,Eumetazoa
DNMT3A,CDKN1A,Unknown,24957603,Opisthokonta,Eumetazoa
DNMT3A,CDKN2A,Unknown,17490527,Opisthokonta,Vertebrata
DNMT3A,IGFBP3,Repression,19070387,Opisthokonta,Opisthokonta
DNMT3A,JUP,Unknown,17998942,Opisthokonta,Vertebrata
DNMT3A,POU5F1,Unknown,22867868,Opisthokonta,> Eukaryota
DNMT3A,SETDB1,Unknown,16682412,Opisthokonta,Mammalia
DNMT3A,SFRP1,Unknown,24374650,Opisthokonta,Mammalia
DNMT3A,SFRP5,Unknown,24374650,Opisthokonta,Hominidae
DNMT3L,TDG,Repression,20428781,Opisthokonta,Eumetazoa
DR1,NR1I2,Activation,18305375,Opisthokonta,Vertebrata
DR1,NR2C2,Unknown,21126370,Opisthokonta,Hominidae
DR1,PTGS2,Activation,11840453,Opisthokonta,Hominidae
DR1,TBP,Repression,16858867,Opisthokonta,> Eukaryota
DR1,TBP,Unknown,8670811,Opisthokonta,> Eukaryota
DRAP1,TBP,Unknown,15509807,Opisthokonta,Eukaryota
DUX4,HEY1,Activation,24278031,Opisthokonta,Opisthokonta
E2F1,ABCB1,Activation,23542036,Vertebrata,Vertebrata
E2F1,APAF1,Activation,12149244;12766778;17600109,Vertebrata,Vertebrata
E2F1,APAF1,Unknown,15972851,Vertebrata,Eumetazoa
E2F1,AR,Activation,21099103,Vertebrata,Eukaryota
E2F1,AR,Unknown,22508987,Vertebrata,> Eukaryota
E2F1,ASF1B,Activation,17328667,Vertebrata,Mammalia
E2F1,ATAD2,Unknown,22771493,Vertebrata,Eumetazoa
E2F1,ATG5,Activation,18408756,Vertebrata,Eumetazoa
E2F1,ATM,Activation,12527885;22832221,Vertebrata,Vertebrata
E2F1,ATM,Unknown,23993922,Amniota,Mammalia
E2F1,AURKA,Activation,20300951,Eukaryota,Eumetazoa
E2F1,AURKB,Unknown,15033491,Eukaryota,Eumetazoa
E2F1,BBC3,Activation,17263886,Eukaryota,Vertebrata
E2F1,BCL2,Activation,11559537;12679318,Eukaryota,Opisthokonta
E2F1,BIRC5,Activation,17848598;19102934,Eukaryota,Opisthokonta
E2F1,BIRC5,Repression,19102934,Eukaryota,Opisthokonta
E2F1,BIRC5,Unknown,23449974,Primates,Eukaryota
E2F1,BMI1,Unknown,17360938,Hominidae,Hominidae
E2F1,BRCA1,Repression,20068145,Opisthokonta,Vertebrata
E2F1,BRCA1,Unknown,18660752;19466541;23285190,Opisthokonta,Eumetazoa
E2F1,CASP7,Activation,12766778,Opisthokonta,Vertebrata
E2F1,CCL3,Unknown,17707233,Opisthokonta,Vertebrata
E2F1,CCNB1,Unknown,22508987,Opisthokonta,Vertebrata
E2F1,CCND1,Activation,20220142;20655656;8618861,Opisthokonta,Eumetazoa
E2F1,CCND1,Unknown,19876926;22768064;8137237;9584162,Opisthokonta,Amniota
E2F1,CCNE1,Activation,14618416;20220142;8618861,Opisthokonta,Vertebrata
E2F1,CD2AP,Activation,22880102,Opisthokonta,Vertebrata
E2F1,CDAN1,Unknown,19336738,Opisthokonta,Vertebrata
E2F1,CDC6,Unknown,18541154,Opisthokonta,Vertebrata
E2F1,CDCA7,Activation,16580749,Opisthokonta,Eumetazoa
E2F1,CDK1,Activation,14618416,Opisthokonta,Hominidae
E2F1,CDKN1A,Activation,10030670,Opisthokonta,Eumetazoa
E2F1,CDKN1A,Unknown,16923815,Opisthokonta,Eumetazoa
E2F1,CDKN1C,Unknown,20106982,Opisthokonta,Hominidae
E2F1,CDKN2A,Activation,11705881;12695664;12766778;15716352;22621932,Opisthokonta,Vertebrata
E2F1,CHEK1,Unknown,18660752,Opisthokonta,Hominidae
E2F1,CHEK2,Activation,15024084,Opisthokonta,Vertebrata
E2F1,CREBBP,Unknown,9238849,Opisthokonta,Vertebrata
E2F1,CTNNBIP1,Activation,21532622,Opisthokonta,Vertebrata
E2F1,CTSV,Unknown,23542171,Opisthokonta,Opisthokonta
E2F1,CUX1,Unknown,18347061,Opisthokonta,Eumetazoa
E2F1,DAPK2,Activation,18521079,Opisthokonta,Opisthokonta
E2F1,DBF4,Activation,18503552,Opisthokonta,Hominidae
E2F1,DDIT3,Unknown,20971808,Opisthokonta,> Eukaryota
E2F1,DHFR,Activation,14618416,Opisthokonta,Opisthokonta
E2F1,DIRAS3,Repression,16158053;16638845;16757345;17230502,Opisthokonta,Vertebrata
E2F1,DNMT1,Repression,24502362,Opisthokonta,Vertebrata
E2F1,DOK1,Unknown,23028047,Opisthokonta,Eukaryota
E2F1,DRAM1,Activation,18408756,Opisthokonta,
E2F1,DROSHA,Activation,24909689,Opisthokonta,Eumetazoa
E2F1,DUSP1,Activation,17638884,Opisthokonta,Vertebrata
E2F1,E2F1,Unknown,7958836,Opisthokonta,Eukaryota
E2F1,E2F6,Activation,16107498,Opisthokonta,Vertebrata
E2F1,ECT2,Unknown,21886810,Opisthokonta,
E2F1,ERCC1,Activation,22159227,Opisthokonta,Vertebrata
E2F1,ERCC5,Activation,17893230,Opisthokonta,Vertebrata
E2F1,ERICD,Repression,24168400,Opisthokonta,Vertebrata
E2F1,ETV4,Activation,18687701,Opisthokonta,Vertebrata
E2F1,FANCA,Activation,18438432,Opisthokonta,Eukaryota
E2F1,FGFR1,Activation,19303924,Opisthokonta,Vertebrata
E2F1,FHIT,Repression,15044096,Opisthokonta,Vertebrata
E2F1,FLT1,Unknown,20516113,Opisthokonta,Vertebrata
E2F1,FMN2,Unknown,23839046,Opisthokonta,Eumetazoa
E2F1,FOXM1,Activation,21518729,Opisthokonta,Vertebrata
E2F1,FSHR,Unknown,11883315,Opisthokonta,Eumetazoa
E2F1,FZD1,Activation,23806799,Opisthokonta,Vertebrata
E2F1,FZD1,Unknown,20051274,Opisthokonta,Vertebrata
E2F1,GINS3,Unknown,17127213,Opisthokonta,Opisthokonta
E2F1,H19,Activation,15985428,Opisthokonta,Vertebrata
E2F1,HIC1,Activation,19491197,Opisthokonta,Vertebrata
E2F1,HMGA1,Activation,22389255,Opisthokonta,Vertebrata
E2F1,HSPA5,Repression,18840615,Opisthokonta,Opisthokonta
E2F1,IL1B,Unknown,17707233,Opisthokonta,Opisthokonta
E2F1,IL23A,Unknown,17707233,Opisthokonta,Eumetazoa
E2F1,IRF3,Repression,21225257;22464952,Opisthokonta,> Eukaryota
E2F1,ISYNA1,Activation,15464731,Opisthokonta,> Eukaryota
E2F1,KDR,Unknown,20516113,Opisthokonta,> Eukaryota
E2F1,KIF2C,Activation,23610368,Opisthokonta,Vertebrata
E2F1,KIF2C,Repression,18440323,Opisthokonta,Vertebrata
E2F1,KIR3DL1,Activation,18358829,Opisthokonta,Hominidae
E2F1,LRBA,Activation,15064745,Opisthokonta,Vertebrata
E2F1,MAP1LC3A,Activation,18408756,Opisthokonta,Eumetazoa
E2F1,MAP3K5,Activation,16476732;17287612,Opisthokonta,Eumetazoa
E2F1,MAP3K5,Unknown,16512785;19610065,Opisthokonta,Mammalia
E2F1,MAPK8,Unknown,20800677,Opisthokonta,Eumetazoa
E2F1,MCL1,Repression,11705881,Opisthokonta,Eumetazoa
E2F1,MCM5,Unknown,17210690,Opisthokonta,Eumetazoa
E2F1,MCM8,Unknown,16325355,Opisthokonta,Vertebrata
E2F1,MCPH1,Activation,22136275,Opisthokonta,Vertebrata
E2F1,MDM2,Repression,20837136,Opisthokonta,Vertebrata
E2F1,MEFV,Activation,20805247,Opisthokonta,Vertebrata
E2F1,MIR202,Unknown,24337320,Opisthokonta,Vertebrata
E2F1,MT1G,Activation,15735762,Opisthokonta,Eumetazoa
E2F1,MUC4,Activation,22537161,Opisthokonta,Eumetazoa
E2F1,MYB,Unknown,8137237,Opisthokonta,> Eukaryota
E2F1,MYBL2,Activation,14618416;16299810,Opisthokonta,Eumetazoa
E2F1,MYC,Activation,11705881,Opisthokonta,Opisthokonta
E2F1,MYCN,Activation,14645238,Opisthokonta,Vertebrata
E2F1,MYH10,Unknown,8931991,Opisthokonta,Eumetazoa
E2F1,NELL2,Unknown,23829315,Opisthokonta,Mammalia
E2F1,NOX4,Activation,18554521,Opisthokonta,Eumetazoa
E2F1,NPAT,Activation,12665581,Opisthokonta,Vertebrata
E2F1,NRIP1,Activation,22629304,Opisthokonta,Vertebrata
E2F1,PCNA,Activation,14618416,Opisthokonta,Primates
E2F1,PCSK6,Activation,17825503,Opisthokonta,Opisthokonta
E2F1,PDK4,Repression,21625432,Opisthokonta,Vertebrata
E2F1,PEG10,Unknown,18625225,Opisthokonta,Vertebrata
E2F1,PIN1,Unknown,20376080,Opisthokonta,Vertebrata
E2F1,PLK1,Activation,24076372,Opisthokonta,Vertebrata
E2F1,PNRC2,Repression,16181749,Opisthokonta,Opisthokonta
E2F1,PPARG,Activation,12110166,Opisthokonta,Eukaryota
E2F1,PPARG,Unknown,20971808,Opisthokonta,Opisthokonta
E2F1,PPP1R13B,Activation,15706352;21479363,Opisthokonta,Vertebrata
E2F1,PTPRO,Unknown,18644370,Opisthokonta,Vertebrata
E2F1,RACGAP1,Unknown,21886810,Opisthokonta,Mammalia
E2F1,RAD51,Unknown,23285190,Opisthokonta,Opisthokonta
E2F1,RASGEF1B,Activation,18396012,Opisthokonta,Vertebrata
E2F1,RASGRP1,Activation,18396012,Opisthokonta,Eumetazoa
E2F1,RB1,Activation,8264596,Opisthokonta,Vertebrata
E2F1,RBM38,Activation,22798430,Opisthokonta,Opisthokonta
E2F1,RNF2,Unknown,17873902,Opisthokonta,Eukaryota
E2F1,RPA2,Unknown,11313881,Opisthokonta,Vertebrata
E2F1,RRM1,Activation,14618416,Opisthokonta,Eumetazoa
E2F1,RRM2,Activation,19416980,Opisthokonta,Opisthokonta
E2F1,RRP1B,Unknown,20040599,Opisthokonta,Opisthokonta
E2F1,SERPINB5,Activation,20197383,Opisthokonta,Vertebrata
E2F1,SERPINE1,Repression,11402043;11559366,Opisthokonta,Vertebrata
E2F1,SIVA1,Activation,15105421,Opisthokonta,Vertebrata
E2F1,SIVA1,Activation,15105421,Opisthokonta,Eumetazoa
E2F1,SKP2,Activation,23352642,Opisthokonta,Vertebrata
E2F1,SKP2,Unknown,17483325;20424123;23348237;24574749,Opisthokonta,> Eukaryota
E2F1,TERT,Activation,21411498;22207128,Opisthokonta,Opisthokonta
E2F1,TERT,Repression,21411498;22207128,Opisthokonta,Vertebrata
E2F1,THBS1,Activation,20976175,Opisthokonta,Vertebrata
E2F1,TLR3,Repression,22310660,Opisthokonta,Vertebrata
E2F1,TNF,Unknown,17707233,Opisthokonta,Eukaryota
E2F1,TNFSF11,Activation,18381203,Opisthokonta,> Eukaryota
E2F1,TOP2A,Activation,11313881,Opisthokonta,Hominidae
E2F1,TP53,Activation,15706352,Opisthokonta,Vertebrata
E2F1,TP53,Repression,8557038,Opisthokonta,Opisthokonta
E2F1,TP53,Unknown,12625370;21441950;22241525,Opisthokonta,Opisthokonta
E2F1,TP53BP2,Activation,15706352,Opisthokonta,Opisthokonta
E2F1,TP53BP2,Unknown,19610065,Opisthokonta,Opisthokonta
E2F1,TP53INP1,Activation,15706352,Opisthokonta,
E2F1,TP73,Activation,11115495;12766778;17980704,Opisthokonta,Vertebrata
E2F1,TP73,Unknown,11988839;19188449,Opisthokonta,Vertebrata
E2F1,TYMS,Activation,14618416;9748140,Opisthokonta,Opisthokonta
E2F1,TYMS,Unknown,10914714;14679120,Opisthokonta,Opisthokonta
E2F1,UHRF1,Activation,12838312;15361834,Opisthokonta,Eumetazoa
E2F1,UHRF1,Unknown,23023523,Opisthokonta,Opisthokonta
E2F1,ULK1,Activation,18408756,Opisthokonta,Eumetazoa
E2F1,VEGFA,Repression,20639906,Opisthokonta,Vertebrata
E2F1,WWOX,Repression,15044096,Opisthokonta,Vertebrata
E2F1,XRCC1,Activation,19031698,Opisthokonta,Hominidae
E2F1,ZNF350,Unknown,22768064,Opisthokonta,Hominidae
E2F2,CUX1,Unknown,18347061,Opisthokonta,Hominidae
E2F2,MAP3K5,Unknown,16512785,Opisthokonta,Hominidae
E2F3,AURKA,Activation,18776222,Opisthokonta,Hominidae
E2F3,CCNA2,Unknown,16909110,Opisthokonta,Hominidae
E2F3,CCNB1,Unknown,17098936,Opisthokonta,Mammalia
E2F3,CDC6,Unknown,18541154,Opisthokonta,Vertebrata
E2F3,CDK1,Unknown,16909110,Opisthokonta,Vertebrata
E2F3,CDKN1A,Activation,10030670,Opisthokonta,Hominidae
E2F3,CUX1,Unknown,18347061,Opisthokonta,Vertebrata
E2F3,ERICD,Repression,24168400,Opisthokonta,Vertebrata
E2F3,MAP3K5,Unknown,16512785,Opisthokonta,Vertebrata
E2F3,MAPK8,Unknown,20800677,Opisthokonta,Eumetazoa
E2F3,PLK1,Unknown,16909110,Opisthokonta,Vertebrata
E2F3,TFE3,Unknown,12748276,Opisthokonta,Opisthokonta
E2F3,VEGFA,Unknown,21372519,Opisthokonta,Opisthokonta
E2F4,AR,Unknown,22508987,Opisthokonta,Vertebrata
E2F4,AURKB,Unknown,15033491,Opisthokonta,Opisthokonta
E2F4,BIRC5,Unknown,18504435,Opisthokonta,Opisthokonta
E2F4,BRCA1,Activation,20818429,Opisthokonta,Eumetazoa
E2F4,BRCA1,Repression,17106239;20133863;21701264;23108140,Hominidae,Opisthokonta
E2F4,BRCA1,Unknown,17001309,Opisthokonta,Eumetazoa
E2F4,CCNB1,Unknown,22508987,Hominidae,Eumetazoa
E2F4,CCND1,Unknown,9584162,Vertebrata,Eumetazoa
E2F4,CDK2,Unknown,22447046,Vertebrata,Vertebrata
E2F4,CUX1,Unknown,18347061,Vertebrata,Vertebrata
E2F4,DIRAS3,Repression,16158053;16638845;16757345;17230502,Vertebrata,Mammalia
E2F4,HCFC1,Activation,14532282,Vertebrata,Vertebrata
E2F4,PCLAF,Repression,23593430,Vertebrata,Eumetazoa
E2F4,LIN54,Unknown,19725879,Vertebrata,Eumetazoa
E2F4,LTBP4,Unknown,23741501,Vertebrata,Eumetazoa
E2F4,MAP3K5,Unknown,16512785,Vertebrata,Eumetazoa
E2F4,MCM10,Repression,15195143,Vertebrata,Vertebrata
E2F4,MYC,Unknown,17132729,Vertebrata,Hominidae
E2F4,PEG10,Unknown,18625225,Vertebrata,Mammalia
E2F4,PLK1,Repression,17981789,Vertebrata,Hominidae
E2F4,PLK4,Unknown,24071582,Vertebrata,Hominidae
E2F4,PPARG,Repression,12110166,Vertebrata,Hominidae
E2F4,RAD51,Repression,20133863;21701264,Vertebrata,Hominidae
E2F4,RAD51,Unknown,17001309,Vertebrata,Hominidae
E2F4,TOPBP1,Repression,15195143,Vertebrata,Hominidae
E2F4,TTK,Repression,17981789,Vertebrata,Hominidae
E2F5,FSHR,Unknown,11883315,Vertebrata,Hominidae
E2F5,LOXL2,Unknown,20012301,Vertebrata,Hominidae
E2F5,MYC,Unknown,17132729,Vertebrata,Hominidae
E2F6,APAF1,Repression,17600109,Vertebrata,Hominidae
E2F6,BRCA1,Unknown,19466541,Vertebrata,Hominidae
E2F6,BRD7,Unknown,16792505,Vertebrata,Hominidae
E2F6,CYC1,Unknown,10998368,Vertebrata,Hominidae
E2F6,E2F1,Repression,18562691,Vertebrata,Hominidae
E2F6,IL13,Unknown,22981205,Vertebrata,Hominidae
E2F6,PCLAF,Repression,23593430,Vertebrata,Hominidae
E2F7,E2F1,Repression,18202719,Vertebrata,Hominidae
E2F8,CCND1,Unknown,20068156,Vertebrata,Hominidae
E2F8,E2F1,Repression,18202719,Vertebrata,Hominidae
E4F1,CCNA2,Repression,15805267,Vertebrata,Hominidae
E4F1,CCNA2,Unknown,14645522,Vertebrata,Hominidae
EAF1,ELL,Activation,16006523,Vertebrata,Hominidae
