ensembl_id,gene_age,gene_Interval
ENSMUSG00000024158,645,615-676
ENSMUSG00000045316,1934,1768-2101
ENSMUSG00000002500,>4290,>4290
ENSMUSG00000040048,>4290,>4290
ENSMUSG00000044533,>4290,>4290
ENSMUSG00000008482,544,473-615
ENSMUSG00000040688,>4290,>4290
ENSMUSG00000020878,680,676-684
ENSMUSG00000028182,987,952-1023
ENSMUSG00000020538,680,676-684
ENSMUSG00000062115,987,952-1023
ENSMUSG00000047843,987,952-1023
ENSMUSG00000038970,544,473-615
ENSMUSG00000029610,544,473-615
ENSMUSG00000020744,1714,1660-1768
ENSMUSG00000046756,645,615-676
ENSMUSG00000020743,987,952-1023
ENSMUSG00000020739,987,952-1023
ENSMUSG00000025571,645,615-676
ENSMUSG00000057181,645,615-676
ENSMUSG00000017550,1578,1496-1660
ENSMUSG00000008167,1714,1660-1768
ENSMUSG00000027261,680,676-684
ENSMUSG00000030655,1064,1023-1105
ENSMUSG00000025738,886,824-948
ENSMUSG00000022542,1292,1105-1480
ENSMUSG00000022680,645,615-676
ENSMUSG00000039345,645,615-676
ENSMUSG00000032182,>4290,>4290
ENSMUSG00000048429,>4290,>4290
ENSMUSG00000033847,645,615-676
ENSMUSG00000071415,645,615-676
ENSMUSG00000003190,101,96-105
ENSMUSG00000003421,101,96-105
ENSMUSG00000057880,1064,1023-1105
ENSMUSG00000032185,1934,1768-2101
ENSMUSG00000002660,1934,1768-2101
ENSMUSG00000037263,1,0-3
ENSMUSG00000075296,>4290,>4290
ENSMUSG00000030697,>4290,>4290
ENSMUSG00000030720,>4290,>4290
ENSMUSG00000025155,>4290,>4290
ENSMUSG00000025161,950,948-952
ENSMUSG00000025162,987,952-1023
ENSMUSG00000033857,987,952-1023
ENSMUSG00000000278,1488,1480-1496
ENSMUSG00000033983,1488,1480-1496
ENSMUSG00000018672,>4290,>4290
ENSMUSG00000031149,132,105-159
ENSMUSG00000075588,886,824-948
ENSMUSG00000048763,645,615-676
ENSMUSG00000038692,454,435-473
ENSMUSG00000056648,645,615-676
ENSMUSG00000020875,544,473-615
ENSMUSG00000049604,645,615-676
ENSMUSG00000014349,645,615-676
ENSMUSG00000019326,645,615-676
ENSMUSG00000078651,645,615-676
ENSMUSG00000038387,454,435-473
ENSMUSG00000060279,645,615-676
ENSMUSG00000109324,62,55-70
ENSMUSG00000018733,62,55-70
ENSMUSG00000025156,>4290,>4290
ENSMUSG00000008855,1934,1768-2101
ENSMUSG00000019590,950,948-952
ENSMUSG00000029830,886,824-948
ENSMUSG00000029771,987,952-1023
ENSMUSG00000012535,1578,1496-1660
ENSMUSG00000058831,454,435-473
ENSMUSG00000091780,101,96-105
ENSMUSG00000029669,645,615-676
ENSMUSG00000029670,1292,1105-1480
ENSMUSG00000029671,987,952-1023
ENSMUSG00000035459,680,676-684
ENSMUSG00000020027,544,473-615
ENSMUSG00000045867,544,473-615
ENSMUSG00000030223,987,952-1023
ENSMUSG00000026648,987,952-1023
ENSMUSG00000079659,987,952-1023
ENSMUSG00000058670,1578,1496-1660
ENSMUSG00000042508,810,797-824
ENSMUSG00000025200,1714,1660-1768
ENSMUSG00000047642,1714,1660-1768
ENSMUSG00000053684,1714,1660-1768
ENSMUSG00000069520,1714,1660-1768
ENSMUSG00000064181,645,615-676
ENSMUSG00000043241,645,615-676
ENSMUSG00000060181,886,824-948
ENSMUSG00000020184,950,948-952
ENSMUSG00000030249,680,676-684
ENSMUSG00000030247,544,473-615
ENSMUSG00000039063,1714,1660-1768
ENSMUSG00000039046,>4290,>4290
ENSMUSG00000022615,>4290,>4290
ENSMUSG00000044155,1714,1660-1768
ENSMUSG00000034813,680,676-684
ENSMUSG00000020114,1578,1496-1660
ENSMUSG00000020212,1578,1496-1660
ENSMUSG00000028630,>4290,>4290
ENSMUSG00000034391,544,473-615
ENSMUSG00000034127,544,473-615
ENSMUSG00000050663,1934,1768-2101
ENSMUSG00000020183,645,615-676
ENSMUSG00000015766,987,952-1023
ENSMUSG00000030203,645,615-676
ENSMUSG00000032652,645,615-676
ENSMUSG00000032641,680,676-684
ENSMUSG00000020115,987,952-1023
ENSMUSG00000030201,544,473-615
ENSMUSG00000071653,544,473-615
ENSMUSG00000116347,544,473-615
ENSMUSG00000045128,544,473-615
ENSMUSG00000034667,544,473-615
ENSMUSG00000001783,544,473-615
ENSMUSG00000015889,1714,1660-1768
ENSMUSG00000052302,645,615-676
ENSMUSG00000026778,645,615-676
ENSMUSG00000061186,987,952-1023
ENSMUSG00000025780,1714,1660-1768
ENSMUSG00000037254,1714,1660-1768
ENSMUSG00000037262,1714,1660-1768
ENSMUSG00000025781,1714,1660-1768
ENSMUSG00000061306,645,615-676
ENSMUSG00000078572,645,615-676
ENSMUSG00000025377,645,615-676
ENSMUSG00000020610,645,615-676
ENSMUSG00000041920,950,948-952
ENSMUSG00000020604,680,676-684
ENSMUSG00000041895,680,676-684
ENSMUSG00000020612,645,615-676
ENSMUSG00000020614,645,615-676
ENSMUSG00000048612,680,676-684
ENSMUSG00000075528,987,952-1023
ENSMUSG00000097239,987,952-1023
ENSMUSG00000097487,>4290,>4290
ENSMUSG00000038909,680,676-684
ENSMUSG00000020871,987,952-1023
ENSMUSG00000001510,544,473-615
ENSMUSG00000051306,1488,1480-1496
ENSMUSG00000029613,1578,1496-1660
ENSMUSG00000029607,544,473-615
ENSMUSG00000104633,1934,1768-2101
ENSMUSG00000079109,1934,1768-2101
ENSMUSG00000075569,987,952-1023
ENSMUSG00000037544,39,33-45
ENSMUSG00000029617,39,33-45
ENSMUSG00000029618,544,473-615
ENSMUSG00000052271,810,797-824
ENSMUSG00000066621,810,797-824
ENSMUSG00000059474,680,676-684
ENSMUSG00000020747,680,676-684
ENSMUSG00000025153,950,948-952
ENSMUSG00000036104,950,948-952
ENSMUSG00000003923,1934,1768-2101
ENSMUSG00000060733,1488,1480-1496
ENSMUSG00000001751,1488,1480-1496
ENSMUSG00000004043,1064,1023-1105
ENSMUSG00000020919,1064,1023-1105
ENSMUSG00000004044,645,615-676
ENSMUSG00000019302,>4290,>4290
ENSMUSG00000025158,810,797-824
ENSMUSG00000025150,987,952-1023
ENSMUSG00000039450,987,952-1023
ENSMUSG00000018012,645,615-676
ENSMUSG00000025145,680,676-684
ENSMUSG00000025086,680,676-684
ENSMUSG00000053799,1714,1660-1768
ENSMUSG00000024987,680,676-684
ENSMUSG00000037876,680,676-684
ENSMUSG00000019873,1578,1496-1660
ENSMUSG00000075000,1578,1496-1660
ENSMUSG00000042997,1578,1496-1660
ENSMUSG00000037868,544,473-615
ENSMUSG00000057134,544,473-615
ENSMUSG00000030138,>4290,>4290
ENSMUSG00000021311,>4290,>4290
ENSMUSG00000046159,645,615-676
ENSMUSG00000020937,1714,1660-1768
ENSMUSG00000056938,454,435-473
ENSMUSG00000024896,454,435-473
ENSMUSG00000013662,544,473-615
ENSMUSG00000013663,86,82-90
ENSMUSG00000071573,86,82-90
ENSMUSG00000024781,1714,1660-1768
ENSMUSG00000024776,1578,1496-1660
ENSMUSG00000050370,680,676-684
ENSMUSG00000024800,680,676-684
ENSMUSG00000021809,680,676-684
ENSMUSG00000024999,680,676-684
ENSMUSG00000034427,680,676-684
ENSMUSG00000020782,1578,1496-1660
ENSMUSG00000020766,987,952-1023
ENSMUSG00000006464,987,952-1023
ENSMUSG00000022197,454,435-473
ENSMUSG00000042258,987,952-1023
ENSMUSG00000022779,987,952-1023
ENSMUSG00000026181,>4290,>4290
ENSMUSG00000036805,680,676-684
ENSMUSG00000026958,>4290,>4290
ENSMUSG00000036646,1714,1660-1768
ENSMUSG00000073380,132,105-159
ENSMUSG00000013465,132,105-159
ENSMUSG00000066151,1934,1768-2101
ENSMUSG00000044279,382,352-413
ENSMUSG00000000247,680,676-684
ENSMUSG00000063972,680,676-684
ENSMUSG00000046618,680,676-684
ENSMUSG00000078193,>4290,>4290
ENSMUSG00000062997,>4290,>4290
ENSMUSG00000026754,680,676-684
ENSMUSG00000026975,680,676-684
ENSMUSG00000036850,680,676-684
ENSMUSG00000040747,544,473-615
ENSMUSG00000001127,645,615-676
ENSMUSG00000026127,>4290,>4290
ENSMUSG00000015087,>4290,>4290
ENSMUSG00000031539,645,615-676
ENSMUSG00000034832,544,473-615
ENSMUSG00000020090,645,615-676
ENSMUSG00000000628,987,952-1023
ENSMUSG00000030001,810,797-824
ENSMUSG00000030000,1064,1023-1105
ENSMUSG00000094921,1,0-3
ENSMUSG00000095093,1,0-3
ENSMUSG00000091945,5,3-7
ENSMUSG00000090966,1,0-3
ENSMUSG00000091407,1,0-3
ENSMUSG00000091375,5,3-7
ENSMUSG00000091635,1,0-3
ENSMUSG00000070601,5,3-7
ENSMUSG00000092162,1,0-3
ENSMUSG00000072049,1,0-3
ENSMUSG00000000606,5,3-7
ENSMUSG00000096730,50,45-55
ENSMUSG00000070448,5,3-7
ENSMUSG00000092048,1,0-3
ENSMUSG00000091059,5,3-7
ENSMUSG00000057021,5,3-7
ENSMUSG00000091511,1,0-3
ENSMUSG00000091450,50,45-55
ENSMUSG00000091624,50,45-55
ENSMUSG00000067010,5,3-7
ENSMUSG00000090961,50,45-55
ENSMUSG00000090688,1,0-3
ENSMUSG00000091879,5,3-7
ENSMUSG00000115072,5,3-7
ENSMUSG00000095430,5,3-7
ENSMUSG00000091539,5,3-7
ENSMUSG00000096735,5,3-7
ENSMUSG00000115027,24,21-29
ENSMUSG00000106893,5,3-7
ENSMUSG00000095864,1,0-3
ENSMUSG00000061602,1,0-3
ENSMUSG00000115466,5,3-7
ENSMUSG00000090059,1,0-3
ENSMUSG00000075187,1,0-3
ENSMUSG00000069308,5,3-7
ENSMUSG00000085684,5,3-7
ENSMUSG00000063694,1,0-3
ENSMUSG00000073785,1,0-3
ENSMUSG00000066100,1,0-3
ENSMUSG00000090471,1,0-3
ENSMUSG00000090546,1,0-3
ENSMUSG00000091405,1,0-3
ENSMUSG00000076744,1,0-3
ENSMUSG00000061469,1,0-3
ENSMUSG00000023257,14,8-21
ENSMUSG00000068048,39,33-45
ENSMUSG00000006200,39,33-45
ENSMUSG00000000003,39,33-45
ENSMUSG00000090132,14,8-21
ENSMUSG00000079600,14,8-21
ENSMUSG00000111190,14,8-21
ENSMUSG00000038750,39,33-45
ENSMUSG00000074829,39,33-45
ENSMUSG00000068890,39,33-45
ENSMUSG00000049593,30,29-33
ENSMUSG00000078620,30,29-33
ENSMUSG00000091731,30,29-33
ENSMUSG00000094194,24,21-29
ENSMUSG00000095285,1,0-3
ENSMUSG00000103033,24,21-29
ENSMUSG00000094951,24,21-29
ENSMUSG00000076633,24,21-29
ENSMUSG00000095210,1,0-3
ENSMUSG00000095571,50,45-55
ENSMUSG00000076680,39,33-45
ENSMUSG00000063163,39,33-45
ENSMUSG00000059113,39,33-45
ENSMUSG00000044743,24,21-29
ENSMUSG00000047390,24,21-29
ENSMUSG00000071138,24,21-29
ENSMUSG00000079265,1,0-3
ENSMUSG00000094157,1,0-3
ENSMUSG00000090634,24,21-29
ENSMUSG00000091923,24,21-29
ENSMUSG00000068399,24,21-29
ENSMUSG00000079244,24,21-29
ENSMUSG00000072595,24,21-29
ENSMUSG00000094151,24,21-29
ENSMUSG00000091698,24,21-29
ENSMUSG00000115483,24,21-29
ENSMUSG00000091110,24,21-29
ENSMUSG00000090440,24,21-29
ENSMUSG00000091477,24,21-29
ENSMUSG00000094954,24,21-29
ENSMUSG00000079267,1,0-3
ENSMUSG00000050961,24,21-29
ENSMUSG00000093948,1,0-3
ENSMUSG00000079271,24,21-29
ENSMUSG00000094925,24,21-29
ENSMUSG00000092165,1,0-3
ENSMUSG00000096446,1,0-3
ENSMUSG00000090716,1,0-3
ENSMUSG00000052334,1,0-3
ENSMUSG00000093954,1,0-3
ENSMUSG00000094447,1,0-3
ENSMUSG00000094112,1,0-3
ENSMUSG00000116079,8,7-8
ENSMUSG00000045350,8,7-8
ENSMUSG00000073208,39,33-45
ENSMUSG00000059645,39,33-45
ENSMUSG00000074210,39,33-45
ENSMUSG00000074211,132,105-159
ENSMUSG00000030579,132,105-159
ENSMUSG00000064109,132,105-159
ENSMUSG00000062132,5,3-7
ENSMUSG00000109378,168,159-177
ENSMUSG00000078765,168,159-177
ENSMUSG00000006310,132,105-159
ENSMUSG00000006311,168,159-177
ENSMUSG00000036733,168,159-177
ENSMUSG00000078762,168,159-177
ENSMUSG00000046056,168,159-177
ENSMUSG00000060962,168,159-177
ENSMUSG00000050440,101,96-105
ENSMUSG00000056978,101,96-105
ENSMUSG00000046438,39,33-45
ENSMUSG00000094053,5,3-7
ENSMUSG00000097982,1,0-3
ENSMUSG00000099900,5,3-7
ENSMUSG00000096467,1,0-3
ENSMUSG00000066584,39,33-45
ENSMUSG00000078754,39,33-45
ENSMUSG00000099729,5,3-7
ENSMUSG00000094305,5,3-7
ENSMUSG00000100058,5,3-7
ENSMUSG00000036521,5,3-7
ENSMUSG00000066586,5,3-7
ENSMUSG00000101401,5,3-7
ENSMUSG00000095257,5,3-7
ENSMUSG00000095232,5,3-7
ENSMUSG00000099581,5,3-7
ENSMUSG00000101638,5,3-7
ENSMUSG00000101232,5,3-7
ENSMUSG00000101520,5,3-7
ENSMUSG00000066583,86,82-90
ENSMUSG00000078752,86,82-90
ENSMUSG00000062556,86,82-90
ENSMUSG00000078757,5,3-7
ENSMUSG00000094978,5,3-7
ENSMUSG00000099898,5,3-7
ENSMUSG00000078759,5,3-7
ENSMUSG00000078753,86,82-90
ENSMUSG00000090958,382,352-413
ENSMUSG00000035298,454,435-473
ENSMUSG00000030744,>4290,>4290
ENSMUSG00000073997,382,352-413
ENSMUSG00000073998,382,352-413
ENSMUSG00000070427,382,352-413
ENSMUSG00000099481,1064,1023-1105
ENSMUSG00000073972,168,159-177
ENSMUSG00000073977,86,82-90
ENSMUSG00000030966,382,352-413
ENSMUSG00000073975,244,177-312
ENSMUSG00000073969,382,352-413
ENSMUSG00000073968,382,352-413
ENSMUSG00000070423,39,33-45
ENSMUSG00000110008,5,3-7
ENSMUSG00000073966,168,159-177
ENSMUSG00000025197,50,45-55
ENSMUSG00000025479,382,352-413
ENSMUSG00000025461,30,29-33
ENSMUSG00000025467,30,29-33
ENSMUSG00000030976,30,29-33
ENSMUSG00000040205,244,177-312
ENSMUSG00000044025,382,352-413
ENSMUSG00000029706,382,352-413
ENSMUSG00000079652,132,105-159
ENSMUSG00000029784,132,105-159
ENSMUSG00000039070,244,177-312
ENSMUSG00000064252,1,0-3
ENSMUSG00000059279,168,159-177
ENSMUSG00000050818,1,0-3
ENSMUSG00000057654,168,159-177
ENSMUSG00000060765,1,0-3
ENSMUSG00000058807,1,0-3
ENSMUSG00000020255,1,0-3
ENSMUSG00000087651,1,0-3
ENSMUSG00000030748,544,473-615
ENSMUSG00000030745,454,435-473
ENSMUSG00000046182,382,352-413
ENSMUSG00000030742,382,352-413
ENSMUSG00000030724,382,352-413
ENSMUSG00000042759,382,352-413
ENSMUSG00000044701,382,352-413
ENSMUSG00000045989,382,352-413
ENSMUSG00000097075,382,352-413
ENSMUSG00000045165,382,352-413
ENSMUSG00000051457,382,352-413
ENSMUSG00000030830,332,312-352
ENSMUSG00000047371,168,159-177
ENSMUSG00000043964,244,177-312
ENSMUSG00000070371,244,177-312
ENSMUSG00000108596,244,177-312
ENSMUSG00000030786,244,177-312
ENSMUSG00000070369,244,177-312
ENSMUSG00000044197,77,73-82
ENSMUSG00000053581,332,312-352
ENSMUSG00000106350,5,3-7
ENSMUSG00000036586,810,797-824
ENSMUSG00000074817,14,8-21
ENSMUSG00000039693,14,8-21
ENSMUSG00000027102,382,352-413
ENSMUSG00000020738,680,676-684
ENSMUSG00000020737,680,676-684
ENSMUSG00000020736,645,615-676
ENSMUSG00000028758,987,952-1023
ENSMUSG00000018862,454,435-473
ENSMUSG00000050201,886,824-948
ENSMUSG00000047798,544,473-615
ENSMUSG00000069609,544,473-615
ENSMUSG00000034641,544,473-615
ENSMUSG00000089722,544,473-615
ENSMUSG00000089753,544,473-615
ENSMUSG00000069607,544,473-615
ENSMUSG00000038060,544,473-615
ENSMUSG00000079243,544,473-615
ENSMUSG00000032514,987,952-1023
ENSMUSG00000055447,987,952-1023
ENSMUSG00000030775,987,952-1023
ENSMUSG00000044783,987,952-1023
ENSMUSG00000022652,332,312-352
ENSMUSG00000072501,886,824-948
ENSMUSG00000057286,454,435-473
ENSMUSG00000027593,544,473-615
ENSMUSG00000052276,544,473-615
ENSMUSG00000038148,544,473-615
ENSMUSG00000024868,544,473-615
ENSMUSG00000048368,544,473-615
ENSMUSG00000074698,382,352-413
ENSMUSG00000041629,382,352-413
ENSMUSG00000041247,680,676-684
ENSMUSG00000052026,382,352-413
ENSMUSG00000024613,382,352-413
ENSMUSG00000036251,424,413-435
ENSMUSG00000027276,645,615-676
ENSMUSG00000035032,987,952-1023
ENSMUSG00000048003,424,413-435
ENSMUSG00000010663,1292,1105-1480
ENSMUSG00000017723,1292,1105-1480
ENSMUSG00000045822,424,413-435
ENSMUSG00000017764,424,413-435
ENSMUSG00000017740,1292,1105-1480
ENSMUSG00000017652,987,952-1023
ENSMUSG00000017664,1714,1660-1768
ENSMUSG00000023216,382,352-413
ENSMUSG00000053675,382,352-413
ENSMUSG00000027403,382,352-413
ENSMUSG00000027401,382,352-413
ENSMUSG00000029601,382,352-413
ENSMUSG00000029600,382,352-413
ENSMUSG00000094282,454,435-473
ENSMUSG00000063919,454,435-473
ENSMUSG00000039458,>4290,>4290
ENSMUSG00000022205,>4290,>4290
ENSMUSG00000060735,424,413-435
ENSMUSG00000037999,544,473-615
ENSMUSG00000029279,1578,1496-1660
ENSMUSG00000106631,680,676-684
ENSMUSG00000111375,680,676-684
ENSMUSG00000034981,680,676-684
ENSMUSG00000029403,544,473-615
ENSMUSG00000035451,454,435-473
ENSMUSG00000046782,8,7-8
ENSMUSG00000035431,645,615-676
ENSMUSG00000020993,1934,1768-2101
ENSMUSG00000021000,680,676-684
ENSMUSG00000021326,544,473-615
ENSMUSG00000030814,886,824-948
ENSMUSG00000042340,454,435-473
ENSMUSG00000060034,454,435-473
ENSMUSG00000049739,382,352-413
ENSMUSG00000044139,382,352-413
ENSMUSG00000030802,645,615-676
ENSMUSG00000023122,680,676-684
ENSMUSG00000030795,645,615-676
ENSMUSG00000030800,454,435-473
ENSMUSG00000030793,382,352-413
ENSMUSG00000042828,382,352-413
ENSMUSG00000062980,382,352-413
ENSMUSG00000020168,382,352-413
ENSMUSG00000063394,382,352-413
ENSMUSG00000057067,382,352-413
ENSMUSG00000060688,382,352-413
ENSMUSG00000057540,382,352-413
ENSMUSG00000059319,1,0-3
ENSMUSG00000061549,382,352-413
ENSMUSG00000030433,424,413-435
ENSMUSG00000085272,70,70-71
ENSMUSG00000004562,382,352-413
ENSMUSG00000004612,168,159-177
ENSMUSG00000007564,>4290,>4290
ENSMUSG00000054072,544,473-615
ENSMUSG00000078921,50,45-55
ENSMUSG00000048852,62,55-70
ENSMUSG00000069892,5,3-7
ENSMUSG00000078920,77,73-82
ENSMUSG00000069893,5,3-7
ENSMUSG00000068606,8,7-8
ENSMUSG00000058163,5,3-7
ENSMUSG00000069874,86,82-90
ENSMUSG00000035314,950,948-952
ENSMUSG00000022876,544,473-615
ENSMUSG00000048490,544,473-615
ENSMUSG00000022867,544,473-615
ENSMUSG00000020811,987,952-1023
ENSMUSG00000044243,950,948-952
ENSMUSG00000011751,544,473-615
ENSMUSG00000021973,1714,1660-1768
ENSMUSG00000044030,454,435-473
ENSMUSG00000015165,1714,1660-1768
ENSMUSG00000030376,950,948-952
ENSMUSG00000047586,454,435-473
ENSMUSG00000030399,987,952-1023
ENSMUSG00000030397,454,435-473
ENSMUSG00000011263,544,473-615
ENSMUSG00000037166,645,615-676
ENSMUSG00000001794,1714,1660-1768
ENSMUSG00000021047,950,948-952
ENSMUSG00000006021,950,948-952
ENSMUSG00000029651,645,615-676
ENSMUSG00000027744,454,435-473
ENSMUSG00000049504,454,435-473
ENSMUSG00000031479,454,435-473
ENSMUSG00000031480,454,435-473
ENSMUSG00000031481,950,948-952
ENSMUSG00000037049,>4290,>4290
ENSMUSG00000030890,1578,1496-1660
ENSMUSG00000110234,332,312-352
ENSMUSG00000089847,332,312-352
ENSMUSG00000074505,987,952-1023
ENSMUSG00000001774,645,615-676
ENSMUSG00000004651,680,676-684
ENSMUSG00000049583,987,952-1023
ENSMUSG00000030559,544,473-615
ENSMUSG00000025612,645,615-676
ENSMUSG00000025610,645,615-676
ENSMUSG00000022935,950,948-952
ENSMUSG00000002489,645,615-676
ENSMUSG00000022982,645,615-676
ENSMUSG00000022978,454,435-473
ENSMUSG00000041840,454,435-473
ENSMUSG00000039903,382,352-413
ENSMUSG00000022972,382,352-413
ENSMUSG00000022973,>4290,>4290
ENSMUSG00000029650,645,615-676
ENSMUSG00000030881,950,948-952
ENSMUSG00000036989,454,435-473
ENSMUSG00000037016,680,676-684
ENSMUSG00000027746,680,676-684
ENSMUSG00000027748,950,948-952
ENSMUSG00000027750,886,824-948
ENSMUSG00000027751,886,824-948
ENSMUSG00000027752,>4290,>4290
ENSMUSG00000036632,1934,1768-2101
ENSMUSG00000027796,987,952-1023
ENSMUSG00000036615,987,952-1023
ENSMUSG00000027797,544,473-615
ENSMUSG00000036580,544,473-615
ENSMUSG00000027793,>4290,>4290
ENSMUSG00000056306,>4290,>4290
ENSMUSG00000027799,680,676-684
ENSMUSG00000107011,30,29-33
ENSMUSG00000016128,987,952-1023
ENSMUSG00000033970,>4290,>4290
ENSMUSG00000058488,645,615-676
ENSMUSG00000034021,1934,1768-2101
ENSMUSG00000056586,680,676-684
ENSMUSG00000053368,645,615-676
ENSMUSG00000051950,886,824-948
ENSMUSG00000060063,645,615-676
ENSMUSG00000029659,645,615-676
ENSMUSG00000041264,645,615-676
ENSMUSG00000066551,454,435-473
ENSMUSG00000001687,454,435-473
ENSMUSG00000018809,>4290,>4290
ENSMUSG00000000751,>4290,>4290
ENSMUSG00000045287,645,615-676
ENSMUSG00000038268,645,615-676
ENSMUSG00000038290,645,615-676
ENSMUSG00000017291,>4290,>4290
ENSMUSG00000000686,454,435-473
ENSMUSG00000020836,424,413-435
ENSMUSG00000037926,645,615-676
ENSMUSG00000037958,1578,1496-1660
ENSMUSG00000002052,1578,1496-1660
ENSMUSG00000002064,1714,1660-1768
ENSMUSG00000060371,950,948-952
ENSMUSG00000040557,>4290,>4290
ENSMUSG00000008843,14,8-21
ENSMUSG00000047501,77,73-82
ENSMUSG00000040532,1934,1768-2101
ENSMUSG00000020698,>4290,>4290
ENSMUSG00000029432,1578,1496-1660
ENSMUSG00000034211,1578,1496-1660
ENSMUSG00000029674,645,615-676
ENSMUSG00000020486,1292,1105-1480
ENSMUSG00000000282,987,952-1023
ENSMUSG00000020745,1714,1660-1768
ENSMUSG00000020741,1714,1660-1768
ENSMUSG00000018548,645,615-676
ENSMUSG00000026924,645,615-676
ENSMUSG00000026923,645,615-676
ENSMUSG00000026933,645,615-676
ENSMUSG00000058740,810,797-824
ENSMUSG00000026869,810,797-824
ENSMUSG00000107167,5,3-7
ENSMUSG00000045672,987,952-1023
ENSMUSG00000039298,886,824-948
ENSMUSG00000098794,8,7-8
ENSMUSG00000052533,987,952-1023
ENSMUSG00000079484,987,952-1023
ENSMUSG00000075419,987,952-1023
ENSMUSG00000007476,645,615-676
ENSMUSG00000099041,645,615-676
ENSMUSG00000075467,645,615-676
ENSMUSG00000002550,1714,1660-1768
ENSMUSG00000039844,1488,1480-1496
ENSMUSG00000035513,645,615-676
ENSMUSG00000026856,1578,1496-1660
ENSMUSG00000026858,886,824-948
ENSMUSG00000079442,645,615-676
ENSMUSG00000026811,645,615-676
ENSMUSG00000039660,645,615-676
ENSMUSG00000039648,>4290,>4290
ENSMUSG00000036160,>4290,>4290
ENSMUSG00000015790,1934,1768-2101
ENSMUSG00000062647,50,45-55
ENSMUSG00000098640,8,7-8
ENSMUSG00000026854,645,615-676
ENSMUSG00000050737,645,615-676
ENSMUSG00000038860,1488,1480-1496
ENSMUSG00000015488,1488,1480-1496
ENSMUSG00000021650,1488,1480-1496
ENSMUSG00000052727,645,615-676
ENSMUSG00000039942,950,948-952
ENSMUSG00000022151,950,948-952
ENSMUSG00000050697,>4290,>4290
ENSMUSG00000001864,645,615-676
ENSMUSG00000026841,886,824-948
ENSMUSG00000057265,886,824-948
ENSMUSG00000026885,950,948-952
ENSMUSG00000026883,1064,1023-1105
ENSMUSG00000036186,680,676-684
ENSMUSG00000035772,680,676-684
ENSMUSG00000035829,680,676-684
ENSMUSG00000026833,645,615-676
ENSMUSG00000026837,645,615-676
ENSMUSG00000075415,1488,1480-1496
ENSMUSG00000026922,645,615-676
ENSMUSG00000026921,544,473-615
ENSMUSG00000026848,950,948-952
ENSMUSG00000026849,950,948-952
ENSMUSG00000060739,950,948-952
ENSMUSG00000021666,>4290,>4290
ENSMUSG00000021665,1578,1496-1660
ENSMUSG00000041773,544,473-615
ENSMUSG00000021662,987,952-1023
ENSMUSG00000021661,645,615-676
ENSMUSG00000021660,1578,1496-1660
ENSMUSG00000055210,544,473-615
ENSMUSG00000046082,544,473-615
ENSMUSG00000041685,645,615-676
ENSMUSG00000009470,987,952-1023
ENSMUSG00000006262,645,615-676
ENSMUSG00000029366,454,435-473
ENSMUSG00000060961,987,952-1023
ENSMUSG00000035528,544,473-615
ENSMUSG00000024921,1934,1768-2101
ENSMUSG00000032702,987,952-1023
ENSMUSG00000069805,645,615-676
ENSMUSG00000052957,645,615-676
ENSMUSG00000022149,454,435-473
ENSMUSG00000022150,987,952-1023
ENSMUSG00000049658,987,952-1023
ENSMUSG00000034930,645,615-676
ENSMUSG00000063626,886,824-948
ENSMUSG00000021711,886,824-948
ENSMUSG00000042743,>4290,>4290
ENSMUSG00000021710,>4290,>4290
ENSMUSG00000021709,645,615-676
ENSMUSG00000034751,950,948-952
ENSMUSG00000041417,987,952-1023
ENSMUSG00000028364,645,615-676
ENSMUSG00000026942,680,676-684
ENSMUSG00000001700,645,615-676
ENSMUSG00000085795,886,824-948
ENSMUSG00000046679,886,824-948
ENSMUSG00000071337,645,615-676
ENSMUSG00000024505,645,615-676
ENSMUSG00000007617,544,473-615
ENSMUSG00000021690,680,676-684
ENSMUSG00000069324,950,948-952
ENSMUSG00000042118,950,948-952
ENSMUSG00000074768,950,948-952
ENSMUSG00000042102,950,948-952
ENSMUSG00000042082,987,952-1023
ENSMUSG00000045312,886,824-948
ENSMUSG00000021687,1714,1660-1768
ENSMUSG00000021686,680,676-684
ENSMUSG00000042043,680,676-684
ENSMUSG00000021577,680,676-684
ENSMUSG00000021578,680,676-684
ENSMUSG00000015672,680,676-684
ENSMUSG00000015671,>4290,>4290
ENSMUSG00000022361,680,676-684
ENSMUSG00000022362,645,615-676
ENSMUSG00000101892,645,615-676
ENSMUSG00000051225,544,473-615
ENSMUSG00000022364,>4290,>4290
ENSMUSG00000022365,1934,1768-2101
ENSMUSG00000071757,680,676-684
ENSMUSG00000022367,645,615-676
ENSMUSG00000048410,645,615-676
ENSMUSG00000049090,1714,1660-1768
ENSMUSG00000046982,680,676-684
ENSMUSG00000058881,544,473-615
ENSMUSG00000041258,544,473-615
ENSMUSG00000041607,544,473-615
ENSMUSG00000021697,886,824-948
ENSMUSG00000024565,645,615-676
ENSMUSG00000033016,645,615-676
ENSMUSG00000074899,645,615-676
ENSMUSG00000051920,645,615-676
ENSMUSG00000022336,645,615-676
ENSMUSG00000022337,645,615-676
ENSMUSG00000054409,645,615-676
ENSMUSG00000038760,645,615-676
ENSMUSG00000022340,645,615-676
ENSMUSG00000037660,645,615-676
ENSMUSG00000022338,645,615-676
ENSMUSG00000022339,645,615-676
