Tf,distance
YDR487C,Saccharomycetaceae
YDR490C,Dikarya
YDR492W,Dikarya
YDR493W,Dikarya
YDR494W,Dikarya
YDR495C,Dikarya
YDR497C,Dikarya
YDR498C,Dikarya
YDR499W,Dikarya
YDR500C,Ascomycota
YDR501W,Ascomycota
YDR502C,Ascomycota
YDR505C,Fungi
YDR506C,Fungi
YDR507C,Eukaryota
YDR508C,Saccharomyceta
YDR510W,Saccharomyceta
YDR512C,Saccharomyceta
YDR514C,Fungi
YDR515W,Saccharomycetaceae
YFR051C,Saccharomycetaceae
YFR052W,Saccharomycetaceae
YFR053C,Ascomycota
YFR055W,Saccharomyces
YGL263W,Saccharomyces
YGL262W,Saccharomycetaceae
YGL261C,Saccharomycetaceae
YGL260W,Saccharomyces
YGL257C,Saccharomyces
YGL256W,Saccharomyces
YGL255W,Saccharomyces
YGL254W,Saccharomycetaceae
YGL253W,Ascomycota
YGL252C,Ascomycota
YGL251C,Ascomycota
YGL250W,Ascomycota
YGL248W,Ascomycota
YGL247W,Ascomycota
YGL244W,> Eukaryota
YGL237C,> Eukaryota
YGL236C,> Eukaryota
YGL234W,> Eukaryota
YGL232W,> Eukaryota
YGL231C,> Eukaryota
YGL229C,Eukaryota
YGL228W,Saccharomycetaceae
YGL227W,Eukaryota
YGL226W,Eukaryota
YGL225W,Fungi
YGL223C,Eukaryota
YGL222C,Eukaryota
YGL213C,Ascomycota
YGL210W,> Eukaryota
YGL209W,Fungi
YGL035C,Fungi
YGL207W,Fungi
YGL206C,Fungi
YGL205W,Fungi
YGL203C,Fungi
YGL202W,Fungi
YGL201C,> Eukaryota
YGL200C,> Eukaryota
YGL198W,> Eukaryota
YGL195W,Saccharomyceta
YGL194C,Fungi
YGL192W,Fungi
YGL191W,Fungi
YGL190C,Fungi
YGL189C,Ascomycota
YGL187C,Ascomycota
YGL186C,Ascomycota
YGL184C,Saccharomyces
YGL183C,Saccharomyces
YGL181W,Saccharomyces
YGL180W,Eukaryota
YGL179C,Eukaryota
YGL178W,Saccharomyceta
YGL173C,> Eukaryota
YGL172W,> Eukaryota
YGL171W,Eukaryota
YGL169W,Eukaryota
YGL167C,Eukaryota
YGL166W,Saccharomycetaceae
YGL163C,Dikarya
YGL162W,Saccharomyceta
YGL161C,Saccharomyceta
YGL160W,Saccharomyceta
YGL159W,Saccharomyceta
YGL158W,Saccharomycetaceae
YGL157W,Saccharomyceta
YGL156W,Saccharomyceta
YOR257W,Saccharomyceta
YOR258W,Saccharomyceta
YOR259C,Ascomycota
YOR260W,Ascomycota
YOR261C,Ascomycota
YOR262W,Ascomycota
YOR265W,Ascomycota
YOR267C,Fungi
YOR269W,Eukaryota
YOR270C,Ascomycota
YOR271C,Ascomycota
YOR272W,Ascomycota
YOR273C,Ascomycota
YOR274W,Ascomycota
YOR275C,Eukaryota
YOR276W,Eukaryota
YOR280C,Eukaryota
YOR287C,Fungi
YOR290C,Eukaryota
YOR291W,Eukaryota
YOR292C,Fungi
YOR293W,Ascomycota
YOR297C,Ascomycota
YOR298W,Ascomycota
YOR299W,Ascomycota
YOR301W,Ascomycota
YOR302W,Ascomycota
YOR303W,Ascomycota
YOR304W,Saccharomyceta
YOR306C,Ascomycota
YOR307C,Opisthokonta
YOR308C,Opisthokonta
YOR310C,Ascomycota
YOR311C,Ascomycota
YOR312C,Saccharomyceta
YOR313C,Saccharomyceta
YOR315W,Saccharomyceta
YOR316C,Fungi
YOR317W,Ascomycota
YOR319W,Fungi
YOR324C,Saccharomycetaceae
YOR326W,> Eukaryota
YOR327C,Dikarya
YOR328W,Dikarya
YOR330C,Dikarya
YOR332W,Dikarya
YOR335C,Ascomycota
YOR336W,Ascomycota
YOR337W,Saccharomycetaceae
YOR338W,Ascomycota
YOR339C,Fungi
YOR342C,Saccharomycetaceae
YOR344C,Saccharomycetaceae
YOR348C,Ascomycota
YOR349W,Ascomycota
YOR350C,Ascomycota
YOR351C,Saccharomycetaceae
YOR352W,Saccharomycetaceae
YOR353C,Saccharomycetaceae
YOR354C,Saccharomycetaceae
YOR355W,Saccharomycetaceae
YOR356W,Saccharomycetaceae
YOR357C,Saccharomycetaceae
YOR358W,Saccharomycetaceae
YOR359W,Saccharomycetaceae
YOR363C,Saccharomycetaceae
YOR365C,Saccharomyces
YOR367W,Saccharomyces
YOR368W,Saccharomyces
YOR369C,Saccharomyces
YNL164C,> Eukaryota
YNL163C,Ascomycota
YNL162W,Ascomycota
YNL161W,Eukaryota
YNL160W,Saccharomycetaceae
YNL159C,Saccharomycetaceae
YNL158W,Saccharomycetaceae
YNL156C,Saccharomyceta
YNL155W,Saccharomyceta
YNL154C,Saccharomyceta
YNL151C,Saccharomyceta
YNL149C,Saccharomyceta
YNL145W,Saccharomycetaceae
YNL144C,Saccharomyceta
YNL142W,Saccharomyceta
YNL141W,Saccharomyceta
YNL139C,Saccharomyceta
YNL138W,Saccharomyceta
YNL137C,Saccharomyceta
YNL136W,Saccharomyceta
YNL135C,Eukaryota
YNL134C,Ascomycota
YNL132W,Ascomycota
YNL130C,Dikarya
YNL129W,Dikarya
YNL128W,Dikarya
YNL126W,> Eukaryota
YNL125C,Ascomycota
YNL124W,Ascomycota
YNL122C,Ascomycota
YNL121C,> Eukaryota
YNL119W,> Eukaryota
YNL118C,> Eukaryota
YNL117W,Ascomycota
YNL116W,Fungi
YNL115C,Fungi
YNL113W,Fungi
YNL112W,> Eukaryota
YNL111C,> Eukaryota
YNL108C,Fungi
YNL107W,Fungi
YNL106C,Saccharomycetaceae
YNL104C,Ascomycota
YNL103W,Ascomycota
YNL102W,Ascomycota
YNL100W,Saccharomycetaceae
YNL032W,Ascomycota
YNL056W,Fungi
YNL098C,Fungi
YNL097C,Fungi
YNL096C,Ascomycota
YNL095C,Ascomycota
YNL094W,Ascomycota
YNL093W,Saccharomyces
YNL092W,Opisthokonta
YNL091W,Opisthokonta
YNL090W,Eukaryota
YNL087W,Eukaryota
YNL085W,Eukaryota
YNL082W,Eukaryota
YNL080C,Eukaryota
YNL079C,Ascomycota
YNL078W,Ascomycota
YNL077W,Fungi
YNL076W,Fungi
YNL074C,Saccharomyceta
YNL073W,Eukaryota
YNL072W,Eukaryota
YNL071W,Eukaryota
YNL070W,Eukaryota
YNL069C,Ascomycota
YNL068C,Ascomycota
YNL067W,Ascomycota
YNL066W,Saccharomycetaceae
YNL065W,Saccharomyceta
YNL064C,Saccharomyceta
YNL063W,Saccharomyceta
YNL062C,Saccharomyceta
YNL061W,Ascomycota
YNL280C,Eukaryota
YNL279W,Eukaryota
YNL277W,Ascomycota
YNL274C,Ascomycota
YNL273W,Ascomycota
YNL272C,Ascomycota
YNL271C,Ascomycota
YNL270C,Saccharomyceta
YNL268W,Saccharomyceta
YNL267W,> Eukaryota
YNL265C,> Eukaryota
YNL231C,Dikarya
YNL263C,Dikarya
YNL262W,Dikarya
YNL261W,Dikarya
YNL260C,Dikarya
YNL259C,Dikarya
YNL258C,Dikarya
YNL257C,Ascomycota
YNL256W,Ascomycota
YNL255C,Ascomycota
YNL254C,Ascomycota
YNL253W,Ascomycota
YNL251C,Ascomycota
YNL250W,Ascomycota
YNL249C,Saccharomycetaceae
YNL244C,Saccharomycetaceae
YNL243W,Saccharomycetaceae
YNL241C,Saccharomycetaceae
YNL240C,Saccharomycetaceae
YNL239W,Saccharomycetaceae
YNL238W,Saccharomycetaceae
YNL236W,Fungi
YNL234W,Fungi
YNL233W,Fungi
YNL232W,Fungi
YNL221C,Saccharomycetaceae
YNL220W,Saccharomycetaceae
YNL219C,Saccharomycetaceae
YNL218W,Saccharomycetaceae
YNL217W,Saccharomycetaceae
YNL216W,Saccharomycetaceae
YNL213C,Saccharomycetaceae
YNL212W,Saccharomycetaceae
YNL211C,Saccharomycetaceae
YNL210W,Saccharomycetaceae
YNL209W,> Eukaryota
YNL208W,> Eukaryota
YNL202W,> Eukaryota
YNL194C,Ascomycota
YNL193W,Ascomycota
YNL192W,Saccharomyces
YNL191W,Fungi
YNL189W,Ascomycota
YNL186W,Dikarya
YNL183C,Fungi
YNL182C,Fungi
YNL181W,Fungi
YNL180C,Saccharomyceta
YNL178W,Saccharomyceta
YNL176C,Saccharomycetaceae
YNL175C,Saccharomycetaceae
YNL173C,Saccharomyceta
YNL172W,Saccharomyceta
YNL169C,Saccharomyceta
YNL167C,Saccharomyceta
YPR131C,> Eukaryota
YPR132W,Ascomycota
YPR133C,Ascomycota
YPR135W,Ascomycota
YPR139C,Dikarya
YPR140W,Dikarya
YPR141C,Dikarya
YPR144C,Dikarya
YPR145W,Ascomycota
YPR148C,Fungi
YPR149W,Ascomycota
YPR151C,Ascomycota
YPR154W,Fungi
YPR155C,Fungi
YPR156C,Saccharomyceta
YPR157W,Ascomycota
YPR158W,Saccharomycetaceae
YPR159W,Ascomycota
YPR160W,Ascomycota
YPR161C,Saccharomyceta
YPR163C,Saccharomyceta
YPR164W,Saccharomyceta
YPR165W,Dikarya
YPR167C,Dikarya
YPR168W,Dikarya
YPR169W,Dikarya
YPR171W,Saccharomyces
YPR174C,Saccharomycetaceae
YPR175W,Saccharomycetaceae
YPR176C,> Eukaryota
YPR178W,Eukaryota
YPR179C,Eukaryota
YPR180W,Fungi
YPR181C,Saccharomyceta
YPR182W,Eukaryota
YPR183W,Eukaryota
YPR184W,Eukaryota
YPR185W,Eukaryota
YPR186C,Eukaryota
YPR187W,Eukaryota
YPR188C,Eukaryota
YPR189W,Eukaryota
YPR190C,Eukaryota
YPR191W,Eukaryota
YPR194C,Saccharomycetaceae
YPR196W,Saccharomyces
YPR198W,Saccharomyces
YPR199C,Saccharomyces
YPR200C,Saccharomyces
YPR201W,Saccharomyces
YPR202W,Saccharomyces
YPR203W,Saccharomyces
YPR204W,Saccharomycetaceae
YAR029W,Saccharomyces
YCR099C,Saccharomyces
YDR417C,Saccharomyces
YER066W,Saccharomyces
YIL165C,Saccharomyces
YJL089W,Ascomycota
YJL088W,Ascomycota
YJL085W,Ascomycota
YJL084C,Dikarya
YJL083W,Ascomycota
YJL082W,Ascomycota
YJL081C,Eukaryota
YJL080C,Eukaryota
YJL079C,Ascomycota
YJL078C,Ascomycota
YJL076W,Saccharomyceta
YJL074C,> Eukaryota
YJL073W,> Eukaryota
YJL072C,> Eukaryota
YJL071W,> Eukaryota
YJL068C,Saccharomycetaceae
YJL063C,Saccharomycetaceae
YJL062W,Fungi
YJL060W,Fungi
YJL059W,Fungi
YJL058C,Saccharomycetaceae
YJL056C,Saccharomycetaceae
YJL055W,Saccharomycetaceae
YJL052W,> Eukaryota
YJL051W,> Eukaryota
YJL050W,> Eukaryota
YJL049W,> Eukaryota
YJL048C,Saccharomyces
YJL045W,Ascomycota
YJL044C,Ascomycota
YJL042W,Saccharomyceta
YJL038C,Saccharomyces
YJL037W,Saccharomyces
YJL035C,Ascomycota
YJL034W,Ascomycota
YJL033W,> Eukaryota
YJL031C,> Eukaryota
YJL030W,> Eukaryota
YJL029C,> Eukaryota
YJL026W,Ascomycota
YJL024C,Ascomycota
YJL023C,Ascomycota
YJL012C,Fungi
YJL011C,Fungi
YJL008C,> Eukaryota
YJL006C,> Eukaryota
YJL002C,> Eukaryota
YJL001W,> Eukaryota
YJR001W,> Eukaryota
YJR003C,> Eukaryota
YJR004C,> Eukaryota
YJR005W,Eukaryota
YJR006W,Saccharomycetaceae
YJR007W,Saccharomycetaceae
YJR008W,Saccharomycetaceae
YJR009C,> Eukaryota
YJR010W,Fungi
YJR011C,Fungi
YJR013W,Fungi
YJR015W,Saccharomyceta
YJR016C,Saccharomyceta
YJR019C,Saccharomyceta
YJR025C,Saccharomyceta
YJR030C,Saccharomycetaceae
YKL020C,Fungi
YKL019W,Fungi
YKL016C,> Eukaryota
YKL015W,> Eukaryota
YKL014C,> Eukaryota
YKL011C,> Eukaryota
YKL010C,> Eukaryota
YKL009W,> Eukaryota
YKL008C,Dikarya
YKL007W,Dikarya
YKL006W,> Eukaryota
YKL005C,> Eukaryota
YKL004W,Fungi
YKL003C,Fungi
YKL002W,Fungi
YKL001C,Ascomycota
YKR003W,Eukaryota
YKR004C,Eukaryota
YKR008W,Opisthokonta
YKR009C,Opisthokonta
YKR011C,Saccharomyceta
YKR013W,Ascomycota
YKR015C,Saccharomyces
YJL043W,Saccharomyces
YKR016W,Saccharomyces
YKR026C,Eukaryota
YKR028W,Eukaryota
YKR029C,Fungi
YKR030W,Fungi
YKR034W,Ascomycota
YKR038C,> Eukaryota
YKR039W,Saccharomyceta
YKR041W,Saccharomyceta
YKR042W,Ascomycota
YKR043C,Ascomycota
YKR044W,Ascomycota
YKR046C,Ascomycota
YKR051W,Ascomycota
YKR052C,Eukaryota
YKR054C,Dikarya
YKR055W,Dikarya
YKR056W,Dikarya
YKR057W,Ascomycota
YKR059W,Saccharomyces
YKR060W,Ascomycota
YKR061W,Saccharomyceta
YKR062W,Saccharomyceta
YKR064W,Saccharomyceta
YKR066C,Saccharomyceta
YKR067W,Ascomycota
YKR068C,Ascomycota
YKR069W,Ascomycota
YKR070W,Ascomycota
YKR071C,Ascomycota
YKR074W,Ascomycota
YKR075C,Saccharomycetaceae
YKR076W,Eukaryota
YKR079C,Eukaryota
YKR080W,Eukaryota
YKR081C,Eukaryota
YKR082W,Eukaryota
YMR072W,Saccharomycetaceae
YMR076C,Saccharomycetaceae
YMR078C,Eukaryota
YMR079W,Eukaryota
YMR080C,Dikarya
YMR081C,Dikarya
YMR083W,Dikarya
YMR084W,Saccharomyces
YMR086W,Saccharomycetaceae
YMR087W,Saccharomycetaceae
YMR088C,Saccharomycetaceae
YMR089C,Fungi
YMR090W,Fungi
YMR092C,Ascomycota
YMR093W,Ascomycota
YMR095C,Eukaryota
YMR096W,> Eukaryota
YMR098C,> Eukaryota
YMR101C,> Eukaryota
YMR105C,Ascomycota
YMR106C,Ascomycota
YMR108W,Fungi
YMR110C,Eukaryota
YMR116C,Saccharomyceta
YMR117C,Saccharomyceta
YMR118C,Eukaryota
YMR119W,Fungi
YMR120C,Ascomycota
YMR121C,Ascomycota
YMR123W,Ascomycota
YMR125W,Ascomycota
YMR126C,Ascomycota
YMR129W,Ascomycota
YMR131C,Ascomycota
YMR133W,Ascomycota
YMR134W,Ascomycota
YMR135C,Ascomycota
YMR136W,Ascomycota
YMR137C,Ascomycota
YMR138W,Saccharomycetaceae
YMR139W,Eukaryota
YMR142C,Ascomycota
YMR143W,Ascomycota
YMR144W,Ascomycota
YMR145C,Ascomycota
YMR146C,Ascomycota
YMR147W,Ascomycota
YMR149W,Ascomycota
YMR150C,Ascomycota
YMR152W,Ascomycota
YMR154C,Ascomycota
YMR155W,Saccharomyceta
YDR340W,Saccharomyces
YMR163C,Eukaryota
YMR164C,Eukaryota
YMR165C,Eukaryota
YMR166C,Fungi
YMR167W,> Eukaryota
YMR169C,Ascomycota
YMR170C,Ascomycota
YMR171C,Fungi
YMR172W,Saccharomycetaceae
YMR173W,Saccharomycetaceae
YOR143C,Saccharomycetaceae
YOR144C,Saccharomycetaceae
YOR148C,Fungi
YOR149C,Fungi
YOR150W,Fungi
YOR151C,Saccharomyces
YOR152C,Saccharomyces
YOR153W,Ascomycota
YOR154W,Ascomycota
YOR157C,Ascomycota
YOR158W,Ascomycota
YOR161C,Ascomycota
YOR162C,Saccharomycetaceae
YOR163W,Saccharomycetaceae
YOR164C,Saccharomycetaceae
YOR165W,Saccharomycetaceae
YOR173W,Fungi
YOR174W,Fungi
YOR178C,Saccharomycetaceae
YOR179C,Saccharomycetaceae
YOR180C,Ascomycota
YOR181W,Ascomycota
YOR182C,Saccharomycetaceae
YOR184W,Saccharomycetaceae
YOR187W,Ascomycota
YOR188W,Ascomycota
YOR192C,Ascomycota
YOR198C,Saccharomyces
YOR201C,Saccharomyces
YOR202W,Saccharomyces
YOR204W,Dikarya
YOR205C,Dikarya
YOR206W,Dikarya
YOR207C,Saccharomyces
YOR208W,Saccharomyceta
YOR209C,Saccharomyceta
YOR210W,Saccharomyceta
YOR212W,Ascomycota
YOR213C,Fungi
YOR221C,Ascomycota
YOR222W,Fungi
YOR223W,Fungi
YOR226C,> Eukaryota
YOR227W,Saccharomyceta
YOR228C,Saccharomyceta
YOR229W,Saccharomycetaceae
YOR230W,Saccharomycetaceae
YOR233W,Saccharomycetaceae
YOR234C,Ascomycota
YOR236W,Ascomycota
YOR238W,Ascomycota
YOR239W,Ascomycota
YOR246C,Ascomycota
YOR247W,Ascomycota
YOR251C,Ascomycota
YOR252W,Ascomycota
YOR253W,Ascomycota
YOR254C,Ascomycota
YOR255W,Ascomycota
YOR256C,Saccharomyceta
YBL092W,Saccharomyceta
YBL091C,Saccharomyceta
YBL090W,Saccharomyceta
YBL089W,> Eukaryota
YBL087C,Ascomycota
YBL082C,Eukaryota
YBL081W,Eukaryota
YBL080C,Eukaryota
YBL079W,> Eukaryota
YBL078C,> Eukaryota
YBL076C,> Eukaryota
YBL075C,Saccharomyces
YBL074C,Saccharomyces
YBL072C,Ascomycota
YBL069W,Saccharomycetaceae
YBL068W,Ascomycota
YBL064C,Saccharomyceta
YBL063W,Saccharomycetaceae
YBL061C,Saccharomycetaceae
YBL060W,Saccharomycetaceae
YBL059W,Saccharomycetaceae
YBL058W,Saccharomycetaceae
YBL057C,Saccharomycetaceae
YBL056W,Saccharomycetaceae
YBL054W,Saccharomycetaceae
YBL051C,Fungi
YBL050W,Fungi
YBL047C,Fungi
YBL046W,Fungi
YBL045C,Saccharomyceta
YBL043W,Saccharomyceta
YBL042C,Ascomycota
YBL041W,Ascomycota
YBL039C,> Eukaryota
YBL038W,> Eukaryota
YBL037W,> Eukaryota
YBL036C,> Eukaryota
YBL035C,> Eukaryota
YBL034C,> Eukaryota
YBL033C,> Eukaryota
YBL032W,> Eukaryota
YBL031W,> Eukaryota
YBL030C,Ascomycota
YBL029W,Ascomycota
YBL028C,Ascomycota
YBL027W,Ascomycota
YBL026W,Ascomycota
YBL025W,Ascomycota
YBL023C,Ascomycota
YBL022C,Ascomycota
YBL020W,Ascomycota
YBL019W,Ascomycota
YBL018C,Ascomycota
YBL017C,Eukaryota
YBL016W,Dikarya
YBL015W,Dikarya
YBL014C,Dikarya
YBL013W,Dikarya
YBL008W,Ascomycota
YBL007C,Ascomycota
YBL006C,Ascomycota
YBL005W,Saccharomycetaceae
YBL004W,Saccharomycetaceae
YBL003C,Ascomycota
YBL002W,Ascomycota
YBL001C,Ascomycota
YBR002C,> Eukaryota
YBR003W,> Eukaryota
YBR006W,Saccharomyceta
YBR007C,Saccharomyceta
YBR008C,Saccharomyceta
YBR009C,Saccharomycetaceae
YBR010W,Eukaryota
YBR011C,Fungi
YBR012C,Fungi
YBR015C,Saccharomyceta
YMR280C,Ascomycota
YMR281W,Ascomycota
YMR282C,Ascomycota
YMR283C,Ascomycota
YMR287C,Fungi
YMR288W,Fungi
YMR289W,Fungi
YMR290C,> Eukaryota
YMR291W,> Eukaryota
YMR292W,> Eukaryota
YMR296C,Eukaryota
YMR297W,Fungi
YMR299C,Fungi
YMR300C,Fungi
YMR301C,Fungi
YMR303C,Dikarya
YMR305C,Ascomycota
YMR306W,Saccharomyceta
YMR307W,Saccharomyceta
YMR308C,> Eukaryota
YMR315W,Fungi
YMR318C,Ascomycota
YMR319C,Ascomycota
YMR321C,Saccharomyces
YMR324C,Saccharomyces
YHL045W,Saccharomyces
YMR325W,Saccharomycetaceae
YNL339C,Saccharomycetaceae
YNL337W,Saccharomyces
YNL336W,Saccharomyces
YNL335W,Saccharomyces
YNL334C,Eukaryota
YNL333W,> Eukaryota
YNL329C,Eukaryota
YNL328C,Fungi
YNL327W,Fungi
YNL326C,Eukaryota
YNL323W,Saccharomyceta
YNL322C,Saccharomyceta
YNL321W,Saccharomyceta
YNL318C,Saccharomyceta
YNL317W,Eukaryota
YNL313C,Eukaryota
YNL312W,Eukaryota
YNL311C,Eukaryota
YNL309W,Eukaryota
YNL308C,Eukaryota
YNL307C,Saccharomyceta
YNL306W,Saccharomyceta
YNL302C,Ascomycota
YNL301C,Ascomycota
YNL299W,Eukaryota
YNL298W,> Eukaryota
YNL297C,> Eukaryota
YNL295W,> Eukaryota
YNL294C,> Eukaryota
YNL293W,Ascomycota
YNL289W,Fungi
YNL288W,Fungi
YNL287W,Fungi
YNL284C,Fungi
YNL283C,Saccharomyceta
YNL282W,Saccharomyceta
YNL281W,Fungi
YKR084C,> Eukaryota
YKR087C,Saccharomyceta
YKR088C,Saccharomyceta
YKR089C,Fungi
YKR090W,Fungi
YKR092C,Fungi
YKR093W,Fungi
YKR094C,Eukaryota
YKR095W,Fungi
YKR096W,Saccharomyceta
YKR097W,Saccharomyceta
YKR098C,Saccharomyces
YKR099W,Saccharomyces
YKR102W,Saccharomycetaceae
YKR103W,Saccharomyces
YKR105C,Saccharomyces
YKR106W,Saccharomyces
YLL067C,Saccharomycetaceae
YLL066C,Saccharomycetaceae
YLL065W,Saccharomyces
YLL064C,Saccharomycetaceae
YLL025W,Saccharomycetaceae
YLL063C,Saccharomycetaceae
YLL062C,Opisthokonta
YLL061W,Saccharomycetaceae
YLL058W,Saccharomyces
YLL057C,Saccharomyces
YLL056C,Saccharomyces
YLL055W,Saccharomyces
YLL054C,Saccharomycetaceae
YLL053C,Saccharomycetaceae
YLL051C,Saccharomyceta
YLL050C,Saccharomyceta
YLL049W,Saccharomyceta
YLL048C,Saccharomyceta
YLL046C,Saccharomyces
YLL045C,Ascomycota
YLL043W,Ascomycota
YLL041C,Ascomycota
YLL040C,Ascomycota
YLL039C,Ascomycota
YLL034C,> Eukaryota
YLL033W,> Eukaryota
YLL032C,> Eukaryota
YLL029W,Eukaryota
YLL028W,Eukaryota
YLL027W,Eukaryota
YLL026W,> Eukaryota
YLL024C,Ascomycota
YLL019C,Ascomycota
YLL018C,Ascomycota
YLL015W,Ascomycota
YLL011W,Eukaryota
YLL010C,Ascomycota
YLL009C,Ascomycota
YLL008W,> Eukaryota
YLL007C,> Eukaryota
YLL006W,> Eukaryota
YLL005C,> Eukaryota
YLL004W,> Eukaryota
YLL002W,> Eukaryota
YLL001W,> Eukaryota
YLR001C,> Eukaryota
YLR002C,> Eukaryota
YLR004C,Saccharomyceta
YLR005W,Saccharomyceta
YLR011W,Dikarya
YLR012C,Dikarya
YLR013W,Saccharomyces
YIR013C,Saccharomyces
YLR014C,Saccharomyces
YLR228C,Saccharomyceta
YLR229C,Saccharomyceta
YLR237W,Ascomycota
YLR239C,Fungi
YLR240W,Fungi
YLR241W,Fungi
YLR242C,Fungi
YLR243W,Ascomycota
YLR244C,Ascomycota
YLR250W,Ascomycota
YLR253W,Saccharomyceta
YLR254C,Saccharomyceta
YLR256W,Saccharomyceta
YLR257W,Saccharomyceta
YLR258W,Eukaryota
YLR259C,Eukaryota
YLR260W,Eukaryota
YLR262C,Dikarya
YLR263W,Dikarya
YLR264W,Opisthokonta
YLR266C,Saccharomycetaceae
YLR267W,Saccharomycetaceae
YLR268W,Saccharomycetaceae
YLR272C,Fungi
YLR273C,Saccharomycetaceae
YLR274W,> Eukaryota
YLR275W,> Eukaryota
YLR277C,Ascomycota
YLR281C,Ascomycota
YLR283W,Ascomycota
YLR284C,Ascomycota
YLR285W,Ascomycota
YLR286C,Ascomycota
YLR287C,Ascomycota
YLR288C,Saccharomycetaceae
YLR289W,Eukaryota
YLR290C,Eukaryota
YLR293C,Ascomycota
YLR295C,Ascomycota
YLR298C,Ascomycota
YLR299W,Ascomycota
YLR300W,Ascomycota
YLR301W,Ascomycota
YLR303W,Ascomycota
YLR304C,Eukaryota
YLR305C,Eukaryota
YLR306W,Eukaryota
YLR308W,Saccharomyceta
YLR309C,Saccharomyceta
YLR312C,Saccharomyceta
YLR314C,Opisthokonta
YLR315W,Opisthokonta
YLR316C,Opisthokonta
YLR318W,Opisthokonta
YLR325C,Fungi
YLR326W,Fungi
YLR327C,Saccharomyceta
YLR329W,Eukaryota
YLR330W,Eukaryota
YLR332W,Saccharomycetaceae
YLR333C,Dikarya
YLR334C,Saccharomyces
YLR336C,Saccharomycetaceae
YLR337C,Saccharomycetaceae
YLR339C,Saccharomycetaceae
YLR340W,Saccharomycetaceae
YLR342W,Saccharomyceta
YLR343W,Ascomycota
YLR344W,Ascomycota
YLR347C,Ascomycota
YJR140C,Ascomycota
YJR141W,Ascomycota
YJR145C,Ascomycota
YJR148W,Ascomycota
YJR149W,Ascomycota
YJR150C,Saccharomycetaceae
YJR151C,Saccharomycetaceae
YJR152W,Dikarya
YJR154W,Dikarya
YJR156C,Fungi
YJR158W,Saccharomyces
YJR159W,Saccharomyces
YJR160C,Saccharomyces
YJR161C,Saccharomyces
YKL224C,Saccharomycetaceae
YKL223W,Saccharomyces
YKL220C,Saccharomyces
YKL219W,Saccharomyces
YKL218C,Saccharomyces
YKL217W,Saccharomyces
YKL216W,Saccharomyces
YKL211C,Fungi
YKL210W,> Eukaryota
YKL209C,> Eukaryota
YKL208W,> Eukaryota
YKL203C,Fungi
YKL198C,Opisthokonta
YKL197C,Eukaryota
YKL196C,Eukaryota
YKL195W,Eukaryota
YKL192C,Eukaryota
YKL191W,> Eukaryota
YKL190W,Eukaryota
YKL189W,Eukaryota
YKL188C,Eukaryota
YKL186C,Saccharomycetaceae
YKL185W,Saccharomycetaceae
YKL182W,Saccharomycetaceae
YKL180W,Ascomycota
YKL179C,Ascomycota
YKL178C,Ascomycota
YKL176C,Ascomycota
YKL175W,Ascomycota
YKL172W,> Eukaryota
YKL167C,Opisthokonta
YKL165C,Saccharomyceta
YKL164C,Saccharomyceta
YKL163W,Saccharomyceta
YKL161C,Saccharomycetaceae
YKL157W,Ascomycota
YKL156W,Saccharomyceta
YKL155C,Saccharomyceta
YKL154W,Saccharomyceta
YKL152C,Saccharomyceta
YKL151C,Saccharomyceta
YKL150W,Ascomycota
YKL148C,Ascomycota
YKL146W,Saccharomyceta
YKL145W,Ascomycota
YKL144C,Ascomycota
YKL143W,Ascomycota
YKL142W,Ascomycota
YKL141W,Eukaryota
YJL204C,Eukaryota
YJL203W,Eukaryota
YJL201W,Eukaryota
YJL200C,Eukaryota
YJL198W,Opisthokonta
YJL196C,Eukaryota
YJL194W,Fungi
YJL193W,Opisthokonta
YJL192C,Opisthokonta
YJL191W,Saccharomyceta
YJL190C,Ascomycota
YJL189W,Ascomycota
YJL187C,Ascomycota
YJL186W,Saccharomyceta
YJL185C,Saccharomyceta
YJL184W,Saccharomyceta
YJL183W,Ascomycota
YJL180C,Saccharomycetaceae
YJL179W,Saccharomycetaceae
YJL178C,Saccharomycetaceae
YJL177W,Ascomycota
YJL176C,Eukaryota
YJL174W,Ascomycota
YJL173C,Ascomycota
YJL172W,Ascomycota
YJL171C,Ascomycota
YJL170C,Ascomycota
YJL168C,Ascomycota
YJL167W,Ascomycota
YJL166W,Ascomycota
YJL164C,Saccharomyces
YJL163C,Saccharomyces
YJL162C,Saccharomyces
YJL161W,Saccharomyces
YJL160C,Saccharomyces
YJL159W,Saccharomyceta
YJL158C,Saccharomyceta
YJL157C,Saccharomyceta
YJL155C,Saccharomyceta
YJL154C,Saccharomyceta
YJL153C,Saccharomyceta
YJL151C,Saccharomyceta
YJL149W,Saccharomycetaceae
YJL148W,Saccharomycetaceae
YJL145W,Saccharomycetaceae
YJL141C,Saccharomycetaceae
YJL140W,Saccharomycetaceae
YJL139C,Saccharomyceta
YJL138C,Saccharomyces
YJL136C,Ascomycota
YJL134W,Dikarya
YJL133W,Eukaryota
YJL130C,Ascomycota
YJL127C,Ascomycota
YJL126W,Eukaryota
YJL124C,Eukaryota
YJL117W,Eukaryota
YJL116C,Ascomycota
YJL115W,Ascomycota
YJL112W,Saccharomycetaceae
YJL111W,> Eukaryota
YJL110C,Ascomycota
YJL109C,Ascomycota
YJL108C,Ascomycota
