Gene,modeAge
DNMT1,Cellular_organisms
PAX6,Eumetazoa
U2AF2,Eukaryota
ACRV1,Mammalia
HSD3B2,Euk+Bac
S100A4,Mammalia
HMGB2,Eukaryota
PTBP1,Eukaryota
ZFP36,Eukaryota
KLRK1,Mammalia
MST1,Vertebrata
AK4,Cellular_organisms
PON1,Euk+Bac
MAOB,Euk+Bac
YWHAQ,Eukaryota
MAPK3,Eukaryota
G0S2,Vertebrata
ARNT,Eumetazoa
APEX1,Cellular_organisms
CD82,Eumetazoa
DCK,Eukaryota
CAD,Cellular_organisms
MAP4,Eumetazoa
IL1R2,Eumetazoa
PSMB9,Mammalia
HLA-DMA,Vertebrata
HLA-DMB,Vertebrata
POU1F1,Eumetazoa
PSMB5,Eukaryota
LOX,Vertebrata
ELK4,Eumetazoa
CST5,Mammalia
CHAT,Eumetazoa
ACADL,Euk+Bac
ADH6,Euk+Bac
POLD1,Cellular_organisms
TEAD1,Opisthokonta
HOXD9,Vertebrata
MSX1,Eumetazoa
SMARCA1,Eukaryota
GABRB3,Eumetazoa
MAPK1,Eukaryota
DUSP1,Eukaryota
MZF1,Opisthokonta
ERCC5,Eukaryota
RBL1,Eukaryota
CD34,Vertebrata
CD38,Eumetazoa
S100A2,Mammalia
PCSK1,Eumetazoa
PCSK6,Euk+Bac
EPHA2,Vertebrata
EPHA3,Opisthokonta
EPHB2,Opisthokonta
PTPN6,Eukaryota
SHC1,Opisthokonta
MPG,Euk+Bac
CRABP2,Vertebrata
IL12A,Vertebrata
IL12B,Vertebrata
CASP1,Eumetazoa
NOS3,Euk+Bac
NOS1,Euk+Bac
PML,Mammalia
TYK2,Vertebrata
CRABP1,Vertebrata
CD40LG,Vertebrata
ERP29,Opisthokonta
PRDX5,Euk+Bac
PRDX3,Euk+Bac
PEBP1,Eukaryota
CD6,Vertebrata
CCND2,Eumetazoa
CCND3,Eukaryota
WEE1,Eukaryota
MIP,Eukaryota
CDC25A,Eukaryota
CDC25B,Eukaryota
CDC25C,Eukaryota
TM4SF1,Vertebrata
BDKRB2,Vertebrata
HLA-B,Vertebrata
HLA-B,Vertebrata
HLA-B,Vertebrata
HLA-B,Vertebrata
HLA-B,Vertebrata
HLA-B,Vertebrata
HLA-C,Vertebrata
HLA-C,Vertebrata
HLA-F,Vertebrata
HLA-A,Vertebrata
AXL,Vertebrata
CHRNA5,Eumetazoa
ADORA1,Eumetazoa
GRPR,Eumetazoa
AGTR1,Eumetazoa
OXTR,Eumetazoa
PKLR,Cellular_organisms
SERPINB1,Cellular_organisms
SLC7A1,Cellular_organisms
SSTR1,Eumetazoa
SSTR2,Eumetazoa
CHRNB4,Eumetazoa
NTS,Vertebrata
S100A7,Mammalia
MAT2A,Euk+Bac
HOXD3,Eumetazoa
HOXA10,Eumetazoa
HOXA7,Vertebrata
HOXA9,Eukaryota
HOXA11,Vertebrata
HOXC8,Vertebrata
HOXC9,Eumetazoa
HOXC13,Vertebrata
TLX1,Eumetazoa
RRM2,Cellular_organisms
FGF9,Eumetazoa
SDC4,Eumetazoa
FMO4,Euk+Bac
FMO3,Euk+Bac
HIVEP2,Vertebrata
SLC6A6,Eumetazoa
SLC6A4,Eumetazoa
AKT1,Eukaryota
AKT2,Eukaryota
IL2RG,Vertebrata
SFN,Eukaryota
STIP1,Euk+Bac
S100A11,Vertebrata
FCGR2B,Eumetazoa
L1CAM,Eumetazoa
GK,Cellular_organisms
OTX1,Eumetazoa
OTX2,Opisthokonta
CCR1,Mammalia
BRS3,Eumetazoa
CCR7,Eumetazoa
CHRNA3,Eumetazoa
CXCR5,Eumetazoa
CDA,Cellular_organisms
GBP1,Eukaryota
ELF1,Eumetazoa
ICAM3,Eumetazoa
CD70,Mammalia
CIITA,Vertebrata
ACSL1,Eukaryota
CDH5,Vertebrata
LSP1,Vertebrata
CYP2C19,Eukaryota
ABCC1,Euk+Bac
CKS2,Eukaryota
CD80,Eumetazoa
TTK,Eukaryota
MCM4,Euk_Archaea
MCM5,Euk_Archaea
MCM7,Eukaryota
CD68,Vertebrata
SHMT1,Cellular_organisms
HSPA4,Cellular_organisms
CRHR1,Eumetazoa
CTNNB1,Eukaryota
IL13,Mammalia
BMI1,Eukaryota
PCGF2,Eukaryota
NOS2,Euk+Bac
PHB,Euk+Bac
RDX,Opisthokonta
SFTPD,Eumetazoa
GTF2F1,Eukaryota
ADM,Vertebrata
SPRR1A,Mammalia
SPRR2A,Mammalia
ADRA1A,Eumetazoa
PTGS2,Eukaryota
HRH1,Eumetazoa
OPRM1,Eumetazoa
RORA,Eumetazoa
PTGER4,Eumetazoa
APLNR,Eumetazoa
THBS2,Eumetazoa
HOXD13,Eumetazoa
CBS,Cellular_organisms
MSX2,Eumetazoa
FBN1,Vertebrata
GCK,Euk+Bac
PCK1,Cellular_organisms
MYH9,Eukaryota
MYH10,Eukaryota
BSG,Eumetazoa
TIMP3,Eumetazoa
FUS,Eukaryota
DDIT3,Vertebrata
DEK,Eukaryota
HNF1B,Eumetazoa
SOX5,Vertebrata
SOX6,Eumetazoa
SOX18,Vertebrata
SOX11,Eumetazoa
MYH11,Vertebrata
AHR,Eumetazoa
KRT20,Eumetazoa
PDE6B,Opisthokonta
FLT4,Eumetazoa
KDR,Vertebrata
CHI3L1,Cellular_organisms
GJA5,Vertebrata
TCF7,Eumetazoa
ZNF76,Eukaryota
FLT3,Vertebrata
TGFBR1,Eumetazoa
LTBR,Mammalia
SERPINB5,Cellular_organisms
SERPINF1,Cellular_organisms
SREBF1,Opisthokonta
GPX4,Euk+Bac
ACVRL1,Eukaryota
HSD17B2,Euk+Bac
SCNN1A,Eumetazoa
TGFBR2,Eumetazoa
PPARG,Eumetazoa
FDFT1,Cellular_organisms
ZEB1,Eumetazoa
TALDO1,Cellular_organisms
RBMX,Eukaryota
BRCA1,Eumetazoa
CDKN1A,Eumetazoa
RPL3,Euk_Archaea
COL18A1,Eumetazoa
CUX1,Eukaryota
MMP12,Mammalia
GDNF,Vertebrata
DCT,Eumetazoa
MPL,Vertebrata
PSMB10,Cellular_organisms
VHL,Eumetazoa
PBX1,Eukaryota
PBX2,Eukaryota
MLH1,Cellular_organisms
STAT3,Vertebrata
SLC26A3,Cellular_organisms
IL15,Vertebrata
RFC3,Eukaryota
PMEL,Vertebrata
ID1,Eumetazoa
LEP,Vertebrata
ETV5,Eumetazoa
ETV3,Vertebrata
CASR,Eumetazoa
BCL6,Vertebrata
ETV6,Eumetazoa
MNDA,Mammalia
WNT5A,Eumetazoa
PTGDS,Vertebrata
SOX3,Eumetazoa
UBA7,Eukaryota
KDM5C,Eukaryota
HNF4A,Eumetazoa
SLC19A1,Eukaryota
CCR2,Mammalia
ELK3,Eumetazoa
CD86,Eumetazoa
TMPO,Eumetazoa
STAT1,Vertebrata
STAT6,Vertebrata
STAT5A,Mammalia
AKR1C3,Euk+Bac
PIK3CA,Eukaryota
MLLT3,Vertebrata
CASP3,Eumetazoa
CASP2,Eumetazoa
ABL2,Vertebrata
WAS,Eukaryota
CDKN2B,Euk+Bac
CDKN2C,Euk+Bac
CXCL5,Mammalia
HTT,Eukaryota
ECE1,Cellular_organisms
MTHFR,Euk+Bac
SLC1A3,Cellular_organisms
SLC1A4,Cellular_organisms
GDF5,Eumetazoa
PTGFR,Eumetazoa
PTGER2,Eumetazoa
PTGIR,Eumetazoa
MCAM,Eumetazoa
DCC,Eumetazoa
CTSK,Eukaryota
MSH2,Eukaryota
ETV4,Eumetazoa
NR4A2,Eumetazoa
ZAP70,Eukaryota
SYK,Eukaryota
NAMPT,Euk+Bac
KIR2DL3,Vertebrata
KIR3DL1,Vertebrata
GATA4,Opisthokonta
NKX2-1,Eumetazoa
MMP13,Eukaryota
ABCG1,Opisthokonta
CBX5,Eukaryota
MAPK8,Eumetazoa
MAP2K4,Eukaryota
MKI67,Opisthokonta
SLC15A1,Euk+Bac
ATRX,Eumetazoa
CDKN1B,Eumetazoa
NOTCH1,Eukaryota
BDKRB1,Vertebrata
IER3,Mammalia
NEDD4,Eukaryota
UTRN,Eukaryota
GCGR,Eumetazoa
SCTR,Vertebrata
ALDH1A3,Euk+Bac
CDX1,Eumetazoa
ID4,Eumetazoa
FASLG,Vertebrata
CXCL12,Vertebrata
ME1,Cellular_organisms
TFPI2,Vertebrata
RFX2,Opisthokonta
RFX3,Opisthokonta
RFX5,Mammalia
SOX2,Eumetazoa
SOX9,Eumetazoa
LSS,Euk+Bac
GCLC,Eukaryota
CD151,Eumetazoa
GIPR,Vertebrata
NRIP1,Vertebrata
GSS,Eukaryota
NMU,Vertebrata
NES,Eumetazoa
CSNK1A1,Eukaryota
SLC9A3,Euk+Bac
TDO2,Euk+Bac
ADGRE5,Opisthokonta
TRPC1,Opisthokonta
POLD2,Eukaryota
NR2C2,Eumetazoa
TGM4,Eumetazoa
FASN,Euk+Bac
POU3F4,Eumetazoa
CDC34,Eukaryota
PCYT1A,Eukaryota
DGKG,Eukaryota
HOXA1,Eumetazoa
EVX1,Eumetazoa
STAR,Vertebrata
CXCR3,Eumetazoa
CTCF,Eumetazoa
CEBPA,Eumetazoa
CEBPD,Eumetazoa
MCM2,Euk_Archaea
COMP,Eumetazoa
CLK3,Eukaryota
PGF,Mammalia
VEGFB,Mammalia
VEGFC,Eumetazoa
PSEN1,Eukaryota
RARRES1,Vertebrata
FHIT,Eukaryota
RGS4,Eukaryota
PSEN2,Eukaryota
TSC2,Eukaryota
NDUFV1,Euk+Bac
GSK3A,Eukaryota
GSK3B,Eukaryota
SULT1E1,Eukaryota
CAMP,Vertebrata
GMPS,Cellular_organisms
CDKN1C,Vertebrata
MEOX2,Vertebrata
MMP14,Eumetazoa
PPOX,Euk+Bac
CPT1A,Eumetazoa
SERPINB9,Cellular_organisms
LHX2,Eumetazoa
MXI1,Eumetazoa
ERF,Eumetazoa
ETV1,Eumetazoa
ASCL1,Eumetazoa
METAP2,Euk_Archaea
TNFSF10,Eumetazoa
TOB1,Eumetazoa
LRBA,Eukaryota
RNF144A,Eukaryota
FXR2,Eumetazoa
FABP6,Eumetazoa
SCNN1B,Eumetazoa
DAP3,Eukaryota
RORC,Eumetazoa
BLK,Vertebrata
INSL3,Mammalia
SMARCA4,Eukaryota
TPMT,Euk+Bac
BRCA2,Eukaryota
CYP2J2,Eukaryota
MECP2,Vertebrata
HCFC1,Eukaryota
CCL11,Mammalia
CCR3,Mammalia
CCR4,Eumetazoa
CCR5,Eumetazoa
CCR6,Eumetazoa
STAT5B,Eukaryota
CLCN5,Cellular_organisms
CLCNKA,Cellular_organisms
RPS6KA3,Opisthokonta
NR0B1,Eumetazoa
HDGF,Vertebrata
MNAT1,Eukaryota
KPNA2,Eukaryota
KPNA1,Eukaryota
STAT2,Mammalia
GTF2A1,Eukaryota
MSH6,Eukaryota
ZNF143,Eukaryota
HK2,Euk+Bac
HK3,Euk+Bac
AKR1C2,Cellular_organisms
HMGA2,Vertebrata
PDX1,Eumetazoa
GBX2,Vertebrata
NKX2-5,Eumetazoa
PLK1,Eukaryota
DAPK1,Eukaryota
ACLY,Eukaryota
COL4A4,Opisthokonta
FOSB,Eumetazoa
CEBPG,Eumetazoa
PTTG1IP,Eumetazoa
RCAN1,Eumetazoa
SLC16A1,Euk+Bac
CRISP1,Mammalia
CRISP3,Eumetazoa
BLM,Cellular_organisms
HIRA,Eukaryota
HAP1,Mammalia
TERF1,Mammalia
FXYD2,Mammalia
PRRX1,Eumetazoa
NRL,Eumetazoa
UGT2B15,Eumetazoa
DRG2,Cellular_organisms
NR1H2,Eumetazoa
PLTP,Eukaryota
VCP,Cellular_organisms
FGF8,Eumetazoa
UCN,Mammalia
MTTP,Eumetazoa
MLLT10,Eumetazoa
ELL,Eumetazoa
BRPF1,Eukaryota
CASP7,Eumetazoa
CASP9,Eumetazoa
CDH6,Eumetazoa
CDH11,Eumetazoa
CDH13,Eumetazoa
FOXG1,Eumetazoa
FOXA1,Eumetazoa
FOXA3,Opisthokonta
PKNOX1,Eukaryota
GFER,Eukaryota
UCP2,Eukaryota
RAG2,Vertebrata
FCGRT,Vertebrata
BID,Vertebrata
DLX5,Eumetazoa
MAZ,Eumetazoa
POLE2,Eukaryota
LGALS4,Eumetazoa
HDAC4,Vertebrata
CTBP2,Euk+Bac
PER3,Eumetazoa
SOX10,Eumetazoa
WNT3A,Eumetazoa
WNT4,Eumetazoa
WNT7B,Eumetazoa
RP1,Mammalia
BACE1,Eukaryota
GSC,Eumetazoa
BCAR1,Eumetazoa
TBX4,Eumetazoa
SCAND1,Mammalia
SLC8A3,Eumetazoa
KLF3,Vertebrata
CLDN2,Vertebrata
SESN3,Eukaryota
FOXL2,Eumetazoa
VSX2,Eumetazoa
DEFA1,Mammalia
DEFA3,Mammalia
DEFB1,Mammalia
PTEN,Eukaryota
ERVFRD-1,Mammalia
IL2,Mammalia
SNAP25,Eukaryota
S100A10,Vertebrata
CDC42,Opisthokonta
RAB4B,Eukaryota
CXCR4,Eumetazoa
UBE2D3,Eukaryota
MAX,Opisthokonta
RPS3A,Euk_Archaea
HAND2,Eumetazoa
ISL1,Eumetazoa
PCBD1,Cellular_organisms
RHOA,Eukaryota
RND3,Eukaryota
LYZ,Eumetazoa
B2M,Vertebrata
TGFB2,Eumetazoa
SUMO2,Eukaryota
WDR5,Euk+Bac
LMO4,Eumetazoa
RRAS2,Eukaryota
PSMC5,Cellular_organisms
BTG1,Vertebrata
ARF6,Opisthokonta
TBPL1,Eumetazoa
ETF1,Euk_Archaea
ESRRG,Eumetazoa
CNBP,Eukaryota
ACTA2,Eukaryota
RHOB,Eukaryota
RAP1A,Eukaryota
RAC1,Eukaryota
VAMP2,Eukaryota
SNRPN,Eukaryota
SUMO1,Eukaryota
ACTG2,Eukaryota
UBE2I,Eukaryota
PPP2CA,Eukaryota
YBX1,Eumetazoa
CSNK2B,Eukaryota
ACTC1,Eukaryota
ACTA1,Eukaryota
TUBA1B,Eukaryota
CSNK2A1,Eukaryota
HBB,Vertebrata
HBG1,Vertebrata
HBA1,Vertebrata
HBA2,Vertebrata
CXADR,Eumetazoa
SH3BP2,Eumetazoa
PITX1,Eumetazoa
GTF2I,Vertebrata
DLG4,Opisthokonta
OLR1,Mammalia
PRAME,Mammalia
CCNA1,Eukaryota
CX3CL1,Mammalia
NKX6-1,Eumetazoa
JAG1,Opisthokonta
RELN,Opisthokonta
ADAM17,Opisthokonta
SRPX,Eumetazoa
ARG2,Euk+Bac
BTG2,Eumetazoa
ELF3,Vertebrata
CCL20,Vertebrata
MAP1A,Eumetazoa
HLA-DRB3,Vertebrata
CCL7,Mammalia
LCN2,Mammalia
HSD11B2,Euk+Bac
DLK1,Vertebrata
HAMP,Mammalia
DEFB103A,Mammalia
SMAD3,Eumetazoa
ARF1,Eukaryota
TNFAIP6,Vertebrata
DAB2,Eumetazoa
MUC5AC,Eumetazoa
VLDLR,Eumetazoa
XIAP,Opisthokonta
FOXO4,Opisthokonta
ATP2C1,Eukaryota
PPP2R2B,Eukaryota
HOXA4,Eumetazoa
TFAM,Eukaryota
GTF2B,Euk_Archaea
CDK6,Eumetazoa
PURA,Eukaryota
HSF1,Eukaryota
NFKB2,Opisthokonta
REEP5,Eukaryota
IRF9,Mammalia
MDM2,Eumetazoa
TIAL1,Euk+Bac
E2F1,Eukaryota
INSM1,Eumetazoa
SET,Eukaryota
CD83,Mammalia
FOXK2,Opisthokonta
RUNX1,Eumetazoa
RELB,Eumetazoa
IL5RA,Vertebrata
MS4A2,Mammalia
MYL7,Vertebrata
PMP22,Vertebrata
FABP5,Eumetazoa
DEFA5,Mammalia
DEFA6,Mammalia
FLI1,Eumetazoa
HMGCS1,Cellular_organisms
IFITM3,Vertebrata
IL1RL1,Eumetazoa
SLC7A5,Euk+Bac
DR1,Eukaryota
TFAP4,Eumetazoa
MC2R,Eumetazoa
PFKP,Euk+Bac
SATB1,Vertebrata
XPC,Eukaryota
EWSR1,Vertebrata
POU4F1,Eumetazoa
POU5F1,Mammalia
SPIB,Eumetazoa
COL4A3,Opisthokonta
SLC6A3,Eumetazoa
ROR1,Eumetazoa
TAGLN,Eukaryota
MEF2A,Opisthokonta
MEF2B,Eukaryota
SP2,Vertebrata
GUCY1B1,Eumetazoa
PRKCE,Eukaryota
TNFRSF17,Mammalia
CYP27A1,Eumetazoa
ID2,Eumetazoa
COL7A1,Mammalia
SP4,Eumetazoa
SP3,Vertebrata
DSC2,Eumetazoa
MUC3A,Vertebrata
ID3,Eumetazoa
PAX5,Eumetazoa
IRF8,Eumetazoa
NHLH2,Eumetazoa
TEK,Vertebrata
FKBP4,Euk+Bac
PLOD1,Vertebrata
MUC2,Eumetazoa
NUCB1,Opisthokonta
TOP2B,Eukaryota
CREB5,Opisthokonta
AKAP12,Vertebrata
PAX2,Eumetazoa
DST,Opisthokonta
HHEX,Eumetazoa
POU3F1,Eumetazoa
CREM,Eumetazoa
MECOM,Eumetazoa
CAV1,Eumetazoa
KMT2A,Eukaryota
TGFBR3,Eumetazoa
PPARD,Eumetazoa
TFF2,Eumetazoa
PLAUR,Mammalia
TAP1,Euk+Bac
TAP2,Euk+Bac
COL10A1,Opisthokonta
CEBPZ,Eukaryota
HSF2,Eukaryota
RELA,Eumetazoa
FOLH1,Euk+Bac
OCA2,Cellular_organisms
KRT17,Eumetazoa
TLE1,Vertebrata
TLE3,Eukaryota
EMX2,Eumetazoa
PRKCQ,Eukaryota
CHRNE,Vertebrata
REL,Eumetazoa
SRY,Eukaryota
MXD1,Eumetazoa
LIPE,Eukaryota
ZBTB16,Vertebrata
GRIN1,Eumetazoa
CALD1,Vertebrata
RNASEL,Eukaryota
EN1,Eumetazoa
FPGS,Cellular_organisms
BTK,Eukaryota
RBPJ,Opisthokonta
MEF2C,Opisthokonta
RUNX1T1,Eumetazoa
SULT2A1,Mammalia
GABPA,Eumetazoa
GABPB1,Euk+Bac
RAD51,Euk_Archaea
LTB,Vertebrata
PAX8,Eumetazoa
FMR1,Eumetazoa
EGR3,Opisthokonta
SOX4,Eumetazoa
TNFRSF9,Vertebrata
C1QBP,Opisthokonta
CD69,Mammalia
TJP1,Opisthokonta
ZFP36L1,Eukaryota
TFF3,Mammalia
KHDRBS1,Vertebrata
BAX,Eumetazoa
BCL2L1,Eumetazoa
MCL1,Vertebrata
SLC3A1,Cellular_organisms
PPARA,Eumetazoa
LRP1,Eumetazoa
SRSF1,Eukaryota
CYP24A1,Vertebrata
FOXM1,Eumetazoa
DHX9,Eumetazoa
LGALS3BP,Eumetazoa
FGL1,Eumetazoa
RBL2,Eukaryota
HLA-DQA1,Vertebrata
DMPK,Eukaryota
NCBP1,Eukaryota
MGAT5,Eumetazoa
EP300,Eukaryota
RASGEF1B,Eumetazoa
APOBR,Mammalia
AGER,Mammalia
DBP,Eumetazoa
TEF,Eumetazoa
BST1,Eumetazoa
BST2,Mammalia
FUT2,Euk+Bac
FUT7,Eukaryota
ST3GAL1,Eukaryota
ST3GAL3,Eukaryota
ST3GAL4,Eukaryota
SREBF2,Eumetazoa
FOXO1,Eumetazoa
GTF3C1,Eumetazoa
KCNMA1,Eukaryota
HYAL1,Eumetazoa
PNRC1,Vertebrata
ASPH,Euk+Bac
TFCP2,Opisthokonta
KCNH2,Eukaryota
SMARCB1,Eukaryota
BPTF,Eumetazoa
CDC20,Euk+Bac
POU4F2,Eumetazoa
NFIA,Eumetazoa
CDH17,Eumetazoa
FAP,Euk+Bac
TP53BP1,Eumetazoa
ILF2,Eumetazoa
ILF3,Eumetazoa
SLC10A2,Cellular_organisms
PTPN13,Opisthokonta
TRAF2,Eukaryota
FOXF1,Opisthokonta
FOXF2,Opisthokonta
FOXC1,Eumetazoa
FOXI1,Opisthokonta
FOXL1,Eumetazoa
DLG1,Opisthokonta
NFATC3,Vertebrata
BNIP3,Vertebrata
IL24,Vertebrata
PRDM2,Eumetazoa
NAIP,Opisthokonta
TRAF1,Eukaryota
ACACA,Eukaryota
PDIA2,Eukaryota
ZBTB17,Vertebrata
DUSP4,Eukaryota
KLF10,Opisthokonta
REST,Vertebrata
NR1H3,Eumetazoa
BAMBI,Vertebrata
PAK1,Eukaryota
FADD,Eumetazoa
MAPK7,Eukaryota
MMRN1,Vertebrata
TBX2,Eumetazoa
DNAJC3,Eukaryota
GRIN2B,Vertebrata
NME3,Cellular_organisms
MAP3K1,Eumetazoa
MAD2L1,Eukaryota
TRIM28,Vertebrata
DHRS2,Euk+Bac
NR5A1,Eumetazoa
SKP2,Opisthokonta
ATM,Eukaryota
MTA1,Eumetazoa
ITGAD,Eumetazoa
KLF1,Eumetazoa
ITGB3BP,Vertebrata
CTBP1,Euk+Bac
PLD1,Eukaryota
ILK,Euk+Bac
MSLN,Vertebrata
IKZF1,Opisthokonta
PPIG,Eukaryota
MECOM,Eumetazoa
NFATC2,Vertebrata
TOP3A,Cellular_organisms
MADCAM1,Mammalia
SMAD4,Eumetazoa
BIRC3,Opisthokonta
BIRC2,Opisthokonta
SQSTM1,Eumetazoa
NAB1,Eumetazoa
TUBB3,Vertebrata
ASAH1,Opisthokonta
OLIG2,Vertebrata
PNOC,Vertebrata
PIN1,Euk+Bac
HDAC1,Cellular_organisms
NEUROD1,Eumetazoa
IRF5,Eumetazoa
TDG,Euk+Bac
SNW1,Eukaryota
STIM1,Opisthokonta
TP53BP2,Eumetazoa
DYRK1A,Eukaryota
FHL1,Vertebrata
LAMC2,Eumetazoa
RUNX3,Eumetazoa
NCOA4,Eumetazoa
PMAIP1,Mammalia
ITGA9,Vertebrata
ENPP2,Euk+Bac
BLMH,Euk+Bac
PTK6,Mammalia
KLF9,Opisthokonta
KLF5,Eumetazoa
PDE7A,Opisthokonta
RUNX2,Eumetazoa
CBFB,Eumetazoa
NFYC,Eukaryota
HNRNPD,Eukaryota
SCARB2,Eukaryota
LRP8,Eumetazoa
IL18,Vertebrata
VEZF1,Eumetazoa
SCARF1,Vertebrata
IKBKE,Eumetazoa
DOCK1,Eukaryota
TFDP1,Eukaryota
SIM2,Eumetazoa
WRN,Euk+Bac
FHL2,Eukaryota
CRMP1,Euk+Bac
BTG3,Eukaryota
NPAT,Vertebrata
E2F2,Eukaryota
EBI3,Vertebrata
TRIM25,Eumetazoa
FGL2,Eumetazoa
GRM2,Eumetazoa
GALNT3,Vertebrata
BECN1,Eukaryota
HES1,Eumetazoa
SLBP,Eukaryota
NFE2L1,Eumetazoa
WFDC2,Eumetazoa
FGFBP1,Vertebrata
FAT1,Eumetazoa
HIC1,Eumetazoa
HLTF,Euk+Bac
HNF4G,Eumetazoa
DMC1,Euk_Archaea
MCM6,Euk_Archaea
MXD4,Opisthokonta
ZNF267,Opisthokonta
ZNF268,Mammalia
IHH,Eumetazoa
IRF3,Vertebrata
KCNJ11,Euk+Bac
MDC1,Eukaryota
RRP1B,Eukaryota
NCOA6,Eumetazoa
PDCD11,Eukaryota
LPIN1,Eukaryota
SSPN,Eumetazoa
GNMT,Eumetazoa
MVP,Eukaryota
STAT4,Vertebrata
LTBP1,Eukaryota
HLX,Eumetazoa
CASP8,Eumetazoa
MEF2D,Eukaryota
CHD4,Eukaryota
STARD3,Eumetazoa
MTF1,Eumetazoa
DRAP1,Eukaryota
NFIX,Eumetazoa
GPNMB,Vertebrata
SLC10A1,Euk+Bac
KPNB1,Eukaryota
NOLC1,Eukaryota
NR1I3,Eumetazoa
PCLAF,Eumetazoa
WTAP,Eukaryota
PSMD6,Eukaryota
SART3,Eukaryota
SUZ12,Eukaryota
SETDB1,Eumetazoa
BRD3,Eukaryota
POSTN,Cellular_organisms
ACOX1,Euk+Bac
CDK5R1,Eumetazoa
PDIA6,Eukaryota
AGER,Eumetazoa
PDK1,Eukaryota
PDK2,Eukaryota
PEA15,Eumetazoa
PON2,Euk+Bac
TCEAL1,Mammalia
NONO,Eumetazoa
PSG5,Eumetazoa
PTPA,Eukaryota
ERBB4,Vertebrata
IRF4,Eumetazoa
ZMYND11,Eumetazoa
ANKRD1,Vertebrata
E2F5,Eukaryota
ANGPT1,Vertebrata
DHCR24,Euk+Bac
SHH,Eumetazoa
NR0B2,Eumetazoa
SIX1,Eumetazoa
RGN,Cellular_organisms
SURF1,Euk+Bac
SURF2,Eumetazoa
TAF5,Eukaryota
TAF7,Opisthokonta
TERF2,Vertebrata
TEAD4,Opisthokonta
TAF1A,Eumetazoa
TGFBI,Cellular_organisms
TGIF1,Eukaryota
NCOA2,Eumetazoa
SF1,Eukaryota
MED1,Eumetazoa
NFKBIB,Eukaryota
TRIP6,Eukaryota
TWIST1,Eumetazoa
TSC22D1,Eumetazoa
ELAVL1,Eukaryota
ELF2,Eumetazoa
KISS1,Mammalia
INPP5J,Eukaryota
NAB2,Eumetazoa
CEBPE,Mammalia
EFNB3,Eumetazoa
TOMM34,Euk+Bac
NCOA1,Vertebrata
SMAD2,Eumetazoa
SMAD1,Eumetazoa
STK11,Eukaryota
ADIPOQ,Vertebrata
USF2,Eumetazoa
SCN9A,Eukaryota
EZH2,Eukaryota
ZFHX3,Eumetazoa
ZIC1,Eumetazoa
SNCB,Vertebrata
NFE2L2,Eumetazoa
E2F4,Eukaryota
NTRK3,Eumetazoa
PDCD2,Eukaryota
SSX2,Mammalia
EXT1,Eukaryota
TAF12,Eukaryota
BATF,Vertebrata
CRY1,Euk+Bac
DDB1,Eukaryota
SNAPC1,Eumetazoa
HLF,Eumetazoa
MAPK14,Eukaryota
BCL2A1,Vertebrata
IL17A,Eumetazoa
DPYSL2,Euk+Bac
PSG3,Eumetazoa
CARTPT,Vertebrata
ACKR1,Mammalia
RBBP7,Euk+Bac
CCNG2,Eukaryota
FXN,Eukaryota
ZNF239,Opisthokonta
ECM1,Vertebrata
BAK1,Eumetazoa
NFE2,Eumetazoa
OCLN,Vertebrata
POU2AF1,Vertebrata
SMN1,Eumetazoa
MAPKAPK3,Eukaryota
NFIL3,Eumetazoa
TBR1,Eumetazoa
PRSS8,Eumetazoa
PDK4,Eukaryota
MLANA,Vertebrata
NRF1,Eumetazoa
GUCA2B,Mammalia
HIF1A,Eumetazoa
IFI16,Mammalia
CDKN3,Euk+Bac
AMHR2,Vertebrata
MIA,Vertebrata
FOXD1,Vertebrata
CYP1B1,Eukaryota
UGCG,Euk+Bac
UBE2S,Eukaryota
LAMA3,Eumetazoa
CA9,Euk+Bac
MEP1A,Eumetazoa
PCK2,Cellular_organisms
PTPRO,Eukaryota
DUSP6,Eukaryota
UPP1,Cellular_organisms
DDR2,Eumetazoa
LTC4S,Euk+Bac
PFKFB3,Eukaryota
PFKFB4,Euk+Bac
CDO1,Euk+Bac
TXNRD1,Cellular_organisms
MICB,Vertebrata
MICA,Vertebrata
MICA,Vertebrata
HLA-E,Eumetazoa
ZNF423,Eumetazoa
HLA-DRA,Vertebrata
HLA-DRB5,Vertebrata
HFE,Vertebrata
HLA-B,Vertebrata
ZNF750,Vertebrata
LRRFIP1,Eumetazoa
SNAI3,Eumetazoa
CRY2,Euk+Bac
SLC22A6,Cellular_organisms
GREB1,Eumetazoa
PDCD4,Eukaryota
CEP55,Vertebrata
TP53I3,Euk+Bac
SMUG1,Euk+Bac
TAF1B,Eumetazoa
ESCO2,Eukaryota
EAPP,Eukaryota
HSP90B2P,Euk+Bac
CENPW,Mammalia
HLA-DPB1,Vertebrata
TFDP3,Eukaryota
KLF17,Opisthokonta
GNAS,Mammalia
HLA-A,Vertebrata
LTA,Vertebrata
HLA-DQB1,Vertebrata
DACT2,Vertebrata
UTF1,Mammalia
ANXA8,Eukaryota
GJC2,Eumetazoa
SFRP5,Eumetazoa
L1TD1,Mammalia
FHL5,Eukaryota
GFI1B,Opisthokonta
HLA-DQA1,Vertebrata
SLC22A10,Eukaryota
E4F1,Opisthokonta
PPP2R2D,Eukaryota
HLA-DQA1,Vertebrata
