,Tf,Tg,TF_age,Tg_age
3248,YDR501W,YOL159C,Saccharomyceta,
3249,YDR501W,YOL160W,Saccharomyceta,
3250,YDR501W,YOL161C,Saccharomyceta,
3251,YDR501W,YOR031W,Saccharomyceta,
3252,YDR501W,YOR327C,Saccharomyceta,Eukaryota
3253,YDR501W,YOR328W,Saccharomyceta,Eukaryota
3254,YDR501W,YOR350C,Saccharomyceta,
3255,YDR501W,YPL030W,Saccharomyceta,Eukaryota
3256,YDR501W,YPL031C,Saccharomyceta,Eukaryota
3257,YDR501W,YPL139C,Saccharomyceta,Opisthokonta
3258,YDR501W,YPL188W,Saccharomyceta,Cellular_organisms
3259,YDR501W,YPL243W,Saccharomyceta,Eukaryota
3260,YDR501W,YPL244C,Saccharomyceta,Eukaryota
3261,YDR501W,YPR036W,Saccharomyceta,Eukaryota
3262,YDR501W,YPR045C,Saccharomyceta,Eukaryota
3263,YDR501W,YPR046W,Saccharomyceta,
3264,YDR501W,YPR047W,Saccharomyceta,Euk+Bac
3265,YDR501W,YPR072W,Saccharomyceta,Eukaryota
3266,YDR501W,YPR109W,Saccharomyceta,
3267,YDR501W,YPR128C,Saccharomyceta,Eukaryota
3268,YDR501W,YPR129W,Saccharomyceta,Eukaryota
3269,YDR501W,YPR130C,Saccharomyceta,
3270,YDR501W,YPR133C,Saccharomyceta,Eukaryota
3271,YDR501W,YPR133WA,Saccharomyceta,
3272,YDR520C,YBR137W,Saccharomyceta,Euk+Bac
3273,YDR520C,YBR286W,Saccharomyceta,Cellular_organisms
3274,YDR520C,YER036C,Saccharomyceta,Euk+Bac
3275,YDR520C,YER037W,Saccharomyceta,Euk+Bac
3276,YDR520C,YHR128W,Saccharomyceta,Cellular_organisms
3277,YDR520C,YLR288C,Saccharomyceta,Saccharomyceta
3278,YDR520C,YLR289W,Saccharomyceta,Euk+Bac
3279,YEL009C,YBL043W,Saccharomyceta,Saccharomyceta
3280,YEL009C,YBL044W,Saccharomyceta,
3281,YEL009C,YBL045C,Saccharomyceta,Euk+Bac
3282,YEL009C,YBL076C,Saccharomyceta,Cellular_organisms
3283,YEL009C,YBL102W,Saccharomyceta,Eukaryota
3284,YEL009C,YBL103C,Saccharomyceta,Opisthokonta
3285,YEL009C,YBR043C,Saccharomyceta,Dikarya
3286,YEL009C,YBR046C,Saccharomyceta,Euk+Bac
3287,YEL009C,YBR047W,Saccharomyceta,
3288,YEL009C,YBR068C,Saccharomyceta,Euk+Bac
3289,YEL009C,YBR104W,Saccharomyceta,Eukaryota
3290,YEL009C,YBR112C,Saccharomyceta,Eukaryota
3291,YEL009C,YBR114W,Saccharomyceta,Euk+Bac
3292,YEL009C,YBR115C,Saccharomyceta,Euk+Bac
3293,YEL009C,YBR143C,Saccharomyceta,Euk_Archaea
3294,YEL009C,YBR144C,Saccharomyceta,
3295,YEL009C,YBR145W,Saccharomyceta,Euk+Bac
3296,YEL009C,YBR147W,Saccharomyceta,Eukaryota
3297,YEL009C,YBR162C,Saccharomyceta,Ascomycota
3298,YEL009C,YBR162WA,Saccharomyceta,
3299,YEL009C,YBR218C,Saccharomyceta,Euk+Bac
3300,YEL009C,YBR248C,Saccharomyceta,Cellular_organisms
3301,YEL009C,YBR249C,Saccharomyceta,Euk+Bac
3302,YEL009C,YBR250W,Saccharomyceta,
3303,YEL009C,YBR254C,Saccharomyceta,Eukaryota
3304,YEL009C,YBR255W,Saccharomyceta,Saccharomyceta
3305,YEL009C,YBR256C,Saccharomyceta,Cellular_organisms
3306,YEL009C,YBR257W,Saccharomyceta,Eukaryota
3307,YEL009C,YCL030C,Saccharomyceta,Cellular_organisms
3308,YEL009C,YCR023C,Saccharomyceta,Eukaryota
3309,YEL009C,YCR053W,Saccharomyceta,Euk+Bac
3310,YEL009C,YDL054C,Saccharomyceta,Saccharomyceta
3311,YEL009C,YDL066W,Saccharomyceta,Euk+Bac
3312,YEL009C,YDL067C,Saccharomyceta,Ascomycota
3313,YEL009C,YDL170W,Saccharomyceta,Ascomycota
3314,YEL009C,YDL171C,Saccharomyceta,Euk+Bac
3315,YEL009C,YDL182W,Saccharomyceta,Cellular_organisms
3316,YEL009C,YDL196W,Saccharomyceta,
3317,YEL009C,YDL197C,Saccharomyceta,
3318,YEL009C,YDL198C,Saccharomyceta,Eukaryota
3319,YEL009C,YDR034C,Saccharomyceta,Saccharomyceta
3320,YEL009C,YDR035W,Saccharomyceta,Euk+Bac
3321,YEL009C,YDR084C,Saccharomyceta,Eukaryota
3322,YEL009C,YDR125C,Saccharomyceta,Eukaryota
3323,YEL009C,YDR126W,Saccharomyceta,Eukaryota
3324,YEL009C,YDR127W,Saccharomyceta,Cellular_organisms
3325,YEL009C,YDR243C,Saccharomyceta,Eukaryota
3326,YEL009C,YDR244W,Saccharomyceta,Eukaryota
3327,YEL009C,YDR258C,Saccharomyceta,Euk+Bac
3328,YEL009C,YDR341C,Saccharomyceta,Cellular_organisms
3329,YEL009C,YDR354W,Saccharomyceta,Cellular_organisms
3330,YEL009C,YDR481C,Saccharomyceta,Cellular_organisms
3331,YEL009C,YDR486C,Saccharomyceta,Eukaryota
3332,YEL009C,YDR508C,Saccharomyceta,Euk+Bac
3333,YEL009C,YDR510W,Saccharomyceta,Eukaryota
3334,YEL009C,YDR527W,Saccharomyceta,Eukaryota
3335,YEL009C,YEL062W,Saccharomyceta,Eukaryota
3336,YEL009C,YEL063C,Saccharomyceta,Cellular_organisms
3337,YEL009C,YER039C,Saccharomyceta,Eukaryota
3338,YEL009C,YER040W,Saccharomyceta,Opisthokonta
3339,YEL009C,YER052C,Saccharomyceta,Cellular_organisms
3340,YEL009C,YER055C,Saccharomyceta,Cellular_organisms
3341,YEL009C,YER069W,Saccharomyceta,Cellular_organisms
3342,YEL009C,YER073W,Saccharomyceta,Euk+Bac
3343,YEL009C,YER085C,Saccharomyceta,
3344,YEL009C,YER086W,Saccharomyceta,Euk+Bac
3345,YEL009C,YER089C,Saccharomyceta,Eukaryota
3346,YEL009C,YER090W,Saccharomyceta,Cellular_organisms
3347,YEL009C,YER175C,Saccharomyceta,Euk+Bac
3348,YEL009C,YER176W,Saccharomyceta,Eukaryota
3349,YEL009C,YFL021W,Saccharomyceta,Opisthokonta
3350,YEL009C,YFL022C,Saccharomyceta,Cellular_organisms
3351,YEL009C,YFL028C,Saccharomyceta,Euk+Bac
3352,YEL009C,YFR055W,Saccharomyceta,Euk+Bac
3353,YEL009C,YGL026C,Saccharomyceta,Cellular_organisms
3354,YEL009C,YGL059W,Saccharomyceta,Eukaryota
3355,YEL009C,YGL117W,Saccharomyceta,
3356,YEL009C,YGL118C,Saccharomyceta,
3357,YEL009C,YGL125W,Saccharomyceta,Euk+Bac
3358,YEL009C,YGL180W,Saccharomyceta,Eukaryota
3359,YEL009C,YGL184C,Saccharomyceta,Eukaryota
3360,YEL009C,YGL186C,Saccharomyceta,Euk+Bac
3361,YEL009C,YGL202W,Saccharomyceta,Cellular_organisms
3362,YEL009C,YGR067C,Saccharomyceta,Saccharomyceta
3363,YEL009C,YGR069W,Saccharomyceta,
3364,YEL009C,YGR094W,Saccharomyceta,Cellular_organisms
3365,YEL009C,YGR161C,Saccharomyceta,Saccharomyceta
3366,YEL009C,YGR204W,Saccharomyceta,Cellular_organisms
3367,YEL009C,YGR267C,Saccharomyceta,Cellular_organisms
3368,YEL009C,YGR269W,Saccharomyceta,
3369,YEL009C,YGR271CA,Saccharomyceta,
3370,YEL009C,YHL027W,Saccharomyceta,Dikarya
3371,YEL009C,YHR018C,Saccharomyceta,Cellular_organisms
3372,YEL009C,YHR019C,Saccharomyceta,Euk+Bac
3373,YEL009C,YHR020W,Saccharomyceta,Cellular_organisms
3374,YEL009C,YHR022C,Saccharomyceta,Euk+Bac
3375,YEL009C,YHR023W,Saccharomyceta,Cellular_organisms
3376,YEL009C,YHR024C,Saccharomyceta,Euk+Bac
3377,YEL009C,YHR025W,Saccharomyceta,Cellular_organisms
3378,YEL009C,YHR029C,Saccharomyceta,Cellular_organisms
3379,YEL009C,YHR071W,Saccharomyceta,Dikarya
3380,YEL009C,YHR122W,Saccharomyceta,Eukaryota
3381,YEL009C,YHR161C,Saccharomyceta,Eukaryota
3382,YEL009C,YHR162W,Saccharomyceta,Eukaryota
3383,YEL009C,YIL056W,Saccharomyceta,Saccharomyceta
3384,YEL009C,YIL067C,Saccharomyceta,Dikarya
3385,YEL009C,YIL116W,Saccharomyceta,Cellular_organisms
3386,YEL009C,YIL117C,Saccharomyceta,Saccharomyceta
3387,YEL009C,YIL164C,Saccharomyceta,Euk+Bac
3388,YEL009C,YIL165C,Saccharomyceta,Euk+Bac
3389,YEL009C,YIR034C,Saccharomyceta,Opisthokonta
3390,YEL009C,YJL011C,Saccharomyceta,Eukaryota
3391,YEL009C,YJL071W,Saccharomyceta,Opisthokonta
3392,YEL009C,YJL072C,Saccharomyceta,Eukaryota
3393,YEL009C,YJL088W,Saccharomyceta,Cellular_organisms
3394,YEL009C,YJL130C,Saccharomyceta,Cellular_organisms
3395,YEL009C,YJL198W,Saccharomyceta,Cellular_organisms
3396,YEL009C,YJL200C,Saccharomyceta,Cellular_organisms
3397,YEL009C,YJL210W,Saccharomyceta,Eukaryota
3398,YEL009C,YJL212C,Saccharomyceta,Eukaryota
3399,YEL009C,YJR016C,Saccharomyceta,Cellular_organisms
3400,YEL009C,YJR018W,Saccharomyceta,
3401,YEL009C,YJR025C,Saccharomyceta,Eukaryota
3402,YEL009C,YJR026W,Saccharomyceta,
3403,YEL009C,YJR027W,Saccharomyceta,Saccharomyceta
3404,YEL009C,YJR028W,Saccharomyceta,
3405,YEL009C,YJR029W,Saccharomyceta,Dikarya
3406,YEL009C,YJR104C,Saccharomyceta,Cellular_organisms
3407,YEL009C,YJR105W,Saccharomyceta,Eukaryota
3408,YEL009C,YJR109C,Saccharomyceta,Cellular_organisms
3409,YEL009C,YJR110W,Saccharomyceta,Eukaryota
3410,YEL009C,YJR111C,Saccharomyceta,Ascomycota
3411,YEL009C,YJR112W,Saccharomyceta,Ascomycota
3412,YEL009C,YJR145C,Saccharomyceta,
3413,YEL009C,YJR146W,Saccharomyceta,
3414,YEL009C,YJR147W,Saccharomyceta,Eukaryota
3415,YEL009C,YKL015W,Saccharomyceta,Saccharomyceta
3416,YEL009C,YKL016C,Saccharomyceta,Dikarya
3417,YEL009C,YKL103C,Saccharomyceta,Euk+Bac
3418,YEL009C,YKL211C,Saccharomyceta,Cellular_organisms
3419,YEL009C,YKR097W,Saccharomyceta,Euk+Bac
3420,YEL009C,YLL004W,Saccharomyceta,Saccharomyceta
3421,YEL009C,YLL005C,Saccharomyceta,Eukaryota
3422,YEL009C,YLL008W,Saccharomyceta,Eukaryota
3423,YEL009C,YLL009C,Saccharomyceta,Eukaryota
3424,YEL009C,YLR047C,Saccharomyceta,Saccharomyceta
3425,YEL009C,YLR048W,Saccharomyceta,Euk_Archaea
3426,YEL009C,YLR049C,Saccharomyceta,
3427,YEL009C,YLR152C,Saccharomyceta,Dikarya
3428,YEL009C,YLR266C,Saccharomyceta,Ascomycota
3429,YEL009C,YLR267W,Saccharomyceta,
3430,YEL009C,YLR355C,Saccharomyceta,Cellular_organisms
3431,YEL009C,YLR356W,Saccharomyceta,Saccharomyceta
3432,YEL009C,YLR451W,Saccharomyceta,Saccharomyceta
3433,YEL009C,YML076C,Saccharomyceta,Saccharomyceta
3434,YEL009C,YML116W,Saccharomyceta,Euk+Bac
3435,YEL009C,YMR019W,Saccharomyceta,Saccharomyceta
3436,YEL009C,YMR062C,Saccharomyceta,Cellular_organisms
3437,YEL009C,YMR063W,Saccharomyceta,Saccharomyceta
3438,YEL009C,YMR095C,Saccharomyceta,Cellular_organisms
3439,YEL009C,YMR096W,Saccharomyceta,Cellular_organisms
3440,YEL009C,YMR108W,Saccharomyceta,Cellular_organisms
3441,YEL009C,YMR135C,Saccharomyceta,Eukaryota
3442,YEL009C,YMR136W,Saccharomyceta,Eukaryota
3443,YEL009C,YMR188C,Saccharomyceta,Saccharomyceta
3444,YEL009C,YMR189W,Saccharomyceta,Cellular_organisms
3445,YEL009C,YMR195W,Saccharomyceta,
3446,YEL009C,YMR287C,Saccharomyceta,Euk+Bac
3447,YEL009C,YMR288W,Saccharomyceta,Eukaryota
3448,YEL009C,YMR300C,Saccharomyceta,Cellular_organisms
3449,YEL009C,YNL004W,Saccharomyceta,Eukaryota
3450,YEL009C,YNL005C,Saccharomyceta,Euk+Bac
3451,YEL009C,YNL036W,Saccharomyceta,Euk+Bac
3452,YEL009C,YNL037C,Saccharomyceta,Eukaryota
3453,YEL009C,YNL065W,Saccharomyceta,Euk+Bac
3454,YEL009C,YNL103W,Saccharomyceta,Saccharomyceta
3455,YEL009C,YNL104C,Saccharomyceta,Euk+Bac
3456,YEL009C,YNL124W,Saccharomyceta,Eukaryota
3457,YEL009C,YNL125C,Saccharomyceta,Euk+Bac
3458,YEL009C,YNL129W,Saccharomyceta,Opisthokonta
3459,YEL009C,YNL130C,Saccharomyceta,Eukaryota
3460,YEL009C,YNL175C,Saccharomyceta,Dikarya
3461,YEL009C,YNL183C,Saccharomyceta,Saccharomyceta
3462,YEL009C,YNL239W,Saccharomyceta,Euk+Bac
3463,YEL009C,YNL240C,Saccharomyceta,Euk+Bac
3464,YEL009C,YNL309W,Saccharomyceta,Dikarya
3465,YEL009C,YNL311C,Saccharomyceta,
3466,YEL009C,YNR050C,Saccharomyceta,Eukaryota
3467,YEL009C,YNR069C,Saccharomyceta,Saccharomyceta
3468,YEL009C,YOL058W,Saccharomyceta,Cellular_organisms
3469,YEL009C,YOL064C,Saccharomyceta,Euk+Bac
3470,YEL009C,YOL117W,Saccharomyceta,
3471,YEL009C,YOL119C,Saccharomyceta,Euk+Bac
3472,YEL009C,YOL140W,Saccharomyceta,Cellular_organisms
3473,YEL009C,YOL152W,Saccharomyceta,Eukaryota
3474,YEL009C,YOR108W,Saccharomyceta,Euk+Bac
3475,YEL009C,YOR130C,Saccharomyceta,Eukaryota
3476,YEL009C,YOR201C,Saccharomyceta,Euk+Bac
3477,YEL009C,YOR202W,Saccharomyceta,Cellular_organisms
3478,YEL009C,YOR203W,Saccharomyceta,
3479,YEL009C,YOR204W,Saccharomyceta,Eukaryota
3480,YEL009C,YOR221C,Saccharomyceta,Euk+Bac
3481,YEL009C,YOR222W,Saccharomyceta,Eukaryota
3482,YEL009C,YOR302W,Saccharomyceta,
3483,YEL009C,YOR303W,Saccharomyceta,Cellular_organisms
3484,YEL009C,YOR337W,Saccharomyceta,Ascomycota
3485,YEL009C,YPL111W,Saccharomyceta,Euk+Bac
3486,YEL009C,YPL112C,Saccharomyceta,Saccharomyceta
3487,YEL009C,YPL135W,Saccharomyceta,Cellular_organisms
3488,YEL009C,YPL137C,Saccharomyceta,Saccharomyceta
3489,YEL009C,YPL250C,Saccharomyceta,
3490,YEL009C,YPL252C,Saccharomyceta,Euk+Bac
3491,YEL009C,YPL264C,Saccharomyceta,Euk+Bac
3492,YEL009C,YPL269W,Saccharomyceta,Saccharomyceta
3493,YEL009C,YPL273W,Saccharomyceta,Euk+Bac
3494,YEL009C,YPR038W,Saccharomyceta,
3495,YEL009C,YPR039W,Saccharomyceta,
3496,YEL009C,YPR040W,Saccharomyceta,Eukaryota
3497,YEL009C,YPR058W,Saccharomyceta,Eukaryota
3498,YEL009C,YPR060C,Saccharomyceta,Eukaryota
3499,YEL009C,YPR110C,Saccharomyceta,Euk_Archaea
3500,YEL009C,YPR111W,Saccharomyceta,Eukaryota
3501,YEL009C,YPR145W,Saccharomyceta,Cellular_organisms
3502,YEL009C,YPR167C,Saccharomyceta,Cellular_organisms
3503,YEL009C,YPR168W,Saccharomyceta,Eukaryota
3504,YEL009C,YPR185W,Saccharomyceta,Ascomycota
3505,YER028C,YBR229C,Ascomycota,Eukaryota
3506,YER028C,YCR018CA,Ascomycota,
3507,YER028C,YCR019W,Ascomycota,Dikarya
3508,YER028C,YDL246C,Ascomycota,Cellular_organisms
3509,YER028C,YEL070W,Ascomycota,
3510,YER028C,YER189W,Ascomycota,
3511,YER028C,YER190W,Ascomycota,Saccharomyceta
3512,YER028C,YFR017C,Ascomycota,
3513,YER028C,YJR158W,Ascomycota,Euk+Bac
3514,YER040W,YAL040C,Opisthokonta,Saccharomyceta
3515,YER040W,YAR064W,Opisthokonta,
3516,YER040W,YBR102C,Opisthokonta,Opisthokonta
3517,YER040W,YBR103W,Opisthokonta,Eukaryota
3518,YER040W,YBR208C,Opisthokonta,Cellular_organisms
3519,YER040W,YCL030C,Opisthokonta,Cellular_organisms
3520,YER040W,YCL063W,Opisthokonta,
3521,YER040W,YCL064C,Opisthokonta,Eukaryota
3522,YER040W,YCR018CA,Opisthokonta,
3523,YER040W,YCR019W,Opisthokonta,Dikarya
3524,YER040W,YCR064C,Opisthokonta,
3525,YER040W,YCR065W,Opisthokonta,Opisthokonta
3526,YER040W,YDL066W,Opisthokonta,Euk+Bac
3527,YER040W,YDL067C,Opisthokonta,Ascomycota
3528,YER040W,YDL170W,Opisthokonta,Ascomycota
3529,YER040W,YDL171C,Opisthokonta,Euk+Bac
3530,YER040W,YDL198C,Opisthokonta,Eukaryota
3531,YER040W,YDL210W,Opisthokonta,Euk+Bac
3532,YER040W,YDL215C,Opisthokonta,Euk+Bac
3533,YER040W,YDR030C,Opisthokonta,Eukaryota
3534,YER040W,YDR031W,Opisthokonta,Saccharomyceta
3535,YER040W,YDR040C,Opisthokonta,Eukaryota
3536,YER040W,YDR041W,Opisthokonta,Euk+Bac
3537,YER040W,YDR077W,Opisthokonta,Saccharomyceta
3538,YER040W,YDR090C,Opisthokonta,Dikarya
3539,YER040W,YDR210W,Opisthokonta,Dikarya
3540,YER040W,YDR278C,Opisthokonta,
3541,YER040W,YDR508C,Opisthokonta,Euk+Bac
3542,YER040W,YDR510W,Opisthokonta,Eukaryota
3543,YER040W,YDR522C,Opisthokonta,Opisthokonta
3544,YER040W,YEL004W,Opisthokonta,Eukaryota
3545,YER040W,YEL005C,Opisthokonta,
3546,YER040W,YEL007W,Opisthokonta,Dikarya
3547,YER040W,YEL008W,Opisthokonta,
3548,YER040W,YEL009C,Opisthokonta,Saccharomyceta
3549,YER040W,YEL063C,Opisthokonta,Cellular_organisms
3550,YER040W,YER002W,Opisthokonta,Dikarya
3551,YER040W,YER175C,Opisthokonta,Euk+Bac
3552,YER040W,YER176W,Opisthokonta,Eukaryota
3553,YER040W,YER189W,Opisthokonta,
3554,YER040W,YER190W,Opisthokonta,Saccharomyceta
3555,YER040W,YFL021W,Opisthokonta,Opisthokonta
3556,YER040W,YFL022C,Opisthokonta,Cellular_organisms
3557,YER040W,YGL001C,Opisthokonta,Euk+Bac
3558,YER040W,YGL007W,Opisthokonta,
3559,YER040W,YGL008C,Opisthokonta,Cellular_organisms
3560,YER040W,YGL254W,Opisthokonta,Opisthokonta
3561,YER040W,YGL255W,Opisthokonta,Eukaryota
3562,YER040W,YGR019W,Opisthokonta,Eukaryota
3563,YER040W,YGR183C,Opisthokonta,Eukaryota
3564,YER040W,YGR234W,Opisthokonta,Euk+Bac
3565,YER040W,YHL015W,Opisthokonta,Euk_Archaea
3566,YER040W,YHL016C,Opisthokonta,Euk+Bac
3567,YER040W,YHL028W,Opisthokonta,Saccharomyceta
3568,YER040W,YHL029C,Opisthokonta,Saccharomyceta
3569,YER040W,YHR007C,Opisthokonta,Euk+Bac
3570,YER040W,YHR018C,Opisthokonta,Cellular_organisms
3571,YER040W,YHR029C,Opisthokonta,Cellular_organisms
3572,YER040W,YHR030C,Opisthokonta,Eukaryota
3573,YER040W,YHR037W,Opisthokonta,Euk+Bac
3574,YER040W,YHR051W,Opisthokonta,Opisthokonta
3575,YER040W,YHR193C,Opisthokonta,Eukaryota
3576,YER040W,YHR194W,Opisthokonta,Eukaryota
3577,YER040W,YIL119C,Opisthokonta,
3578,YER040W,YIR005W,Opisthokonta,Eukaryota
3579,YER040W,YIR027C,Opisthokonta,Cellular_organisms
3580,YER040W,YIR028W,Opisthokonta,Cellular_organisms
3581,YER040W,YIR029W,Opisthokonta,Euk+Bac
3582,YER040W,YIR030C,Opisthokonta,Dikarya
3583,YER040W,YIR031C,Opisthokonta,Cellular_organisms
3584,YER040W,YIR032C,Opisthokonta,Euk+Bac
3585,YER040W,YIR033W,Opisthokonta,Eukaryota
3586,YER040W,YJL006C,Opisthokonta,Dikarya
3587,YER040W,YJL023C,Opisthokonta,
3588,YER040W,YJL088W,Opisthokonta,Cellular_organisms
3589,YER040W,YJL110C,Opisthokonta,Opisthokonta
3590,YER040W,YJL148W,Opisthokonta,Saccharomyceta
3591,YER040W,YJL172W,Opisthokonta,Euk+Bac
3592,YER040W,YJL173C,Opisthokonta,
3593,YER040W,YJR109C,Opisthokonta,Cellular_organisms
3594,YER040W,YJR110W,Opisthokonta,Eukaryota
3595,YER040W,YJR148W,Opisthokonta,Euk+Bac
3596,YER040W,YJR152W,Opisthokonta,Cellular_organisms
3597,YER040W,YKL103C,Opisthokonta,Euk+Bac
3598,YER040W,YKR034W,Opisthokonta,Opisthokonta
3599,YER040W,YKR039W,Opisthokonta,Euk+Bac
3600,YER040W,YKR040C,Opisthokonta,
3601,YER040W,YKR042W,Opisthokonta,Ascomycota
3602,YER040W,YKR092C,Opisthokonta,Eukaryota
3603,YER040W,YKR093W,Opisthokonta,Euk+Bac
3604,YER040W,YLL016W,Opisthokonta,
3605,YER040W,YLL025W,Opisthokonta,
3606,YER040W,YLL033W,Opisthokonta,
3607,YER040W,YLL034C,Opisthokonta,Euk+Bac
3608,YER040W,YLR023C,Opisthokonta,Dikarya
3609,YER040W,YLR047C,Opisthokonta,Saccharomyceta
3610,YER040W,YLR048W,Opisthokonta,Euk_Archaea
3611,YER040W,YLR130C,Opisthokonta,Eukaryota
3612,YER040W,YLR142W,Opisthokonta,Eukaryota
3613,YER040W,YLR153C,Opisthokonta,Cellular_organisms
3614,YER040W,YLR257W,Opisthokonta,
3615,YER040W,YLR439W,Opisthokonta,Eukaryota
3616,YER040W,YMR017W,Opisthokonta,Dikarya
3617,YER040W,YMR088C,Opisthokonta,Cellular_organisms
3618,YER040W,YMR193W,Opisthokonta,Eukaryota
3619,YER040W,YNL141W,Opisthokonta,Euk+Bac
3620,YER040W,YNL142W,Opisthokonta,Cellular_organisms
3621,YER040W,YNL143C,Opisthokonta,
3622,YER040W,YNR006W,Opisthokonta,Eukaryota
3623,YER040W,YNR018W,Opisthokonta,Dikarya
3624,YER040W,YNR068C,Opisthokonta,Saccharomyceta
3625,YER040W,YOL058W,Opisthokonta,Cellular_organisms
3626,YER040W,YOL109W,Opisthokonta,Eukaryota
3627,YER040W,YOL119C,Opisthokonta,Euk+Bac
3628,YER040W,YOL159C,Opisthokonta,
3629,YER040W,YOR102W,Opisthokonta,
3630,YER040W,YOR230W,Opisthokonta,Opisthokonta
3631,YER040W,YOR315W,Opisthokonta,
3632,YER040W,YOR348C,Opisthokonta,Euk+Bac
3633,YER040W,YOR375C,Opisthokonta,Euk+Bac
3634,YER040W,YPL056C,Opisthokonta,
3635,YER040W,YPL111W,Opisthokonta,Euk+Bac
3636,YER040W,YPL265W,Opisthokonta,Euk+Bac
3637,YER040W,YPR035W,Opisthokonta,Euk+Bac
3638,YER040W,YPR038W,Opisthokonta,
3639,YER040W,YPR039W,Opisthokonta,
3640,YER040W,YPR040W,Opisthokonta,Eukaryota
3641,YER040W,YPR144C,Opisthokonta,Eukaryota
3642,YER040W,YPR145W,Opisthokonta,Cellular_organisms
3643,YER040W,YPR194C,Opisthokonta,Eukaryota
3644,YER045C,YDR332W,Saccharomyceta,Cellular_organisms
3645,YER045C,YPL078C,Saccharomyceta,Opisthokonta
3646,YER108C,STA2,,
3647,YER108C,YAR050W,,Opisthokonta
3648,YER108C,YIR019C,,Ascomycota
3649,YER111C,YBL002W,Opisthokonta,Eukaryota
3650,YER111C,YBL003C,Opisthokonta,Eukaryota
3651,YER111C,YBR070C,Opisthokonta,Eukaryota
3652,YER111C,YBR071W,Opisthokonta,
3653,YER111C,YBR077C,Opisthokonta,
3654,YER111C,YBR078W,Opisthokonta,Ascomycota
3655,YER111C,YBR112C,Opisthokonta,Eukaryota
3656,YER111C,YBR114W,Opisthokonta,Euk+Bac
3657,YER111C,YBR161W,Opisthokonta,Euk+Bac
3658,YER111C,YBR162C,Opisthokonta,Ascomycota
3659,YER111C,YBR162WA,Opisthokonta,
3660,YER111C,YBR163W,Opisthokonta,Saccharomyceta
3661,YER111C,YCL054W,Opisthokonta,Eukaryota
3662,YER111C,YCR064C,Opisthokonta,
3663,YER111C,YCR065W,Opisthokonta,Opisthokonta
3664,YER111C,YDL055C,Opisthokonta,Cellular_organisms
3665,YER111C,YDL126C,Opisthokonta,Cellular_organisms
3666,YER111C,YDL127W,Opisthokonta,Saccharomyceta
3667,YER111C,YDL185W,Opisthokonta,Cellular_organisms
3668,YER111C,YDL187C,Opisthokonta,
3669,YER111C,YDL227C,Opisthokonta,
3670,YER111C,YDR010C,Opisthokonta,
3671,YER111C,YDR011W,Opisthokonta,Eukaryota
3672,YER111C,YDR224C,Opisthokonta,Eukaryota
3673,YER111C,YDR225W,Opisthokonta,Eukaryota
3674,YER111C,YDR227W,Opisthokonta,Eukaryota
3675,YER111C,YDR309C,Opisthokonta,
3676,YER111C,YDR441C,Opisthokonta,Cellular_organisms
3677,YER111C,YDR442W,Opisthokonta,
3678,YER111C,YDR451C,Opisthokonta,Eukaryota
3679,YER111C,YDR452W,Opisthokonta,Eukaryota
3680,YER111C,YDR453C,Opisthokonta,Euk+Bac
3681,YER111C,YDR500C,Opisthokonta,Euk_Archaea
3682,YER111C,YDR501W,Opisthokonta,Saccharomyceta
3683,YER111C,YDR507C,Opisthokonta,Eukaryota
3684,YER111C,YDR508C,Opisthokonta,Euk+Bac
3685,YER111C,YDR509W,Opisthokonta,
3686,YER111C,YDR510W,Opisthokonta,Eukaryota
3687,YER111C,YDR524CB,Opisthokonta,
3688,YER111C,YDR525WA,Opisthokonta,
3689,YER111C,YDR526C,Opisthokonta,
3690,YER111C,YDR527W,Opisthokonta,Eukaryota
3691,YER111C,YDR528W,Opisthokonta,
3692,YER111C,YEL001C,Opisthokonta,Saccharomyceta
3693,YER111C,YEL040W,Opisthokonta,Dikarya
3694,YER111C,YER001W,Opisthokonta,Saccharomyceta
3695,YER111C,YER010C,Opisthokonta,Dikarya
3696,YER111C,YER011W,Opisthokonta,Saccharomyceta
3697,YER111C,YER070W,Opisthokonta,Cellular_organisms
3698,YER111C,YER078C,Opisthokonta,Euk+Bac
3699,YER111C,YER078WA,Opisthokonta,
3700,YER111C,YER079W,Opisthokonta,
3701,YER111C,YER112W,Opisthokonta,Eukaryota
3702,YER111C,YER145C,Opisthokonta,Eukaryota
3703,YER111C,YER146W,Opisthokonta,Euk_Archaea
3704,YER111C,YER177W,Opisthokonta,Eukaryota
3705,YER111C,YFR017C,Opisthokonta,
3706,YER111C,YGL038C,Opisthokonta,Eukaryota
3707,YER111C,YGL178W,Opisthokonta,Eukaryota
3708,YER111C,YGL179C,Opisthokonta,Eukaryota
3709,YER111C,YGL227W,Opisthokonta,Eukaryota
3710,YER111C,YGL253W,Opisthokonta,Euk+Bac
3711,YER111C,YGR013W,Opisthokonta,Saccharomyceta
3712,YER111C,YGR014W,Opisthokonta,Dikarya
3713,YER111C,YGR041W,Opisthokonta,
3714,YER111C,YGR050C,Opisthokonta,
3715,YER111C,YGR052W,Opisthokonta,Eukaryota
3716,YER111C,YGR109C,Opisthokonta,Eukaryota
3717,YER111C,YGR109WA,Opisthokonta,
3718,YER111C,YGR109WB,Opisthokonta,
3719,YER111C,YGR151C,Opisthokonta,
