Gene,modeAge
YHL027W,Dikarya
YHL016C,Euk+Bac
YDR258C,Euk+Bac
YKL032C,Eukaryota
YKL141W,Eukaryota
YML062C,Eukaryota
YLR441C,Euk_Archaea
YOR045W,Saccharomyceta
YKR061W,Eukaryota
YBR248C,Cellular_organisms
YMR037C,Opisthokonta
YKL062W,Opisthokonta
YLL011W,Eukaryota
YKR056W,Euk+Bac
YBR171W,Dikarya
YBR170C,Eukaryota
YBR251W,Euk+Bac
YNL329C,Eukaryota
YEL002C,Eukaryota
YDL095W,Dikarya
YOR010C,Saccharomyceta
YGL195W,Eukaryota
YBL080C,Cellular_organisms
YFR002W,Eukaryota
YKL143W,Eukaryota
YDR404C,Eukaryota
YJL154C,Eukaryota
YAL001C,Ascomycota
YMR125W,Eukaryota
YML027W,Opisthokonta
YHR041C,Saccharomyceta
YPR163C,Opisthokonta
YBL047C,Eukaryota
YBL051C,Eukaryota
YBL054W,Saccharomyceta
YBL056W,Eukaryota
YBL057C,Euk_Archaea
YBL058W,Eukaryota
YBL059W,Saccharomyceta
YBL060W,Dikarya
YBL061C,Euk+Bac
YBL064C,Cellular_organisms
YKL188C,Euk+Bac
YKL186C,Saccharomyceta
YKL185W,Saccharomyceta
YKL179C,Eukaryota
YKL176C,Saccharomyceta
YKL175W,Cellular_organisms
YKL014C,Dikarya
YKL101W,Eukaryota
YKL100C,Eukaryota
YKL107W,Euk+Bac
YKL108W,Ascomycota
YKL110C,Eukaryota
YDR099W,Eukaryota
YFR019W,Eukaryota
YML028W,Euk+Bac
YER068W,Eukaryota
YDR244W,Eukaryota
YJR099W,Eukaryota
YBR081C,Eukaryota
YDR086C,Eukaryota
YLR170C,Eukaryota
YDL006W,Eukaryota
YBL069W,Saccharomyceta
YPL129W,Ascomycota
YFL016C,Euk+Bac
YMR021C,Saccharomyceta
YBL004W,Eukaryota
YBL001C,Euk+Bac
YBR002C,Cellular_organisms
YDL226C,Eukaryota
YDR277C,Saccharomyceta
YLR168C,Eukaryota
YOR143C,Eukaryota
YBR036C,Dikarya
YJL127C,Euk+Bac
YMR179W,Saccharomyceta
YKL020C,Dikarya
YJR159W,Cellular_organisms
YDL240W,Opisthokonta
YKL144C,Euk_Archaea
YKL142W,Saccharomyceta
YKL059C,Eukaryota
YKL054C,Dikarya
YKL052C,Ascomycota
YKL051W,Dikarya
YLR399C,Eukaryota
YAR071W,Euk+Bac
YPL145C,Dikarya
YAR042W,Eukaryota
YKL224C,Saccharomyceta
YKL156W,Euk_Archaea
YKL135C,Eukaryota
YKL132C,Euk+Bac
YKL198C,Saccharomyceta
YKL161C,Eukaryota
YKL218C,Euk+Bac
YKL081W,Eukaryota
YKL078W,Euk+Bac
YKL067W,Cellular_organisms
YKL049C,Dikarya
YKL029C,Euk+Bac
YKL026C,Euk+Bac
YKL196C,Eukaryota
YKL073W,Eukaryota
YNL093W,Eukaryota
YKR054C,Eukaryota
YKR064W,Saccharomyceta
YKR098C,Saccharomyceta
YLR332W,Saccharomyceta
YKL220C,Saccharomyceta
YKL217W,Euk+Bac
YKL195W,Eukaryota
YKL172W,Eukaryota
YKL165C,Eukaryota
YKL155C,Eukaryota
YKL154W,Eukaryota
YKL151C,Cellular_organisms
YKL150W,Euk+Bac
YKL146W,Eukaryota
YKL137W,Eukaryota
YKL090W,Saccharomyceta
YKL086W,Eukaryota
YKL084W,Ascomycota
YKL082C,Eukaryota
YKL077W,Saccharomyceta
YKL072W,Dikarya
YKL071W,Euk+Bac
YKL070W,Euk+Bac
YKL069W,Euk+Bac
YKL043W,Saccharomyceta
YKL034W,Eukaryota
YKL028W,Eukaryota
YKL025C,Eukaryota
YKL006W,Eukaryota
YKL005C,Eukaryota
YKL004W,Euk+Bac
YKL002W,Eukaryota
YKR013W,Euk+Bac
YKR016W,Eukaryota
YKR028W,Eukaryota
YKR029C,Opisthokonta
YKR030W,Eukaryota
YKR038C,Euk_Archaea
YKR042W,Ascomycota
YKR043C,Euk+Bac
YKR044W,Eukaryota
YKR051W,Eukaryota
YKR060W,Saccharomyceta
YKR062W,Eukaryota
YKR067W,Eukaryota
YKR068C,Eukaryota
YKR069W,Cellular_organisms
YKR070W,Eukaryota
YKR071C,Eukaryota
YKR074W,Eukaryota
YKR075C,Saccharomyceta
YKR076W,Cellular_organisms
YKR079C,Cellular_organisms
YKR081C,Eukaryota
YKR082W,Opisthokonta
YKR087C,Euk+Bac
YKR088C,Euk+Bac
YKR089C,Eukaryota
YKR090W,Eukaryota
YKR096W,Saccharomyceta
YKR102W,Saccharomyceta
YKR105C,Cellular_organisms
YKR106W,Dikarya
YGR185C,Euk_Archaea
YLR439W,Eukaryota
YNL284C,Eukaryota
YMR193W,Eukaryota
YBR282W,Eukaryota
YBR268W,Dikarya
YBL022C,Cellular_organisms
YDR441C,Cellular_organisms
YMR105C,Euk+Bac
YNR033W,Cellular_organisms
YLR058C,Cellular_organisms
YGR147C,Dikarya
YMR054W,Euk_Archaea
YLR305C,Eukaryota
YBR286W,Cellular_organisms
YEL046C,Cellular_organisms
YDR251W,Saccharomyceta
YPR025C,Eukaryota
YLR337C,Opisthokonta
YPL043W,Eukaryota
YHR047C,Cellular_organisms
YMR120C,Cellular_organisms
YMR116C,Euk+Bac
YLR109W,Euk+Bac
YBL092W,Euk_Archaea
YBL068W,Cellular_organisms
YBL038W,Euk+Bac
YBL037W,Eukaryota
YBL033C,Euk+Bac
YBR006W,Euk+Bac
YBR015C,Saccharomyceta
YBR024W,Euk+Bac
YBR033W,Saccharomyceta
YBR035C,Euk+Bac
YBR039W,Euk+Bac
YBR054W,Dikarya
YBR056W,Dikarya
YBR066C,Opisthokonta
YBR068C,Euk+Bac
YBR069C,Euk+Bac
YBR073W,Opisthokonta
YBR104W,Eukaryota
YBR121C,Cellular_organisms
YBR132C,Euk+Bac
YBR139W,Eukaryota
YBR145W,Euk+Bac
YBR150C,Saccharomyceta
YBR164C,Eukaryota
YBR146W,Euk+Bac
YBL035C,Eukaryota
YBR176W,Cellular_organisms
YBR008C,Euk+Bac
YBR180W,Saccharomyceta
YBR186W,Eukaryota
YBR182C,Opisthokonta
YBR198C,Euk+Bac
YBR205W,Eukaryota
YBR199W,Saccharomyceta
YBR202W,Eukaryota
YBR222C,Euk+Bac
YBR229C,Eukaryota
YBR204C,Eukaryota
YBR240C,Ascomycota
YBR244W,Euk+Bac
YBR256C,Cellular_organisms
YBR274W,Euk+Bac
YBR281C,Euk+Bac
YBR284W,Eukaryota
YBR291C,Eukaryota
YBR298C,Dikarya
YBR297W,Saccharomyceta
YBR299W,Euk+Bac
YBL107C,Saccharomyceta
YBL106C,Ascomycota
YBL104C,Eukaryota
YBL103C,Opisthokonta
YBL102W,Eukaryota
YBL098W,Eukaryota
YBL097W,Eukaryota
YBL095W,Saccharomyceta
YBL091C,Euk_Archaea
YBL090W,Saccharomyceta
YBL089W,Eukaryota
YBL082C,Eukaryota
YBL079W,Eukaryota
YBL078C,Eukaryota
YBL046W,Saccharomyceta
YBL043W,Saccharomyceta
YBL042C,Cellular_organisms
YBL036C,Cellular_organisms
YBL034C,Eukaryota
YBL032W,Saccharomyceta
YBL029W,Saccharomyceta
YBL028C,Dikarya
YBL026W,Eukaryota
YBL025W,Saccharomyceta
YBL020W,Eukaryota
YBL019W,Eukaryota
YBL018C,Ascomycota
YBR007C,Dikarya
YBR016W,Opisthokonta
YBR017C,Eukaryota
YBR022W,Saccharomyceta
YBR025C,Euk+Bac
YBR029C,Eukaryota
YBR030W,Eukaryota
YBR040W,Saccharomyceta
YBR041W,Euk+Bac
YBR042C,Euk+Bac
YBR043C,Dikarya
YBR044C,Cellular_organisms
YBR046C,Euk+Bac
YBR053C,Saccharomyceta
YBR057C,Saccharomyceta
YBR061C,Eukaryota
YBR070C,Eukaryota
YBR074W,Eukaryota
YBR078W,Ascomycota
YBR086C,Eukaryota
YBR087W,Eukaryota
YBR094W,Eukaryota
YBR095C,Saccharomyceta
YBR096W,Saccharomyceta
YBR101C,Eukaryota
YBR102C,Opisthokonta
YBR103W,Eukaryota
YBR108W,Eukaryota
YBR129C,Saccharomyceta
YBR130C,Saccharomyceta
YBR133C,Eukaryota
YBR137W,Euk+Bac
YBR147W,Eukaryota
YBR151W,Eukaryota
YBR156C,Ascomycota
YBR158W,Saccharomyceta
YBR159W,Euk+Bac
YBR161W,Euk+Bac
YBR162C,Ascomycota
YBR163W,Saccharomyceta
YBR167C,Saccharomyceta
YBR168W,Dikarya
YBR177C,Euk+Bac
YBR179C,Dikarya
YBR183W,Eukaryota
YBR185C,Saccharomyceta
YBR187W,Euk+Bac
YBR201W,Eukaryota
YBR207W,Saccharomyceta
YBR210W,Eukaryota
YBR214W,Ascomycota
YBR216C,Saccharomyceta
YBR217W,Eukaryota
YBR223C,Eukaryota
YBR227C,Euk+Bac
YBR228W,Eukaryota
YBR231C,Opisthokonta
YBR234C,Eukaryota
YBR235W,Euk_Archaea
YBR238C,Saccharomyceta
YBR254C,Eukaryota
YBR255W,Saccharomyceta
YBR257W,Eukaryota
YBR261C,Eukaryota
YBR270C,Saccharomyceta
YBR271W,Dikarya
YBR273C,Saccharomyceta
YBR279W,Eukaryota
YBR283C,Saccharomyceta
YBR287W,Eukaryota
YBR290W,Dikarya
YBR293W,Euk+Bac
YBR294W,Opisthokonta
YBR295W,Saccharomyceta
YBR296C,Cellular_organisms
YMR261C,Euk+Bac
YML100W,Euk+Bac
YMR262W,Eukaryota
YER031C,Eukaryota
YNL053W,Eukaryota
YHR072W,Euk+Bac
YMR139W,Eukaryota
YNL160W,Cellular_organisms
YER099C,Cellular_organisms
YGL158W,Eukaryota
YJL001W,Eukaryota
YMR217W,Cellular_organisms
YIL043C,Eukaryota
YJR103W,Cellular_organisms
YEL058W,Eukaryota
YLR342W,Eukaryota
YNL259C,Ascomycota
YER122C,Eukaryota
YPL243W,Eukaryota
YHR033W,Cellular_organisms
YHR082C,Eukaryota
YHR039C,Eukaryota
YHR096C,Euk+Bac
YHR201C,Eukaryota
YHR178W,Dikarya
YHL015W,Euk_Archaea
YHR002W,Eukaryota
YHR006W,Saccharomyceta
YHR019C,Euk+Bac
YHR020W,Cellular_organisms
YHL012W,Euk+Bac
YHR021C,Euk_Archaea
YHR073W,Eukaryota
YHR091C,Cellular_organisms
YHR104W,Eukaryota
YHR112C,Cellular_organisms
YNL257C,Ascomycota
YHR183W,Euk+Bac
YHL050C,Saccharomyceta
YHL047C,Cellular_organisms
YHL040C,Saccharomyceta
YHL039W,Eukaryota
YHL036W,Saccharomyceta
YHL035C,Dikarya
YHL031C,Eukaryota
YHL030W,Eukaryota
YHL029C,Saccharomyceta
YHL028W,Saccharomyceta
YHL024W,Ascomycota
YHL023C,Eukaryota
YHL017W,Eukaryota
YHL013C,Eukaryota
YHL010C,Eukaryota
YHL009C,Saccharomyceta
YHL008C,Euk+Bac
YHL001W,Eukaryota
YHR001W,Eukaryota
YHR004C,Eukaryota
YHR015W,Eukaryota
YHR022C,Euk+Bac
YHR029C,Cellular_organisms
YHR031C,Euk+Bac
YHR032W,Euk+Bac
YHR034C,Saccharomyceta
YHR035W,Eukaryota
YHR036W,Eukaryota
YHR040W,Eukaryota
YHR043C,Euk+Bac
YHR048W,Dikarya
YHR049W,Eukaryota
YHR050W,Euk+Bac
YHR058C,Eukaryota
YHR059W,Ascomycota
YHR060W,Saccharomyceta
YHR062C,Eukaryota
YHR063C,Cellular_organisms
YHR064C,Dikarya
YHR067W,Euk+Bac
YHR071W,Dikarya
YHR077C,Eukaryota
YHR078W,Saccharomyceta
YHR080C,Eukaryota
YHR081W,Saccharomyceta
YHR085W,Eukaryota
YHR087W,Ascomycota
YHR088W,Eukaryota
YHR090C,Eukaryota
YHR098C,Eukaryota
YHR099W,Eukaryota
YHR103W,Dikarya
YHR105W,Saccharomyceta
YHR108W,Eukaryota
YHR109W,Saccharomyceta
YHR110W,Eukaryota
YHR111W,Cellular_organisms
YHR113W,Euk+Bac
YHR114W,Eukaryota
YHR115C,Dikarya
YHR116W,Saccharomyceta
YHR117W,Eukaryota
YHR118C,Saccharomyceta
YHR119W,Eukaryota
YHR122W,Eukaryota
YHR124W,Saccharomyceta
YHR131C,Dikarya
YHR132C,Cellular_organisms
YHR133C,Saccharomyceta
YHR134W,Eukaryota
YHR137W,Saccharomyceta
YHR138C,Saccharomyceta
YHR140W,Saccharomyceta
YHR142W,Saccharomyceta
YHR143W,Saccharomyceta
YHR146W,Saccharomyceta
YHR150W,Saccharomyceta
YHR151C,Saccharomyceta
YHR154W,Eukaryota
YHR155W,Ascomycota
YHR156C,Opisthokonta
YHR161C,Eukaryota
YHR162W,Eukaryota
YHR163W,Euk+Bac
YHR164C,Cellular_organisms
YHR170W,Eukaryota
YHR171W,Eukaryota
YHR175W,Eukaryota
YHR181W,Eukaryota
YHR182W,Saccharomyceta
YHR191C,Saccharomyceta
YHR192W,Eukaryota
YHR193C,Eukaryota
YHR194W,Eukaryota
YHR197W,Saccharomyceta
YHR199C,Dikarya
YHR200W,Eukaryota
YHR202W,Eukaryota
YHR204W,Eukaryota
YHR206W,Eukaryota
YHR207C,Eukaryota
YHR208W,Euk+Bac
YHR211W,Opisthokonta
YHR218W,Saccharomyceta
YOL005C,Eukaryota
YOR020C,Euk+Bac
YML074C,Eukaryota
YMR260C,Euk_Archaea
YLR055C,Dikarya
YMR167W,Cellular_organisms
YNL004W,Eukaryota
YOL122C,Euk+Bac
YIL139C,Saccharomyceta
YIL140W,Dikarya
YOR039W,Eukaryota
YOR198C,Eukaryota
YDR072C,Saccharomyceta
YDR079W,Saccharomyceta
YDR080W,Eukaryota
YDR083W,Eukaryota
YDR084C,Eukaryota
YDR089W,Saccharomyceta
YNL270C,Euk+Bac
YGR061C,Cellular_organisms
YDL092W,Saccharomyceta
YDR321W,Cellular_organisms
YML064C,Eukaryota
YDL198C,Eukaryota
YER129W,Eukaryota
YPL209C,Eukaryota
YDR297W,Eukaryota
YMR058W,Euk+Bac
YDR208W,Eukaryota
YDR270W,Cellular_organisms
YIR034C,Opisthokonta
YNR050C,Eukaryota
YER096W,Euk+Bac
YDR207C,Saccharomyceta
YIL009W,Eukaryota
YDR343C,Euk+Bac
YDR342C,Euk+Bac
YJL174W,Saccharomyceta
YNL169C,Euk+Bac
YDL101C,Euk+Bac
YDR264C,Eukaryota
YLR150W,Dikarya
YGL178W,Eukaryota
YDL143W,Euk_Archaea
YDR188W,Eukaryota
YDR228C,Eukaryota
YER048C,Eukaryota
YLR090W,Euk+Bac
YNL267W,Eukaryota
YER001W,Saccharomyceta
YPL050C,Eukaryota
YDR142C,Eukaryota
YDR135C,Euk+Bac
YMR138W,Eukaryota
YGR020C,Eukaryota
YMR287C,Euk+Bac
YMR280C,Saccharomyceta
YJL191W,Cellular_organisms
YDL160C,Eukaryota
YER015W,Eukaryota
YLR223C,Saccharomyceta
YPR104C,Opisthokonta
YJR016C,Cellular_organisms
YAL026C,Eukaryota
YER061C,Euk+Bac
YJL207C,Eukaryota
YJL206C,Dikarya
YJL204C,Dikarya
YJL200C,Cellular_organisms
YJL198W,Cellular_organisms
YJL196C,Eukaryota
YJL193W,Eukaryota
YGR234W,Euk+Bac
YJL102W,Euk+Bac
YDL056W,Dikarya
YML046W,Eukaryota
YOR209C,Cellular_organisms
YFR023W,Eukaryota
YMR129W,Dikarya
YFR030W,Euk+Bac
YAL007C,Eukaryota
YAR002W,Saccharomyceta
YAR003W,Eukaryota
YAR008W,Opisthokonta
YAL062W,Euk+Bac
YAL067C,Saccharomyceta
YAL063C,Ascomycota
YAL061W,Euk+Bac
YAL060W,Euk+Bac
YAL056W,Saccharomyceta
YAL053W,Dikarya
YAL051W,Saccharomyceta
YAL049C,Eukaryota
YAL048C,Eukaryota
YAL047C,Opisthokonta
YAL046C,Eukaryota
YAL044C,Cellular_organisms
YAL042W,Eukaryota
YAL037W,Saccharomyceta
YAL036C,Cellular_organisms
YAL035W,Euk_Archaea
YAL031C,Saccharomyceta
YOR206W,Eukaryota
YDR484W,Eukaryota
YEL062W,Eukaryota
YEL069C,Euk+Bac
YER017C,Euk+Bac
YMR183C,Eukaryota
YLR025W,Eukaryota
YLR250W,Dikarya
YDR536W,Dikarya
YPR186C,Eukaryota
YER007W,Eukaryota
YGL189C,Euk_Archaea
YER131W,Euk_Archaea
YER125W,Opisthokonta
YER028C,Ascomycota
YER101C,Eukaryota
YOR269W,Eukaryota
YER154W,Eukaryota
YER043C,Cellular_organisms
YER047C,Eukaryota
YER169W,Eukaryota
YER136W,Eukaryota
YER130C,Opisthokonta
YER155C,Opisthokonta
YER184C,Ascomycota
YER123W,Eukaryota
YER087W,Euk+Bac
YER089C,Eukaryota
YER098W,Eukaryota
YER114C,Dikarya
YER045C,Saccharomyceta
YEL072W,Saccharomyceta
YEL071W,Euk+Bac
YEL066W,Euk+Bac
YEL065W,Dikarya
YEL056W,Eukaryota
YEL055C,Eukaryota
YEL030W,Cellular_organisms
YEL023C,Euk+Bac
YEL022W,Eukaryota
YEL020C,Euk+Bac
YEL016C,Eukaryota
YEL015W,Opisthokonta
YEL007W,Dikarya
YEL004W,Eukaryota
YEL003W,Eukaryota
YEL001C,Saccharomyceta
YER002W,Dikarya
YER010C,Dikarya
YER014W,Euk+Bac
YER018C,Dikarya
YER019W,Eukaryota
YER021W,Eukaryota
YER024W,Saccharomyceta
YER029C,Eukaryota
YER030W,Saccharomyceta
YER033C,Saccharomyceta
YER036C,Euk+Bac
YER037W,Euk+Bac
YER041W,Saccharomyceta
YER044C,Eukaryota
YER046W,Saccharomyceta
YER049W,Opisthokonta
YER053C,Eukaryota
YER064C,Saccharomyceta
YER066W,Opisthokonta
YER071C,Saccharomyceta
YER072W,Eukaryota
YER073W,Euk+Bac
YER075C,Eukaryota
YER077C,Saccharomyceta
YER078C,Euk+Bac
YER080W,Saccharomyceta
YER081W,Euk+Bac
YER082C,Eukaryota
YER088C,Saccharomyceta
YER105C,Eukaryota
YER107C,Eukaryota
YER112W,Eukaryota
YER116C,Eukaryota
YER118C,Dikarya
YER120W,Eukaryota
YER124C,Saccharomyceta
YER126C,Eukaryota
YER127W,Eukaryota
YER134C,Eukaryota
YER139C,Saccharomyceta
YER140W,Eukaryota
YER141W,Euk+Bac
YER143W,Eukaryota
YER145C,Eukaryota
YER146W,Euk_Archaea
YER150W,Saccharomyceta
YER156C,Euk+Bac
YER157W,Eukaryota
YER158C,Opisthokonta
YER159C,Eukaryota
YER182W,Saccharomyceta
YER183C,Euk+Bac
YER185W,Eukaryota
YER190W,Saccharomyceta
YER062C,Euk+Bac
YGL225W,Eukaryota
YNL209W,Dikarya
YNL218W,Euk+Bac
YNL217W,Euk+Bac
YNL213C,Ascomycota
YNL212W,Eukaryota
YNL208W,Saccharomyceta
YNL194C,Saccharomyceta
YIL051C,Cellular_organisms
YIL050W,Eukaryota
YIL045W,Opisthokonta
YMR038C,Cellular_organisms
YMR134W,Saccharomyceta
YMR135C,Eukaryota
YMR136W,Eukaryota
YMR142C,Eukaryota
YMR145C,Cellular_organisms
YMR146C,Eukaryota
YOL038W,Euk_Archaea
YJL094C,Cellular_organisms
YJL093C,Opisthokonta
YNL111C,Eukaryota
YDR006C,Eukaryota
YIL030C,Eukaryota
YGR268C,Ascomycota
YDL007W,Euk_Archaea
YGR270W,Eukaryota
YMR089C,Euk+Bac
YNR006W,Eukaryota
YNR007C,Eukaryota
YNR008W,Eukaryota
YPL227C,Cellular_organisms
YOR067C,Eukaryota
YOR377W,Saccharomyceta
YJR062C,Dikarya
YJR061W,Saccharomyceta
YGR009C,Dikarya
YJL073W,Eukaryota
YJL072C,Eukaryota
YJL071W,Opisthokonta
YJL068C,Euk+Bac
YJL062W,Eukaryota
YLR039C,Ascomycota
YIL138C,Dikarya
YMR301C,Euk+Bac
YIL107C,Eukaryota
YIL177C,Saccharomyceta
YIL173W,Eukaryota
YIL166C,Dikarya
YIL165C,Euk+Bac
YIL164C,Euk+Bac
YIL159W,Eukaryota
YIL158W,Saccharomyceta
YIL149C,Eukaryota
YIL145C,Euk+Bac
YIL144W,Eukaryota
YIL137C,Cellular_organisms
YIL134W,Eukaryota
YIL131C,Opisthokonta
YIL130W,Dikarya
YIL129C,Eukaryota
YIL128W,Eukaryota
YIL127C,Saccharomyceta
YIL123W,Ascomycota
YIL121W,Cellular_organisms
YIL120W,Cellular_organisms
YIL117C,Saccharomyceta
YIL115C,Opisthokonta
YIL114C,Eukaryota
YIL113W,Eukaryota
YIL112W,Euk+Bac
YIL109C,Eukaryota
YIL108W,Euk+Bac
YIL106W,Eukaryota
YIL105C,Dikarya
YIL101C,Dikarya
YIL098C,Saccharomyceta
YIL097W,Eukaryota
YIL096C,Eukaryota
YIL095W,Eukaryota
YIL094C,Cellular_organisms
YIL091C,Eukaryota
YIL090W,Dikarya
YIL088C,Eukaryota
YIL085C,Ascomycota
YIL084C,Saccharomyceta
YIL083C,Eukaryota
YIL077C,Saccharomyceta
YIL076W,Eukaryota
YIL074C,Euk+Bac
YIL070C,Eukaryota
YIL067C,Dikarya
YIL063C,Eukaryota
YIL062C,Eukaryota
YIL056W,Saccharomyceta
YIL048W,Eukaryota
YIL044C,Eukaryota
YIL042C,Eukaryota
YIL041W,Dikarya
YIL036W,Saccharomyceta
YIL031W,Eukaryota
YIL026C,Eukaryota
YIL023C,Eukaryota
YIL020C,Eukaryota
YIL019W,Saccharomyceta
YIL014W,Saccharomyceta
YIL013C,Eukaryota
YIL011W,Saccharomyceta
YIL010W,Cellular_organisms
YIL002C,Eukaryota
YIL001W,Eukaryota
YIR001C,Eukaryota
YIR002C,Euk_Archaea
YIR003W,Saccharomyceta
YIR004W,Eukaryota
YIR005W,Eukaryota
YIR007W,Euk+Bac
YIR010W,Saccharomyceta
YIR013C,Eukaryota
YIR017C,Opisthokonta
YIR018W,Saccharomyceta
YIR033W,Eukaryota
YIR035C,Euk+Bac
YIR038C,Euk+Bac
YIR041W,Saccharomyceta
YIR042C,Euk+Bac
YNL002C,Saccharomyceta
YOR335C,Cellular_organisms
YNL085W,Eukaryota
YPR122W,Euk+Bac
YJL098W,Eukaryota
YJL216C,Euk+Bac
YJL219W,Euk+Bac
YJL214W,Euk+Bac
YJL225C,Saccharomyceta
YJL222W,Eukaryota
YJL218W,Cellular_organisms
YJL217W,Euk+Bac
YJL213W,Cellular_organisms
YJL212C,Eukaryota
YOR028C,Saccharomyceta
YGL181W,Eukaryota
YJL030W,Eukaryota
YMR004W,Opisthokonta
YGR132C,Cellular_organisms
YOR077W,Eukaryota
YFL003C,Eukaryota
YDR034C,Saccharomyceta
YDR182W,Eukaryota
YOR349W,Eukaryota
YMR319C,Ascomycota
YGR032W,Eukaryota
YDL107W,Saccharomyceta
YNL061W,Cellular_organisms
YOR094W,Opisthokonta
YOR234C,Eukaryota
YLR388W,Euk_Archaea
YDL061C,Euk_Archaea
YIL053W,Euk+Bac
YNL006W,Eukaryota
YPL028W,Cellular_organisms
YJL002C,Eukaryota
YFL031W,Saccharomyceta
YGR188C,Eukaryota
YOR113W,Opisthokonta
YLR459W,Eukaryota
YLL006W,Dikarya
YLR075W,Euk_Archaea
YGR105W,Saccharomyceta
YPR036W,Eukaryota
YPR054W,Eukaryota
YDR420W,Opisthokonta
YGL137W,Eukaryota
YNL221C,Eukaryota
YNL068C,Opisthokonta
YNL062C,Eukaryota
YDR046C,Euk+Bac
YPL171C,Cellular_organisms
YPL177C,Opisthokonta
YNL271C,Eukaryota
YGL192W,Eukaryota
YOR075W,Eukaryota
YPL214C,Cellular_organisms
YGR186W,Eukaryota
YGR059W,Opisthokonta
YJR019C,Euk+Bac
YPL147W,Euk+Bac
YDR005C,Eukaryota
YOL059W,Euk+Bac
YOR355W,Saccharomyceta
YPL091W,Cellular_organisms
YPL092W,Dikarya
YLR174W,Euk+Bac
YDL055C,Cellular_organisms
YNL142W,Cellular_organisms
YDR351W,Saccharomyceta
YGR194C,Euk+Bac
YNL318C,Euk+Bac
YNL328C,Eukaryota
YNL326C,Eukaryota
YNL323W,Eukaryota
YNL321W,Euk+Bac
YNL317W,Eukaryota
YNL313C,Eukaryota
YNL309W,Dikarya
YNL308C,Eukaryota
YNL306W,Dikarya
YLR139C,Saccharomyceta
YGR199W,Eukaryota
YGR200C,Eukaryota
YGR205W,Euk+Bac
YGR210C,Euk_Archaea
YJL111W,Eukaryota
YJL110C,Opisthokonta
YJL109C,Eukaryota
YJL108C,Eukaryota
YJL107C,Saccharomyceta
YJL105W,Opisthokonta
YJL104W,Eukaryota
YJL103C,Dikarya
YJL100W,Opisthokonta
YDL104C,Euk+Bac
YDL105W,Eukaryota
YFR009W,Euk+Bac
YFL066C,Saccharomyceta
YFL060C,Cellular_organisms
YFL059W,Cellular_organisms
YFL056C,Euk+Bac
YFL055W,Euk+Bac
YFL054C,Cellular_organisms
YFL053W,Euk+Bac
YFL052W,Saccharomyceta
YFL048C,Saccharomyceta
YFL047W,Dikarya
YFL046W,Eukaryota
YFL044C,Eukaryota
YFL042C,Eukaryota
YFL041W,Euk+Bac
YFL040W,Euk+Bac
YFL034W,Eukaryota
YFL033C,Eukaryota
YFL028C,Euk+Bac
YFL027C,Eukaryota
YFL025C,Eukaryota
YFL024C,Eukaryota
YFL023W,Saccharomyceta
YFL021W,Opisthokonta
YFL020C,Saccharomyceta
YFL017C,Eukaryota
YFL013C,Dikarya
YFL011W,Euk+Bac
YFL010C,Saccharomyceta
YFL007W,Eukaryota
YFL004W,Eukaryota
YFR001W,Saccharomyceta
YFR003C,Eukaryota
YFR004W,Eukaryota
YFR005C,Eukaryota
YFR006W,Euk+Bac
YFR007W,Euk+Bac
YFR010W,Eukaryota
YFR011C,Saccharomyceta
YFR016C,Euk+Bac
YFR018C,Eukaryota
YFR022W,Dikarya
YFR027W,Eukaryota
YFR032C,Saccharomyceta
YFR037C,Eukaryota
YFR038W,Eukaryota
YFR039C,Saccharomyceta
YFR040W,Eukaryota
YFR041C,Dikarya
YFR042W,Saccharomyceta
YFR044C,Cellular_organisms
YFR045W,Saccharomyceta
YFR047C,Cellular_organisms
YFR048W,Dikarya
YFR051C,Eukaryota
YFR055W,Euk+Bac
YFR057W,Ascomycota
YGL021W,Saccharomyceta
YLR098C,Dikarya
YPR001W,Cellular_organisms
YGL179C,Eukaryota
YJL042W,Saccharomyceta
YGL171W,Eukaryota
YJR093C,Eukaryota
YPR129W,Eukaryota
YLR048W,Euk_Archaea
YJR042W,Saccharomyceta
YNL039W,Eukaryota
YMR053C,Dikarya
YMR092C,Eukaryota
YGR261C,Eukaryota
YPL239W,Eukaryota
YMR230W,Eukaryota
YLR289W,Euk+Bac
YDR108W,Opisthokonta
YGR195W,Cellular_organisms
YGR197C,Dikarya
YGR198W,Ascomycota
YJL089W,Saccharomyceta
YJL116C,Ascomycota
YJL117W,Saccharomyceta
YJR006W,Eukaryota
YJL006C,Dikarya
YJR132W,Eukaryota
YMR035W,Euk+Bac
YJR127C,Saccharomyceta
YJL186W,Saccharomyceta
YJL184W,Saccharomyceta
YJL183W,Eukaryota
YJL179W,Opisthokonta
YJL178C,Saccharomyceta
YJL177W,Cellular_organisms
YJL171C,Ascomycota
YJL168C,Eukaryota
YJL163C,Opisthokonta
YJL162C,Ascomycota
YJL160C,Saccharomyceta
YJL158C,Saccharomyceta
YJL149W,Saccharomyceta
YJL148W,Saccharomyceta
YJL145W,Eukaryota
YJL134W,Eukaryota
YJL126W,Euk+Bac
YJL124C,Eukaryota
YJL114W,Dikarya
YJL113W,Dikarya
YJL112W,Dikarya
YJL090C,Eukaryota
YJL084C,Dikarya
YJL083W,Ascomycota
YJL082W,Eukaryota
YJL079C,Euk+Bac
YJL078C,Opisthokonta
YJL076W,Saccharomyceta
YJL074C,Euk+Bac
