Gene_ID,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
YNL010W,0,0,0,0,1,0,0,0,0,0,1
YBL093C,0,0,0,0,1,0,0,0,0,1,1
YOL109W,0,0,0,0,0,0,0,0,0,0,1
YJL034W,6,7,0,0,1,0,0,0,0,1,1
YJL083W,1,2,0,0,1,0,0,0,0,1,1
YNR070W,4,6,0,0,1,0,0,0,0,0,1
YOR019W,0,0,0,0,1,0,0,0,0,0,1
YMR197C,2,3,0,0,1,0,0,0,0,0,1
YJR071W,0,0,0,0,0,0,0,0,0,1,1
YPR013C,1,8,0,0,1,0,0,0,0,0,1
YGR147C,0,0,0,0,1,0,0,0,0,0,1
YBR181C,2,5,0,0,1,0,0,0,0,1,1
YBR189W,3,4,0,0,1,0,0,0,0,0,1
YLR304C,3,4,0,0,1,0,0,0,0,1,1
YDR350C,0,0,0,0,0,0,0,0,0,1,1
YJR030C,0,0,0,0,0,0,0,0,0,1,1
YBR248C,2,0,0,0,1,0,0,0,0,0,1
YEL011W,3,3,0,0,1,0,0,0,0,1,1
YLL048C,4,8,0,0,1,0,0,0,0,1,1
YOL158C,0,0,0,0,1,0,0,0,0,0,1
YGL229C,0,0,0,0,1,0,0,0,0,0,1
YOR230W,1,0,0,0,1,0,0,0,0,0,1
YGL234W,2,4,0,0,1,0,0,0,0,0,1
YBR167C,0,0,0,0,0,0,0,0,0,0,1
YDR361C,0,2,0,0,1,0,0,0,0,1,1
YOR144C,0,1,0,0,1,0,0,0,0,0,1
YPL227C,2,3,0,0,1,0,0,0,0,0,1
YJR026W,0,0,0,0,0,0,0,0,0,0,1
YGR004W,0,0,0,0,0,0,0,0,0,0,1
YEL024W,2,5,0,0,1,0,0,0,0,0,1
YKL014C,0,0,0,0,1,0,0,0,0,0,1
YKL104C,2,5,0,0,1,0,0,0,0,0,1
YOR010C,0,0,0,0,0,0,0,0,0,0,1
YER061C,2,4,0,0,1,0,0,0,0,0,1
YGR027C,2,5,0,0,1,0,0,0,0,1,1
YKR057W,3,6,0,0,1,0,0,0,0,1,1
YGR128C,0,0,0,0,0,0,0,0,0,0,1
YER159C,3,5,0,0,1,0,0,0,0,0,1
YOR291W,4,7,0,0,1,0,0,0,0,0,1
YOR204W,3,8,0,0,1,0,0,0,0,1,1
YCL052C,0,0,0,0,1,0,0,0,0,1,1
YGL072C,0,0,0,0,0,0,0,0,0,0,1
YBR226C,0,0,0,0,0,0,0,0,0,0,1
YMR136W,3,0,0,0,1,0,0,0,0,0,1
YOR312C,3,5,0,0,1,0,0,0,0,0,1
YCR001W,0,0,0,0,0,0,0,0,0,0,1
YNL121C,4,7,0,0,1,0,0,0,0,0,1
YAL038W,3,5,0,0,1,0,0,0,0,1,1
YLR121C,4,5,0,0,1,0,0,0,0,0,1
YJL026W,3,5,0,0,1,0,0,0,0,0,1
YBL102W,0,1,0,0,1,0,0,0,0,0,1
YJR109C,3,5,0,0,1,0,0,0,0,1,1
YGR099W,0,0,0,0,1,0,0,0,0,0,1
YDR160W,0,0,0,0,1,0,0,0,0,0,1
YMR065W,0,0,0,0,1,0,0,0,0,1,1
YML003W,0,0,0,0,0,0,0,0,0,0,1
YMR117C,0,0,0,0,1,0,0,0,0,1,1
YNR007C,2,4,0,0,1,0,0,0,0,1,1
YKR016W,0,0,0,0,1,0,0,0,0,1,1
YCR002C,0,7,0,0,1,0,0,0,0,0,1
YFR007W,0,0,0,0,1,0,0,0,0,1,1
YOR301W,0,0,0,0,0,0,0,0,0,0,1
YLR184W,0,0,0,0,0,0,0,0,0,0,1
YFL054C,2,4,0,0,1,0,0,0,0,0,1
YFL009W,3,10,0,0,1,0,0,0,0,1,1
YLR294C,0,0,0,0,0,0,0,0,0,0,1
YPR175W,2,4,0,0,1,0,0,0,0,1,1
YKR069W,1,0,0,0,1,0,0,0,0,0,1
YIL076W,0,0,0,0,0,0,0,0,0,0,1
YKL167C,0,0,0,0,1,0,0,0,0,0,1
YJR083C,0,0,0,0,0,0,0,0,0,0,1
YLR295C,0,0,0,0,0,0,0,0,0,0,1
YDR030C,2,5,0,0,1,0,0,0,0,0,1
YHL013C,1,4,0,0,1,0,0,0,0,0,1
YDR279W,0,0,0,0,0,0,0,0,0,0,1
YLR161W,0,0,0,0,0,0,0,0,0,0,1
YNL059C,5,10,0,0,1,0,0,0,0,1,1
YMR108W,3,4,0,0,1,0,0,0,0,0,1
YPL031C,4,8,0,0,1,0,0,0,0,1,1
YGR192C,3,7,0,0,1,0,0,0,0,1,1
YDL005C,0,0,0,0,0,0,0,0,0,1,1
YBR050C,0,0,0,0,0,0,0,0,0,0,1
YOR086C,3,6,0,0,1,0,0,0,0,0,1
YOR257W,4,7,0,0,1,0,0,0,0,0,1
YLR346C,0,0,0,0,0,0,0,0,0,0,1
YDR086C,2,3,0,0,1,0,0,0,0,0,1
YJL067W,0,0,0,0,0,0,0,0,0,0,1
YGR047C,2,2,0,0,1,0,0,0,0,0,1
YJL008C,3,7,0,0,1,0,0,0,0,1,1
YLR263W,0,0,0,0,0,0,0,0,0,0,1
YKL191W,1,5,0,0,1,0,0,0,0,1,1
YNL074C,0,0,0,0,0,0,0,0,0,0,1
YDR446W,0,0,0,0,0,0,0,0,0,0,1
YER114C,1,4,0,0,1,0,0,0,0,0,1
YCL074W,1,1,0,0,0,0,0,0,0,0,1
YDR213W,0,0,0,0,1,0,0,0,0,0,1
YDR103W,0,0,0,0,0,0,0,0,0,0,1
YIL136W,0,0,0,0,0,0,0,0,0,0,1
YPL212C,1,3,0,0,1,0,0,0,0,1,1
YBR291C,3,8,0,0,1,0,0,0,0,1,1
YDR204W,4,7,0,0,1,0,0,0,0,1,1
YNL178W,2,4,0,0,1,0,0,0,0,0,1
YHR179W,2,0,0,0,1,0,0,0,0,0,1
YDL072C,1,2,0,0,1,0,0,0,0,0,1
YBR281C,2,4,0,0,1,0,0,0,0,0,1
YML131W,1,3,0,0,1,0,0,0,0,0,1
YDR461W,0,0,0,0,0,0,0,0,0,0,1
YER095W,3,4,0,0,1,0,0,0,0,0,1
YBR213W,0,0,0,0,1,0,0,0,0,0,1
YAL068C,0,0,0,0,0,0,0,0,0,0,1
YOR029W,0,0,0,0,0,0,0,0,0,0,1
YOR092W,0,0,0,0,0,0,0,0,0,0,1
YGL230C,0,0,0,0,0,0,0,0,0,0,1
YIL127C,0,0,0,0,0,0,0,0,0,1,1
YLL059C,0,0,0,0,0,0,0,0,0,0,1
YHR032W,1,4,0,0,1,0,0,0,0,0,1
YPL109C,2,4,0,0,1,0,0,0,0,0,1
YBR043C,0,0,0,0,1,0,0,0,0,0,1
YDR156W,0,0,0,0,0,0,0,0,0,0,1
YOR008C,0,2,0,0,0,0,0,0,0,0,1
YHR042W,4,6,0,0,1,0,0,0,0,1,1
YML130C,1,5,0,0,1,0,0,0,0,1,1
YML046W,1,4,0,0,1,0,0,0,0,0,1
YIR041W,0,0,0,0,0,0,0,0,0,0,1
YGL046W,0,0,0,0,0,0,0,0,0,1,1
YBL097W,1,2,0,0,1,0,0,0,0,0,1
YDR263C,6,8,0,0,1,0,0,0,0,1,1
YJL078C,1,5,0,0,0,0,0,0,0,0,1
YBL078C,3,3,0,0,1,0,0,0,0,1,1
YPL089C,3,5,0,0,1,0,0,0,0,0,1
YPL232W,1,5,0,0,1,0,0,0,0,0,1
YIR017C,0,0,0,0,0,0,0,0,0,0,1
YLR228C,0,0,0,0,1,0,0,0,0,0,1
YIL077C,0,0,0,0,0,0,0,0,0,0,1
YDR435C,1,3,0,0,1,0,0,0,0,1,1
YHR024C,2,3,0,0,1,0,0,0,0,1,1
YPL254W,0,0,0,0,1,0,0,0,0,0,1
YMR142C,2,6,0,0,1,0,0,0,0,0,1
YKL038W,0,0,0,0,1,0,0,0,0,1,1
YAR007C,2,6,0,0,1,0,0,0,0,0,1
YOR124C,0,5,0,0,1,0,0,0,0,0,1
YNR067C,0,0,0,0,1,0,0,0,0,0,1
YGR218W,2,5,0,0,1,0,0,0,0,0,1
YJL199C,0,0,0,0,0,0,0,0,0,0,1
YBL050W,2,4,0,0,1,0,0,0,0,1,1
YML077W,1,3,0,0,1,0,0,0,0,0,1
YHR054C,0,0,0,0,0,0,0,0,0,0,1
YBL099W,6,8,0,0,1,0,0,0,0,1,1
YJR140C,0,0,0,0,1,0,0,0,0,1,1
YMR282C,0,0,0,0,0,0,0,0,0,1,1
YOR023C,0,0,0,0,0,0,0,0,0,0,1
YJL012C,2,3,0,0,1,0,0,0,0,0,1
YBR198C,3,11,0,0,1,0,0,0,0,1,1
YIR034C,0,1,0,0,1,0,0,0,0,1,1
YIL082W,0,0,0,0,0,0,0,0,0,0,1
YOR048C,1,5,0,0,1,0,0,0,0,1,1
YGR061C,2,3,0,0,1,0,0,0,0,0,1
YGR067C,0,8,0,0,1,0,0,0,0,0,1
YDR080W,1,4,0,0,1,0,0,0,0,0,1
YNL117W,3,0,0,0,0,0,0,0,0,0,1
YPL137C,0,0,0,0,0,0,0,0,0,0,1
YOL155C,0,0,0,0,0,0,0,0,0,0,1
YDR067C,3,0,0,0,1,0,0,0,0,1,1
YMR202W,1,5,0,0,1,0,0,0,0,0,1
YML089C,0,0,0,0,0,0,0,0,0,0,1
YGR251W,0,0,0,0,0,0,0,0,0,0,1
YOL055C,2,0,0,0,1,0,0,0,0,0,1
YDR133C,0,0,0,0,0,0,0,0,0,0,1
YIL111W,0,0,0,0,1,0,0,0,0,0,1
YJL170C,0,0,0,0,0,0,0,0,0,0,1
YPL140C,4,8,0,0,1,0,0,0,0,1,1
YBR101C,0,1,0,0,1,0,0,0,0,1,1
YLR099C,2,3,0,0,1,0,0,0,0,0,1
YJR027W,1,1,0,0,0,0,0,0,0,0,1
YLR284C,2,4,0,0,0,0,0,0,0,0,1
YDR320C,1,4,0,0,1,0,0,0,0,0,1
YLR167W,3,8,0,0,1,0,0,0,0,0,1
YJR004C,0,0,0,0,0,0,0,0,0,0,1
YDR370C,0,0,0,0,0,0,0,0,0,0,1
YDR423C,0,0,0,0,1,0,0,0,0,0,1
YPL135W,2,2,0,0,1,0,0,0,0,1,1
YNL288W,0,4,0,0,1,0,0,0,0,0,1
YPR165W,4,9,0,0,1,0,0,0,0,1,1
YNL216W,0,0,0,0,0,0,0,0,0,0,1
YMR188C,2,0,0,0,1,0,0,0,0,0,1
YDR530C,0,0,0,0,0,0,0,0,0,0,1
YPL150W,4,8,0,0,1,0,0,0,0,1,1
YDR243C,3,8,0,0,1,0,0,0,0,1,1
YLR024C,1,4,0,0,1,0,0,0,0,0,1
YDL175C,0,3,0,0,1,0,0,0,0,0,1
YAR050W,0,0,0,0,0,0,0,0,0,0,1
YCL048W,0,0,0,0,1,0,0,0,0,0,1
YKL029C,3,3,0,0,1,0,0,0,0,0,1
YMR204C,0,0,0,0,0,0,0,0,0,1,1
YLR450W,3,4,0,0,1,0,0,0,0,0,1
YMR308C,3,2,0,0,1,0,0,0,0,0,1
YPL197C,2,5,0,0,1,0,0,0,0,1,1
YIL158W,0,0,0,0,0,0,0,0,0,1,1
YNR036C,5,4,0,0,1,0,0,0,0,0,1
YLR300W,0,0,0,0,1,0,0,0,0,0,1
YDR224C,3,7,0,0,1,0,0,0,0,1,1
YBL042C,1,0,0,0,1,0,0,0,0,0,1
YLR074C,1,3,0,0,1,0,0,0,0,0,1
YNL093W,4,9,0,0,1,0,0,0,0,1,1
YKR081C,3,3,0,0,1,0,0,0,0,0,1
YKR009C,3,9,0,0,1,0,0,0,0,1,1
YOR308C,0,3,0,0,0,0,0,0,0,0,1
YCR104W,0,0,0,0,0,0,0,0,0,0,1
YBR270C,0,0,0,0,0,0,0,0,0,0,1
YLR309C,0,1,0,0,0,0,0,0,0,1,1
YOR129C,0,0,0,0,0,0,0,0,0,0,1
YDR057W,2,3,0,0,1,0,0,0,0,1,1
YFR053C,3,4,0,0,1,0,0,0,0,0,1
YAR023C,0,0,0,0,0,0,0,0,0,0,1
YIL088C,1,5,0,0,1,0,0,0,0,0,1
YOR394W,0,0,0,0,0,0,0,0,0,0,1
YGL194C,3,7,0,0,1,0,0,0,0,0,1
YIL162W,2,0,0,0,1,0,0,0,0,0,1
YBL022C,3,6,0,0,1,0,0,0,0,1,1
YBL080C,3,4,0,0,1,0,0,0,0,1,1
YBR069C,1,3,0,0,1,0,0,0,0,0,1
YOR363C,0,0,0,0,1,0,0,0,0,0,1
YDR440W,1,2,0,0,0,0,0,0,0,1,1
YPL144W,0,0,0,0,0,0,0,0,0,0,1
YGR188C,4,7,0,0,1,0,0,0,0,1,1
YMR217W,2,3,0,0,1,0,0,0,0,1,1
YLR259C,5,6,0,0,1,0,0,0,0,1,1
YMR051C,0,0,0,0,0,0,0,0,0,0,1
YDL245C,2,7,0,0,1,0,0,0,0,0,1
YER183C,1,2,0,0,1,0,0,0,0,0,1
YPL116W,3,6,0,0,1,0,0,0,0,0,1
YDR233C,1,0,0,0,0,0,0,0,0,0,1
YDR142C,3,7,0,0,1,0,0,0,0,0,1
YJL111W,5,7,0,0,1,0,0,0,0,1,1
YDL212W,0,0,0,0,1,0,0,0,0,0,1
YDL035C,0,0,0,0,1,0,0,0,0,0,1
YPL062W,0,0,0,0,0,0,0,0,0,0,1
YER129W,4,8,0,0,1,0,0,0,0,1,1
YPR158W,0,0,0,0,0,0,0,0,0,0,1
YMR253C,0,2,0,0,0,0,0,0,0,0,1
YBL104C,1,5,0,0,1,0,0,0,0,0,1
YAL007C,2,3,0,0,1,0,0,0,0,0,1
YHR028C,2,4,0,0,1,0,0,0,0,0,1
YDR377W,0,0,0,0,1,0,0,0,0,0,1
YGL156W,2,4,0,0,1,0,0,0,0,0,1
YLR289W,6,9,0,0,1,0,0,0,0,1,1
YBR084W,2,5,0,0,1,0,0,0,0,0,1
YHR111W,3,8,0,0,1,0,0,0,0,1,1
YJR062C,0,1,0,0,1,0,0,0,0,0,1
YHL017W,0,2,0,0,1,0,0,0,0,0,1
YMR232W,0,0,0,0,0,0,0,0,0,0,1
YNR018W,0,0,0,0,1,0,0,0,0,0,1
YKL198C,4,8,0,0,1,0,0,0,0,1,1
YJL185C,0,0,0,0,0,0,0,0,0,0,1
YAL064W,0,0,0,0,0,0,0,0,0,0,1
YDL112W,0,1,0,0,0,0,0,0,0,0,1
YML109W,0,0,0,0,1,0,0,0,0,0,1
YGL192W,2,5,0,0,0,0,0,0,0,0,1
YML121W,1,3,0,0,1,0,0,0,0,0,1
YCL011C,3,7,0,0,1,0,0,0,0,1,1
YLR103C,1,2,0,0,1,0,0,0,0,0,1
YDR536W,2,7,0,0,1,0,0,0,0,0,1
YJR075W,0,0,0,0,1,0,0,0,0,0,1
YPR056W,2,3,0,0,1,0,0,0,0,1,1
YPL277C,0,0,0,0,0,0,0,0,0,0,1
YMR227C,0,3,0,0,1,0,0,0,0,0,1
YDR438W,0,2,0,0,1,0,0,0,0,0,1
YLR430W,2,7,0,0,1,0,0,0,0,0,1
YPL161C,0,0,0,0,0,0,0,0,0,0,1
YBL113C,0,0,0,0,0,0,0,0,0,0,1
YDL171C,3,5,0,0,1,0,0,0,0,0,1
YBL103C,1,3,0,0,1,0,0,0,0,0,1
YOL023W,5,6,0,0,1,0,0,0,0,1,1
YEL034W,2,5,0,0,1,0,0,0,0,0,1
YIL036W,0,0,0,0,1,0,0,0,0,0,1
YER013W,3,8,0,0,1,0,0,0,0,0,1
YKL007W,2,6,0,0,1,0,0,0,0,1,1
YGR220C,3,3,0,0,1,0,0,0,0,0,1
YLL018C,3,3,0,0,1,0,0,0,0,0,1
YMR320W,0,0,0,0,0,0,0,0,0,0,1
YJR069C,5,8,0,0,1,0,0,0,0,1,1
YDR495C,0,0,0,0,1,0,0,0,0,0,1
YJR118C,0,0,0,0,1,0,0,0,0,0,1
YLL052C,0,0,0,0,0,0,0,0,0,0,1
YPL279C,0,0,0,0,1,0,0,0,0,0,1
YLR410W,1,4,0,0,1,0,0,0,0,0,1
YPL068C,0,0,0,0,0,0,0,0,0,0,1
YOL007C,0,0,0,0,0,0,0,0,0,0,1
YML038C,1,2,0,0,1,0,0,0,0,0,1
YDR009W,2,3,0,0,1,0,0,0,0,0,1
YBL112C,0,2,0,0,0,0,0,0,0,0,1
YBL107C,0,0,0,0,0,0,0,0,0,0,1
YJL155C,1,4,0,0,1,0,0,0,0,0,1
YPR203W,0,0,0,0,0,0,0,0,0,0,1
YNR017W,2,4,0,0,1,0,0,0,0,0,1
YLR397C,5,8,0,0,1,0,0,0,0,1,1
YEL039C,3,9,0,0,1,0,0,0,0,1,1
YJL200C,3,4,0,0,1,0,0,0,0,1,1
YDR285W,0,0,0,0,0,0,0,0,0,0,1
YNL030W,2,5,0,0,1,0,0,0,0,1,1
YOL121C,3,4,0,0,1,0,0,0,0,0,1
YGL011C,3,5,0,0,1,0,0,0,0,0,1
YNL231C,2,0,0,0,1,0,0,0,0,1,1
YDL234C,2,5,0,0,1,0,0,0,0,1,1
YLR047C,0,0,0,0,1,0,0,0,0,1,1
YIR027C,3,7,0,0,1,0,0,0,0,0,1
YER134C,0,2,0,0,1,0,0,0,0,0,1
YNR059W,0,0,0,0,0,0,0,0,0,0,1
YNL282W,0,0,0,0,0,0,0,0,0,0,1
YDL044C,0,0,0,0,0,0,0,0,0,0,1
YPL090C,2,5,0,0,1,0,0,0,0,1,1
YDR155C,2,8,0,0,1,0,0,0,0,1,1
YJL056C,0,7,0,0,0,0,0,0,0,0,1
YAL040C,2,1,0,0,1,0,0,0,0,0,1
YPL250C,0,0,0,0,0,0,0,0,0,0,1
YNL300W,0,0,0,0,0,0,0,0,0,0,1
YDL013W,0,0,0,0,0,0,0,0,0,0,1
YOR199W,0,0,0,0,0,0,0,0,0,0,1
YGL198W,2,0,0,0,0,0,0,0,0,0,1
YLR025W,2,6,0,0,1,0,0,0,0,1,1
YGL138C,0,0,0,0,0,0,0,0,0,0,1
YHR114W,2,6,0,0,1,0,0,0,0,0,1
YNL027W,0,7,0,0,1,0,0,0,0,0,1
YNL155W,3,3,0,0,0,0,0,0,0,0,1
YER036C,4,7,0,0,1,0,0,0,0,1,1
YPL133C,0,0,0,0,0,0,0,0,0,1,1
YLR374C,0,0,0,0,0,0,0,0,0,0,1
YFR002W,1,5,0,0,1,0,0,0,0,0,1
YDR108W,0,0,0,0,1,0,0,0,0,0,1
YMR095C,3,0,0,0,1,0,0,0,0,0,1
YDR314C,0,0,0,0,1,0,0,0,0,0,1
YCL064C,3,3,0,0,1,0,0,0,0,0,1
YPL108W,0,0,0,0,0,0,0,0,0,0,1
YOR337W,0,0,0,0,1,0,0,0,0,0,1
YHL020C,0,0,0,0,0,0,0,0,0,0,1
YMR307W,0,0,0,0,1,0,0,0,0,0,1
YNL107W,1,2,0,0,1,0,0,0,0,1,1
YNL143C,0,0,0,0,0,0,0,0,0,0,1
YBR293W,1,0,0,0,1,0,0,0,0,0,1
YMR103C,0,0,0,0,0,0,0,0,0,0,1
YJL135W,0,0,0,0,0,0,0,0,0,0,1
YHR107C,0,7,0,0,1,0,0,0,0,0,1
YPL276W,2,3,0,0,0,0,0,0,0,0,1
YGL135W,3,5,0,0,1,0,0,0,0,1,1
YPR182W,2,3,0,0,1,0,0,0,0,1,1
YMR241W,2,5,0,0,1,0,0,0,0,1,1
YHR021C,2,3,0,0,1,0,0,0,0,0,1
YBL077W,2,2,0,0,1,0,0,0,0,0,1
YIL072W,2,4,0,0,0,0,0,0,0,0,1
YBR244W,1,5,0,0,1,0,0,0,0,0,1
YDR422C,0,0,0,0,0,0,0,0,0,0,1
YER082C,3,6,0,0,1,0,0,0,0,0,1
YCL055W,1,5,0,0,0,0,0,0,0,0,1
YFL040W,2,7,0,0,1,0,0,0,0,0,1
YNL015W,0,0,0,0,0,0,0,0,0,0,1
YKL136W,0,0,0,0,0,0,0,0,0,0,1
YKL224C,0,0,0,0,0,0,0,0,0,0,1
YMR280C,0,0,0,0,1,0,0,0,0,0,1
YFL025C,0,4,0,0,1,0,0,0,0,1,1
YER045C,0,4,0,0,1,0,0,0,0,0,1
YBR171W,0,0,0,0,1,0,0,0,0,0,1
YDR102C,0,0,0,0,0,0,0,0,0,0,1
YLR057W,1,4,0,0,1,0,0,0,0,0,1
YDR409W,2,4,0,0,1,0,0,0,0,0,1
YAR018C,4,8,0,0,1,0,0,0,0,1,1
YPR064W,0,0,0,0,0,0,0,0,0,0,1
YCL038C,0,0,0,0,1,0,0,0,0,1,1
YBR254C,1,6,0,0,1,0,0,0,0,0,1
YBL031W,0,0,0,0,0,0,0,0,0,0,1
YJL163C,0,0,0,0,0,0,0,0,0,0,1
YLR125W,0,0,0,0,0,0,0,0,0,0,1
YDR245W,2,0,0,0,1,0,0,0,0,0,1
YMR092C,3,7,0,0,1,0,0,0,0,1,1
YOR222W,3,8,0,0,1,0,0,0,0,1,1
YDR299W,1,5,0,0,1,0,0,0,0,1,1
YDR188W,5,7,0,0,1,0,0,0,0,1,1
YML062C,0,0,0,0,0,0,0,0,0,0,1
YHR151C,0,0,0,0,0,0,0,0,0,1,1
YLR110C,0,0,0,0,0,0,0,0,0,0,1
YDR044W,3,4,0,0,1,0,0,0,0,0,1
YBR096W,0,2,0,0,0,0,0,0,0,0,1
YGR127W,0,2,0,0,0,0,0,0,0,0,1
YIL012W,0,0,0,0,0,0,0,0,0,0,1
YEL073C,0,0,0,0,0,0,0,0,0,0,1
YNL293W,1,6,0,0,1,0,0,0,0,0,1
YLR283W,0,0,0,0,1,0,0,0,0,0,1
YGR130C,0,0,0,0,0,0,0,0,0,0,1
YIR005W,3,9,0,0,1,0,0,0,0,1,1
YBR201W,1,2,0,0,0,0,0,0,0,0,1
YGR213C,0,0,0,0,1,0,0,0,0,0,1
YGR119C,1,4,0,0,1,0,0,0,0,0,1
YPR052C,3,7,0,0,1,0,0,0,0,1,1
YCR031C,2,5,0,0,1,0,0,0,0,0,1
YHR136C,0,0,0,0,0,0,0,0,0,0,1
YOL089C,0,0,0,0,1,0,0,0,0,0,1
YKL172W,1,3,0,0,1,0,0,0,0,0,1
YBL023C,3,8,0,0,1,0,0,0,0,0,1
YLR336C,0,3,0,0,1,0,0,0,0,0,1
YGR256W,3,4,0,0,1,0,0,0,0,0,1
YPL093W,3,4,0,0,1,0,0,0,0,1,1
YKR052C,2,8,0,0,1,0,0,0,0,1,1
YBR158W,1,4,0,0,0,0,0,0,0,1,1
YOR056C,1,3,0,0,1,0,0,0,0,0,1
YOR272W,3,10,0,0,1,0,0,0,0,1,1
YPL218W,4,8,0,0,1,0,0,0,0,1,1
YHR132C,0,7,0,0,1,0,0,0,0,0,1
YHR181W,1,3,0,0,1,0,0,0,0,0,1
YNL297C,0,4,0,0,1,0,0,0,0,0,1
YGL123W,4,4,0,0,1,0,0,0,0,0,1
YBR294W,1,3,0,0,1,0,0,0,0,0,1
YDL149W,2,3,0,0,1,0,0,0,0,1,1
YDR038C,4,7,0,0,1,0,0,0,0,0,1
YOL099C,0,0,0,0,0,0,0,0,0,0,1
YCR023C,1,3,0,0,1,0,0,0,0,0,1
YPL113C,3,5,0,0,1,0,0,0,0,0,1
YGL032C,0,0,0,0,0,0,0,0,0,0,1
YOR018W,0,1,0,0,1,0,0,0,0,0,1
YBR190W,0,0,0,0,0,0,0,0,0,0,1
YDL085W,2,0,0,0,1,0,0,0,0,0,1
YHR146W,2,3,0,0,1,0,0,0,0,0,1
YNL125C,0,5,0,0,0,0,0,0,0,0,1
YPL106C,6,7,0,0,1,0,0,0,0,1,1
YNL241C,3,5,0,0,1,0,0,0,0,0,1
YDL180W,0,0,0,0,0,0,0,0,0,0,1
YDR079W,0,0,0,0,0,0,0,0,0,0,1
YMR018W,3,4,0,0,1,0,0,0,0,1,1
YPR194C,1,0,0,0,1,0,0,0,0,0,1
YCL065W,0,0,0,0,0,0,0,0,0,0,1
YLR256W,0,0,0,0,1,0,0,0,0,1,1
YCR092C,3,5,0,0,1,0,0,0,0,1,1
YLR438W,4,5,0,0,1,0,0,0,0,1,1
YER149C,0,0,0,0,0,0,0,0,0,0,1
YBL013W,1,3,0,0,1,0,0,0,0,0,1
YLR168C,1,5,0,0,1,0,0,0,0,0,1
YPL211W,1,4,0,0,1,0,0,0,0,0,1
YBR072W,2,0,0,0,1,0,0,0,0,0,1
YKL006W,2,4,0,0,1,0,0,0,0,0,1
YDL057W,0,0,0,0,0,0,0,0,0,0,1
YOL017W,0,0,0,0,0,0,0,0,0,0,1
YPL030W,0,4,0,0,1,0,0,0,0,1,1
YKL091C,2,6,0,0,1,0,0,0,0,1,1
YJL085W,1,2,0,0,1,0,0,0,0,1,1
YAL034C,0,0,0,0,1,0,0,0,0,0,1
YBR041W,2,4,0,0,1,0,0,0,0,0,1
YOR335C,3,4,0,0,1,0,0,0,0,0,1
YCL059C,1,3,0,0,1,0,0,0,0,0,1
YJR086W,0,0,0,0,0,0,0,0,0,1,1
YJL190C,2,5,0,0,1,0,0,0,0,1,1
YHL023C,0,0,0,0,1,0,0,0,0,1,1
YOR262W,2,4,0,0,1,0,0,0,0,1,1
YNL328C,3,5,0,0,1,0,0,0,0,1,1
YLR128W,2,7,0,0,1,0,0,0,0,1,1
YDR375C,5,8,0,0,1,0,0,0,0,1,1
YNL145W,0,0,0,0,0,0,0,0,0,0,1
YCL012W,0,0,0,0,0,0,0,0,0,1,1
YLR081W,2,7,0,0,1,0,0,0,0,0,1
YIL109C,2,2,0,0,1,0,0,0,0,1,1
YDR167W,1,3,0,0,1,0,0,0,0,0,1
YKR095W,1,3,0,0,1,0,0,0,0,0,1
YDR181C,0,0,0,0,0,0,0,0,0,0,1
YDR338C,1,4,0,0,1,0,0,0,0,0,1
YOR207C,6,5,0,0,1,0,0,0,0,1,1
YNL194C,0,0,0,0,0,0,0,0,0,0,1
YBL014C,0,0,0,0,0,0,0,0,0,0,1
YBR023C,0,4,0,0,1,0,0,0,0,0,1
YOR253W,0,3,0,0,1,0,0,0,0,0,1
YNL028W,0,0,0,0,0,0,0,0,0,0,1
YFR033C,0,0,0,0,1,0,0,0,0,0,1
YOR274W,1,2,0,0,1,0,0,0,0,0,1
YNL181W,1,4,0,0,1,0,0,0,0,0,1
YFL056C,2,4,0,0,1,0,0,0,0,0,1
YOR228C,0,0,0,0,0,0,0,0,0,0,1
YJR112W,0,0,0,0,1,0,0,0,0,0,1
YDL227C,0,0,0,0,0,0,0,0,0,0,1
YHR190W,3,3,0,0,1,0,0,0,0,1,1
YDL146W,0,0,0,0,1,0,0,0,0,1,1
YNL077W,3,7,0,0,1,0,0,0,0,1,1
YDR008C,1,0,0,0,1,0,0,0,0,1,1
YKR075C,0,0,0,0,0,0,0,0,0,0,1
YDL206W,1,5,0,0,1,0,0,0,0,0,1
YPR093C,3,1,0,0,1,0,0,0,0,1,1
YBR131W,0,0,0,0,0,0,0,0,0,1,1
YBR081C,3,6,0,0,1,0,0,0,0,1,1
YDL073W,0,0,0,0,0,0,0,0,0,0,1
YGL248W,1,0,0,0,1,0,0,0,0,0,1
YMR105C,2,4,0,0,1,0,0,0,0,0,1
YIR042C,0,0,0,0,0,0,0,0,0,0,1
YJR159W,3,6,0,0,1,0,0,0,0,0,1
YPR174C,0,0,0,0,0,0,0,0,0,0,1
YDR324C,2,5,0,0,1,0,0,0,0,0,1
YNL269W,0,0,0,0,0,0,0,0,0,0,1
YLL011W,3,9,0,0,1,0,0,0,0,1,1
YMR043W,3,5,0,0,1,0,0,0,0,0,1
YGR106C,0,0,0,0,0,0,0,0,0,0,1
YHR014W,0,0,0,0,0,0,0,0,0,0,1
YKL052C,0,0,0,0,1,0,0,0,0,1,1
YFL031W,0,0,0,0,0,0,0,0,0,0,1
