,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Eumetazoa,Vertebrata,Mammalia,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
B9EJW5,0.0,0.0,0.0,0.0,0.666666666667,0.33333333333299997,0.0,0.0,Opisthokonta,3,9,0.636514168295,5.60606060606,3.8,False
B9EJX2,0.0,0.0,0.0,0.0,0.0,0.307692307692,0.692307692308,0.0,Vertebrata,13,0,0.61724176973,1.38461538462,1.33333333333,False
B9EK06,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.666666666667,0.0,Vertebrata,6,7,0.8675632284810001,1.35897435897,-0.15873015873,False
B9EK86,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571400004,0.714285714286,Mammalia,7,1,0.598269588585,2.46428571429,0.00512820512821,False
B9EKE5,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,Eumetazoa,10,0,0.325082973391,1.82222222222,0.0238095238095,False
B9EKF4,0.0,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.0,0.33333333333299997,Mammalia,3,9,1.09861228867,4.72727272727,2.8,False
B9EKG2,0.0,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.8181818181820001,Mammalia,11,0,0.474139313058,1.05454545455,0.32,False
B9EKH0,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.8181818181820001,0.0,Vertebrata,11,1,0.474139313058,2.21212121212,1.73333333333,False
B9EKI3,0.0,0.0769230769231,0.0,0.846153846154,0.0,0.0,0.0769230769231,0.0,Eukaryota,13,0,0.5359610497089999,1.53846153846,0.17460317460299998,False
B9EKK6,0.0,0.0,0.0,0.0,0.0,0.7272727272730001,0.272727272727,0.0,Eumetazoa,11,2,0.585952618304,1.30769230769,0.210317460317,False
B9EKP8,0.0,0.0,0.0,0.08333333333330001,0.166666666667,0.416666666667,0.33333333333299997,0.0,Eumetazoa,12,1,1.2366848691399999,3.35897435897,1.2857142857100001,False
B9EKR1,0.0,0.0,0.0,0.272727272727,0.0,0.45454545454499995,0.272727272727,0.0,Eumetazoa,11,1,1.0670895187799998,4.27272727273,0.133333333333,False
B9EKS7,0.0,0.0,0.615384615385,0.38461538461499994,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.666278442415,1.30769230769,0.0555555555556,False
B9EKX1,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,Vertebrata,10,1,0.950270539233,4.36363636364,3.82,False
B9EKY2,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.75,0.08333333333330001,Vertebrata,12,1,0.7214636866930001,1.92307692308,0.424603174603,False
B9UIU9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,8,0,-0.0,0.0,0.0,False
C0LLJ0,0.0,0.0,0.0,0.363636363636,0.0,0.181818181818,0.0,0.45454545454499995,Mammalia,11,1,1.03619878482,7.83333333333,2.9333333333300002,False
C3VPR6,0.0,0.0,0.0,0.714285714286,0.0,0.0,0.0,0.28571428571400004,Eukaryota,7,5,0.598269588585,6.42424242424,1.51111111111,False
C4IXT3,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,Eukaryota,4,9,0.562335144619,4.51282051282,2.70634920635,False
C4P6S0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,1,1,-0.0,7.0,,False
C5NTX9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,3,9,-0.0,5.15151515152,1.62222222222,False
C6EQK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,3,0,-0.0,0.0,0.0,False
C6KI89,0.0,0.0,0.0,0.0,0.0,0.583333333333,0.0,0.416666666667,Eumetazoa,12,0,0.6791932659919999,4.45454545455,0.492165898618,False
C7G3P2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,11,2,-0.0,1.76923076923,0.39682539682499995,False
D0ENM2,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,Mammalia,3,1,0.636514168295,2.5,3.0,False
D0QMC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,6,0,-0.0,0.0,,False
D0VY58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,7,-0.0,4.88888888889,2.66666666667,False
D2D553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,10,1,-0.0,0.909090909091,-0.166666666667,False
D2EAC2,0.0,0.0,0.0,0.363636363636,0.0909090909091,0.363636363636,0.181818181818,0.0,Eumetazoa,11,2,1.26365443188,4.33333333333,2.3214285714300003,False
D2J0Y4,0.0,0.0,0.0,0.0,0.0,0.38461538461499994,0.615384615385,0.0,Vertebrata,13,0,0.666278442415,3.07692307692,0.452380952381,False
D2XZ31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,0,-0.0,0.0,0.0,False
D2XZ33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,6,0,-0.0,0.0,,False
D2XZ38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,0,-0.0,1.11111111111,-0.222222222222,False
D3YTK6,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.0,Euk+Bac,8,5,1.0397207708399998,4.51282051282,1.05555555556,True
D3YTN4,0.0,0.0,0.0,0.538461538462,0.0,0.153846153846,0.153846153846,0.153846153846,Eukaryota,13,0,1.19723750156,5.94871794872,3.4126984126999997,False
D3YTP3,0.0,0.0,0.6,0.0,0.0,0.2,0.2,0.0,Euk+Bac,5,8,0.950270539233,5.15384615385,1.0595238095200001,False
D3YTQ3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,6,7,-0.0,4.41025641026,1.1746031745999999,False
D3YTT4,0.0769230769231,0.0,0.923076923077,0.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.271189373042,0.0,0.0,True
D3YTV3,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,Euk+Bac,10,3,0.6931471805600001,3.58974358974,0.5277777777780001,False
D3YTW8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,Mammalia,5,0,0.6730116670090001,2.8,,False
D3YTX4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,Mammalia,5,0,0.6730116670090001,2.8,,False
D3YTX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,3,1,-0.0,2.0,,False
D3YTY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,3,1,-0.0,2.0,,False
D3YTY6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,4,3,-0.0,0.571428571429,,False
D3YU27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,3,6,-0.0,3.77777777778,-0.111111111111,False
D3YU32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,11,1,-0.0,3.27272727273,0.37777777777800003,False
D3YU55,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454499995,0.545454545455,Mammalia,11,1,0.689009238477,3.19696969697,3.6,False
D3YU56,0.0,0.0,0.0,0.0,0.0,0.7272727272730001,0.272727272727,0.0,Eumetazoa,11,2,0.585952618304,2.71794871795,-0.162698412698,False
D3YUA3,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.2,Euk+Bac,10,1,1.05492016799,6.98181818182,1.8,False
D3YUD3,0.0,0.0,0.0,0.416666666667,0.08333333333330001,0.5,0.0,0.0,Eumetazoa,12,1,0.918427784993,2.89743589744,-0.0873015873016,False
D3YUD8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,9,0,-0.0,0.777777777778,0.05,False
D3YUE4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,13,0,-0.0,0.153846153846,-0.0238095238095,False
D3YUH6,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.33333333333299997,0.0,Eukaryota,6,1,0.636514168295,4.66666666667,8.84545454545,False
D3YUI0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,Vertebrata,4,5,0.562335144619,3.94444444444,2.1111111111099996,False
D3YUJ6,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,Eumetazoa,4,1,0.562335144619,4.0,,False
D3YUK6,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.666666666667,0.166666666667,Vertebrata,6,0,0.8675632284810001,1.33333333333,-0.8,False
D3YUM8,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,Cellular_organisms,4,4,1.0397207708399998,0.964285714286,-0.33333333333299997,False
D3YUP0,0.0,0.0,0.0,0.769230769231,0.23076923076900002,0.0,0.0,0.0,Eukaryota,13,0,0.5402041423889999,1.51282051282,0.33333333333299997,False
D3YUR7,0.0,0.0,0.0,0.0,0.636363636364,0.363636363636,0.0,0.0,Opisthokonta,11,2,0.655481773901,2.48717948718,0.18253968254,False
D3YUT2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,11,0,-0.0,0.0,0.0,False
D3YUT3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Euk_Archaea,4,1,-0.0,0.4,-0.25,False
D3YUT9,0.0,0.0,0.0,0.0,0.0,0.0,0.545454545455,0.45454545454499995,Vertebrata,11,2,0.689009238477,3.66666666667,0.722222222222,False
D3YUU5,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.0,0.666666666667,Mammalia,3,1,0.636514168295,5.0,-0.666666666667,False
D3YUU6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,3,9,-0.0,5.84848484848,4.0,False
D3YV13,0.0,0.0,0.0,0.45454545454499995,0.0909090909091,0.181818181818,0.272727272727,0.0,Eukaryota,11,2,1.2406842919499999,4.35897435897,1.4404761904799999,False
D3YV46,0.0,0.0,0.0,0.222222222222,0.111111111111,0.111111111111,0.111111111111,0.444444444444,Mammalia,9,4,1.42706104338,5.35897435897,1.64682539683,False
D3YV89,0.0,0.0,0.0,0.375,0.0,0.125,0.5,0.0,Vertebrata,8,3,0.9743147528689999,4.65454545455,4.72,False
D3YV94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,7,0,-0.0,0.0,0.0,False
D3YVE8,0.0,0.0,0.08333333333330001,0.166666666667,0.0,0.583333333333,0.166666666667,0.0,Eumetazoa,12,1,1.1187433359899999,4.4358974359,1.78968253968,False
D3YVF0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,3,10,-0.0,6.97435897436,-0.8730158730159999,False
D3YVJ1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,Mammalia,10,1,0.6730116670090001,3.27272727273,0.72,False
D3YVL0,0.08333333333330001,0.0,0.25,0.25,0.166666666667,0.166666666667,0.08333333333330001,0.0,Eukaryota,12,0,1.7045514452700001,4.13636363636,0.8,False
D3YVM5,0.0,0.428571428571,0.0,0.14285714285700002,0.0,0.0,0.0,0.428571428571,Mammalia,7,1,1.0042424730500001,8.67857142857,1.55384615385,False
D3YVN7,0.14285714285700002,0.14285714285700002,0.428571428571,0.28571428571400004,0.0,0.0,0.0,0.0,Euk+Bac,7,1,1.2770342594700002,3.78571428571,4.75,False
D3YVS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,12,0,-0.0,0.0,0.0,False
D3YVV6,0.0,0.0,0.444444444444,0.111111111111,0.0,0.222222222222,0.222222222222,0.0,Euk+Bac,9,4,1.27302833659,5.76923076923,3.2857142857099997,False
D3YVV7,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.166666666667,0.166666666667,Eukaryota,12,0,0.8675632284810001,5.5,3.66666666667,False
D3YW42,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,Eumetazoa,12,1,0.562335144619,1.76923076923,0.5,False
D3YW52,0.0,0.0,0.5,0.0,0.1,0.1,0.0,0.3,Euk+Bac,10,2,1.16828245018,8.42424242424,7.13333333333,False
D3YW96,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,Eumetazoa,12,1,0.45056120886600004,1.58974358974,0.37301587301600003,False
D3YWA5,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,Eukaryota,10,0,0.500402423538,1.62222222222,-0.32,False
D3YWC0,0.0,0.428571428571,0.0,0.5714285714289999,0.0,0.0,0.0,0.0,Eukaryota,7,0,0.6829081047,0.857142857143,,False
D3YWD3,0.307692307692,0.0769230769231,0.0,0.307692307692,0.0,0.307692307692,0.0,0.0,Cellular_organisms,13,0,1.28529302412,3.33333333333,0.25793650793699996,False
D3YWE3,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.166666666667,0.5,Mammalia,6,1,1.0114042647100001,3.42857142857,2.9,False
D3YWE6,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,Vertebrata,12,1,0.45056120886600004,1.84615384615,0.17857142857099997,False
D3YWF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,7,0,-0.0,0.0,0.0,False
D3YWG1,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,Opisthokonta,4,4,1.0397207708399998,2.03571428571,-0.0625,False
D3YWG8,0.125,0.0,0.0,0.75,0.0,0.0,0.125,0.0,Eukaryota,8,4,0.7356219397589999,4.78787878788,0.1,False
D3YWJ0,0.0,0.0,0.0,0.0,0.45454545454499995,0.0909090909091,0.45454545454499995,0.0,Opisthokonta,11,2,0.9347698978579999,5.30769230769,0.777777777778,False
D3YWL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,1,1,-0.0,8.0,,False
D3YWN4,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.3,Eumetazoa,10,1,1.4184836619499999,5.78181818182,-0.9133333333329999,False
D3YWP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,10,0,-0.0,0.0,0.0,False
D3YWQ9,0.0,0.0,0.0,0.0,0.0,0.0909090909091,0.909090909091,0.0,Vertebrata,11,0,0.304636097349,0.363636363636,-0.06666666666669999,False
D3YWS2,0.0,0.0,0.0,0.5,0.166666666667,0.166666666667,0.0,0.166666666667,Eukaryota,12,1,1.2424533248899998,5.53846153846,1.8253968254,False
D3YWS8,0.0,0.0,0.0,0.846153846154,0.0769230769231,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.5359610497089999,1.61538461538,0.31746031746,False
D3YWV4,0.0,0.0,0.0,0.166666666667,0.166666666667,0.0,0.666666666667,0.0,Vertebrata,6,1,0.8675632284810001,4.66666666667,-0.19444444444400003,False
D3YWX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,10,0,-0.0,0.711111111111,0.2,False
D3YWX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,6,0,-0.0,0.333333333333,,False
D3YX18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,1,1,-0.0,8.0,,False
D3YX21,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,Mammalia,4,2,1.0397207708399998,9.53333333333,-2.2142857142900003,False
D3YX25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,6,2,-0.0,1.35714285714,-0.0416666666667,False
D3YX42,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.2,Vertebrata,10,0,0.8018185525429999,2.68888888889,2.90476190476,False
D3YX67,0.0,0.0,0.0,0.0,0.166666666667,0.08333333333330001,0.75,0.0,Vertebrata,12,0,0.7214636866930001,2.75757575758,-0.322222222222,False
D3YX71,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,Eukaryota,8,1,0.562335144619,5.66666666667,13.1688311688,False
D3YX79,0.33333333333299997,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,Euk_Archaea,6,2,0.636514168295,1.10714285714,1.38095238095,False
D3YX91,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.33333333333299997,Eumetazoa,6,1,0.636514168295,5.90476190476,1.53333333333,False
D3YXA5,0.0,0.0,0.0,0.0,0.0,0.14285714285700002,0.14285714285700002,0.714285714286,Mammalia,7,1,0.7963116401739999,4.32142857143,3.1846153846200003,False
D3YXF5,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.33333333333299997,Mammalia,9,0,1.09861228867,3.38888888889,0.0,False
D3YXG0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,7,3,-0.0,1.17777777778,-0.04,False
D3YXG1,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.08333333333330001,0.75,Mammalia,12,1,0.7214636866930001,4.92307692308,0.11507936507899999,False
D3YXI4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,9,0,-0.0,0.0,0.0,False
D3YXI6,0.0,0.0,0.0,0.538461538462,0.0769230769231,0.23076923076900002,0.153846153846,0.0,Eukaryota,13,0,1.15698764435,4.0,1.34126984127,False
D3YXJ0,0.0,0.0,0.0,0.7,0.0,0.2,0.1,0.0,Eukaryota,10,3,0.8018185525429999,3.66666666667,2.73412698413,False
D3YXJ5,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.833333333333,0.0,Vertebrata,12,1,0.45056120886600004,1.92307692308,0.166666666667,False
D3YXJ9,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.33333333333299997,Mammalia,9,4,1.09861228867,2.97435897436,1.7063492063499999,False
D3YXK0,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.666666666667,0.0,Vertebrata,12,1,0.636514168295,2.71794871795,1.23015873016,False
D3YXK1,0.0,0.0,0.0,0.08333333333330001,0.0,0.666666666667,0.166666666667,0.08333333333330001,Eumetazoa,12,1,0.983087758575,3.58974358974,-0.0396825396825,False
D3YXK2,0.0,0.0,0.0,0.25,0.08333333333330001,0.5,0.0,0.166666666667,Eumetazoa,12,1,1.1988493129100002,4.66666666667,0.928571428571,False
D3YXM8,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.166666666667,0.0,Eukaryota,6,7,0.45056120886600004,4.79487179487,4.72619047619,False
D3YXQ5,0.0,0.0,0.0,0.3,0.4,0.1,0.1,0.1,Opisthokonta,10,2,1.4184836619499999,4.48484848485,2.6,False
D3YXS7,0.0,0.0,0.0,0.0909090909091,0.181818181818,0.181818181818,0.0,0.545454545455,Mammalia,11,2,1.16851840574,5.64102564103,5.5753968253999995,False
D3YXV9,0.0,0.0,0.0,0.625,0.25,0.125,0.0,0.0,Eukaryota,8,0,0.900256051269,2.10714285714,1.27083333333,False
D3YY20,0.0,0.0,0.0,0.0,0.0909090909091,0.7272727272730001,0.181818181818,0.0,Eumetazoa,11,2,0.7595473914749999,2.05128205128,0.5079365079370001,False
D3YY23,0.0,0.0,0.08333333333330001,0.583333333333,0.08333333333330001,0.08333333333330001,0.166666666667,0.0,Eukaryota,12,1,1.23426786608,4.20512820513,1.4126984127000002,False
D3YY49,0.0,0.0,0.428571428571,0.428571428571,0.14285714285700002,0.0,0.0,0.0,Euk+Bac,7,0,1.0042424730500001,2.28571428571,1.7,False
D3YY82,0.0,0.0,0.0,0.0,0.0,0.636363636364,0.272727272727,0.0909090909091,Eumetazoa,11,0,0.859967281036,2.90909090909,-0.02,False
D3YY91,0.2,0.0,0.4,0.0,0.0,0.4,0.0,0.0,Euk+Bac,5,7,1.05492016799,2.98484848485,1.86666666667,False
D3YYC3,0.0,0.0,0.0,0.583333333333,0.0,0.416666666667,0.0,0.0,Eukaryota,12,0,0.6791932659919999,3.59090909091,0.411111111111,False
D3YYC9,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,Vertebrata,5,2,0.500402423538,1.52380952381,0.666666666667,False
D3YYI5,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,Euk+Bac,5,1,0.950270539233,0.666666666667,-0.4,False
D3YYI7,0.0,0.0,0.0,0.666666666667,0.111111111111,0.222222222222,0.0,0.0,Eukaryota,9,2,0.848685557726,2.10909090909,1.37830687831,False
D3YYI8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,5,1,-0.0,0.666666666667,2.0,False
D3YYJ7,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Eumetazoa,8,1,0.6931471805600001,2.44444444444,0.222222222222,False
D3YYK3,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.888888888889,Mammalia,9,1,0.34883209584299996,1.55555555556,0.1,False
D3YYL7,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,Eukaryota,8,1,0.6931471805600001,0.944444444444,-0.14285714285700002,False
D3YYM0,0.0,0.0,0.0,0.0,0.0909090909091,0.545454545455,0.0,0.363636363636,Eumetazoa,11,1,0.9164648855390001,5.0303030303,3.6,False
D3YYM4,0.0,0.0,0.166666666667,0.416666666667,0.0,0.0,0.416666666667,0.0,Eukaryota,12,1,1.02818385933,5.92307692308,1.7142857142899999,False
D3YYN1,0.0,0.0,0.666666666667,0.33333333333299997,0.0,0.0,0.0,0.0,Euk+Bac,3,10,0.636514168295,2.20512820513,0.380952380952,False
D3YYP3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,2,-0.0,1.5,3.27272727273,False
D3YYQ8,0.0,0.0,0.0,0.916666666667,0.08333333333330001,0.0,0.0,0.0,Eukaryota,12,0,0.286835983056,0.80303030303,0.06666666666669999,False
D3YYT1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,10,3,0.6931471805600001,2.5641025641,0.531746031746,True
D3YYU8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,2,10,-0.0,3.54545454545,1.36666666667,False
D3YYY8,0.0,0.0,0.0,0.5,0.166666666667,0.0,0.33333333333299997,0.0,Eukaryota,6,7,1.0114042647100001,3.89743589744,2.8531746031700003,False
D3YYZ0,0.666666666667,0.0,0.33333333333299997,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,3,6,0.636514168295,5.94444444444,4.415584415580001,False
D3YYZ2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,8,1,-0.0,0.833333333333,-0.428571428571,False
D3YYZ3,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714289999,0.428571428571,Vertebrata,7,1,0.6829081047,3.92857142857,3.04166666667,False
D3YZ90,0.0,0.0,0.0,0.0,0.777777777778,0.222222222222,0.0,0.0,Opisthokonta,9,4,0.529706199058,2.97435897436,0.829365079365,False
D3YZA3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,10,0,-0.0,0.666666666667,0.535714285714,False
D3YZG3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,Mammalia,4,1,0.6931471805600001,3.2,,False
D3YZG8,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0,Cellular_organisms,10,3,0.950270539233,5.69230769231,3.0912698412700004,False
D3YZK4,0.0,0.0,0.0,0.692307692308,0.153846153846,0.153846153846,0.0,0.0,Eukaryota,13,0,0.8305178252869999,2.64102564103,0.261904761905,False
D3YZP9,0.0,0.0,0.0,0.666666666667,0.0,0.25,0.08333333333330001,0.0,Eukaryota,12,1,0.8239592165009999,3.0,-0.154761904762,False
D3YZR2,0.0,0.0,0.0,0.0,0.0,0.363636363636,0.636363636364,0.0,Vertebrata,11,2,0.655481773901,2.0,0.25793650793699996,False
D3YZT0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Euk_Archaea,1,2,-0.0,2.0,,False
D3YZV2,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.222222222222,0.111111111111,Eumetazoa,9,4,0.848685557726,5.4358974359,3.38888888889,False
D3YZV8,0.0,0.0,0.0,0.0,0.0909090909091,0.0909090909091,0.0,0.8181818181820001,Mammalia,11,1,0.60016607316,4.40909090909,-0.533333333333,False
D3YZW1,0.0,0.0,0.0,0.5714285714289999,0.0,0.28571428571400004,0.14285714285700002,0.0,Eukaryota,7,6,0.955699891113,3.05128205128,1.28174603175,False
D3YZZ3,0.153846153846,0.0,0.46153846153800004,0.0769230769231,0.0769230769231,0.0,0.0,0.23076923076900002,Euk+Bac,13,0,1.37781950804,5.92307692308,3.10714285714,True
D3YZZ5,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,Eukaryota,5,8,0.500402423538,4.71794871795,2.98412698413,False
D3Z077,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,Eumetazoa,10,0,0.8018185525429999,2.2,0.28571428571400004,False
D3Z081,0.0,0.0,0.0,0.6,0.1,0.0,0.3,0.0,Eukaryota,10,1,0.897945724857,4.21818181818,0.865079365079,False
D3Z0K6,0.0,0.0,0.0,0.0,0.0,0.692307692308,0.307692307692,0.0,Eumetazoa,13,0,0.61724176973,2.23076923077,1.61507936508,False
D3Z0M6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,6,-0.0,3.94871794872,4.08333333333,False
D3Z0M9,0.222222222222,0.0,0.666666666667,0.111111111111,0.0,0.0,0.0,0.0,Euk+Bac,9,4,0.848685557726,1.48717948718,0.0277777777778,False
D3Z0P8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Vertebrata,12,0,-0.0,0.606060606061,0.133333333333,False
D3Z0R2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,Eumetazoa,12,0,0.6931471805600001,2.72727272727,0.111111111111,False
D3Z0U0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,Mammalia,2,0,0.6931471805600001,9.0,,False
D3Z0U1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,1,0,-0.0,None,,False
D3Z0V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,1,0,-0.0,None,,False
D3Z0V7,0.0,0.0,0.0,0.166666666667,0.0,0.583333333333,0.25,0.0,Eumetazoa,12,1,0.9596147939120001,4.05128205128,-0.111111111111,False
D3Z0W0,0.0,0.0,0.0,0.0,0.08333333333330001,0.25,0.33333333333299997,0.33333333333299997,Mammalia,12,1,1.2860573368700001,4.76923076923,0.861111111111,False
D3Z0W3,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,Opisthokonta,2,10,0.6931471805600001,5.75757575758,5.666666666669999,False
D3Z0W7,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5,Mammalia,4,1,1.0397207708399998,9.0,,False
D3Z0X5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Eumetazoa,9,4,-0.0,2.58974358974,0.269841269841,False
D3Z120,0.0,0.0,0.0,0.0,0.714285714286,0.0,0.28571428571400004,0.0,Opisthokonta,7,6,0.598269588585,3.35897435897,-0.0555555555556,False
D3Z175,0.33333333333299997,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,Euk+Bac,6,3,0.636514168295,3.5,1.63636363636,False
D3Z183,0.0,0.0,0.23076923076900002,0.46153846153800004,0.0,0.307692307692,0.0,0.0,Eukaryota,13,0,1.0579054247,3.35897435897,-0.210317460317,False
D3Z193,0.0,0.0,0.0,0.0,0.25,0.625,0.125,0.0,Eumetazoa,8,1,0.900256051269,1.77777777778,0.012987012987,False
D3Z1A5,0.0,0.0,0.0,0.0,0.08333333333330001,0.833333333333,0.08333333333330001,0.0,Eumetazoa,12,1,0.56608573896,2.02564102564,0.20238095238099998,False
D3Z1D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mammalia,9,1,-0.0,4.06666666667,-0.24,False
