,Cellular_organisms,Euk_Archaea,Euk+Bac,Eukaryota,Opisthokonta,Dikarya,Ascomycota,Saccharomyceta,modeAge,NumDBsContributing,NumDBsFiltered,entropy,NodeError,Bimodality,HGT_flag
P32485,0.0,0.0,0.0,0.545454545455,0.45454545454499995,0.0,0.0,0.0,Eukaryota,11,2,0.689009238477,2.07692307692,1.38095238095,False
P32486,0.0,0.0,0.0,0.666666666667,0.0,0.25,0.0,0.08333333333330001,Eukaryota,12,0,0.8239592165009999,1.95454545455,0.7658986175120001,False
P32487,0.4,0.0,0.4,0.0,0.0,0.1,0.0,0.1,Cellular_organisms,10,1,1.1935496041,2.65454545455,0.630952380952,True
P32489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,6,0,-0.0,0.666666666667,0.0,False
P32490,0.0,0.0,0.25,0.625,0.0,0.125,0.0,0.0,Eukaryota,8,4,0.900256051269,2.75757575758,-0.27465437788,False
P32491,0.0,0.0,0.14285714285700002,0.428571428571,0.14285714285700002,0.0,0.14285714285700002,0.14285714285700002,Eukaryota,7,4,1.4750763110499998,3.41818181818,0.45767195767200003,False
P32492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,6,2,-0.0,0.428571428571,-0.166666666667,False
P32494,0.0,0.0,0.0,0.0769230769231,0.38461538461499994,0.307692307692,0.0769230769231,0.153846153846,Opisthokonta,13,0,1.4127446368599998,1.51282051282,0.0238095238095,False
P32495,0.08333333333330001,0.416666666667,0.0,0.5,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.918427784993,0.974358974359,0.107142857143,False
P32496,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
P32497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.461538461538,-0.07142857142860001,False
P32499,0.0,0.0,0.0,0.33333333333299997,0.33333333333299997,0.166666666667,0.0,0.166666666667,Opisthokonta,12,0,1.32966134885,2.86363636364,0.047004608294900004,False
P32500,0.0,0.0,0.0,0.0,0.0909090909091,0.0909090909091,0.181818181818,0.636363636364,Saccharomyceta,11,0,1.0335620542100001,2.10909090909,-0.24,False
P32501,0.153846153846,0.0,0.307692307692,0.538461538462,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.983961446001,1.35897435897,-0.0555555555556,False
P32502,0.166666666667,0.0,0.08333333333330001,0.75,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.7214636866930001,1.05128205128,0.14682539682499998,False
P32505,0.0,0.0,0.0,0.5,0.08333333333330001,0.33333333333299997,0.0,0.08333333333330001,Eukaryota,12,0,1.1269287948,2.04545454545,-0.1,False
P32521,0.0,0.0,0.0,0.538461538462,0.153846153846,0.0769230769231,0.153846153846,0.0769230769231,Eukaryota,13,0,1.30387552934,2.07692307692,-0.21825396825399998,False
P32522,0.0,0.0,0.0,0.666666666667,0.0,0.111111111111,0.0,0.222222222222,Eukaryota,9,0,0.848685557726,3.22222222222,-0.3875,False
P32523,0.0,0.0,0.33333333333299997,0.666666666667,0.0,0.0,0.0,0.0,Eukaryota,3,9,0.636514168295,0.636363636364,-0.138248847926,False
P32524,0.0,0.0,0.0,0.666666666667,0.25,0.0,0.0,0.08333333333330001,Eukaryota,12,0,0.8239592165009999,2.28787878788,-0.43041474654399997,False
P32525,0.0,0.0,0.0,0.0,0.0,0.14285714285700002,0.0,0.8571428571430001,Saccharomyceta,7,2,0.410116318288,2.38888888889,-0.666666666667,False
P32526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,5,1,-0.0,1.73333333333,-0.444444444444,False
P32527,0.0,0.0,0.153846153846,0.692307692308,0.0769230769231,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.937155853066,1.92307692308,0.37301587301600003,False
P32528,0.46153846153800004,0.0,0.46153846153800004,0.0,0.0,0.0,0.0,0.0769230769231,Cellular_organisms,13,0,0.911017539713,1.23076923077,-0.190476190476,True
P32529,0.153846153846,0.153846153846,0.0,0.538461538462,0.0,0.153846153846,0.0,0.0,Eukaryota,13,0,1.19723750156,1.97435897436,0.365079365079,False
P32558,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.0,0.0,False
P32559,0.5,0.0,0.416666666667,0.08333333333330001,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,0.918427784993,0.461538461538,-0.07142857142860001,False
P32561,0.545454545455,0.0,0.272727272727,0.181818181818,0.0,0.0,0.0,0.0,Cellular_organisms,11,1,0.994923632572,1.15151515152,0.4,False
P32562,0.0,0.0,0.714285714286,0.28571428571400004,0.0,0.0,0.0,0.0,Euk+Bac,7,5,0.598269588585,1.9696969697,0.555555555556,False
P32563,0.38461538461499994,0.23076923076900002,0.0,0.307692307692,0.0,0.0,0.0,0.0769230769231,Cellular_organisms,13,0,1.2658567518700001,2.07692307692,0.14285714285700002,False
P32564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,1,0,-0.0,None,,False
P32565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
P32566,0.0,0.0,0.307692307692,0.0769230769231,0.0,0.38461538461499994,0.23076923076900002,0.0,Dikarya,13,0,1.2658567518700001,3.30769230769,0.93253968254,False
P32567,0.0,0.0,0.0,0.769230769231,0.23076923076900002,0.0,0.0,0.0,Eukaryota,13,0,0.5402041423889999,1.30769230769,-0.0992063492063,False
P32568,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.1,Eukaryota,10,2,0.897945724857,3.4696969697,1.55483870968,False
P32569,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181820001,0.181818181818,Ascomycota,11,0,0.474139313058,0.654545454545,0.32,False
P32570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,1,0,-0.0,None,,False
P32571,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.2,Eukaryota,10,0,0.8018185525429999,2.86666666667,2.6071428571400004,False
P32572,0.0,0.0,0.0,0.8571428571430001,0.14285714285700002,0.0,0.0,0.0,Eukaryota,7,1,0.410116318288,1.03571428571,0.8125,False
P32573,0.538461538462,0.0,0.46153846153800004,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.6901856760189999,0.0,0.0,True
P32578,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,Dikarya,4,1,0.6931471805600001,3.0,2.5,False
P32579,0.833333333333,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,0.45056120886600004,0.717948717949,-0.00793650793651,False
P32580,0.0,0.0,0.538461538462,0.38461538461499994,0.0,0.0,0.0,0.0769230769231,Euk+Bac,13,0,0.898137003188,2.28205128205,0.111111111111,False
P32581,0.0,0.0,0.0,0.909090909091,0.0,0.0,0.0909090909091,0.0,Eukaryota,11,1,0.304636097349,1.10606060606,-0.225806451613,False
P32582,0.583333333333,0.08333333333330001,0.25,0.08333333333330001,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,1.07513932401,0.435897435897,-0.015873015873,False
P32583,0.0,0.0,0.166666666667,0.5,0.08333333333330001,0.08333333333330001,0.08333333333330001,0.08333333333330001,Eukaryota,12,0,1.4735023850799998,2.9696969697,-0.422222222222,False
P32584,0.166666666667,0.33333333333299997,0.0,0.416666666667,0.08333333333330001,0.0,0.0,0.0,Eukaryota,12,1,1.2366848691399999,1.38461538462,-0.00793650793651,False
P32585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,7,0,-0.0,0.857142857143,0.272727272727,False
P32588,0.0,0.0,0.166666666667,0.666666666667,0.08333333333330001,0.0,0.0,0.08333333333330001,Eukaryota,12,1,0.983087758575,2.30769230769,0.313492063492,False
P32589,0.181818181818,0.0,0.0,0.636363636364,0.0,0.0,0.0909090909091,0.0909090909091,Eukaryota,11,1,1.0335620542100001,2.77272727273,1.4571428571399998,False
P32590,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,Eukaryota,10,0,0.610864302055,1.28888888889,0.440476190476,False
P32591,0.0,0.0,0.0,0.75,0.0,0.08333333333330001,0.0,0.166666666667,Eukaryota,12,0,0.7214636866930001,2.84848484848,0.0184331797235,False
P32597,0.181818181818,0.0,0.0,0.545454545455,0.0909090909091,0.0909090909091,0.0,0.0909090909091,Eukaryota,11,1,1.29454516584,3.13636363636,1.16958525346,False
P32598,0.153846153846,0.0,0.0,0.846153846154,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.42932302193099997,0.717948717949,0.0436507936508,False
P32599,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.74358974359,0.0396825396825,False
P32600,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,9,2,-0.0,0.509090909091,0.2,False
P32601,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.833333333333,Saccharomyceta,6,2,0.45056120886600004,2.89285714286,-0.6307692307689999,False
P32602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.153846153846,0.0277777777778,False
P32603,0.0,0.0,0.125,0.625,0.125,0.0,0.125,0.0,Eukaryota,8,1,1.07354284641,2.38888888889,1.8181818181799998,False
P32604,0.08333333333330001,0.0,0.166666666667,0.75,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.7214636866930001,1.28205128205,0.111111111111,False
P32605,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,Opisthokonta,5,0,0.6730116670090001,1.6,0.166666666667,False
P32606,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,Eukaryota,10,0,0.325082973391,0.4,-0.14285714285700002,False
P32607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,5,1,-0.0,2.33333333333,-1.4,False
P32608,0.153846153846,0.0,0.538461538462,0.0,0.0,0.0,0.0,0.307692307692,Euk+Bac,13,0,0.983961446001,3.69230769231,-0.15873015873,True
P32609,0.0,0.0,0.0,0.23076923076900002,0.692307692308,0.0,0.0769230769231,0.0,Opisthokonta,13,0,0.790267968075,0.974358974359,0.00396825396825,False
P32610,0.846153846154,0.153846153846,0.0,0.0,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.42932302193099997,0.282051282051,-0.0436507936508,False
P32611,0.0,0.0,0.846153846154,0.0769230769231,0.0,0.0,0.0,0.0769230769231,Euk+Bac,13,0,0.5359610497089999,1.48717948718,0.0793650793651,False
P32612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,1,0,-0.0,None,,False
P32613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,1,0,-0.0,None,,False
P32614,0.25,0.0,0.33333333333299997,0.166666666667,0.08333333333330001,0.0,0.0,0.166666666667,Euk+Bac,12,0,1.51710639706,3.19696969697,0.0672811059908,True
P32617,0.0,0.0,0.0,0.615384615385,0.0769230769231,0.0,0.0,0.307692307692,Eukaryota,13,0,0.8587409130060001,2.79487179487,0.18650793650800002,False
P32618,0.08333333333330001,0.0,0.0,0.0,0.08333333333330001,0.0,0.0,0.833333333333,Saccharomyceta,12,1,0.56608573896,3.30769230769,-0.460317460317,False
P32621,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.384615384615,-0.00793650793651,False
P32622,0.888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,Cellular_organisms,9,2,0.34883209584299996,2.47272727273,2.6018518518500002,False
P32623,0.0,0.0,0.23076923076900002,0.0,0.0,0.538461538462,0.0,0.23076923076900002,Dikarya,13,0,1.01009975935,3.07692307692,-0.37301587301600003,False
P32626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,-0.0,0.0,0.0,True
P32628,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.282051282051,0.111111111111,False
P32629,0.0,0.0,0.0,0.636363636364,0.0909090909091,0.0,0.0909090909091,0.181818181818,Eukaryota,11,1,1.0335620542100001,2.45454545455,0.370506912442,False
P32634,0.0,0.0,0.166666666667,0.166666666667,0.0,0.0,0.0,0.666666666667,Saccharomyceta,6,1,0.8675632284810001,4.66666666667,-0.7,False
P32639,0.416666666667,0.08333333333330001,0.08333333333330001,0.416666666667,0.0,0.0,0.0,0.0,Cellular_organisms,12,0,1.14370838943,1.56060606061,-0.133333333333,False
P32641,0.0,0.0,0.0,0.692307692308,0.0,0.0,0.0,0.307692307692,Eukaryota,13,0,0.61724176973,3.58974358974,-0.452380952381,False
P32642,0.0,0.2,0.3,0.3,0.1,0.1,0.0,0.0,Euk+Bac,10,1,1.50478828368,2.50909090909,1.50925925926,False
P32643,0.0,0.0,0.538461538462,0.0769230769231,0.0769230769231,0.153846153846,0.0,0.153846153846,Euk+Bac,13,0,1.30387552934,3.97435897436,1.0357142857100001,True
P32644,0.08333333333330001,0.0,0.166666666667,0.416666666667,0.08333333333330001,0.0,0.0,0.25,Eukaryota,12,0,1.4241299173500002,4.24242424242,0.933333333333,False
P32656,0.0,0.0,0.692307692308,0.307692307692,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.61724176973,0.923076923077,0.166666666667,False
P32657,0.153846153846,0.0,0.0,0.769230769231,0.0769230769231,0.0,0.0,0.0,Eukaryota,13,0,0.6870920273800001,1.53846153846,-0.18650793650800002,False
P32660,0.0,0.0,0.0,0.545454545455,0.181818181818,0.181818181818,0.0,0.0909090909091,Eukaryota,11,0,1.16851840574,2.32727272727,1.5533333333300001,False
P32767,0.0,0.0,0.0,0.272727272727,0.0909090909091,0.0909090909091,0.272727272727,0.272727272727,Ascomycota,11,1,1.4990306729799998,2.90909090909,-0.11059907834100001,False
P32768,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,Opisthokonta,4,1,1.3862943611200003,2.4,-0.583333333333,False
P32769,0.0769230769231,0.0,0.46153846153800004,0.307692307692,0.0,0.0,0.0,0.153846153846,Euk+Bac,13,0,1.2047933096899999,3.05128205128,-0.369047619048,False
P32770,0.0,0.0,0.0,0.38461538461499994,0.0,0.0,0.46153846153800004,0.153846153846,Ascomycota,13,0,1.0123308390999999,3.28205128205,-0.0436507936508,False
P32771,0.416666666667,0.0,0.416666666667,0.166666666667,0.0,0.0,0.0,0.0,Cellular_organisms,12,1,1.02818385933,0.846153846154,-0.130952380952,False
P32773,0.0,0.0,0.0,0.666666666667,0.08333333333330001,0.08333333333330001,0.08333333333330001,0.08333333333330001,Eukaryota,12,1,1.09861228867,1.82051282051,-0.07539682539680001,False
P32774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.0,0.0,False
P32775,0.363636363636,0.0,0.636363636364,0.0,0.0,0.0,0.0,0.0,Euk+Bac,11,2,0.655481773901,0.307692307692,0.0555555555556,False
P32776,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,Eukaryota,10,1,0.325082973391,0.363636363636,0.08,False
P32783,0.0,0.0,0.0,0.916666666667,0.0,0.0,0.08333333333330001,0.0,Eukaryota,12,1,0.286835983056,0.897435897436,0.222222222222,False
P32784,0.0,0.0,0.0769230769231,0.692307692308,0.0,0.0769230769231,0.0,0.153846153846,Eukaryota,13,0,0.937155853066,2.71794871795,1.23015873016,False
P32785,0.08333333333330001,0.0,0.666666666667,0.08333333333330001,0.08333333333330001,0.0,0.0,0.08333333333330001,Euk+Bac,12,1,1.09861228867,2.07692307692,0.40079365079400003,False
P32786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,10,0,-0.0,1.11111111111,-0.16,False
P32787,0.0,0.0,0.0,0.692307692308,0.0,0.153846153846,0.153846153846,0.0,Eukaryota,13,0,0.8305178252869999,1.20512820513,-0.031746031746,False
P32789,0.0,0.0,0.0,0.375,0.5,0.0,0.0,0.125,Opisthokonta,8,0,0.9743147528689999,2.07142857143,-0.728205128205,False
P32790,0.0,0.0,0.0,0.416666666667,0.08333333333330001,0.5,0.0,0.0,Dikarya,12,1,0.918427784993,1.92307692308,0.734126984127,False
P32791,0.0,0.0,0.0,0.375,0.25,0.25,0.0,0.125,Eukaryota,8,2,1.32088834315,2.8,0.46428571428599996,False
P32792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ascomycota,2,0,-0.0,0.0,,False
P32793,0.0,0.0,0.45454545454499995,0.181818181818,0.272727272727,0.0,0.0909090909091,0.0,Euk+Bac,11,0,1.2406842919499999,3.01818181818,0.472222222222,False
P32794,0.444444444444,0.0,0.444444444444,0.0,0.111111111111,0.0,0.0,0.0,Cellular_organisms,9,4,0.9649629230069999,1.92307692308,0.5277777777780001,False
P32795,0.0,0.0,0.538461538462,0.307692307692,0.0,0.0,0.0769230769231,0.0769230769231,Euk+Bac,13,0,1.09059947378,2.64102564103,0.72619047619,False
P32796,0.0,0.0,0.0,0.846153846154,0.153846153846,0.0,0.0,0.0,Eukaryota,13,0,0.42932302193099997,0.717948717949,-0.111111111111,False
P32798,0.583333333333,0.08333333333330001,0.166666666667,0.166666666667,0.0,0.0,0.0,0.0,Cellular_organisms,12,0,1.1187433359899999,1.04545454545,0.146543778802,False
P32799,0.0,0.0,0.0,0.25,0.416666666667,0.08333333333330001,0.166666666667,0.08333333333330001,Opisthokonta,12,1,1.4241299173500002,1.92307692308,-0.14285714285700002,False
P32800,0.0,0.0,0.0,0.714285714286,0.14285714285700002,0.14285714285700002,0.0,0.0,Eukaryota,7,1,0.7963116401739999,1.89285714286,-0.0416666666667,False
P32801,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,4,2,-0.0,0.866666666667,-0.4,False
P32802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,9,2,-0.0,1.09090909091,0.833333333333,False
P32803,0.0,0.0,0.0,0.833333333333,0.166666666667,0.0,0.0,0.0,Eukaryota,12,1,0.45056120886600004,1.25641025641,0.424603174603,False
P32804,0.0,0.0,0.0,0.6,0.0,0.3,0.0,0.1,Eukaryota,10,3,0.897945724857,2.74358974359,3.7023809523800004,False
P32805,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.1,Opisthokonta,10,0,0.6390318596500001,1.0,0.0,False
P32806,0.0,0.0,0.0,0.33333333333299997,0.444444444444,0.0,0.0,0.222222222222,Opisthokonta,9,0,1.06085694716,2.77777777778,-0.175,False
P32807,0.0,0.0,0.0,0.75,0.0,0.08333333333330001,0.0,0.166666666667,Eukaryota,12,1,0.7214636866930001,2.69230769231,-0.261904761905,False
P32828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,7,0,-0.0,0.285714285714,0.111111111111,False
P32829,0.23076923076900002,0.153846153846,0.0,0.615384615385,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.925129083572,1.05128205128,0.25,False
P32830,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,Saccharomyceta,6,4,0.6931471805600001,3.93333333333,1.57142857143,False
P32831,0.0,0.0,0.111111111111,0.888888888889,0.0,0.0,0.0,0.0,Eukaryota,9,1,0.34883209584299996,1.26666666667,-0.035714285714300006,False
P32832,0.0,0.0,0.0,0.0,0.0,0.636363636364,0.181818181818,0.181818181818,Dikarya,11,2,0.907535294105,2.15384615385,0.130952380952,False
P32833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,11,2,-0.0,0.461538461538,0.23809523809500002,False
P32835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,9,1,-0.0,0.0,0.0,False
P32836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,7,2,-0.0,1.0,2.4545454545500003,False
P32837,0.166666666667,0.0,0.416666666667,0.08333333333330001,0.08333333333330001,0.166666666667,0.08333333333330001,0.0,Euk+Bac,12,1,1.58325845942,3.07692307692,2.4642857142900003,False
P32838,0.166666666667,0.0,0.0,0.833333333333,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.45056120886600004,1.84615384615,-0.28571428571400004,False
P32839,0.0,0.0909090909091,0.0,0.909090909091,0.0,0.0,0.0,0.0,Eukaryota,11,2,0.304636097349,0.948717948718,-0.0952380952381,False
P32842,0.0,0.0,0.153846153846,0.692307692308,0.0769230769231,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.937155853066,1.66666666667,0.515873015873,False
P32843,0.0,0.0,0.0,0.923076923077,0.0,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.271189373042,0.307692307692,0.0555555555556,False
P32844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,13,0,-0.0,0.282051282051,-0.0436507936508,False
P32849,0.33333333333299997,0.0,0.33333333333299997,0.166666666667,0.0,0.0,0.166666666667,0.0,Cellular_organisms,6,7,1.32966134885,2.51282051282,1.10714285714,False
P32854,0.0,0.0769230769231,0.0,0.692307692308,0.0769230769231,0.0,0.0769230769231,0.0769230769231,Eukaryota,13,0,1.04379388084,2.15384615385,-0.17857142857099997,False
P32855,0.0,0.0,0.0,0.769230769231,0.153846153846,0.0,0.0769230769231,0.0,Eukaryota,13,0,0.6870920273800001,1.46153846154,-0.22619047619000002,False
P32857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,9,3,-0.0,0.80303030303,0.41935483871,False
P32860,0.0,0.0,0.75,0.166666666667,0.0,0.0,0.0,0.08333333333330001,Euk+Bac,12,0,0.7214636866930001,2.28787878788,-0.552073732719,False
P32861,0.0,0.0,0.846153846154,0.153846153846,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.42932302193099997,0.717948717949,-0.111111111111,False
P32862,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.5,Saccharomyceta,8,0,0.9743147528689999,1.32142857143,-0.117948717949,False
P32863,0.153846153846,0.0769230769231,0.0,0.769230769231,0.0,0.0,0.0,0.0,Eukaryota,13,0,0.6870920273800001,1.41025641026,0.6587301587300001,False
P32864,0.0,0.0,0.0,0.846153846154,0.0,0.153846153846,0.0,0.0,Eukaryota,13,0,0.42932302193099997,1.23076923077,-0.190476190476,False
P32867,0.0,0.125,0.0,0.625,0.25,0.0,0.0,0.0,Eukaryota,8,2,0.900256051269,1.44444444444,1.6666666666699999,False
P32873,0.0,0.0,0.0,0.4,0.3,0.2,0.0,0.1,Eukaryota,10,0,1.2798542258299999,2.22222222222,1.3095238095200001,False
P32874,0.125,0.0,0.25,0.625,0.0,0.0,0.0,0.0,Eukaryota,8,1,0.900256051269,1.33333333333,0.272727272727,False
P32875,0.923076923077,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0,Cellular_organisms,13,0,0.271189373042,0.307692307692,-0.047619047619,False
P32891,0.416666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.08333333333330001,Euk+Bac,12,1,0.918427784993,1.53846153846,-0.23809523809500002,False
P32892,0.153846153846,0.0,0.38461538461499994,0.46153846153800004,0.0,0.0,0.0,0.0,Eukaryota,13,0,1.0123308390999999,1.23076923077,-0.138888888889,False
P32893,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.833333333333,Saccharomyceta,6,0,0.45056120886600004,1.73333333333,-0.5,False
P32895,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.0,Cellular_organisms,6,7,0.636514168295,3.74358974359,1.8452380952400003,False
P32896,0.0,0.0,0.0,0.363636363636,0.545454545455,0.0,0.0,0.0909090909091,Opisthokonta,11,0,0.9164648855390001,2.43636363636,-0.670634920635,False
P32897,0.0,0.0,0.0,0.615384615385,0.307692307692,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.8587409130060001,1.17948717949,-0.0277777777778,False
P32898,0.0,0.0,0.923076923077,0.0769230769231,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.271189373042,0.307692307692,0.0555555555556,False
P32899,0.166666666667,0.0,0.0,0.833333333333,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.45056120886600004,0.769230769231,0.190476190476,False
P32900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,5,0,-0.0,0.0,0.0,False
P32901,0.0,0.0,0.846153846154,0.0,0.0769230769231,0.0,0.0769230769231,0.0,Euk+Bac,13,0,0.5359610497089999,1.71794871795,-0.162698412698,False
P32902,0.08333333333330001,0.0,0.833333333333,0.0,0.0,0.0,0.08333333333330001,0.0,Euk+Bac,12,0,0.56608573896,1.16666666667,0.496774193548,False
P32904,0.23076923076900002,0.0,0.769230769231,0.0,0.0,0.0,0.0,0.0,Euk+Bac,13,0,0.5402041423889999,0.0,0.0,False
P32905,0.181818181818,0.545454545455,0.0,0.272727272727,0.0,0.0,0.0,0.0,Euk_Archaea,11,0,0.994923632572,1.09090909091,0.39682539682499995,False
P32906,0.0,0.0,0.0,0.916666666667,0.0,0.0,0.0,0.08333333333330001,Eukaryota,12,1,0.286835983056,1.61538461538,0.162698412698,False
P32907,0.666666666667,0.111111111111,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,Cellular_organisms,9,0,1.0027182645200001,1.94444444444,1.72727272727,False
P32908,0.5,0.08333333333330001,0.08333333333330001,0.33333333333299997,0.0,0.0,0.0,0.0,Cellular_organisms,12,0,1.1269287948,1.01515151515,-0.155555555556,False
P32909,0.0,0.0,0.0,0.45454545454499995,0.272727272727,0.0,0.272727272727,0.0,Eukaryota,11,0,1.0670895187799998,1.96363636364,-0.216931216931,False
P32910,0.0,0.0,0.0,0.916666666667,0.0,0.0,0.0,0.08333333333330001,Eukaryota,12,1,0.286835983056,1.4358974359,0.5,False
P32911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.307692307692,0.0555555555556,False
P32912,0.0,0.0,0.0,0.45454545454499995,0.0909090909091,0.0909090909091,0.0,0.363636363636,Eukaryota,11,1,1.16222554492,3.45454545455,-0.541935483871,False
P32913,0.0,0.0,0.0,0.0909090909091,0.0,0.7272727272730001,0.181818181818,0.0,Dikarya,11,2,0.7595473914749999,1.12820512821,0.134920634921,False
P32914,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Eukaryota,12,1,-0.0,0.846153846154,-0.0277777777778,False
P32915,0.23076923076900002,0.692307692308,0.0,0.0769230769231,0.0,0.0,0.0,0.0,Euk_Archaea,13,0,0.790267968075,0.538461538462,0.07142857142860001,False
P32916,0.416666666667,0.166666666667,0.0,0.33333333333299997,0.0,0.0,0.08333333333330001,0.0,Cellular_organisms,12,0,1.2366848691399999,2.0303030303,0.17880184331799998,False
P32917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Saccharomyceta,2,0,-0.0,2.0,,False
P32939,0.0,0.0,0.08333333333330001,0.916666666667,0.0,0.0,0.0,0.0,Eukaryota,12,1,0.286835983056,0.948717948718,0.162698412698,False
P32943,0.0,0.0,0.0,0.888888888889,0.111111111111,0.0,0.0,0.0,Eukaryota,9,0,0.34883209584299996,0.833333333333,1.0,False
P32944,0.0,0.0769230769231,0.0,0.769230769231,0.0769230769231,0.0769230769231,0.0,0.0,Eukaryota,13,0,0.793730055158,1.5641025641,-0.0873015873016,False
P32945,0.125,0.0,0.0,0.625,0.0,0.0,0.0,0.25,Eukaryota,8,2,0.900256051269,4.51111111111,2.16666666667,False
P33122,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.7,Saccharomyceta,10,1,0.8018185525429999,3.41818181818,-0.415343915344,False
P33200,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dikarya,1,1,-0.0,1.0,,False
