TF,Target,Mode,PMID,Tf_age,Tg_age,Tg_age_int,TF_age_int,age_length,TF_ID,Target_ID
CEBPZ,COL1A2,Unknown,8910550,Mammalia,Vertebrata,5,6,1,10153,1278
CEBPZ,GZMB,Unknown,9857074,Mammalia,Eumetazoa,4,6,2,10153,3002
CEBPZ,MLH1,Repression,11704838,Mammalia,cellular organisms,1,6,5,10153,10915
CEBPZ,SOX9,Unknown,15908194,Mammalia,Eukaryota,2,6,4,10153,4780
CHD4,CD79A,Repression,23071088,cellular organisms,Mammalia,6,1,5,1108,973
CHD4,RNF8,Unknown,22531782,cellular organisms,Eukaryota,2,1,1,1108,50804
CHD8,BRCA1,Unknown,16949368,cellular organisms,Eukaryota,2,1,1,57680,672
CHD8,CCNE2,Activation,19255092,cellular organisms,Eukaryota,2,1,1,57680,9134
CHD8,HOXA2,Unknown,20085832,cellular organisms,Eumetazoa,4,1,3,57680,3199
CHD8,MYC,Unknown,16949368,cellular organisms,Opisthokonta,3,1,2,57680,4609
CHD8,TYMS,Unknown,19255092,cellular organisms,cellular organisms,1,1,0,57680,7298
CIITA,COL1A1,Repression,16439692,Mammalia,Vertebrata,5,6,1,84168,1277
CIITA,COL1A2,Repression,16439692,Mammalia,Vertebrata,5,6,1,84168,1278
CIITA,COL1A2,Unknown,15247294,Mammalia,Vertebrata,5,6,1,84168,1278
CIITA,CREBBP,Unknown,9858618,Mammalia,Eukaryota,2,6,4,84168,1387
CIITA,FASLG,Unknown,14563113,Mammalia,Vertebrata,5,6,1,84168,356
CIITA,HLA-A,Activation,10329350,Mammalia,Vertebrata,5,6,1,84168,3105
CIITA,HLA-B,Activation,11053628,Mammalia,Vertebrata,5,6,1,84168,3106
CIITA,HLA-C,Activation,11053628,Mammalia,Vertebrata,5,6,1,84168,3107
CIITA,HLA-DMA,Activation,9300700,Mammalia,Vertebrata,5,6,1,84168,3108
CIITA,HLA-DMA,Unknown,7495736,Mammalia,Vertebrata,5,6,1,84168,3108
CIITA,HLA-DMB,Activation,9300700;9600954,Mammalia,Vertebrata,5,6,1,84168,3109
CIITA,HLA-DMB,Unknown,11332992;11889043;7495736,Mammalia,Vertebrata,5,6,1,84168,3109
CIITA,HLA-DOA,Activation,11823510,Mammalia,Vertebrata,5,6,1,84168,3111
CIITA,HLA-DOB,Activation,11823510,Mammalia,Vertebrata,5,6,1,84168,7172
CIITA,HLA-DPB1,Unknown,11889043,Mammalia,Vertebrata,5,6,1,84168,3115
CIITA,HLA-DQB1,Unknown,11332992,Mammalia,Eukaryota,2,6,4,84168,3119
CIITA,HLA-DRA,Activation,9600954,Mammalia,Vertebrata,5,6,1,84168,3122
CIITA,HLA-DRA,Unknown,10886240;11429551;11889043;9300692,Mammalia,Vertebrata,5,6,1,84168,3122
CIITA,HLA-DRB1,Unknown,10886240,Mammalia,Vertebrata,5,6,1,84168,3123
CIITA,HLA-DRB3,Unknown,10886240,Mammalia,Vertebrata,5,6,1,84168,3125
CIITA,HLA-DRB4,Unknown,10886240,Mammalia,Vertebrata,5,6,1,84168,3126
CIITA,HLA-DRB5,Unknown,10886240,Mammalia,Vertebrata,5,6,1,84168,3127
CIITA,HLA-F,Unknown,11137213,Mammalia,Eukaryota,2,6,4,84168,3134
CIITA,HLA-G,Unknown,11137218,Mammalia,Vertebrata,5,6,1,84168,2938
CIITA,IL4,Activation,10946277,Mammalia,Mammalia,6,6,0,84168,3565
CIITA,IL4,Repression,10946277;17645498,Mammalia,Mammalia,6,6,0,84168,3565
CIITA,IRF1,Unknown,12052885;15950283,Mammalia,Vertebrata,5,6,1,84168,3659
CIITA,IRF2,Unknown,15950283,Mammalia,Vertebrata,5,6,1,84168,8433
CIITA,MMP9,Repression,15247301,Mammalia,Eukaryota,2,6,4,84168,4318
CIITA,PLXNA1,Unknown,15814328,Mammalia,Eumetazoa,4,6,2,84168,5361
CIITA,PSMC5,Activation,22771340,Mammalia,cellular organisms,1,6,5,84168,9733
CIITA,RAB4B,Unknown,17175541,Mammalia,Eukaryota,2,6,4,84168,53916
CIITA,S100A4,Repression,17143014,Mammalia,Vertebrata,5,6,1,84168,6275
CIITA,SIRT1,Repression,22064865,Mammalia,cellular organisms,1,6,5,84168,23411
CIITA,SLC26A3,Unknown,9300700,Mammalia,cellular organisms,1,6,5,84168,2950
CIITA,STAT1,Unknown,12052885,Mammalia,Eukaryota,2,6,4,84168,6772
CITED2,MMP1,Repression,12960175,Vertebrata,Eukaryota,2,5,3,10370,4312
CITED2,MMP13,Repression,12960175,Vertebrata,Eukaryota,2,5,3,10370,4322
CLOCK,BHLHE40,Activation,19032342,Eumetazoa,Eumetazoa,4,4,0,9575,3131
CLOCK,BHLHE41,Activation,14672706,Eumetazoa,Eumetazoa,4,4,0,9575,7068
CLOCK,CRY1,Activation,22750052,Eumetazoa,cellular organisms,1,4,3,9575,220
CLOCK,CRY1,Unknown,17660446,Eumetazoa,cellular organisms,1,4,3,9575,220
CLOCK,CRY2,Activation,22750052,Eumetazoa,cellular organisms,1,4,3,9575,5864
CLOCK,CRY2,Unknown,17660446,Eumetazoa,cellular organisms,1,4,3,9575,5864
CLOCK,DEC1,Activation,14672706,Eumetazoa,Eumetazoa,4,4,0,9575,3174
CLOCK,KAT5,Unknown,18458078,Eumetazoa,Eukaryota,2,4,2,9575,10524
CLOCK,NAMPT,Activation,19299583,Eumetazoa,Mammalia,6,4,2,9575,10135
CLOCK,NR0B2,Activation,20674862,Eumetazoa,Eumetazoa,4,4,0,9575,8431
CLOCK,NR3C1,Repression,21164265,Eumetazoa,Eumetazoa,4,4,0,9575,2908
CLOCK,PER1,Activation,17994337;22750052,Eumetazoa,Eumetazoa,4,4,0,9575,5187
CLOCK,PER1,Unknown,17660446;20551151;21479263,Eumetazoa,Eumetazoa,4,4,0,9575,5187
CLOCK,PER2,Activation,22750052,Eumetazoa,Eumetazoa,4,4,0,9575,2191
CLOCK,PER2,Unknown,17660446,Eumetazoa,Eumetazoa,4,4,0,9575,2191
CLOCK,PER3,Activation,22750052,Eumetazoa,Eumetazoa,4,4,0,9575,8863
CLOCK,STAR,Activation,17431006,Eumetazoa,Eumetazoa,4,4,0,9575,114770
CLOCK,TPO,Unknown,22284746,Eumetazoa,Mammalia,6,4,2,9575,7173
CNBP,MYC,Unknown,23774591,Eukaryota,Opisthokonta,3,2,1,7555,4609
CNOT7,MSMB,Unknown,15937477,Eukaryota,Mammalia,6,2,4,29883,1488
CNOT7,PMP22,Unknown,15937477,Eukaryota,Vertebrata,5,2,3,29883,5376
CNOT8,MSMB,Unknown,15937477,Eukaryota,Mammalia,6,2,4,9337,1488
CNOT8,PMP22,Unknown,15937477,Eukaryota,Vertebrata,5,2,3,9337,5376
COPS5,CDKN1B,Repression,16951171,Eukaryota,Mammalia,6,2,4,10987,9133
COPS5,VEGFA,Activation,12542982,Eukaryota,Vertebrata,5,2,3,10987,7422
CRABP2,RARA,Activation,16166294,Eumetazoa,Eumetazoa,4,4,0,1382,5914
CREB1,ACACA,Activation,19842072,Eumetazoa,cellular organisms,1,4,3,1385,31
CREB1,ADRA1A,Unknown,10520459,Eumetazoa,Eumetazoa,4,4,0,1385,148
CREB1,AQP3,Unknown,18495115,Eumetazoa,cellular organisms,1,4,3,1385,360
CREB1,AR,Unknown,15994978;21457548,Eumetazoa,Eumetazoa,4,4,0,1385,367
CREB1,BCL2,Activation,17290286,Eumetazoa,Vertebrata,5,4,1,1385,596
CREB1,BCL2,Unknown,10542244;19626458,Eumetazoa,Vertebrata,5,4,1,1385,596
CREB1,BCL2L11,Unknown,20367563,Eumetazoa,Mammalia,6,4,2,1385,10018
CREB1,BDKRB1,Unknown,10842322,Eumetazoa,Eumetazoa,4,4,0,1385,4990
CREB1,BDKRB2,Unknown,15632413,Eumetazoa,Eumetazoa,4,4,0,1385,624
CREB1,BDNF,Activation,11719924,Eumetazoa,Vertebrata,5,4,1,1385,627
CREB1,CASP8,Activation,18342014,Eumetazoa,Eumetazoa,4,4,0,1385,841
CREB1,CCK,Unknown,15030385;15073527,Eumetazoa,Vertebrata,5,4,1,1385,57007
CREB1,CCL5,Unknown,11413310,Eumetazoa,Vertebrata,5,4,1,1385,6352
CREB1,CD4,Unknown,9765424,Eumetazoa,Mammalia,6,4,2,1385,920
CREB1,CGA,Unknown,10341006,Eumetazoa,Mammalia,6,4,2,1385,1081
CREB1,CRTC1,Unknown,17334997,Eumetazoa,Eumetazoa,4,4,0,1385,23373
CREB1,CXCR4,Unknown,11874984,Eumetazoa,Eumetazoa,4,4,0,1385,7852
CREB1,CYP11A1,Unknown,11057754,Eumetazoa,cellular organisms,1,4,3,1385,10771
CREB1,CYP11B1,Unknown,11196473,Eumetazoa,cellular organisms,1,4,3,1385,1584
CREB1,CYP11B2,Unknown,11196473,Eumetazoa,cellular organisms,1,4,3,1385,1585
CREB1,CYP17A1,Unknown,2543297,Eumetazoa,cellular organisms,1,4,3,1385,1586
CREB1,CYP19A1,Activation,15955695;16740737,Eumetazoa,cellular organisms,1,4,3,1385,7031
CREB1,ERBB2,Unknown,10698518,Eumetazoa,Eukaryota,2,4,2,1385,2064
CREB1,ETV3,Activation,14754893,Eumetazoa,Eumetazoa,4,4,0,1385,2117
CREB1,FLT1,Unknown,7499271,Eumetazoa,Eukaryota,2,4,2,1385,2321
CREB1,FOS,Unknown,12432566,Eumetazoa,Eumetazoa,4,4,0,1385,7027
CREB1,FOXA1,Unknown,22577344,Eumetazoa,Opisthokonta,3,4,1,1385,3169
CREB1,GABPA,Unknown,10585419,Eumetazoa,Eumetazoa,4,4,0,1385,2551
CREB1,GRPR,Activation,18483184,Eumetazoa,Eumetazoa,4,4,0,1385,2925
CREB1,GSK3A,Unknown,11579131,Eumetazoa,Eukaryota,2,4,2,1385,2931
CREB1,GSK3B,Unknown,11579131,Eumetazoa,Eukaryota,2,4,2,1385,7329
CREB1,HLA-DOB,Unknown,12938212,Eumetazoa,Vertebrata,5,4,1,1385,7172
CREB1,HLA-DQB1,Unknown,1324879,Eumetazoa,Eukaryota,2,4,2,1385,3119
CREB1,HMOX1,Repression,14523007,Eumetazoa,Opisthokonta,3,4,1,1385,3162
CREB1,HPGD,Unknown,10650939,Eumetazoa,cellular organisms,1,4,3,1385,3248
CREB1,IFNG,Activation,20006311;20685939,Eumetazoa,Vertebrata,5,4,1,1385,3458
CREB1,IFNG,Repression,11907114,Eumetazoa,Vertebrata,5,4,1,1385,3458
CREB1,IFNG,Unknown,7759501,Eumetazoa,Vertebrata,5,4,1,1385,3458
CREB1,IL10,Activation,10540320;22140263,Eumetazoa,Vertebrata,5,4,1,1385,5308
CREB1,IL10,Unknown,17202341,Eumetazoa,Vertebrata,5,4,1,1385,5308
CREB1,IL2,Unknown,8814256,Eumetazoa,Mammalia,6,4,2,1385,3558
CREB1,IL5RA,Unknown,9742933,Eumetazoa,Mammalia,6,4,2,1385,8408
CREB1,IL6,Activation,8725624,Eumetazoa,Vertebrata,5,4,1,1385,3569
CREB1,JUN,Repression,8647095,Eumetazoa,Opisthokonta,3,4,1,1385,3725
CREB1,JUN,Unknown,10403485,Eumetazoa,Opisthokonta,3,4,1,1385,3725
CREB1,LAPTM4B,Unknown,23469012,Eumetazoa,Vertebrata,5,4,1,1385,55353
CREB1,LYL1,Activation,23000483,Eumetazoa,Eumetazoa,4,4,0,1385,4066
CREB1,MC2R,Activation,17712720,Eumetazoa,Eumetazoa,4,4,0,1385,2324
CREB1,MITF,Activation,19937254,Eumetazoa,Eukaryota,2,4,2,1385,4286
CREB1,MMP2,Unknown,10506168,Eumetazoa,Eukaryota,2,4,2,1385,4313
CREB1,MSMB,Unknown,9704017,Eumetazoa,Mammalia,6,4,2,1385,1488
CREB1,MUC4,Activation,19757157,Eumetazoa,Eukaryota,2,4,2,1385,4585
CREB1,MUC4,Unknown,11418607,Eumetazoa,Eukaryota,2,4,2,1385,4585
CREB1,MUC5AC,Activation,18676374,Eumetazoa,Vertebrata,5,4,1,1385,131566
CREB1,NDC80,Activation,17822787,Eumetazoa,Eukaryota,2,4,2,1385,10403
CREB1,NF1,Unknown,10435592,Eumetazoa,Eukaryota,2,4,2,1385,51621
CREB1,NMNAT2,Unknown,22027994,Eumetazoa,Eukaryota,2,4,2,1385,23057
CREB1,NOLC1,Activation,21266110,Eumetazoa,Opisthokonta,3,4,1,1385,6770
CREB1,NPY,Unknown,12967770,Eumetazoa,Vertebrata,5,4,1,1385,4852
CREB1,NR2F1,Repression,15955695,Eumetazoa,Eumetazoa,4,4,0,1385,7025
CREB1,NR2F6,Repression,15955695,Eumetazoa,Eumetazoa,4,4,0,1385,2063
CREB1,NR4A3,Unknown,10701778,Eumetazoa,Eumetazoa,4,4,0,1385,8013
CREB1,NR5A2,Activation,18191017,Eumetazoa,Eumetazoa,4,4,0,1385,2494
CREB1,NRF1,Unknown,20587593,Eumetazoa,Eumetazoa,4,4,0,1385,4899
CREB1,NTS,Unknown,7791794,Eumetazoa,Mammalia,6,4,2,1385,3146
CREB1,ODC1,Unknown,1356108,Eumetazoa,Eukaryota,2,4,2,1385,4953
CREB1,PCSK1,Activation,8999965,Eumetazoa,cellular organisms,1,4,3,1385,5122
CREB1,PLAT,Repression,8647095,Eumetazoa,Eumetazoa,4,4,0,1385,5327
CREB1,PLAU,Unknown,11776974,Eumetazoa,Eumetazoa,4,4,0,1385,5328
CREB1,POLD2,Unknown,10978529,Eumetazoa,Eukaryota,2,4,2,1385,5425
CREB1,PPM1D,Unknown,19015127,Eumetazoa,Eukaryota,2,4,2,1385,8493
CREB1,PPP2CA,Activation,17526027,Eumetazoa,Eukaryota,2,4,2,1385,5515
CREB1,PPP2R2B,Activation,20533062,Eumetazoa,Eukaryota,2,4,2,1385,5521
CREB1,PRL,Unknown,17187171,Eumetazoa,Vertebrata,5,4,1,1385,5617
CREB1,PSEN1,Activation,11116137,Eumetazoa,Eukaryota,2,4,2,1385,5663
CREB1,PTGES,Unknown,20688046,Eumetazoa,Mammalia,6,4,2,1385,9536
CREB1,PTGS2,Activation,22919060,Eumetazoa,Eukaryota,2,4,2,1385,5743
CREB1,RP1,Unknown,11593399,Eumetazoa,Eukaryota,2,4,2,1385,8859
CREB1,RRM2B,Unknown,11978967,Eumetazoa,cellular organisms,1,4,3,1385,50484
CREB1,SLC19A1,Unknown,11078737,Eumetazoa,Eumetazoa,4,4,0,1385,6573
CREB1,SLC20A1,Activation,11722845,Eumetazoa,cellular organisms,1,4,3,1385,5962
CREB1,SLC22A8,Unknown,16809478,Eumetazoa,cellular organisms,1,4,3,1385,9376
CREB1,SLC39A1,Unknown,19026724,Eumetazoa,Eukaryota,2,4,2,1385,27173
CREB1,SMAD6,Activation,14755548,Eumetazoa,Eumetazoa,4,4,0,1385,4091
CREB1,SNAI1,Repression,15955695,Eumetazoa,Opisthokonta,3,4,1,1385,6615
CREB1,SNAI2,Repression,15955695,Eumetazoa,Eumetazoa,4,4,0,1385,1558
CREB1,SOX9,Unknown,17289023,Eumetazoa,Eukaryota,2,4,2,1385,4780
CREB1,SPRY2,Unknown,14644509,Eumetazoa,Eumetazoa,4,4,0,1385,2637
CREB1,STMN1,Unknown,23000483,Eumetazoa,Vertebrata,5,4,1,1385,3925
CREB1,TH,Unknown,11108136,Eumetazoa,cellular organisms,1,4,3,1385,1400
CREB1,TLR9,Unknown,15294971,Eumetazoa,Eukaryota,2,4,2,1385,54106
CREB1,TRH,Unknown,11134186;9827656,Eumetazoa,Vertebrata,5,4,1,1385,7200
CREB1,UXT,Activation,17761951,Eumetazoa,Eukaryota,2,4,2,1385,8409
CREB1,VIP,Unknown,1847391,Eumetazoa,cellular organisms,1,4,3,1385,7432
CREB1,XPC,Unknown,21507255,Eumetazoa,Eukaryota,2,4,2,1385,7508
CREB3,CXCR4,Activation,20473547,Eukaryota,Eumetazoa,4,2,2,3592,7852
CREB3L1,SLC1A4,Repression,17617614,Eukaryota,cellular organisms,1,2,1,90993,4288
CREB3L4,DNAJC12,Unknown,24122553,Eukaryota,cellular organisms,1,2,1,148327,6496
CREB5,ATP6V0E1,Activation,21132541,Opisthokonta,Eumetazoa,4,3,1,9586,2526
CREB5,CFB,Activation,21132541,Opisthokonta,Eumetazoa,4,3,1,9586,629
CREB5,DGKG,Activation,21132541,Opisthokonta,Eukaryota,2,3,1,9586,1608
CREB5,DGKG,Repression,21132541,Opisthokonta,Eukaryota,2,3,1,9586,1608
CREB5,LGALS3BP,Repression,21132541,Opisthokonta,Eumetazoa,4,3,1,9586,3959
CREB5,LY96,Repression,21132541,Opisthokonta,Mammalia,6,3,3,9586,23643
CREB5,MAPKAPK3,Activation,21132541,Opisthokonta,Eukaryota,2,3,1,9586,7867
CREB5,MX1,Activation,21132541,Opisthokonta,Eukaryota,2,3,1,9586,23462
CREB5,RASGRP3,Repression,21132541,Opisthokonta,Eukaryota,2,3,1,9586,25780
CREB5,RDX,Repression,21132541,Opisthokonta,Eukaryota,2,3,1,9586,5999
CREB5,STAT1,Repression,21132541,Opisthokonta,Eukaryota,2,3,1,9586,6772
CREB5,TGFBR3,Activation,21132541,Opisthokonta,Vertebrata,5,3,2,9586,7049
CREB5,TNFRSF11B,Repression,21132541,Opisthokonta,Vertebrata,5,3,2,9586,64116
CREBBP,ALOX15,Activation,12517954,Eukaryota,cellular organisms,1,2,1,1387,246
CREBBP,BRCA1,Unknown,23285190,Eukaryota,Eukaryota,2,2,0,1387,672
CREBBP,CCK,Unknown,15030385,Eukaryota,Vertebrata,5,2,3,1387,57007
CREBBP,CDKN1A,Activation,15286705,Eukaryota,Mammalia,6,2,4,1387,1026
CREBBP,CREB1,Activation,19564345,Eukaryota,Eumetazoa,4,2,2,1387,1385
CREBBP,CSF2,Unknown,20439113,Eukaryota,Mammalia,6,2,4,1387,1437
CREBBP,EGFR,Unknown,21464950,Eukaryota,Eukaryota,2,2,0,1387,1956
CREBBP,EP300,Unknown,15154850,Eukaryota,Eukaryota,2,2,0,1387,2033
CREBBP,EZH2,Unknown,25088689,Eukaryota,Eukaryota,2,2,0,1387,2146
CREBBP,HINFP,Activation,17826007,Eukaryota,Opisthokonta,3,2,1,1387,6470
CREBBP,HOXA10,Activation,16849538,Eukaryota,Eukaryota,2,2,0,1387,3206
CREBBP,HOXA9,Activation,16849538,Eukaryota,Eukaryota,2,2,0,1387,3205
CREBBP,IL4,Activation,10946277,Eukaryota,Mammalia,6,2,4,1387,3565
CREBBP,INSM1,Activation,17300785,Eukaryota,Eumetazoa,4,2,2,1387,3642
CREBBP,IRF1,Activation,18497060,Eukaryota,Vertebrata,5,2,3,1387,3659
CREBBP,PCK2,Unknown,10085123;11997389,Eukaryota,cellular organisms,1,2,1,1387,4208
CREBBP,PPARA,Unknown,10542237,Eukaryota,Eumetazoa,4,2,2,1387,5465
CREBBP,PSMC5,Activation,22771340,Eukaryota,cellular organisms,1,2,1,1387,9733
CREBBP,PTGS2,Unknown,11278336,Eukaryota,Eukaryota,2,2,0,1387,5743
CREBBP,RAD51,Unknown,23285190,Eukaryota,cellular organisms,1,2,1,1387,5888
CREBBP,RARA,Unknown,21110951,Eukaryota,Eumetazoa,4,2,2,1387,5914
CREBBP,RS1,Unknown,18927113,Eukaryota,Eukaryota,2,2,0,1387,6247
CREBBP,S100A4,Unknown,17143014,Eukaryota,Vertebrata,5,2,3,1387,6275
CREBBP,TP53,Unknown,15154850,Eukaryota,Vertebrata,5,2,3,1387,7157
CREBBP,TRIM22,Unknown,23670564,Eukaryota,Eukaryota,2,2,0,1387,10346
CREG1,HSPA4,Repression,9710587,Vertebrata,cellular organisms,1,5,4,8804,3308
CREM,ACE,Activation,8901568,Eumetazoa,Eumetazoa,4,4,0,2077,1636
CREM,ACR,Unknown,11500964,Eumetazoa,Eumetazoa,4,4,0,2077,49
CREM,FHL5,Unknown,16687568,Eumetazoa,Eukaryota,2,4,2,2077,9457
CREM,CCL4,Repression,16443828,Eumetazoa,Vertebrata,5,4,1,2077,6351
CREM,CCNA1,Unknown,7760825,Eumetazoa,Eukaryota,2,4,2,2077,8900
CREM,CCNA2,Repression,9280058,Eumetazoa,Eukaryota,2,4,2,2077,890
CREM,CD247,Repression,16237091,Eumetazoa,Mammalia,6,4,2,2077,919
CREM,CREB1,Repression,11988318,Eumetazoa,Eumetazoa,4,4,0,2077,1385
CREM,DUSP1,Repression,21325296,Eumetazoa,Eukaryota,2,4,2,2077,1843
CREM,DUSP4,Repression,21325296,Eumetazoa,Eukaryota,2,4,2,2077,1846
CREM,FASLG,Repression,11754361,Eumetazoa,Vertebrata,5,4,1,2077,356
CREM,FOS,Repression,21757709,Eumetazoa,Eumetazoa,4,4,0,2077,7027
CREM,G6PD,Repression,17273168,Eumetazoa,cellular organisms,1,4,3,2077,10288
CREM,GPX4,Unknown,15225122,Eumetazoa,cellular organisms,1,4,3,2077,2879
CREM,IL2,Repression,15841182,Eumetazoa,Mammalia,6,4,2,2077,3558
CREM,IL2,Unknown,12370343,Eumetazoa,Mammalia,6,4,2,2077,3558
CREM,IL5RA,Unknown,9742933,Eumetazoa,Mammalia,6,4,2,2077,8408
CREM,LDHC,Unknown,9510963,Eumetazoa,cellular organisms,1,4,3,2077,3948
CREM,MC2R,Activation,17712720,Eumetazoa,Eumetazoa,4,4,0,2077,2324
CREM,MC2R,Repression,17712720,Eumetazoa,Eumetazoa,4,4,0,2077,2324
CREM,PLAT,Unknown,9851700,Eumetazoa,Eumetazoa,4,4,0,2077,5327
CREM,SLC5A5,Activation,18202121,Eumetazoa,cellular organisms,1,4,3,2077,6528
CREM,SLC5A5,Repression,22510021,Eumetazoa,cellular organisms,1,4,3,2077,6528
CREM,STAR,Unknown,19150388;22253417,Eumetazoa,Eumetazoa,4,4,0,2077,114770
CREM,TAF4,Unknown,10409662,Eumetazoa,Eukaryota,2,4,2,2077,6874
CREM,TBP,Unknown,10409662,Eumetazoa,cellular organisms,1,4,3,2077,6908
CREM,TH,Unknown,11108136,Eumetazoa,cellular organisms,1,4,3,2077,1400
CREM,ZAP70,Unknown,16237091,Eumetazoa,Eukaryota,2,4,2,2077,7535
CREB1,IBSP,Unknown,23485603,Eumetazoa,Vertebrata,5,4,1,1385,2056
CRTC1,PPARGC1A,Activation,10893434,Eumetazoa,Mammalia,6,4,2,23373,10891
CRX,BEST1,Activation,18849347,Eukaryota,Eumetazoa,4,2,2,1406,7439
CRX,NR2E3,Activation,18294621,Eukaryota,Eumetazoa,4,2,2,1406,5879
CRX,RBP3,Activation,12409453,Eukaryota,Eukaryota,2,2,0,1406,1390
CRX,RBP3,Repression,15277472,Eukaryota,Eukaryota,2,2,0,1406,1390
CRX,RBP3,Unknown,11934446,Eukaryota,Eukaryota,2,2,0,1406,1390
CRX,RHO,Repression,15277472,Eukaryota,Eumetazoa,4,2,2,1406,6010
CRX,RS1,Activation,18927113,Eukaryota,Eukaryota,2,2,0,1406,6247
CTBP1,BRCA1,Repression,20818429,cellular organisms,Eukaryota,2,1,1,1487,672
CTBP1,BRCA2,Repression,18765668,cellular organisms,Eukaryota,2,1,1,1487,675
CTBP1,CLDN7,Repression,19277896,cellular organisms,Vertebrata,5,1,4,1487,9518
CTBP1,KRT18,Unknown,15831101,cellular organisms,Eumetazoa,4,1,3,1487,4969
CTCF,ANG,Unknown,24659782,Eumetazoa,Vertebrata,5,4,1,10664,1811
CTCF,APP,Activation,11706010;9407128,Eumetazoa,Eumetazoa,4,4,0,10664,351
CTCF,APP,Repression,11706010,Eumetazoa,Eumetazoa,4,4,0,10664,351
CTCF,ASAP2,Unknown,23999061,Eumetazoa,Eukaryota,2,4,2,10664,8853
CTCF,ATXN7,Unknown,21689595,Eumetazoa,Opisthokonta,3,4,1,10664,6314
CTCF,BBC3,Unknown,20818159,Eumetazoa,Mammalia,6,4,2,10664,2932
CTCF,BCL6,Repression,20733034,Eumetazoa,Eumetazoa,4,4,0,10664,604
CTCF,BRCA1,Unknown,19466541;24725430,Eumetazoa,Eukaryota,2,4,2,10664,672
CTCF,CCND1,Unknown,18625744,Eumetazoa,Eukaryota,2,4,2,10664,7436
CTCF,CELSR3,Unknown,25113559,Eumetazoa,Eumetazoa,4,4,0,10664,1951
CTCF,CSF2,Unknown,19158269,Eumetazoa,Mammalia,6,4,2,10664,1437
CTCF,DMPK,Unknown,11479593,Eumetazoa,Eukaryota,2,4,2,10664,1760
CTCF,ETNK2,Unknown,18632798,Eumetazoa,Eukaryota,2,4,2,10664,55224
CTCF,PBXIP1,Unknown,22187427,Eumetazoa,Vertebrata,5,4,1,10664,57326
CTCF,IGF2,Unknown,18458536;20966046;21536749;24725430,Eumetazoa,Vertebrata,5,4,1,10664,3481
CTCF,IPO13,Unknown,23620300,Eumetazoa,Eukaryota,2,4,2,10664,10468
CTCF,IRAK2,Unknown,15670593,Eumetazoa,cellular organisms,1,4,3,10664,2348
CTCF,MYC,Activation,19568426,Eumetazoa,Opisthokonta,3,4,1,10664,4609
CTCF,MYC,Repression,12032779;12524457,Eumetazoa,Opisthokonta,3,4,1,10664,4609
CTCF,MYC,Unknown,24725430;9591631,Eumetazoa,Opisthokonta,3,4,1,10664,4609
CTCF,NANOG,Unknown,22879976,Eumetazoa,Eukaryota,2,4,2,10664,79923
CTCF,NF1,Unknown,21111075,Eumetazoa,Eukaryota,2,4,2,10664,51621
CTCF,PAX6,Activation,16723452,Eumetazoa,Opisthokonta,3,4,1,10664,5080
CTCF,PAX6,Repression,16723452,Eumetazoa,Opisthokonta,3,4,1,10664,5080
CTCF,PAX6,Unknown,15096508;17122106,Eumetazoa,Opisthokonta,3,4,1,10664,5080
CTCF,PTPRG,Unknown,21150880,Eumetazoa,Eukaryota,2,4,2,10664,5793
CTCF,RAD21,Unknown,19826084,Eumetazoa,Eukaryota,2,4,2,10664,51
CTCF,RARRES1,Activation,22615834,Eumetazoa,Vertebrata,5,4,1,10664,9221
CTCF,RBL2,Unknown,21325284,Eumetazoa,Eukaryota,2,4,2,10664,5934
CTCF,SIX5,Unknown,11479593,Eumetazoa,Eukaryota,2,4,2,10664,147912
CTCF,SLC6A4,Unknown,15229244;17360901;21309950;23765727,Eumetazoa,cellular organisms,1,4,3,10664,6532
CTCF,TERT,Repression,16326864;19914212,Eumetazoa,Eukaryota,2,4,2,10664,7015
CTCF,WT1,Unknown,24534946,Eumetazoa,Opisthokonta,3,4,1,10664,7490
CTCFL,BAG1,Activation,18413740,Eumetazoa,Mammalia,6,4,2,140690,573
CTNNB1,AR,Unknown,16141201,Eukaryota,Eumetazoa,4,2,2,1499,367
CTNNB1,BIRC5,Unknown,19662654;19778454,Eukaryota,Opisthokonta,3,2,1,1499,332
CTNNB1,CCND1,Activation,17109766;20300972,Eukaryota,Eukaryota,2,2,0,1499,7436
CTNNB1,CCND1,Repression,16628468,Eukaryota,Eukaryota,2,2,0,1499,7436
CTNNB1,CCND1,Unknown,18679417;19662654;19778454,Eukaryota,Eukaryota,2,2,0,1499,7436
CTNNB1,CD44,Unknown,17724465,Eukaryota,Mammalia,6,2,4,1499,960
CTNNB1,CHGA,Unknown,21551321,Eukaryota,Mammalia,6,2,4,1499,1113
CTNNB1,CLDN2,Activation,14751232,Eukaryota,Vertebrata,5,2,3,1499,9075
CTNNB1,FST,Unknown,24667650,Eukaryota,Vertebrata,5,2,3,1499,6507
CTNNB1,GLCE,Unknown,22805760,Eukaryota,cellular organisms,1,2,1,1499,26035
CTNNB1,GLI2,Unknown,19797115,Eukaryota,Eukaryota,2,2,0,1499,2736
CTNNB1,JUN,Activation,20300972,Eukaryota,Opisthokonta,3,2,1,1499,3725
CTNNB1,JUN,Unknown,19671687,Eukaryota,Opisthokonta,3,2,1,1499,3725
CTNNB1,MMP14,Activation,21517265,Eukaryota,Eukaryota,2,2,0,1499,4323
